row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
CMR-infra.connect-chad-border-fibre-link,CMR,infra.connect,Infrastructure,instrument,Chad border fibre link,Planned,2026-02-09,"The enabling memorandum suspended by Chad's regulator, revision requested",,Regressed,A cooperation agreement of May 2025 promised the section within fourteen days,Not built; the April 2025 memorandum was suspended on digital-sovereignty grounds and the parties told to revise and re-sign,2026-02-09-chad-fast-track-ndjamena-mbere-fiber-link-cameroon-connectingafrica|2025-05-16-cameroon-chad-digital-cooperation-agreement-techreviewafrica,,Cameroon is Chad's only submarine-cable entry point
CMR-infra.connect-customs-circular-satellite-terminal,CMR,infra.connect,Infrastructure,instrument,Customs circular on satellite terminal seizures,Implemented,2026-07-27,In force since 2024-04-15,2024-04-15,No change,Systematic seizure of satellite kits at the borders,"Still the operative instrument; kits enter through indirect registration abroad, with ten modems seized at one post on 2025-12-12",2026-07-27-cameroon-starlink-licensing-stalls-sovereignty|2025-12-16-cameroon-douane-saisie-kits-starlink,,
CMR-infra.connect-fibre-backbone-phase-iv,CMR,infra.connect,Infrastructure,instrument,Fibre backbone Phase IV,Planned,2026-03-11,Decree of 2026-03-06 authorising signature; the loan is not confirmed signed,,Advanced,"Backbone about 12,000 km; no fourth-phase financing authorised","CNY 1,350,963,161, about FCFA 108.4bn, authorised for a further 4,000 km, a national data centre and regional links to Chad, the Central African Republic and Nigeria",2026-03-11-leconomie-china-eximbank-fibre-backbone-phase4-loan|2026-01-01-eximbank-cn-cmr-006-cameroon-fibre-optic-transmission-backbone-extension,,the executing contractor is expected to follow the pattern of the first three phases but is not confirmed
CMR-infra.connect-fibre-backbone-length,CMR,infra.connect,Infrastructure,measure,National fibre backbone length,,2026-07-27,"Reported at over 15,000 km",,Advanced,"About 12,000 km terrestrial plus about 812 km overhead (2024 reference year)","Over 15,000 km (2026-07)",2026-07-27-cameroon-starlink-licensing-stalls-sovereignty|2025-12-09-art-2024-annual-observatory-telecom-market-techafricanews,,the two figures are not reconciled to a single primary and may rest on different measurement bases
CMR-infra.store-data-centre-consolidation-policy,CMR,infra.store,Infrastructure,instrument,National data-centre consolidation policy,Planned,2025-05-27,A study restituted May 2025; the minister stated a one-or-two-centre policy,2025-05-27,No change,Concentrate state resources on one or two national backup centres rather than multiplying public facilities,"The same position; no instrument, site or appropriation on record since",2025-05-27-leconomie-cenadi-datacenter-study|2025-05-26-cenadi-digital-independence-data-centres-itweb,,the 269-page study surveyed thirteen administrations and is not itself held
CMR-infra.store-zamengoe-data-centre,CMR,infra.store,Infrastructure,instrument,Zamengoe Data Centre,Implemented,2026-08-14,Presented at a national digital forum on 2026-06-09,2025-12-17,Baseline not held,,"In operation, Tier III certified and tourable; the central bank inspected it with a view to hosting in December 2025 and a second prospective tenant was shown round on 2026-08-13",2026-06-12-camtel-zamengoe-data-centre-sovereignty-sago-techreviewafrica|2025-12-17-beac-national-director-visits-camtel-data-center-techreviewafrica|2026-08-14-cameroon-camtel-zamengoe-data-centre|2026-08-14-camtel-showcases-zamengoe-data-center-to-plan-international-cameroon,,the largest-in-Central-Africa and Tier III claims are unverified wire claims and are not adopted; the base carries no record of the facility before December 2025
CMR-infra.energy-data-centre-power-supply,CMR,infra.energy,Infrastructure,instrument,Data-centre power supply and energy efficiency standard,Not held,,,,,,,,,"the data-centre study named inadequate power and efficiency as failings, but the base holds no installed capacity, efficiency ratio or outage rate and no instrument setting a standard"
CMR-infra.energy-douala-meter-data-centre,CMR,infra.energy,Infrastructure,instrument,Douala meter-data centre,In development,2026-05-29,Under construction; no completion date published,,Advanced,Did not exist,Being built to centralise and secure smart-meter data,2026-05-29-rollout-20000-smart-meters-ami-world-bank-wearetech,,"operator, capacity and cost are not published"
CMR-infra.energy-smart-meter-rollout,CMR,infra.energy,Infrastructure,instrument,Smart-meter rollout,Implemented,2026-05-29,Nationwide deployment launched 2026-05-27 after final acceptance in April 2026,,Advanced,"The electricity-reform programme financed in 2024, no meters deployed","20,000 advanced meters deploying in phases after trials in January and February 2026",2026-05-29-rollout-20000-smart-meters-ami-world-bank-wearetech|2024-01-01-world-bank-cmr-2024-prsec-electricity-reform-bw12,,"the programme runs 2024 to 2026 at about FCFA 400bn, of which FCFA 180bn World Bank and FCFA 48bn African Development Bank"
CMR-infra.capacity-ipv6-transition,CMR,infra.capacity,Infrastructure,instrument,IPv6 transition,Planned,2026-06-19,A regulator call to accelerate adoption at the sixth national naming forum,,Baseline not held,,"Stated as essential; no target date, measured national adoption rate or instrument",2026-06-19-antic-national-dns-forum-sovereign-internet-techafricanews,,
