title,publisher,author,published,date_precision,places,topics,entities,ingested,url
dLocal Ghana secures enhanced payments licence to deepen local operations,TechCabal,,2026-09-09,day,GHA,dpi.pay; gov.legislate,dlocal; bank-of-ghana,2026-09-09,https://techcabal.com/2026/09/09/dlocal-ghana-secures-enhanced-payments-licence/
Ghana Launches AI and Robotics Bootcamp for 100 Young Innovators,Tech Africa News,,2026-09-09,day,GHA,capacity.training; tech.ai,ministry-of-communication-digital-technology-and-innovations-ghana,2026-09-09,https://techafricanews.com/2026/09/09/ghana-ai-robotics-bootcamp-100-young-innovators/
Ghana Launches Girls-In-ICT Open Day to Prepare Girls for AI-Driven Digital Future,Tech Africa News,,2026-09-08,day,GHA,capacity.training; include.divides,ministry-of-communication-digital-technology-and-innovations-ghana,2026-09-08,https://techafricanews.com/2026/09/08/ghana-girls-in-ict-open-day-ai-digital-future/
"Fibre cuts, grid instability undermine network quality - Sam George",Graphic Online,,2026-09-08,day,GHA,infra.connect,ministry-of-communication-digital-technology-and-innovations-ghana,2026-09-08,https://www.graphic.com.gh/news/general-news/ghana-news-fibre-cuts-grid-instability-undermine-network-quality-sam-george.html
Sam George directs Communications Ministry staff to enrol on One Million Coders programme,MyJoyOnline,,2026-09-07,day,GHA,capacity.training,one-million-coders-programme; ministry-of-communication-digital-technology-and-innovations-ghana,2026-09-08,https://www.myjoyonline.com/sam-george-directs-communications-ministry-staff-to-enrol-on-one-million-coders-programme/
Data Protection Commission records sharp rise in regulatory activity – Sam George,MyJoyOnline,,2026-09-07,day,GHA,gov.protect,data-protection-commission-ghana; ministry-of-communication-digital-technology-and-innovations-ghana,2026-09-08,https://www.myjoyonline.com/data-protection-commission-records-sharp-rise-in-regulatory-activity-sam-george/
"Cybersecurity Authority responds to 3,363 incidents in six months – Sam George",MyJoyOnline,,2026-09-07,day,GHA,infra.cybersec,cyber-security-authority-ghana; ministry-of-communication-digital-technology-and-innovations-ghana,2026-09-08,https://www.myjoyonline.com/cybersecurity-authority-responds-to-3363-incidents-in-six-months-sam-george/
Accra to host 15th Africa Internet Governance Forum in November – Sam George,MyJoyOnline,,2026-09-07,day,GHA,gov.regional; gov.discourse,african-internet-governance-forum; ministry-of-communication-digital-technology-and-innovations-ghana,2026-09-08,https://www.myjoyonline.com/accra-to-host-15th-africa-internet-governance-forum-in-november-sam-george/
MTN commits US$1.1bn to Ghana network expansion after 5G reforms – Communications Minister,MyJoyOnline,,2026-09-07,day,GHA,infra.connect; gov.policy; finance.new,mtn-ghana; telecel-ghana; national-communications-authority-ghana; ministry-of-communication-digital-technology-and-innovations-ghana,2026-09-07,https://www.myjoyonline.com/mtn-commits-us1-1bn-to-ghana-network-expansion-after-5g-reforms-communications-minister/
Hunger Project builds ICT centre at Domi Achiansa,Graphic Online,,2026-09-07,day,GHA,include.access,the-hunger-project-ghana,2026-09-08,https://www.graphic.com.gh/news/general-news/ghana-news-hunger-project-builds-ict-centre-at-domi-achiansa.html
"Customs valuation, publican AI, future of Ghanaian industry",Graphic Online,,2026-09-07,day,GHA,tech.ai; gov.discourse,,2026-09-08,https://www.graphic.com.gh/features/opinion/ghana-news-customs-valuation-publican-ai-future-of-ghanaian-industry.html
"Ghana's Seevcash Raises $333,000, Launches Visa Card",We are Tech (wearetech.africa),,2026-09-07,day,GHA,dpi.pay; finance.new,seevcash; stellar-development-foundation; visa,2026-09-07,https://www.wearetech.africa/en/fils-uk/brief/brief-simple/ghana-s-seevcash-raises-333-000-launches-visa-card
Full Text: Sam George's speech at Government Accountability Series,MyJoyOnline,,2026-09-07,day,GHA,gov.policy; infra.connect; capacity.training; infra.cybersec; gov.protect; tech.ai; dpi.govtech; finance.new,ministry-of-communication-digital-technology-and-innovations-ghana; national-communications-authority-ghana; cyber-security-authority-ghana; data-protection-commission-ghana; nita-ghana; world-bank,2026-09-07,https://www.myjoyonline.com/full-text-sam-georges-speech-at-government-accountability-series-2/
Ghana's NCA Intensifies Public Education on Telecom Masts Amid Fibre and Infrastructure Concerns,TechAfrica News,,2026-09-07,day,GHA,gov.discourse; infra.connect,national-communications-authority-ghana,2026-09-07,https://techafricanews.com/2026/09/07/ghana-nca-public-education-telecom-masts-infrastructure-concerns/
Ghana launches digital marriage records platform,ITWeb Africa,,2026-09-07,day,GHA,dpi.registry; dpi.id,marry-right-ghana; ministry-of-gender-children-and-social-protection-ghana; registrar-generals-department-ghana,2026-09-07,https://itweb.africa/article/ghana-launches-digital-marriage-records-platform/VgZeyqJlpyX7djX9
'The resolve of this Ministry is unshaken' – Sam George on biometric SIM verification,Asaase Radio,,2026-09-07,day,GHA,dpi.id; gov.legislate,ministry-of-communication-digital-technology-and-innovations-ghana; national-communications-authority-ghana; parliament-of-ghana,2026-09-07,https://asaaseradio.com/the-resolve-of-this-ministry-is-unshaken-sam-george-on-biometric-sim-verification/
Government to deploy sovereign virtual platform for secure high-level meetings – Nana Oye Bampoe Addo,MyJoyOnline,,2026-09-07,day,GHA,dpi.govtech; infra.cybersec,cyber-security-authority-ghana,2026-09-08,https://www.myjoyonline.com/government-to-deploy-sovereign-virtual-platform-for-secure-high-level-meetings-nana-oye-bampoe-addo/
