title,publisher,author,published,date_precision,places,topics,entities,ingested,url
Sénégal : priorités numériques recentrées sur le cloud souverain et l’IA,wearetech.africa,,2026-09-09,day,SEN,gov.policy; tech.ai; infra.capacity,government-of-senegal,2026-09-09,https://www.wearetech.africa/fr/fils/actualites/tech/senegal-priorites-numeriques-recentrees-sur-le-cloud-souverain-et-l-ia
L'Afrique face au defi de la souverainete technologique,Le Soleil,,2026-09-08,day,SEN,gov.discourse; tech.ai; infra.cybersec,gainde-2000,2026-09-09,https://lesoleil.sn/actualites/technologie/lafrique-face-au-defi-de-la-souverainete-technologique/
Protection des donnees : la CDP appelle l'Afrique a batir une economie numerique fondee sur la confiance,Socialnetlink,,2026-09-07,day,SEN,gov.protect; gov.discourse,cdp-senegal,2026-09-08,https://www.socialnetlink.org/2026/09/07/protection-des-donnees-la-cdp-appelle-lafrique-a-batir-une-economie-numerique-fondee-sur-la-confiance/
Un parlementaire senegalais plaide pour le renforcement des moyens des autorites de protection des donnees a caractere personnel sur le continent,Agence de Presse Senegalaise,,2026-09-07,day,SEN,gov.protect; gov.discourse,cdp-senegal; assemblee-nationale-senegal,2026-09-08,https://aps.sn/un-parlementaire-senegalais-plaide-pour-le-renforcement-des-moyens-des-autorites-de-protection-des-donnees-a-caractere-personnel/
Pylones de telecommunications a proximite des habitations : Thierno Alassane Sall alerte sur les risques,Seneweb,,2026-09-06,day,SEN,infra.connect; gov.discourse; gov.legislate,artp,2026-09-08,https://www.seneweb.com/fr/news/Societe/pylones-de-telecommunications-a-proximite-des-habitations-thierno-alassane-sall-alerte-sur-les-risques_n_503519.html
L'Agence de régulation des marchés et Enabel conjuguent leurs forces pour renforcer les systèmes d'information,Le Soleil,,2026-09-06,day,SEN,data.statistics; dpi.mis; gov.standards,enabel; agence-regulation-marches-senegal; ministere-industrie-commerce-senegal,2026-09-07,https://lesoleil.sn/actualites/economie/lagence-de-regulation-des-marches-et-enabel-conjuguent-leurs-forces-pour-renforcer-les-systemes-dinformation/
Sénégal Services : Isidore Diouf érige la connectivité en priorité absolue pour réussir la dématérialisation,Socialnetlink,,2026-09-04,day,SEN,dpi.govtech; infra.connect; include.divides,senum-sa; espaces-senegal-services,2026-09-07,https://www.socialnetlink.org/2026/09/04/senegal-services-isidore-diouf-erige-la-connectivite-en-priorite-absolue-pour-reussir-la-dematerialisation/
"New Technological Deal, or how a Global South Digital strategy for impactful ICT Transformation","Digital Watch Observatory (DiploFoundation), session record of a WSIS Forum 2026 panel",,2026-09-04,day,SEN,gov.policy; dpi.id; dpi.exchange,new-deal-technologique; fdsut-senegal; wave-mobile-money; gsma; world-bank,2026-09-07,https://dig.watch/event/wsis-forum-2026/new-technological-deal-or-or-how-a-global-south-digital-strategy-for-impactful-ict-transformation
Senegal sets sights on Azerbaijan's ASAN Khidmet model rollout,Trend News Agency,,2026-09-04,day,SEN,dpi.govtech; gov.policy,asan-azerbaijan; ministere-fonction-publique-senegal; organisation-of-islamic-cooperation,2026-09-07,https://www.trend.az/azerbaijan/society/4220630.html
Le Sénégal mise sur le numérique pour rapprocher les citoyens des tribunaux,Le Soleil,,2026-09-04,day,SEN,dpi.govtech; include.access; gov.policy,ministere-justice-senegal; undp,2026-09-05,https://lesoleil.sn/justice/le-senegal-mise-sur-le-numerique-pour-rapprocher-les-citoyens-des-tribunaux/
"AfDB, AXIAN Take Digital Finance to 34,000 Women-led Businesses in Africa",Ecofin Agency,,2026-09-04,day,MDG; TZA; SEN; TGO; COM,dpi.pay; finance.new,african-development-bank; axian-telecom; mvola; wefi,2026-09-06,https://www.ecofinagency.com/news-finances/0409-58613-afdb-axian-take-digital-finance-to-34-000-women-led-businesses-in-africa
Demande d’asile au Sénégal,UNHCR Sénégal,,2026-09-03,day,SEN,include.access; dpi.id,unhcr; commission-nationale-eligibilite-senegal,2026-09-06,https://help.unhcr.org/senegal/fr/asile/
Africa urged to put leadership at centre of public sector reforms,The Star (Kenya),,2026-09-03,day,KEN; GHA; SEN; ZWE; GMB; CIV; ETH; NGA; TZA; XAF,capacity.training; dpi.govtech,gates-foundation,2026-09-04,https://www.the-star.co.ke/news/2026-09-03-africa-urged-to-put-leadership-at-centre-of-public-sector-reforms
GREEN,"SIMEN — Système d'Information et de Management de l'Éducation nationale, Ministère de l'Éducation nationale du Sénégal",,2026-09-03,day,SEN,dpi.exchange; dpi.id,ministere-education-nationale-senegal,2026-09-06,https://senprof.education.sn/GUIDES%20ET%20DOCUMENTATIONS/GUIDE%20GREEN
TeleDAc,Société Sénégal Numérique S.A.,,2026-09-03,day,SEN,digital.localgov,senum-sa,2026-09-06,https://www.adie.sn/projets/teledac
Smart Sénégal | Société Senegal Numerique SA,"Sénégal Numérique SA (SENUM SA, ex-ADIE)",,2026-09-03,day,SEN,gov.policy; infra.store,senum-sa,2026-09-06,https://senegalnumeriquesa.sn/en/projets/smart-s%C3%A9n%C3%A9gal
"Les Statuts — SENIX, Le Point d’Echange Internet du Sénégal",Association SENIX,,2026-09-03,day,SEN,infra.connect; infra.store,senix,2026-09-06,https://www.senix.sn/statuts.html
Accueil - Plateforme Interopérabilité | Jokkoo,Plateforme d'Interopérabilité du Sénégal (PINS / e-Jokkoo),,2026-09-03,day,SEN,gov.policy; dpi.exchange; dpi.id,pins-senegal,2026-09-06,https://pins.sn/
