row_id,place,subject,section,name,what_would_settle_it,probe_at,disposition
SYC-infra.energy-none,SYC,infra.energy,Infrastructure,National policy linking digital infrastructure to energy supply,"A national policy, strategy or programme document connecting power reliability or generation to digital-infrastructure planning.",,
SYC-digital.rural-none,SYC,digital.rural,Digital public infrastructure,Dedicated rural digital-service programme,"A programme document or budget line for outer-island or rural digital-service delivery, distinct from the Starlink market entry.",,
SYC-digital.localgov-none,SYC,digital.localgov,Digital public infrastructure,Digitisation of district-administration systems,A district-administration system specification or digitisation programme document.,,
SYC-geopol.eu-none,SYC,geopol.eu,Governance and regulation,European Union digital cooperation with Seychelles,"Any EU or European Investment Bank digital financing, programme or memorandum covering Seychelles.",,
SYC-geopol.gulf-none,SYC,geopol.gulf,Artificial intelligence and the technology sector,Gulf-state digital investment in Seychelles,"Any Gulf-state investment, financing or memorandum covering Seychellois digital infrastructure.",,
SYC-include.access-disability,SYC,include.access,Inclusion,National accessibility framework,"A National Accessibility Action Plan, accessibility legislation, or an accessibility standard applying to government digital services — the government itself names all three as absent in May 2026.",2026-09-06,"absence stated by the government, not inferred"
SYC-include.access-refugees,SYC,include.access,Inclusion,"Refugees, asylum seekers and internally displaced people","Any record of refugees, asylum seekers, stateless persons or displaced people in Seychelles more recent than the 2021 UNHCR submission finding none.",2026-09-06,dated finding that the population does not exist
SYC-data.open-policy,SYC,data.open,Data,Open government data policy,An adopted open-data policy or the closure of the 2020 extractives transparency corrective action that required one to be published.,2026-09-06,absence cited to a dated corrective action
SYC-finance.sustain-usf-scale,SYC,finance.sustain,Finance,Scale and contribution rate of the universal access and universal service fund,The full text of Part XII (ss. 97-102) of the Communications Act 2023 and any SCRA statement of the fund's contributions and disbursements.,2026-09-25,acquisition
SYC-geopol.sovereignty-seyid-control,SYC,geopol.sovereignty,Geopolitics,"State control of SeyID source code, keys and operating contract","The WISeKey contract for SeyID, or a government statement of who holds the source code and keys and what exit terms apply.",2026-09-25,absence
SYC-geopol.sovereignty-agreement-terms,SYC,geopol.sovereignty,Geopolitics,"Data jurisdiction, portability and exit terms of the Travizory, WISeKey and NPCI agreements","Publication of the agreements, or the Commission of Inquiry's report on the Travizory Border Management Service Agreement.",2026-09-25,absence
