row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
CIV-gov.policy-ansut-strategic-plan-2026-2030,CIV,gov.policy,Governance,instrument,ANSUT strategic plan 2026-2030,Implemented,2026-08-12,Unveiled by the agency’s director general 2026-08-11,,Baseline not held,Baseline not held,"Built on four pillars — universal connectivity, digital services and financial inclusion, digital usage and literacy, and operational excellence — across ten projects, four of them funded at FCFA 60.144bn through the national development plan and six from the agency’s own funds; the stated targets are 300 newly connected localities, smartphone penetration of 80% by 2028 against 40% now, and more than 15,000 km of new fibre by 2028, against a starting point of 70% of rural households with no internet access",2026-08-12-cote-divoire-ansut-strategic-plan-2026-2030,,no adoption instrument published; the plan is the agency’s own
CIV-gov.policy-sndeci-education-digitalisation-strategy,CIV,gov.policy,Governance,instrument,Education digitalisation strategy 2024-2028,Implemented,2024-01-01,Issued for the period 2024-2028,2024-01-01,No change,"The national strategy for the digitalisation of education in Cote d'Ivoire, running 2024-2028","The national strategy for the digitalisation of education in Cote d'Ivoire, running 2024-2028",2024-01-01-sndeci-strategie-nationale-digitalisation-education-ci-2024-2028,,the strategy document carries no adoption instrument
CIV-gov.policy-information-system-master-plan-of-the-econom,CIV,gov.policy,Governance,instrument,Information system master plan of the economy ministry,Planned,2025-12-17,Adopted and presented December 2025,,Advanced,Did not exist,"Adopted at FCFA 10.156bn across six programmes and 44 projects, after a diagnostic found weak IT governance, non-interconnected platforms, ageing infrastructure and insufficient security",2025-12-17-economy-ministry-it-master-plan-wearetech,,nothing on file since adoption on what has been built
CIV-gov.policy-national-cybersecurity-strategy-2021-2025,CIV,gov.policy,Governance,instrument,National Cybersecurity Strategy 2021-2025,"Discontinued, term expired",2026-07-23,Evaluation presented at the Abidjan-Plateau workshop 2026-07-23,,Closed,"In force, adopted December 2021","Expired and evaluated, and still the text formally in force because no successor has been adopted",2026-07-23-cote-divoire-anssi-national-cybersecurity-strategy-2026-2030,,the reported completion split is not established from any held document
CIV-gov.policy-national-cybersecurity-strategy-2026-2030,CIV,gov.policy,Governance,instrument,National Cybersecurity Strategy 2026-2030,In development,2026-07-23,"Draft presented for stakeholder review 2026-07-23, awaiting the Council of Ministers",,Advanced,Did not exist,"Draft held as a PDF on five axes, extending scope to artificial intelligence, emerging technologies and cloud and adding results-based monitoring",2026-07-23-cote-divoire-anssi-national-cybersecurity-strategy-2026-2030|2026-07-18-civ-projet-strategie-nationale-cybersecurite-2026-2030,,"the held PDF has not been text-extracted, so its structure remains a press claim"
CIV-gov.legislate-any-ivorian-artificial-intelligence-statute,CIV,gov.legislate,Governance,instrument,Any Ivorian artificial-intelligence statute,Not held,2026-07-23,No instrument published,2025-08-01,No change,None published,"None published; governance runs entirely through non-binding strategy instruments, with the draft cybersecurity strategy the only binding-track vehicle extending state scope to artificial intelligence",2026-07-01-cipit-ai-and-intellectual-property-in-africa|2026-07-23-cote-divoire-anssi-national-cybersecurity-strategy-2026-2030,,"a published bill, act or implementing decree would settle it"
CIV-gov.legislate-loi-n-2013-546-on-electronic-transactions,CIV,gov.legislate,Governance,instrument,Loi n 2013-546 on electronic transactions,"Implemented, article 50 repealed",2026-07-25,"Article 50 repealed by ordinance, ratified 2025",2013-07-30,No change,In force with article 50 repealed,"In force; its 2014 and 2016 implementing decrees on cryptology, electronic signature and digital archiving are the stated legal basis of the national public key infrastructure",2026-07-25-cote-divoire-anssi-pki-nationale,,the only Ivorian digital statute the base can name implementing decrees for
CIV-gov.legislate-loi-n-2024-352-on-electronic-communications,CIV,gov.legislate,Governance,instrument,Loi n 2024-352 on electronic communications,Implemented,2026-04-27,"Annual compliance seminar reviewing its application, April 2026",2024-06-06,Baseline not held,,"In force, with 2025 operator compliance action plans evaluated, licence terms under revision and a common conformity framework being defined",2026-04-27-artci-operateurs-cadre-conformite-linfodrome,,first appears in the base in 2026; no text held
CIV-gov.legislate-national-cyber-security-agency,CIV,gov.legislate,Governance,instrument,National cyber-security agency,Implemented,2026-07-29,"Created by decree October 2024, launched 2025-02-11",2025-02-11,Advanced,"Agency launched and consolidating the cybercrime unit, the national computer emergency team and the alert line","Operating agency running a national security operations centre, a public-administration security-officer network, the national public key infrastructure and auditor certification against the state security reference framework",2026-07-29-cote-divoire-anssi-1200-certified-experts|2025-02-11-anssi-lancement-fratmat|2026-07-25-cote-divoire-anssi-pki-nationale,,
CIV-gov.legislate-ordonnance-n-2024-950-transferring-the-cyber,CIV,gov.legislate,Governance,instrument,Ordonnance n 2024-950 transferring the cyber mandate,Implemented,2025-06-17,Ratified by the Senate 2025-06-16,2025-06-16,No change,"Ratified, moving network security, audit, certification and electronic-certificate issuance from the telecoms regulator to the cyber agency",Unchanged in law; the transferred certificate mandate is now exercised through the national public key infrastructure,2025-06-17-senate-approves-cybersecurity-egov-bill-techreviewafrica|2025-04-24-echanges-electroniques-loi-ratification-fratmat,,
CIV-gov.legislate-consumer-complaint-procedure,CIV,gov.legislate,Governance,instrument,Procedure for handling consumer complaints on electronic communications,In development,2026-08-26,"Harmonised procedure validated by the regulator, 2026-08-26",,Advanced,Not held,"The regulator has validated a harmonised procedure for handling consumer complaints against operators and internet service providers, now to be transmitted to its Conseil de regulation for possible adoption",2026-08-26-protection-des-consommateurs-artci-traitement-plaintes|2026-08-16-fratmat-artci-procedure-harmonisee-plaintes|2026-08-14-cote-divoire-artci-consumer-complaint-procedure,,"no draft text, adoption date or redress standard is published"
CIV-gov.legislate-regulatory-council-of-the-telecoms-authority,CIV,gov.legislate,Governance,instrument,Regulatory Council of the telecoms authority,Implemented,2026-05-12,"Sworn in 2026-05-07, installed 2026-05-11",,Advanced,"Outgoing council, whose mandate took more than a thousand sector decisions","New six-year council installed, with a roadmap of priorities handed to the minister",2026-05-12-artci-nouveaux-regulateurs-installes-linfodrome|2026-05-07-conseil-regulation-artci-prestation-serment-fratmat,,
CIV-gov.protect-compliance-and-authorisation-caseload,CIV,gov.protect,Governance,measure,Compliance and authorisation caseload,,2026-07-02,About a hundred physical files a month at the compliance platform's launch,,Baseline not held,,About 100 physical data-protection compliance files handled per month immediately before the platform went live,2026-07-02-certinum-protection-donnees-personnelles-fratmat,,no post-launch throughput figure has been published
CIV-gov.protect-loi-n-2013-450-on-personal-data-protection,CIV,gov.protect,Governance,instrument,Loi n 2013-450 on personal data protection,Implemented,2026-07-26,Since 19 June 2013,2013-06-19,No change,"In force, with the telecoms regulator designated the data-protection authority","In force and unamended, with the regulator confirmed as the authority after the cyber agency's creation; no separable data-protection appropriation exists",2026-07-26-civ-artci-autorite-de-protection-creation-missions|2026-05-18-protection-donnees-progres-cote-divoire-fratmat,,the base holds no text of the law and no implementing decree
CIV-gov.protect-register-of-data-protection-officers,CIV,gov.protect,Governance,instrument,Register of data-protection officers,Implemented,2026-05-18,Created in 2026 per the minister's stocktake,,Advanced,Did not exist,Created and named by the minister alongside simplified norms as one of the country's data-protection advances,2026-05-18-protection-donnees-progres-cote-divoire-fratmat,,"no register size, publication or legal basis is stated"
