indicator_id,progress,summary,developments,row_ids
gov.policy--digital-transformation-strategy,Advanced,A [2026-2028 ministerial digital roadmap on seven pillars and 40 priority projects](2026-07-31-cote-divoire-accelerateurs-numeriques-startups) replaced the expiring national strategy as the working instrument.,"The roadmap was [presented at African Digital Week in June 2026](2026-06-02-african-digital-week-2026-techreviewafrica) and [to the ITU leadership on 8 July 2026](2026-07-08-digital-roadmap-presented-to-itu-leadership-techreviewafrica), and is [described as carrying seven pillars and 40 priority projects](2026-07-31-cote-divoire-accelerateurs-numeriques-startups).

The roadmap text itself is not held, and the pillar and project counts are ministry-sourced press claims with no published document behind them. Nothing on file states a budget, an implementing body or a monitoring arrangement for the forty projects.",CIV-tech.innovate-ministerial-digital-roadmap-2026-2028
gov.policy--ict-strategy,No change,"The [2021-2025 national digital development strategy remains the named umbrella instrument](2026-07-31-cote-divoire-accelerateurs-numeriques-startups), with no successor text published.","The strategy was in force and expiring at the window's opening. A year later the ministry's own roadmap is [stated to sit under the national digital development strategy and the 2026-2030 development plan](2026-07-31-cote-divoire-accelerateurs-numeriques-startups) rather than to replace it.

No successor national digital strategy has been adopted, published or dated in any held source, and the base holds no text of the expiring one either. What exists in its place is a ministerial instrument of lower standing, which is a different thing from a national strategy renewed.",CIV-tech.innovate-ministerial-digital-roadmap-2026-2028
gov.policy--broadband-strategy,Advanced,"The universal-service agency [published a 2026-2030 plan targeting 300 newly connected localities and more than 15,000 km of new fibre](2026-08-12-cote-divoire-ansut-strategic-plan-2026-2030).","2026-08-11 - the agency's director general [set out a plan on four pillars across ten projects, four funded at FCFA 60.144bn through the national development plan and six from the agency's own funds, targeting 300 newly connected localities, smartphone penetration of 80% by 2028 against 40% now, and more than 15,000 km of new fibre by 2028, against a starting point of 70% of rural households with no internet access](2026-08-12-cote-divoire-ansut-strategic-plan-2026-2030).

No adoption instrument is published: the plan is the agency's own rather than a government strategy, and nothing states how the six self-funded projects are to be paid for out of a levy whose accounts are unpublished.",CIV-gov.policy-ansut-strategic-plan-2026-2030
gov.policy--data-storage-cloud-strategy,Advanced,"The minister [describes a sovereign-cloud foundation under construction](2026-04-30-femua-18-hub-africain-ia-fratmat), provided for in the national artificial-intelligence strategy.","The sovereign cloud was [provided for in the March 2025 artificial-intelligence strategy as a first-pillar investment](2025-03-14-ai-data-governance-strategy-wearetech), with nothing on record being built.

2026-04-29 - the minister [described a foundation under construction comprising a national data centre at Grand-Bassam, a second project at Yamoussoukro and a sovereign-cloud network](2026-04-30-femua-18-hub-africain-ia-fratmat).

No cloud policy text, operator, capacity, cost or commissioning date has been published, and no data-localisation or classification rule is on file to say what a sovereign cloud would be obliged to hold.",CIV-tech.ai-national-sovereign-cloud
gov.policy--data-interoperability-framework-roadmap,No change,The [general interoperability framework adopted by decret n 2021-913](2021-12-22-civ-decret-2021-913-referentiel-interoperabilite) is the standing instrument and did not move in the window.,"The framework was [adopted by decret n 2021-913 of 22 December 2021 as the general reference framework for interoperability of information systems](2021-12-22-civ-decret-2021-913-referentiel-interoperabilite), and nothing in the window amended, replaced or extended it.

The operating platform built to it is carried under the national data exchange indicator. What the base does not hold for the framework itself is any conformity regime: no certification, no compliance obligation on a public body, no register of systems assessed against it, and no evaluation since adoption.",CIV-gov.standards-general-interoperability-framework
gov.policy--ai-strategy,"Mixed, the strategy is now counted as adopted while the committee, the label and the financing it names have not moved","The [strategy is counted among Africa's adopted national artificial-intelligence strategies](2026-07-09-wearetech-six-francophone-ai-governance-framework), while its named instruments and its costing have not moved.","The strategy was [handed to the Prime Minister on 13 March 2025, costed at FCFA 912bn with 15 objectives and 109 projects over five years](2025-03-14-ai-data-governance-strategy-wearetech). It is now [counted among the continent's adopted national strategies](2026-07-09-wearetech-six-francophone-ai-governance-framework), and [six senior implementation posts were advertised from 26 May 2026](2026-07-29-cote-divoire-recruits-ai-cybersecurity-digital-transformation-experts).

No Council of Ministers adoption date or decree is on file and the strategy text is not held. The [National Committee for AI and Data Governance, named as one of the strategy's first actions, has no constitution, membership, chair or meeting on record, and the Safe AI label it provides for has no criteria, awarding body or labelled solution](2025-03-14-ai-data-governance-strategy-wearetech). The [FCFA 912bn costing still carries no appropriation identified against it](2025-02-19-siade-2025-ia-defense-fratmat).",CIV-tech.ai-national-ai-strategy|CIV-tech.ai-national-committee-for-ai-and-data-governanc|CIV-tech.ai-safe-ai-label|CIV-tech.ai-ai-strategy-financing
gov.policy--data-governance-policy,"Mixed, the national strategy gained implementation posts while a migration data governance strategy was named twice without being produced",The [national data governance strategy is named as one of two the ministry's new senior posts exist to implement](2026-07-29-cote-divoire-recruits-ai-cybersecurity-digital-transformation-experts); a migration equivalent is cited but unproduced.,"The strategy was [handed to the Prime Minister on 13 March 2025 alongside the artificial-intelligence strategy and presented to the private sector in May 2025](2025-05-15-strategies-ia-donnees-secteur-prive-fratmat), and is now [named as one of the two strategies the ministry's six new senior posts exist to implement](2026-07-29-cote-divoire-recruits-ai-cybersecurity-digital-transformation-experts). The document itself is not held.

Against that, a migration data governance strategy was [named by the diaspora directorate on 30 July 2026 as the framework for a fourteen-body profiling instrument](2026-07-30-cote-divoire-migration-data-governance) and [referred to again at an ECOWAS regional meeting hosted at Abidjan in August 2026](2026-08-18-linfodrome-cedeao-abidjan-donnees-migratoires-mobilite-internationale), on neither occasion produced. A reference number or adoption decree would settle whether it exists.",CIV-tech.ai-national-data-governance-strategy-2030|CIV-gov.standards-migration-data-governance-strategy|CIV-dpi.exchange-returning-migrant-profiling-tool
gov.legislate--data-protection-legislation,No change,"[Loi n 2013-450 remains in force and unamended](2026-07-26-civ-artci-autorite-de-protection-creation-missions), with the telecommunications regulator confirmed as the data-protection authority.","The law has stood [since 19 June 2013, designating the telecommunications regulator as the data-protection authority](2026-05-18-protection-donnees-progres-cote-divoire-fratmat), and was [confirmed in that role after the cyber agency's creation](2026-07-26-civ-artci-autorite-de-protection-creation-missions).

Nothing in the window amended it. The base holds no text of the law and no implementing decree, so what it obliges a data controller to do is not checkable from anything on file, and the simplified norms the minister names as an advance rest on the same unheld basis.",CIV-gov.protect-loi-n-2013-450-on-personal-data-protection
gov.legislate--cybersecurity-legislation,No change,"[Ordonnance n 2024-950, ratified by the Senate in June 2025, is unchanged in law](2025-06-17-senate-approves-cybersecurity-egov-bill-techreviewafrica) and remains the transfer instrument.","The ordinance [moved network security, audit, certification and electronic-certificate issuance from the telecommunications regulator to the cyber agency, and was ratified on 16 June 2025](2025-06-17-senate-approves-cybersecurity-egov-bill-techreviewafrica), a step [carried through the electronic-exchanges ratification law](2025-04-24-echanges-electroniques-loi-ratification-fratmat).

Nothing in the window amended it. What moved is the exercise of the transferred mandate rather than the statute: the certificate power is now used through the national root of trust. No consolidated cybersecurity statute exists, and the successor strategy is a policy instrument rather than a law.",CIV-gov.legislate-ordonnance-n-2024-950-transferring-the-cyber
gov.legislate--legislation-covering-digital-id,No change,The only identification instrument on file is [decret n 2017-193 on subscriber identification](2017-03-22-civ-decret-2017-193-identification-abonnes); no foundational digital-identity statute is held.,"The decree was [made on 22 March 2017 and requires identification of subscribers to public telecommunications and information-technology services and of cybercafe users](2017-03-22-civ-decret-2017-193-identification-abonnes). Nothing in the window touched it.

It is not a digital-identity law. The national biometric register, the identification number and the credentials issued against them run throughout this report, and the base holds no statute, ordinance or decree establishing any of them, setting who may query the register, or stating what a holder may refuse. That absence sits under every identity row here.",CIV-dpi.id-subscriber-identification-decree
