indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.policy--digital-transformation-strategy,,,,,,,,,2026-07-31,0,development plan and Vision 2035 only; no national digital transformation strategy on the rows,
gov.policy--ict-strategy,3,DJI-gov.policy-pndtic|DJI-gov.policy-smart-nation,,,,,,,2026-07-31,0,PNDTIC cited as reference framework and Smart Nation strategy in force; no implementation plan or reporting on record,
gov.policy--broadband-strategy,2,DJI-gov.policy-snhd,,,,,,,2026-07-31,0,strategy presented with coverage scenarios under consideration; no adoption instrument,
gov.policy--data-storage-cloud-strategy,2,DJI-gov.policy-sovereign-cloud,,,,,,,2026-07-31,0,sovereign cloud framework still to be put in place on the ministry's own account,
gov.policy--data-interoperability-framework-roadmap,3,DJI-gov.policy-cid,,,,,,,2026-07-31,0,CID published 2022; no binding instrument or application on record,
gov.policy--ai-strategy,2,DJI-tech.ai-ai-strategy,,,,,,,2026-07-31,0,strategy in preparation on the listed source; its presentation post-dates the as-at,
gov.policy--data-localisation-policies,,,,,,,,,2026-07-31,0,transfer rules in force but their text is not held; no localisation rule on record,
gov.policy--data-governance-policy,,,,,,,,,2026-07-31,0,data-protection law in force; no national data policy or strategy on the rows,
gov.policy--open-data-policy,3,DJI-data.open-code-open-data,,,,,,,2026-07-31,0,"open-data provisions in force in the Digital Code, text not held; no licence or publication obligation on record",
gov.legislate--data-protection-legislation,3,DJI-gov.protect-dpl,,,,,,,2026-07-31,0,law in force within the Digital Code; authority not constituted and no enforcement act on record,
gov.legislate--cybersecurity-legislation,3,DJI-infra.cybersec-anc,,,,,,,2026-07-31,0,ANC law in force and authority operating; no implementing regulations or prosecutions on record,
gov.legislate--legislation-covering-digital-id,3,DJI-gov.legislate-rnpp-law,,,,,,,2026-07-31,0,"law and implementing decree in force; enrolment rights, grievance and oversight not on record",
gov.legislate--digital-payments-legislation,3,DJI-gov.legislate-payments-law,,,,,,,2026-07-31,0,payment-system law in force; non-bank licensing and interoperability rules not on record,
gov.legislate--legislation-enabling-data-interoperability,3,DJI-gov.legislate-code-numerique,,,,,,,2026-07-31,0,"Digital Code covers electronic exchange; no implementing decrees, sharing obligations or custodian on record",
gov.legislate--ai-legislation-regulations,1,DJI-tech.ai-ai-governance,,,,,,,2026-07-31,0,readiness diagnostic finds no AI-specific law; the absence may rest on a source after the as-at,
gov.legislate--e-commerce-legislation,3,DJI-gov.legislate-digital-code,,,,,,,2026-07-31,0,Digital Code in force; no implementing decree or trust-service regulations held,
gov.legislate--statistics-legislation,,,,,,,,,2026-07-31,0,INSTAD operating with its mandate restated by decree; no statistics act on the rows,
gov.legislate--access-to-information-legislation,,,,,,,,,2026-07-31,0,no ATI instrument on record; the source names only the 1992 press law and states no absence,
gov.protect--data-protection-authority,2,DJI-gov.protect-cndp,,,,,,,2026-07-31,0,"CNDP provided for in the Digital Code; no constitution, members or decisions on record",
gov.regional--regional-policy-collaboration,3,DJI-gov.regional-au-psf-declaration|DJI-gov.regional-igad-health-data,,,,,,,2026-07-31,0,hosted the AU forum declaration and IGAD framework adopted; no domestic instruments across areas,
gov.regional--regional-legal-harmonisation,3,DJI-gov.regional-malabo,,,,,,,2026-07-31,0,Malabo ratified; domestication across the cyberlaw set and mutual legal assistance not on record,
gov.regional--shared-regional-infrastructure,2,DJI-infra.connect-horizon-fiber|DJI-infra.connect-dare1-extension,,,,,,,2026-07-31,0,corridor agreement signed and cable extension announced; landing counts post-date the as-at,
gov.regional--cross-border-data-transfers,3,DJI-gov.protect-transfer-regime,,,,,,,2026-07-31,0,"transfer articles in force in the Digital Code, text not held; no mechanism issued",
gov.standards--national-interoperability-standards,3,DJI-gov.policy-cid,,,,,,,2026-07-31,0,"CID published, voluntary; no mandate, custodian or conformance on record",
gov.standards--national-quality-standards,2,DJI-gov.standards-adn,,,,,,,2026-07-31,0,standards agency with two committees operating; no ICT standards or quality policy on record,
gov.standards--adoption-of-international-standards,,,,,,,,,2026-07-31,0,standards agency operating; ISO membership and adopted international standards not on the rows,
gov.discourse--non-governmental-contribution-to-national-policy,2,DJI-gov.discourse-discourse,,,,,,,2026-07-31,0,four ad hoc consultations on file; no legal requirement or standing mechanism,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,2026-07-31,0,"consultations only; nothing on shutdowns, blocking or press freedom in the rows",
finance.budget--sustainable-domestic-financing-of-digital-transformation,3,DJI-finance.budget-budget,,,,,,,2026-07-31,0,ANSIE budget with a digital investment line appropriated; no dedicated fund constituted,
finance.new--mobilisation-of-non-state-finance,1,,0,per cent of GDP,2026,outputs/non-state-finance/DJI-nonstate.csv@2026-07-19,,,2026-07-31,0,no private digital commitment starting 2024–2026 on record,
infra.connect--mobile-penetration,4,,73,% of people 10+,2024,ref:itu-sdg-5b1-mobile-ownership-10plus@2026-06-30,,,2026-07-31,0,modelled estimate; no survey figure in the 5 years to the as-at,
infra.connect--internet-usage,3,,65.3,% of population,2024,ref:itu-sdg-17-8-1-internet-use@2026-06-30,,,2026-07-31,0,modelled estimate; no survey figure in the 5 years to the as-at,
infra.connect--mobile-affordability,2,,5.74,% of monthly GNI per capita,2025,ref:itu-price-basket-5gb-gni@2025-12-10,,,2026-07-31,0,published tariffs; no primary in the base,
infra.connect--national-fibre-backbone,3,DJI-infra.connect-dfn-eardip,,,,,,,2026-07-31,0,domestic fibre reaching Ali-Sabieh and Arta sites; national reach and length not on record,
infra.connect--international-internet-bandwidth,3,DJI-infra.connect-ras-dika-cls,5,routes,2023,2021-10-18-djibouti-telecom-builds-a-new-cable-landing-station-in-djibouti-city,,,2026-07-31,0,five cables named at the one Ras Dika station; independent landings not shown on listed sources,
