row_id,place,subject,section,name,what_would_settle_it,probe_at,disposition
COD-infra.cybersec-functioning-incident-response-capability,COD,infra.cybersec,Infrastructure,Functioning national incident-response capability,"a founding instrument for a computer emergency response team, an incident report or advisory, or an international cybersecurity assessment for the country",,
COD-infra.capacity-technical-capacity-base,COD,infra.capacity,Infrastructure,National technical-capacity base,"a named compute or high-performance computing facility, a national technical or testing institution with a dated status, or a skills-for-infrastructure programme with enrolment figures",,
COD-infra.energy-energy-provision-digital-infrastructure,COD,infra.energy,Infrastructure,Energy provision for digital infrastructure,"a utility-operator power agreement, a dated telecom-site electrification programme with site counts, or a data-centre power-purchase arrangement",,
COD-gov.policy-data-governance-strategy,COD,gov.policy,Governance and regulation,National data governance strategy,the strategy document or the decree adopting it,,
COD-data.open-open-data-policy-or,COD,data.open,Governance and regulation,National open-data policy or portal,"a decree creating an open-data portal, a statistics-institute microdata release policy, or the access-to-information bill once adopted",,
COD-gov.discourse-named-public-debate-object,COD,gov.discourse,Governance and regulation,A named public-debate object with a movable position,"a recurring dated government position statement, a published ministerial roadmap with review dates, or a national consultation with a stated timetable",,
COD-geopol.eu-eu-digital-governance-or,COD,geopol.eu,Governance and regulation,EU digital governance or regulatory cooperation,"the EU financing agreement or gateway package document, or an EU delegation statement on digital regulation, data adequacy or governance support",,
COD-data.satellite-use-satellite-or-earth,COD,data.satellite,Digital public infrastructure,Use of satellite or earth-observation data in public administration,"a statistics-institute, planning-ministry, land-administration or agriculture-ministry statement naming an earth-observation data source or a satellite-imagery procurement",,
COD-geopol.india-india-dr-congo-digital,COD,geopol.india,Artificial intelligence and the technology sector,India-DR Congo digital or technology engagement,"an India-DR Congo memorandum, line of credit, training placement or Indian supplier contract naming the country",,
COD-finance.budget-fy2026-budget-execution,COD,finance.budget,"Inclusion, capacity and finance",FY2026 budget execution,the budget ministry's monthly or quarterly execution statements for the 2026 exercise,,
COD-finance.budget-audited-outturn-digital-sections,COD,finance.budget,"Inclusion, capacity and finance",Audited outturn for the digital sections,"the audit court's general report or the settlement law for FY2024, at section grain",,
COD-include.divides-gender-disaggregated-connectivity-or,COD,include.divides,"Inclusion, capacity and finance",Gender-disaggregated connectivity or usage,"a mobile-industry gender-gap country cut, or a statistics-institute or central-bank survey with sex-disaggregated tables",,
COD-capacity.literacy-digital-literacy-rate-or,COD,capacity.literacy,"Inclusion, capacity and finance",National digital literacy rate or skills baseline,"an international digital-skills indicator for the country, a household survey module, or the sectoral policy's baseline annexe",,
COD-capacity.research-domestic-public-funding-digital,COD,capacity.research,"Inclusion, capacity and finance",Domestic public funding for digital and AI research,"a finance-law section or programme line for scientific research, or the AI strategy's costed roadmap",,
