indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.policy--digital-transformation-strategy,2,MOZ-gov.policy-digital-transformation-strategy,,,,,,,2026-08-31,0,drafting launched; no published strategy at 2026-08-09,
gov.policy--ict-strategy,,,,,,,,,2026-08-31,0,only the national digital strategy draft is held; no ICT or telecoms sector policy on record,
gov.policy--broadband-strategy,3,MOZ-infra.connect-internet-para-todos,,,,,,,2026-08-31,0,2030 targets stated; no funding or progress report against them on record,
gov.policy--data-storage-cloud-strategy,2,MOZ-infra.store-five-year-domestic-data-centre,,,,,,,2026-08-31,0,five-year domestic data-centre plan announced by the minister; no government hosting policy adopted,
gov.policy--data-interoperability-framework-roadmap,3,MOZ-gov.standards-electronic-government-systems-interoperability-regulation,,,,,,,2026-08-31,0,interoperability regulation in place on a single secondary account; no custodian catalogue or conformance act on record,
gov.policy--ai-strategy,2,MOZ-tech.ai-artificial-intelligence-strategy,,,,,,,2026-08-31,0,final drafting and consultation; no adoption on record,
gov.policy--data-localisation-policies,2,MOZ-gov.protect-notice-4-ggbm-2003-data-residency,,,,,,,2026-08-31,0,blanket central-bank residency rule; Aviso 6/GBM/2026 gazetted but not in force until October,
gov.policy--data-governance-policy,2,MOZ-gov.policy-data-governance-policy-strategy-action,,,,,,,2026-08-31,0,Zero Draft 2 validated December 2025; not approved at the as-at,
gov.policy--open-data-policy,2,MOZ-dpi.exchange-ipdp-infrastructure-data-portal,,,,,,,2026-08-31,0,infrastructure data portal publishing datasets; data governance policy not adopted,2026-08-08-ipdp-portal-dados-infraestruturas-publicas-mocambique
gov.legislate--data-protection-legislation,2,MOZ-gov.protect-personal-data-protection-law-draft,,,,,,,2026-08-31,0,draft under public discussion; no enactment on record,
gov.legislate--cybersecurity-legislation,3,MOZ-gov.legislate-cyber-security-law-law-13|MOZ-gov.legislate-cybercrime-law-law-14-2026,,,,,Implementing regulations due under Law 13/2026,2026-12-28,2026-08-31,0,"Laws 13 and 14/2026 published 2026-07-01, in force after the as-at; regulations pending",
gov.legislate--legislation-covering-digital-id,,,,,,,,,2026-08-31,0,only a planned signature and mobile-ID platform is mapped here; no ID law on record in these rows,
gov.legislate--digital-payments-legislation,3,MOZ-dpi.pay-payments-system-law-law-15,,,,,,,2026-08-31,0,Law 15/2026 enacted on secondary accounts; no licences or consumer provisions on record,
gov.legislate--legislation-enabling-data-interoperability,3,MOZ-gov.legislate-egif-interoperability-regulation,,,,,,,2026-08-31,0,Decree 67/2017 in force; revision in consultation; no sharing obligations or common integration standards,
gov.legislate--ai-legislation-regulations,2,MOZ-tech.ai-intellectual-property-policy-strategy-2026,,,,,,,2026-08-31,0,study of AI patentability mandated; no AI law or rule in force,
gov.legislate--e-commerce-legislation,3,MOZ-gov.legislate-electronic-transactions-law-licensing-regime,,,,,,,2026-08-31,0,Electronic Transactions Law in force with first licences; no online consumer-protection provisions on record,
gov.legislate--statistics-legislation,3,MOZ-gov.legislate-national-statistical-system-law-7-96,,,,,,,2026-08-31,0,Law 7/96 in force; Charter principles not shown in the held excerpt,
gov.legislate--access-to-information-legislation,3,MOZ-gov.legislate-right-to-information-law-34-2014,,,,,,,2026-08-31,0,law in force; no requests or decisions on record,
gov.protect--data-protection-authority,1,MOZ-gov.protect-data-protection-authority,,,,,,,2026-08-31,0,World Bank records no authority established; provided for only in the draft law,
gov.protect--national-data-protection-readiness,,,,,,,,,2026-08-31,0,mapped rows show a breach-reporting pilot and telecoms consumer rules; no data protection bill among them,
gov.regional--regional-policy-collaboration,,,,,,,,,2026-08-31,0,bilateral memoranda and a UN convention signature only; no regional or continental policy process or membership on record,
gov.regional--regional-legal-harmonisation,,,,,,,,,2026-08-31,0,Malabo ratification held on one secondary line; no domestic instrument stated as harmonised,
gov.regional--shared-regional-infrastructure,3,MOZ-infra.connect-chanida-cassacatiza-cross-border-fibre,,,,,,,2026-08-31,0,Zambia interconnector in service since February 2026; no capacity or traffic reported,
gov.regional--cross-border-data-transfers,,,,,,,,,2026-08-31,0,rows show a health specimen agreement and a customs roadmap; no personal-data transfer rule on record,
gov.standards--national-interoperability-standards,3,MOZ-gov.standards-electronic-government-systems-interoperability-regulation,,,,,,,2026-08-31,0,standards regulation on a single account of INTIC remarks; text not held; no conformance testing,
gov.standards--national-quality-standards,2,MOZ-gov.standards-standardisation-conformity-assessment-regulation,,,,,,,2026-08-31,0,conformity regime in force; no national quality policy or ICT standards adopted on record,
gov.standards--adoption-of-international-standards,,,,,,,,,2026-08-31,0,only an IMEI lookup platform is held; no ISO membership or standards adoption on record,
gov.discourse--non-governmental-contribution-to-national-policy,,,,,,,,,2026-08-31,0,national dialogue consultation is not on a digital instrument,
gov.discourse--open-discussion-of-government-policy,2,MOZ-gov.legislate-telecommunications-traffic-control-regulations-decree,,,,,,,2026-08-31,0,blocking powers decreed December 2025 inside the 12 months though since voided,
finance.budget--sustainable-domestic-financing-of-digital-transformation,4,MOZ-gov.legislate-universal-access-service-fund-regulation|MOZ-finance.budget-state-budget-information-technology-digital,,,,,,,2026-08-31,0,universal-service fund with 1% levy in force under Decree 11/2025; ministry capital budget wholly external,
finance.new--mobilisation-of-non-state-finance,1,,0,per cent of GDP,2026,outputs/non-state-finance/MOZ-nonstate.csv@2026-09-09,,,2026-08-31,0,no private digital commitment starting 2024–2026 on record,
infra.connect--mobile-penetration,4,,77.3,% of people 10+,2022,ref:itu-sdg-5b1-mobile-ownership-10plus@2026-06-30,,,2026-08-31,0,on a survey figure via itu-sdg-5b1-mobile-ownership-10plus,
infra.connect--internet-usage,1,,20.5,% of population,2024,ref:itu-sdg-17-8-1-internet-use@2026-06-30,,,2026-08-31,0,"on the compiler's modelled estimate (itu-sdg-17-8-1-internet-use), no survey since 2019",
