indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.policy--digital-transformation-strategy,3,ZMB-gov.policy-ndts,,,,,,,2026-08-31,0,Strategy 2023-2027 adopted and implementation reported at a round table; no costed plan or M&E report on record,
gov.policy--ict-strategy,3,ZMB-gov.policy-ict-policy,,,,,,,2026-08-31,0,ICT Policy 2023 adopted with sector figures reported; no implementation plan on record,
gov.policy--broadband-strategy,1,ZMB-gov.policy-broadband,,,,,,,2026-08-31,0,A national mapping event's working group found no broadband policy,
gov.policy--data-storage-cloud-strategy,2,ZMB-gov.policy-cloud,,,,,,,2026-08-31,0,National AI data centre MoU and storage tender; no hosting or cloud policy on record,
gov.policy--data-interoperability-framework-roadmap,3,ZMB-gov.policy-interoperability-roadmap,,,,,,,2026-08-31,0,2019 interoperability standard and 2026 spatial policy adopted; no binding instrument or conformance act in these rows,
gov.policy--ai-strategy,3,ZMB-gov.policy-national-ai-strategy-text,,,,,,,2026-08-31,0,strategy published; August statements only say its cycle is ending; no council constituted or funded action on record,
gov.policy--data-localisation-policies,,,,,,,,,2026-08-31,0,Local hosting procured not legislated; no localisation rule or data categorisation on record,
gov.policy--data-governance-policy,,,,,,,,,2026-08-31,0,Only sectoral instruments (health data SI under review; spatial policy); no national data policy in drafting on record,
gov.policy--open-data-policy,2,ZMB-gov.policy-open-data,,,,,,,2026-08-31,0,proactive-disclosure framework still in operationalisation; no open data policy adopted on record,
gov.legislate--data-protection-legislation,3,ZMB-gov.protect-data-protection-act-2021,,,,,,,2026-08-31,0,Act in force; no regulations or enforcement act on record,
gov.legislate--cybersecurity-legislation,3,ZMB-gov.legislate-cyber-security-act-text|ZMB-infra.cybersec-cyber-crimes-act-2025,,,,,,,2026-08-31,0,Both 2025 Acts in force; no regulations or prosecution on record,
gov.legislate--legislation-covering-digital-id,3,ZMB-gov.legislate-digital-id-instruments,,,,,,,2026-08-31,0,Regulations amended by SI 98 of 2025; parent Act not held; rights and oversight provisions not on record,
gov.legislate--digital-payments-legislation,,,,,,,,,2026-08-31,0,Only a mobile money levy is cited here; the 2026 payment system Act sits under the B2B row,
gov.legislate--legislation-enabling-data-interoperability,,,,,,,,,2026-08-31,0,Only a secondhand report of an open-source directive; no data-sharing instrument on record,
gov.legislate--ai-legislation-regulations,2,ZMB-gov.legislate-ai-instrument,,,,,,,2026-08-31,0,No binding AI instrument; readiness assessment methodology piloted at a consultation,
gov.legislate--e-commerce-legislation,,,,,,,,,2026-08-31,0,Only the postal bill is cited; no e-transactions law in these rows,
