row_id,place,subject,section,name,what_would_settle_it,probe_at,disposition
MOZ-geopol.gulf-gulf-state-digital-or-data,MOZ,geopol.gulf,Artificial intelligence and the technology sector,Gulf-state digital or data-centre investment agreement,"Any agreement with a Gulf state fund or operator; the held data-centre financiers are development finance institutions, private funds and an operator, with no Gulf party named",2026-08-06,absence
MOZ-tech.innovate-innovation-research-funding-programme,MOZ,tech.innovate,Artificial intelligence and the technology sector,National innovation and research funding programme,"A science ministry or Council of Ministers instrument establishing a research or innovation fund, with an appropriation line; the base carries the artificial-intelligence commission's mandate to opine on funding but names no fund, programme or amount",2026-08-06,acquisition
MOZ-tech.innovate-start-up-act,MOZ,tech.innovate,Artificial intelligence and the technology sector,Start-up act,"A start-up or innovation statute, or a ministerial statement that none is planned; the base carries no source at all on this subject and no held source names a start-up law, register or qualification regime",2026-08-06,absence
MOZ-data.satellite-space-policy-or-programme,MOZ,data.satellite,Digital public infrastructure,National space policy or programme,"A Mozambican space-sector policy, or the text of the June 2026 space memorandum; the base holds two signed memoranda with Angola and the earth-station integration, with no domestic instrument behind them; named legal analysts (Abreu Advogados, Jan 2025) confirm no national space strategy or Space Law exists, pegged to the April 2025 African Space Agency inauguration -- corroborates the absence, does not settle it",2026-08-06,absence
MOZ-dpi.exchange-government-data-catalogue-designated-data,MOZ,dpi.exchange,Digital public infrastructure,Government data catalogue and designated data steward,"A government decision designating the catalogue host and the data-steward role; the World Bank diagnostic of December 2025 recommends both be designated, which establishes that neither existed, and nothing since",2026-08-06,acquisition
MOZ-dpi.govtech-government-systems-integration-roadmap,MOZ,dpi.govtech,Digital public infrastructure,Government-systems integration roadmap,The roadmap itself or a progress statement by the technical commission; the base records the February 2026 commitment to deliver it by mid-2026 and carries nothing on whether it was delivered,2026-08-06,acquisition
MOZ-dpi.pay-implementing-regulations-law-15-2026,MOZ,dpi.pay,Digital public infrastructure,Implementing regulations for Law 15/2026,A central bank notice or Council of Ministers decree issued under the new payments law; the base holds the enactment through secondary accounts and nothing on subordinate instruments,2026-08-06,absence
MOZ-data.open-open-data-portal,MOZ,data.open,Governance and regulation,National open data portal,"A government-hosted open-data portal or data catalogue with an address and a dataset count, or a dated statement that none exists; the three sources held on this subject name no portal, catalogue or access-to-information instrument",2026-08-06,acquisition
MOZ-gov.standards-data-classification-policy,MOZ,gov.standards,Governance and regulation,Data Classification Policy,"The policy text or a Council of Ministers resolution approving one; the base carries the World Bank's December 2025 recommendation to design one and the minister's April 2026 statement that states must classify their data, but no instrument, draft, timetable or responsible body",2026-08-06,acquisition
MOZ-capacity.literacy-financial-education-programme-under-financial,MOZ,capacity.literacy,Inclusion and capacity,Financial education programme under the financial inclusion strategy,"The strategy text or its financial-education work plan; the base carries only the launch report's summary that financial literacy will be promoted, especially in rural areas, with no programme name, budget, delivery agency or target",2026-08-06,acquisition
MOZ-capacity.literacy-digital-literacy-programme-or-strategy,MOZ,capacity.literacy,Inclusion and capacity,National digital literacy programme or strategy,"A published national digital-literacy or digital-skills programme document, or a ministry statement of its status; the base carries no source at all on this subject, and training counts under the acceleration project are professional rather than population-level",2026-08-06,acquisition
MOZ-finance.budget-universal-access-service-fund-accounts,MOZ,finance.budget,Finance,Universal Access Service Fund accounts,"Fund accounts or the regulator's levy receipts; the fund is named as the funder of the rural connectivity build with no income, balance or disbursement figure anywhere in the base",2026-08-06,acquisition
MOZ-finance.new-world-bank-financing-university-data,MOZ,finance.new,Finance,World Bank financing for the university data centre,"The operation name, project number and amount; three held accounts of the 2026-08-03 inauguration name the World Bank as financier and state none of the three",2026-08-06,acquisition
MOZ-infra.capacity-installed-data-centre-capacity,MOZ,infra.capacity,Infrastructure,Installed national data-centre capacity,"A register of licensed data centres carrying capacity in megawatts; the base carries a disputed count of facilities and now one operator's own specification for one facility (400 racks, 2,000 sqm, 3 MW), and no capacity figure for any other Mozambican facility and no national total",2026-08-06,acquisition
MOZ-infra.capacity-compute-capacity-plan-artificial-intelligence,MOZ,infra.capacity,Infrastructure,National compute capacity plan for artificial-intelligence workloads,"A ministry or agency plan responding to the minister's own statement of 2026-07-28 that current infrastructure cannot support more advanced models; no plan, budget or procurement is held",2026-08-06,acquisition
MOZ-infra.connect-published-internet-penetration-figure,MOZ,infra.connect,Infrastructure,Published national internet penetration figure,"A national statistical or regulator series; the base carries only third-party estimates — close to 80% offline (GSMA, 2026-07), 21.2% (ITU, cited 2026-07) and 23.2% (DataReportal, 2024) — and no Mozambican official figure",2026-08-06,acquisition
MOZ-infra.cybersec-critical-information-infrastructure-register,MOZ,infra.cybersec,Infrastructure,Critical information infrastructure register,"The designation instrument made under the Cyber Security Law; compliance with the cloud and radio-centre regulations is stated to be mandatory for operators of critical infrastructure, and which operators those are is nowhere established",2026-08-06,absence
MOZ-gov.legislate-artificial-intelligence-legislation,MOZ,gov.legislate,Governance and regulation,Dedicated artificial-intelligence legislation,"a bill, decree or regulation addressing artificial intelligence directly, or a government statement naming an instrument in preparation with a date",2026-08-17,
MOZ-dpi.registry-terra-segura-land-administration,MOZ,dpi.registry,DPI,Mozambique Land Administration Project (Terra Segura),"A World Bank board approval, implementation status report or completion report for P164551, or a Mozambican statement of the project's outcome; the base holds only the August 2018 concept-stage document, which sets an October 2018 appraisal and a December 2018 board date and states US$100 million of IDA grant financing",,open
