indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.policy--digital-transformation-strategy,3,ETH-gov.policy-digital-ethiopia-2030,,,,,,,2026-08-31,0,Digital Ethiopia 2030 adopted and launched with 2030 targets; no costed plan or progress report on record,
gov.policy--ict-strategy,,,,,,,,,2026-08-31,0,Only a draft digital government strategy on record; no ICT or telecoms sector policy nor a cited absence of one,
gov.policy--broadband-strategy,1,ETH-gov.policy-broadband-strategy,,,,,,,2026-08-31,0,No named broadband plan per 2023 assessment; national strategy commits to broadband without a plan,
gov.policy--data-storage-cloud-strategy,2,ETH-infra.cybersec-insa,,,,,,,2026-08-31,0,"Sovereign cloud stated in the national strategy, not built; no hosting policy on record",
gov.policy--data-interoperability-framework-roadmap,2,ETH-dpi.exchange-eegif,,,,,,,2026-08-31,0,EeGIF still in development; no adoption instrument on record,
gov.policy--ai-strategy,3,ETH-tech.ai-national-policy,,,,,,,2026-08-31,0,National AI Policy adopted 2024; no governance body or funded implementation on record,
gov.policy--data-localisation-policies,2,ETH-gov.policy-data-localisation,,,,,,,2026-08-31,0,Localisation announced through a government cloud; no instrument classifying data on record,
gov.policy--data-governance-policy,2,ETH-gov.policy-data-governance-strategy,,,,,,,2026-08-31,0,National Data Governance Strategy in development; not adopted,
gov.policy--open-data-policy,2,ETH-data.open-portal,,,,,,,2026-08-31,0,statistical dissemination mandate and portal; no adopted open data policy on record,
gov.legislate--data-protection-legislation,3,ETH-gov.protect-pdpp,,,,,,,2026-08-31,0,Proclamation 1321/2024 in force; directives unissued and no enforcement act on record,
gov.legislate--cybersecurity-legislation,3,ETH-gov.legislate-critical-infrastructure-cyber,,,,,,,2026-08-31,0,proclamation enacted; commencement about July 2027 and regulations pending,
gov.legislate--legislation-covering-digital-id,3,ETH-gov.legislate-digital-identification-proclamation,,,,,,,2026-08-31,0,Proclamation 1284/2023 in force; no implementing regulation held,
gov.legislate--digital-payments-legislation,,,,,,,,,2026-08-31,0,Rows show a virtual-asset ban and a court ruling only; no payment-systems law on record,
gov.legislate--legislation-enabling-data-interoperability,,,,,,,,,2026-08-31,0,unplaced: MESOB rows show no data-sharing instrument and no cited absence of one,
gov.legislate--ai-legislation-regulations,2,ETH-tech.ai-national-policy,,,,,,,2026-08-31,0,AI addressed by a national policy without legal effect; no law or sectoral rule,
gov.legislate--e-commerce-legislation,,,,,,,,,2026-08-31,0,unplaced: rows are copyright and Berne drafts; no e-transactions law or bill on record,
gov.legislate--statistics-legislation,3,ETH-gov.legislate-statistics-proclamation,,,,,,,2026-08-31,0,Proclamation 442/2005 in force; successor on independence passed by House 2026-06-30 but not gazetted,
gov.legislate--access-to-information-legislation,,,,,,,,,2026-08-31,0,unplaced: only a state bank's disclosure policy; no access-to-information law or bill on record,
gov.protect--data-protection-authority,2,ETH-gov.protect-pdpp,,,,,,,2026-08-31,0,Communications regulator designated under the law; no registrations or guidance issued on record,
gov.protect--national-data-protection-readiness,3,ETH-gov.protect-secondary-directives,,,,,,,2026-08-31,0,law in force and enforced by the communications authority; directives unpublished and no enforcement act on record,
gov.regional--regional-policy-collaboration,,,,,,,,,2026-08-31,0,Only bilateral digital-ID memoranda with Zambia and Mozambique; no regional body membership or process on record,
