row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
XNA-gov.regional-arab-ai-emerging-technologies-committee,XNA,gov.regional,Institutions and mandates,instrument,Arab Committee for Artificial Intelligence and Emerging Technologies,Implemented,2026-01-22,"Established by resolution of the 29th session of the Council of Arab Ministers of Communications and Information, Cairo, 22 January 2026",,Advanced,Did not exist,"Council approved the creation of an Arab committee for artificial intelligence and emerging technologies, and at the same session adopted the Arab Charter for AI Ethics, described by the Arab League secretariat as a guiding and advisory document resting on ethical principles rather than a binding instrument",2026-01-22-arab-ict-ministers-council-29th-session-cairo|2026-08-01-egypt-chairs-58th-aticm-executive-bureau-arab-ai-groups,,The founding resolution behind the working-group slate this ledger already holds at XNA-gov.regional-arab-ai-working-group-chairs. The same session's adoption of the Arab Charter for AI Ethics is recorded here as reported; the charter's own row carries an Arab League adoption of 17 June 2025 and the two accounts are not reconciled by either source.
XNA-gov.regional-arab-civil-status-conference-recommendations,XNA,gov.regional,Institutions and mandates,instrument,Arab conference of nationality and civil-status directors (recommendations),Planned,2026-08-20,"Conference closed in Tunis, 20 August 2026",,Advanced,Did not exist,"Recommended member states expand reliance on digital identity, strengthen legal frameworks protecting personal data in civil-status registers, and share defences against cyber threats aimed at those registers; a model data-protection framework for civil-status registers is to be circulated, and Iraq's proposal for a unified Arab identity was referred to member states for study",2026-08-20-ahram-tawsiyat-mutamar-arabi-jinsiya-ahwal-madaniya,,"Recommendations only; no adoption route, timetable or governance body named"
XNA-gov.regional-arab-ai-working-group-chairs,XNA,gov.regional,Institutions and mandates,instrument,Arab ICT Ministers Council AI working groups (AICTM Executive Bureau),In development,2026-08-01,"Full slate of six AI-committee working-group chairs confirmed, three held by African states",,Advanced,Did not exist,"Six working groups chartered under the Arab League's AI governance/digital committee at the 58th AICTM Executive Bureau session; Egypt chairs AI Governance and Quantum Computing, Libya chairs AI Data and Digital Infrastructure, Tunisia chairs AI Innovation — the Governance group's remit includes activating the 2025 Arab Charter for AI Ethics; no framework text, timetable or output yet published from any of the six groups",2026-07-31-egypt-arab-ai-governance-quantum-chairmanship|2026-08-01-egypt-chairs-58th-aticm-executive-bureau-arab-ai-groups,,"A bloc-level standard-setting track running alongside, not through, the AU's continental AI work; ten African states are Arab League members"
XNA-gov.regional-maghreb-union-treaty,XNA,gov.regional,Institutions and mandates,instrument,Arab Maghreb Union treaty,"Implemented, dormant",1989-02-17,"Concluded at Marrakesh, 17 February 1989",,No change,"In force, dormant (2025-08)","In force since 1 July 1989 with a binding judicial organ, and no summit held since 1994 - a legal frame for regional harmonisation with no active machinery behind it",1989-02-17-uma-treaty-instituting-arab-maghreb-union,,
XNA-gov.standards-alecso-ai-ethics-charter,XNA,gov.standards,Instruments and harmonisation,instrument,ALECSO Charter on Artificial Intelligence Ethics,Implemented,2025-06-01,Adopted 17 June 2025,,Advanced,Did not exist,"Scoped to education, culture and scientific research; asks member states to amend domestic law to implement it and names technological sovereignty among its principles — a second, distinct Arab AI-ethics instrument from the Arab Charter for AI Ethics above",2025-06-01-alecso-charter-artificial-intelligence-ethics,,Ten African states are ALECSO members
XNA-gov.standards-arab-charter-ai-ethics,XNA,gov.standards,Instruments and harmonisation,instrument,Arab Charter for AI Ethics,Implemented,2025-07-01,"Adopted by the Arab League, 17 June 2025",,Advanced,Did not exist,"Non-binding instrument carrying six pillars and about forty principles, including resisting “digital cultural westernisation” (مقاومة التغريب الرقمي), explicitly framed as guidance rather than a substitute for binding regulation",2025-07-01-arab-charter-for-ai-ethics,,"Ten African states are Arab League members, so on AI ethics they sit inside two bloc frameworks at once alongside the ALECSO charter below, and the wiki notes the two are routinely conflated"
XNA-infra.connect-algeria-5g,XNA,infra.connect,Shared systems and infrastructure,instrument,Algerian 5G rollout,Implemented,2025-12-08,"Licences awarded to three operators, December 2025",,Baseline not held,Not held,Launched on USD 492 million of licences awarded to the three mobile operators (2025-12),2025-12-08-mobilis-djezzy-ooredoo-492m-5g-rollout--itweb|2025-12-05-algeria-launches-5g-rollout--connectingafrica,,"No coverage obligation, rollout schedule or spectrum band is stated in either account."
XNA-infra.connect-medusa-viatunisia-segment,XNA,infra.connect,Shared systems and infrastructure,instrument,Medusa submarine cable system — ViaTunisia (Bizerte–Marseille) segment,Implemented,2026-06-05,"Segment reported operational, 5 June 2026",,Advanced,"Under construction; EU CEF Digital co-financing of €9.6m against a €32m total project budget (the European Commission's own project record, correcting the €10m/~30% figure trade press had carried), project start 1 March 2023","Bizerte–Marseille segment operational, landing at Bizerte and connecting into Orange's Marseille interconnection hub; part of the wider 8,760km Medusa system, which the landing partner puts at 17 landing points across the northern and southern Mediterranean",2024-12-03-ec-cef-digital-viatunisia-project-record|2026-06-05-connectingafrica-viatunisia-subsea-live,,Tagged to XNA for its North African landing; the wider Medusa system serves several Mediterranean countries beyond this ledger's own remit
XNA-infra.connect-north-africa-5g-experience-ookla,XNA,infra.connect,Shared systems and infrastructure,measure,North Africa post-5G mobile network experience (Ookla),,2026-08-03,One-year-on retrospective published 3 August 2026,,"Regressed, mixed",Pre-5G-launch mobile network experience baseline (each market's own prior measurement),"Combined 4G+5G median ended below the pre-launch baseline in Egypt, Morocco and Tunisia a year after their 5G launches, with 4G itself down 28% in Morocco and Tunisia; Algeria — whose own 5G licences were only awarded in December 2025 — alone improved",2026-08-03-ookla-5g-north-africa-one-year-on,,"Regulatory design — coverage mandates, licence terms and FWA speed floors — differs across all four markets and is named as the likely variable; Algeria's own rollout is the newest of the four and not yet reflected in a full year of data"
XNA-dpi.pay-arab-payment-systems-commission-agenda,XNA,dpi.pay,Shared systems and infrastructure,instrument,Arab Payment Systems Commission (29th ordinary meeting),Planned,2026-07-27,"29th ordinary meeting opened in Algiers, 27 July 2026",,Advanced,Did not exist,"Regulators set an agenda covering use of biometric data to limit payment fraud, security of the payments digital space and AI in payment-verification services, alongside instant payments and interoperability; no instrument, target date or funding figure is stated",2026-07-27-arab-payment-systems-commission-algiers,,
