row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
MUS-gov.policy-dgts,MUS,gov.policy,Governance,instrument,Digital Government Transformation Strategy,Implemented,2025-04-25,Progress update published April 2025,2025-04-25,Advanced,In force with no published progress account,Progress reported by the central informatics bureau for the first time on file (2025-04),2025-04-25-digital-government-transformation-strategy-progress-update,,
MUS-gov.policy-digital-mauritius-2030,MUS,gov.policy,Governance,instrument,Digital Mauritius 2030 Strategic Plan,Implemented,2018-12-17,Published December 2018,2018-12-17,No change,In force,"In force as the long-horizon strategic plan, with the 2025-2029 blueprint sitting under it (2018-12)",2018-12-17-digital-mauritius-2030-strategic-plan,,
MUS-gov.policy-blueprint,MUS,gov.policy,Governance,instrument,Digital Transformation Blueprint 2025-2029,Implemented,2025-09-10,"Inter-ministerial coordinating committee established, 26 August 2025",2025-08-26,No change,"Launched in May 2025, with new digital regulations announced and an inter-ministerial committee established (2025-08)","Unchanged; no delivery report, milestone or revision has been published against it (2026-08)",2025-05-01 A Blueprint for Mauritius - Digital Transformation 2025-2029|2025-09-10 Mauritius Digital Transformation 2025-2029 - A Blueprint and New Digital Regulations|2025-09-01 Mauritius Establishes Inter-Ministerial Committee to Drive Digital Strategy|2025-05-26-blueprint-digital-transformation-launch-lexpress,,
MUS-gov.policy-govt-programme,MUS,gov.policy,Governance,instrument,Government Programme 2025-2029,Implemented,2025-01-24,"Delivered to the National Assembly, 24 January 2025",,Advanced,Did not exist,In force as the governing programme for the term (2025-01),2025-01-24-government-programme-2025-2029,,
MUS-gov.policy-broadband-policy,MUS,gov.policy,Governance,instrument,National Broadband Policy 2012-2020,"Implemented, past its stated horizon",2026-06-04,Adopted for 2012 to 2020; no successor policy held,2012-01-20,No change,In force past its own end date,Still the only broadband policy on file six years past its horizon; spectrum for mobile broadband is being opened by regulator decision instead (2026-06),2012-01-20-national-broadband-policy-2012-2020|2026-06-04-icta-2300-2400mhz-imt-5g-decision,,"No replacement broadband policy is held. What has moved since is spectrum, by regulator decision, not policy."
MUS-gov.policy-data-gov-strategy,MUS,gov.policy,Governance,instrument,National Data Governance Strategy,Planned,2026-07-16,"Committed to by the ICT minister at the operator's summit, 16 July 2026",,Advanced,Did not exist,"Committed to alongside forthcoming amendments to the Data Protection Act aimed at cybersecurity, privacy and online safety for children; no text, timetable or introduction date is published (2026-07)",2026-07-16-mauritius-america-india-connect-subsea-cable-allmyt-summit-mitci,,
MUS-gov.policy-data-strategy,MUS,gov.policy,Governance,instrument,National Data Strategy 2025-2029,Implemented,2026-02-01,"Launched on World Data Protection Day, 28 January 2026",,Advanced,Did not exist as a published strategy,"Launched around responsible data governance, cybercrime prevention and online protection of minors, with a memorandum signed between the police, the data-protection office and the national computer emergency team (2026-01)",2026-02-01-national-data-strategy-2025-2029-launch-lexpress|2025-04-09-ict-data-protection-strategy-in-preparation-lexpress,,
MUS-gov.policy-fintech-strategy,MUS,gov.policy,Governance,instrument,National Fintech Strategy 2026-2030,Implemented,2026-06-29,Unveiled 25 June 2026 with United Nations technical support,,Advanced,Did not exist,"Six pillars carrying a governance committee, open banking, an artificial-intelligence-in-finance push and a business facilitation bill, implemented with the central bank (2026-06)",2026-06-29-national-fintech-strategy-2026-2030-wearetech,,
MUS-gov.policy-open-data-policy,MUS,gov.policy,Governance,instrument,National Open Data Policy,Implemented,2017-05-01,Published May 2017,2017-05-01,No change,In force,In force since May 2017; the national data strategy of 2026 is the first instrument to revisit it (2017-05),2017-05-01-national-open-data-policy|2026-01-28-mauritius-national-data-strategy,,
MUS-gov.policy-sovereign-cloud,MUS,gov.policy,Governance,instrument,Sovereign cloud for the Government of Mauritius,In development,2025-10-06,"Request for information at its second clarification, September 2025",,Advanced,Did not exist,"At market-sounding stage, with a second clarification issued on the sovereign cloud request for information and a separate scale-out storage tender opened for the government online centre (2025-10)",2025-09-19-sovereign-cloud-rfi-clarification-no-2|2025-10-06-scale-out-storage-solution-goc-tender,,No cloud or data-storage policy instrument is held; the procurement is running ahead of one.
MUS-gov.legislate-aml-act-2026,MUS,gov.legislate,Governance,instrument,Anti-Money Laundering (Miscellaneous Provisions) Act 2026,Implemented,2026-04-17,Act No. 3 of 2026,,Advanced,Did not exist,"Enacted, amending the financial-crime statute book that governs payment and virtual-asset providers (2026-04)",2026-04-17-aml-cft-cpf-miscellaneous-provisions-act-2026,,
MUS-gov.legislate-aipsi-act,MUS,gov.legislate,Governance,instrument,Atal Bihari Vajpayee Institute of Public Service and Innovation Act 2025,Enacted,2025-10-23,Act No. 22 of 2025,,Advanced,Did not exist,"Enacted, establishing a public-service training and innovation institute (2025-10)",2025-10-23-aipsi-act-2025,,
MUS-gov.legislate-business-registration-act,MUS,gov.legislate,Governance,instrument,Business Registration Act,Implemented,2006-10-01,"In force from 1 October 2006, since amended",2006-10-01,No change,In force,In force as the statute establishing business registration (2006-10),2006-10-01-business-registration-act,,
MUS-gov.legislate-cadastral-survey-act,MUS,gov.legislate,Governance,instrument,Cadastral Survey Act 2011,Implemented,2011-07-15,Assented 15 July 2011,2011-07-15,No change,In force,In force as the statute behind the cadastral database and the land administration system built on it (2011-07),2011-07-15-cadastral-survey-act-2011,,
MUS-gov.legislate-civil-status-act,MUS,gov.legislate,Governance,instrument,Civil Status Act (Act 23 of 1981),Implemented,1982-01-01,"In force from 1 January 1982, revised through 2023",1982-01-01,No change,In force,"In force as the statute governing birth, marriage and death registration (1982-01)",1982-01-01-civil-status-act-version-7-cpd-csd|1982-01-01-civil-status-act-2023-revision-birth-registration,,
MUS-gov.legislate-customs-computer-regs,MUS,gov.legislate,Governance,instrument,Customs (Use of Computer) Regulations 1997,Implemented,1997-04-19,Government Notice 38 of 1997,1997-04-19,No change,In force,"In force as the legal basis for computerised customs declaration, made a year before the trade platform it governs (1997-04)",1997-04-19-customs-use-of-computer-regulations,,
MUS-gov.legislate-cybersecurity-cybercrime-act-2021,MUS,gov.legislate,Governance,instrument,Cybersecurity and Cybercrime Act 2021,Implemented,2021-11-24,"Passed 2021-11-19, assented 2021-11-24, proclaimed in force 2021-12-10",,No change,In force since 2021-12-10,"In force as Act No. 16 of 2021, gazetted as Legal Supplement 567 to Government Gazette No. 173 of 24 November 2021; it is the statute the ministry's own online-content warnings rest on, carrying the offences of misuse of a fake profile (s.16), cyberbullying (s.17) and failure to moderate undesirable content (s.23) with their penalty scales",2021-11-24-mauritius-cybersecurity-cybercrime-act-2021,,"the enacted text as gazetted, held from 2026-08-23; the base previously described the Act only through the ministry's restatements of it"
MUS-gov.legislate-dpo-regs,MUS,gov.legislate,Governance,instrument,Data Protection Officer Regulations 2026,Implemented,2026-06-12,Made under the Data Protection Act as Government Notice No. 117 of 2026,,Advanced,Did not exist,"Promulgated, formalising designation, qualifications, independence and reporting duties for data protection officers across public and private sectors, with a six-month compliance window (2026-06); the primary text is now held as Government Notice No. 117 of 2026, made under the Data Protection Act",2026-06-17-mitci-mauritius-data-protection-officer-regulations-2026|2026-06-12-dpo-regulations-2026-lexpress,,
MUS-gov.legislate-omnibus,MUS,gov.legislate,Governance,instrument,Economic and Financial Measures (Miscellaneous Provisions) Bill,In development,2026-07-27,"Introduced by the Prime Minister and Finance Minister, 24 July 2026",,Advanced,Did not exist,"119 pages amending 58 Acts and repealing one, with staged commencement from 1 September 2026 and several provisions deemed retrospective, carrying the fintech committee, the AI City Scheme, the central bank threat-sharing platform, the virtual-asset solicitation rule and the digital travel authorisation; introduced, not enacted (2026-07)",2026-07-24-mauritius-economic-financial-measures-misc-provisions-bill-xiii-2026|2026-07-27-lexpress-finance-bill-etat-pilote-par-les-donnees,,A secondary account put the figure at some sixty laws; the enacting text gives 58 amended and one repealed.
MUS-gov.legislate-eta-amendment-2026,MUS,gov.legislate,Governance,instrument,Electronic Transactions (Amendment) Act 2026,Implemented,2026-05-25,Act No. 5 of 2026,,Advanced,Bill before the Assembly,Enacted (2026-05),2026-05-25-electronic-transactions-amendment-act-2026,,
MUS-gov.legislate-eta,MUS,gov.legislate,Governance,instrument,Electronic Transactions Act amendments,Planned,2026-07-30,Referred to by the ICT minister at a postal-sector workshop,,Advanced,Did not exist as a stated commitment,"Referred to as modernising the digital-commerce framework and consumer protection; no text, timetable or introduction date published (2026-07)",2026-07-30-lexpress-secteur-postal-cyberattaques-post-isac,,
MUS-gov.legislate-finance-act-2026,MUS,gov.legislate,Governance,instrument,Finance Act 2026,Implemented,2026-08-12,"Act No. 14 of 2026, assented 12 August 2026",,Advanced,Did not exist,"Enacted, carrying the statutory changes behind the 2026-2027 budget's identity, registry and statistics measures (2026-08)",2026-08-12-finance-act-2026,,
MUS-gov.legislate-he-ai-regs,MUS,gov.legislate,Governance,instrument,Higher Education (Use of Artificial Intelligence) Regulations 2026,Implemented,2026-04-03,Government Notice 39 of 2026,,Advanced,Did not exist,"Made, the country's only binding artificial-intelligence instrument, and confined to higher education (2026-04)",2026-04-03-higher-education-use-of-ai-regulations-2026,,No general artificial-intelligence statute exists; the national strategy and its guidelines are non-binding.
MUS-gov.legislate-income-tax-act,MUS,gov.legislate,Governance,instrument,Income Tax Act,Implemented,1996-07-01,"In force from 1 July 1996, at its ninth issue",1996-07-01,No change,In force,In force as the statute behind the taxpayer register and electronic filing (1996-07),1996-07-01-income-tax-act,,
MUS-gov.legislate-metc-bill,MUS,gov.legislate,Governance,instrument,Mauritius Emerging Technologies Council Bill 2021,Planned,2021-05-13,Bill No. VIII of 2021 published,,Baseline not held,Not held,Published as a bill; no enactment is held (2021-05),2021-05-13-mauritius-emerging-technologies-council-bill-2021,,Five years on the base carries no evidence the bill was enacted or the council constituted.
MUS-gov.legislate-met-services-act,MUS,gov.legislate,Governance,instrument,Mauritius Meteorological Services Act 2019,Implemented,2019-11-18,Act 22 of 2019,2019-11-18,No change,In force,"In force as the statutory mandate of the meteorological service, including its observation and forecasting functions (2019-11)",2019-11-18-mauritius-meteorological-services-act-2019,,
MUS-gov.legislate-online-content-sanctions-notice,MUS,gov.legislate,Governance,instrument,Ministerial notice on online-content sanctions,Implemented,2026-08-17,Communiqué issued 2026-08-17,,Advanced,Did not exist,A ministry communiqué restating the criminal exposure of online speech and of page administrators who fail to moderate on notice,2026-08-17-lexpress-mu-reseaux-sociaux-sanctions-contenus,,"the information technology ministry restated that the Cybersecurity and Cybercrime Act 2021 penalises false profiles (s.16), cyber-harassment (s.17) and the diffusion of undesirable content (s.23), that administrators of accounts, pages and groups must moderate flagged content when a competent authority reports it, and that penalties reach a fine of Rs 1m and up to 20 years' penal servitude. It creates no new obligation - it is enforcement signalling on a law five years old - but it is the first time the base holds the state stating the administrator duty and the 20-year maximum together, and no charge, prosecution or takedown count under those sections is published"
MUS-gov.legislate-online-speech-prosecution-warning,MUS,gov.legislate,Governance,instrument,Ministerial warning on prosecuting online speech,Implemented,2026-08-17,Communiqué issued 2026-08-17,,Advanced,None published,"A public communiqué from the ICT ministry warning that online speech can be prosecuted under the Cybersecurity and Cybercrime Act 2021, naming the fake-profile, cyberbullying and undesirable-content offences and defining undesirable content to include material that is deceptive or inaccurate",2026-08-17-mitci-mauritius-communique-responsible-use-social-media,,a statement of existing offences rather than a new instrument; no prosecution count is published
MUS-gov.legislate-nic-act,MUS,gov.legislate,Governance,instrument,National Identity Card Act (Act 60 of 1985),Implemented,1986-04-11,"In force from 11 April 1986, since amended",1986-04-11,No change,In force,"In force as the statutory basis for the identity card and, through the 2024 regulations, for its digital form (1986-04)",1986-04-11-national-identity-card-act-version-3|2024-02-16-national-identity-card-regulations-2024,,
MUS-gov.legislate-nps-act,MUS,gov.legislate,Governance,instrument,National Payment Systems Act 2018,Implemented,2019-01-31,Assented 29 November 2018,2018-11-29,No change,In force,"In force, now at its seventh consolidated version, as the statute under which payment systems and service providers are licensed and supervised (2019-01)",2018-11-29-national-payment-systems-act-2018|2019-01-31-national-payment-systems-act-2018,,
MUS-gov.legislate-nrii-act,MUS,gov.legislate,Governance,instrument,National Research and Innovation Institute Act 2026,Enacted,2026-06-03,Act No. 6 of 2026,,Advanced,Did not exist,"Enacted, establishing a national research and innovation institute (2026-06)",2026-06-03-national-research-innovation-institute-act-2026,,
MUS-gov.legislate-disability-rights-act,MUS,gov.legislate,Governance,instrument,Protection and Promotion of the Rights of Persons with Disabilities Act 2024,Implemented,2024-04-25,Act No. 1 of 2024,,Advanced,Did not exist,Enacted as the governing instrument on the rights of persons with disabilities (2024-04),2024-04-25-disability-rights-act-2024,,
MUS-gov.legislate-public-health-bill,MUS,gov.legislate,Governance,instrument,Public Health Bill 2026,In development,2026-05-22,Consultation workshop held May 2026,,Advanced,Did not exist,"In preparation, put to a stakeholder workshop as the modernisation of public health legislation (2026-05)",2026-05-22-public-health-bill-2026-workshop,,
MUS-gov.legislate-road-traffic-amendment-bill-digital-licence,MUS,gov.legislate,Governance,instrument,Road Traffic (Amendment) Bill: digital driving licence and online penalties,In development,2026-09-03,"Provisions set out publicly by the ICT minister, 2026-09-03",,Baseline not held,,"The Bill would give the digital driving licence legal recognition as an official electronic version equivalent to the traditional one, and let holders settle fixed traffic penalties at any court and online; the ICT minister put the affected population at more than 800,000 licence holders, said the digital licence depends on interconnecting transport services, law enforcement and public administration, and said the system will generate up-to-date licence data cross-checked against a central database that officers can consult at roadside checks",2026-09-03-mus-permis-conduire-numerique,,"the Bill text is not held and no enactment or commencement date is stated; the account is the ICT minister's, who frames it as digital transformation rather than road-traffic regulation"
MUS-gov.legislate-social-media-id,MUS,gov.legislate,Governance,instrument,Social-media identity verification mechanism,In development,2026-06-07,"Consultations announced after Cabinet, 5 June 2026",,Advanced,Did not exist,"Consultations opened toward a verification mechanism against disinformation, impersonation, defamatory content, scams and child sexual abuse material, citing 2,300 online-harm cases from January to June 2026 and frauds up to Rs 500,000; no draft instrument published (2026-06)",2026-06-07-social-media-identity-verification-consultations-lexpress,,"The minister acknowledged the privacy and free-expression tension, circumvention by virtual private networks, and the need to negotiate with platforms."
MUS-gov.legislate-statistics-act,MUS,gov.legislate,Governance,instrument,Statistics Act 2000,Under review,2026-06-19,Independence of the statistics office put in the 2026-2027 budget annex,2001-04-02,Advanced,"In force since April 2001, consolidated with amendments","In force and under revision: the 2026-2027 budget annex carries the independence of the statistics office, and the 2026 Finance Act amends the statute book around it (2026-06)",2000-01-01-statistics-act-2000-consolidated|2026-06-19-budget-annex-2026-27-statistics-act-independence|2026-08-12-finance-act-2026,,
MUS-gov.legislate-transcription-mortgage-act,MUS,gov.legislate,Governance,instrument,Transcription and Mortgage Act,Implemented,1864-06-01,"In force from 1 June 1864, since amended",1864-06-01,No change,In force,In force as the deeds registration statute the electronic registry operates under (1864-06),1864-06-01-transcription-and-mortgage-act,,The registry is digital; its enabling statute is 162 years old.
MUS-gov.legislate-virtual-asset,MUS,gov.legislate,Governance,instrument,Virtual-asset solicitation rule,Planned,2026-07-24,New section provided for in the omnibus bill introduced 24 July 2026,,Advanced,Did not exist,"Unlicensed solicitation of investors in Mauritius would be prohibited by any medium, defined to reach targeted or algorithmic advertising, platforms, applications, social media, influencers, affiliates, referral codes, seminars and webinars, with any publicly accessible communication presumed to target Mauritius; introduced, not enacted (2026-07)",2026-07-24-mauritius-economic-financial-measures-misc-provisions-bill-xiii-2026,,The presumption is the operative part: it shifts the burden onto an offshore promoter to show it was not soliciting locally.
