indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
gov.policy--digital-transformation-strategy,gov.policy,2,11,3,1,1,1,0,,staged,2
gov.policy--ict-strategy,gov.policy,2,10,3,1,2,0,0,,staged,2
gov.policy--broadband-strategy,gov.policy,2,9,3,1,2,0,0,,staged,2
gov.policy--data-storage-cloud-strategy,gov.policy,2,10,3,0,2,1,2,duplicate-raw,staged,2
gov.policy--data-interoperability-framework-roadmap,gov.policy,2,9,3,1,2,0,0,,staged,2
gov.policy--data-localisation-policies,gov.policy,2,8,3,1,2,0,0,,staged,2
gov.policy--open-data-policy,gov.policy,2,8,3,1,2,0,0,,staged,2
gov.regional--regional-policy-collaboration,gov.regional,2,8,3,1,2,0,1,off-topic,staged,1
gov.regional--regional-legal-harmonisation,gov.regional,2,8,3,1,0,1,1,duplicate-raw,staged,1
gov.regional--shared-regional-infrastructure,gov.regional,3,15,2,1,1,0,3,off-topic,staged,1
gov.discourse--non-governmental-contribution-to-national-policy,gov.discourse,2,10,3,1,2,0,0,,staged,1
gov.legislate--legislation-covering-digital-id,gov.legislate,2,10,3,1,1,1,1,already-seen,staged,2
gov.legislate--digital-payments-legislation,gov.legislate,2,11,3,1,2,0,0,,staged,2
gov.legislate--legislation-enabling-data-interoperability,gov.legislate,2,8,3,1,2,0,1,already-seen,staged,2
gov.legislate--ai-legislation-regulations,gov.legislate,2,10,4,1,2,1,1,already-seen,staged,2
gov.legislate--statistics-legislation,gov.legislate,2,6,3,1,2,1,0,,staged,2
gov.legislate--access-to-information-legislation,gov.legislate,2,6,3,1,2,0,0,,staged,2
gov.standards--national-interoperability-standards,gov.standards,2,9,3,1,2,0,1,already-seen,staged,1
gov.standards--national-quality-standards,gov.standards,2,12,3,1,2,1,0,,staged,1
gov.standards--adoption-of-international-standards,gov.standards,2,10,3,1,2,1,0,,staged,1
finance.budget--sustainable-domestic-financing-of-digital-transformation,finance.budget,2,9,3,1,2,0,0,,staged,1
finance.new--mobilisation-of-non-state-finance,finance.new,2,11,3,1,2,0,0,,staged,2
infra.connect--international-internet-bandwidth,infra.connect,2,9,4,1,2,0,1,out-of-window,staged,7
infra.connect--internet-exchange-points,infra.connect,2,10,1,1,0,0,2,no-development,staged,7
infra.store--local-data-centre-capacity-national-providers,infra.store,2,9,3,1,1,0,3,already-seen;out-of-window,staged,1
infra.store--off-site-backup-capacity,infra.store,2,9,2,1,1,0,2,already-seen,staged,1
infra.energy--grid-reliability,infra.energy,2,13,3,1,2,0,0,,staged,1
infra.energy--rural-electrification,infra.energy,2,9,3,1,2,0,0,,staged,1
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,infra.capacity,2,12,3,1,1,0,2,already-seen;out-of-window,staged,1
digital.localgov--digitalisation-of-local-government-records,digital.localgov,2,10,2,1,1,0,1,already-seen,staged,1
digital.rural--digitalisation-of-rural-health-clinics,digital.rural,2,10,3,1,2,0,1,already-seen,staged,2
digital.rural--digitalisation-of-rural-primary-schools,digital.rural,2,9,3,1,2,0,0,,staged,2
digital.rural--digitalisation-of-rural-police-stations,digital.rural,2,11,3,1,2,0,0,,staged,2
dpi.exchange--national-data-exchange-system,dpi.exchange,2,10,3,1,2,0,0,,staged,1
dpi.exchange--use-of-digital-id-in-other-systems,dpi.exchange,2,11,3,1,2,0,0,,staged,1
dpi.exchange--interoperability-of-health-systems,dpi.exchange,2,11,3,1,2,0,0,,staged,1
dpi.exchange--interoperability-of-education-systems,dpi.exchange,2,9,3,1,2,0,0,,staged,1
dpi.exchange--interoperability-of-social-protection-systems,dpi.exchange,2,9,3,1,2,0,0,,staged,1
dpi.id--registration-of-entire-population,dpi.id,2,11,3,1,2,0,0,,staged,3
dpi.id--national-maintenance-of-id-and-credentials-systems,dpi.id,2,8,3,1,2,0,0,,staged,3
dpi.id--digital-id-from-birth,dpi.id,2,9,3,1,2,0,0,,staged,3
dpi.id--interoperability-of-birth-registration-and-digital-id,dpi.id,2,10,3,1,2,0,0,,staged,3
dpi.id--use-by-other-systems,dpi.id,2,11,3,1,2,0,0,,staged,3
dpi.pay--g2p-functionality,dpi.pay,2,11,3,1,2,0,0,,staged,10
dpi.pay--revenue-collection,dpi.pay,2,13,3,1,2,0,0,,staged,10
dpi.pay--b2b-and-b2g-functionality,dpi.pay,2,13,3,1,2,0,0,,staged,10
dpi.mis--education,dpi.mis,2,8,3,1,2,0,1,already-seen,staged,2
dpi.mis--social-protection,dpi.mis,2,9,2,1,2,0,0,,staged,2
dpi.mis--justice,dpi.mis,2,9,3,1,2,0,0,,staged,2
dpi.mis--tax,dpi.mis,2,13,2,1,2,0,1,inadmissible-origin,staged,2
dpi.mis--customs,dpi.mis,2,11,2,1,2,0,0,,staged,2
dpi.mis--land,dpi.mis,2,10,3,1,2,0,0,,staged,2
capacity.literacy--digital-literacy-civil-service,capacity.literacy,2,10,3,1,2,0,0,,staged,1
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,capacity.research,2,10,2,1,1,0,2,already-seen;fetch-blocked,staged,1
dpi.registry--address-register,dpi.registry,2,8,4,1,2,1,0,,staged,2
dpi.registry--business-register,dpi.registry,2,9,3,1,2,0,0,,staged,2
dpi.registry--social-protection-register,dpi.registry,2,8,3,1,2,0,0,,staged,2
dpi.registry--electoral-register,dpi.registry,2,7,3,1,2,0,0,,staged,2
dpi.registry--tax-register,dpi.registry,2,9,3,1,2,0,0,,staged,2
dpi.registry--land-register,dpi.registry,2,9,3,1,2,0,0,,staged,2
tech.ai--development-of-national-regional-ai-systems,tech.ai,2,9,4,1,2,1,1,inadmissible-origin,staged,4
tech.innovate--technology-hubs,tech.innovate,2,7,3,1,2,0,1,already-seen,staged,1
tech.innovate--tech-startup-ecosystem,tech.innovate,2,8,3,1,2,0,0,,staged,1
capacity.training--dt-related-training-in-secondary-education,capacity.training,2,7,3,1,2,0,0,,staged,4
capacity.training--dt-related-university-facilities-and-qualifications,capacity.training,2,13,3,1,2,0,0,,staged,4
include.access--citizen-feedback-portals,include.access,2,14,2,1,1,12,0,,staged,2
include.access--citizen-participation-in-policy,include.access,2,11,4,1,2,8,0,,staged,2
include.access--gender-equity,include.access,2,11,3,1,1,9,0,,staged,2
include.access--inclusion-of-persons-with-disabilities,include.access,2,13,3,1,2,10,0,,staged,2
include.access--inclusion-of-refugees-and-idps,include.access,2,10,3,1,2,6,1,inadmissible-origin,staged,2
data.statistics--national-strategy-for-development-of-statistics,data.statistics,2,11,2,1,2,8,0,,staged,2
data.statistics--statistics-from-administrative-data,data.statistics,2,10,1,1,2,7,0,,staged,2
data.open--use-of-open-data,data.open,2,10,1,1,2,7,0,,staged,1
data.satellite--agricultural-use-of-satellite-data,data.satellite,2,13,3,1,1,11,0,,staged,2
data.satellite--meteorological-use-of-satellite-data,data.satellite,2,9,3,1,2,6,0,,staged,2
geopol.china--chinese-mous-engagements-and-commitments,geopol.china,2,10,3,1,2,7,0,,staged,1
geopol.eu--eu-mous-engagements-and-commitments,geopol.eu,2,9,3,1,2,6,0,,staged,1
geopol.india--india-mous-engagements-and-commitments,geopol.india,2,13,2,1,1,11,0,,staged,1
