indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
gov.policy--digital-transformation-strategy,gov.policy,2,10,3,1,2,7,0,,staged,2
gov.policy--ict-strategy,gov.policy,2,12,3,1,2,8,1,duplicate-raw,staged,2
gov.policy--data-storage-cloud-strategy,gov.policy,2,10,2,1,1,7,1,duplicate-raw,staged,2
gov.policy--data-interoperability-framework-roadmap,gov.policy,2,7,3,1,2,4,0,,staged,2
gov.policy--ai-strategy,gov.policy,2,8,4,1,2,4,1,duplicate-raw,staged,2
gov.policy--data-localisation-policies,gov.policy,2,12,2,1,1,8,2,duplicate-raw,staged,2
gov.policy--data-governance-policy,gov.policy,2,9,3,1,2,5,1,duplicate-raw,staged,2
gov.policy--open-data-policy,gov.policy,2,7,2,1,0,5,1,headline-only-stub,staged,2
gov.standards--national-interoperability-standards,gov.standards,2,7,2,1,1,5,0,,staged,2
gov.standards--adoption-of-international-standards,gov.standards,2,11,3,1,2,8,0,,staged,2
gov.legislate--digital-payments-legislation,gov.legislate,2,8,4,1,2,1,1,fetch-blocked,staged,9
gov.legislate--ai-legislation-regulations,gov.legislate,2,7,3,1,2,0,1,already-seen,staged,9
gov.legislate--statistics-legislation,gov.legislate,2,7,4,1,2,1,1,fetch-blocked,staged,9
gov.legislate--access-to-information-legislation,gov.legislate,2,7,3,1,2,0,0,,staged,9
infra.connect--mobile-penetration,infra.connect,2,7,3,1,1,1,2,fetch-blocked,staged,7
infra.connect--internet-usage,infra.connect,2,7,2,1,1,0,1,already-seen,staged,7
infra.connect--mobile-affordability,infra.connect,2,6,0,0,1,0,1,already-seen,staged,7
infra.connect--international-internet-bandwidth,infra.connect,2,7,3,1,2,0,1,already-seen,staged,7
infra.store--off-site-backup-capacity,infra.store,2,6,1,1,0,0,2,already-seen|headline-only-stub,staged,6
infra.energy--grid-reliability,infra.energy,2,7,3,1,2,2,0,,staged,2
infra.energy--rural-electrification,infra.energy,2,7,3,1,2,0,0,,staged,2
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,infra.capacity,2,7,3,1,2,0,0,,staged,1
dpi.exchange--use-of-digital-id-in-other-systems,dpi.exchange,2,7,3,1,2,0,0,,staged,5
dpi.exchange--interoperability-of-health-systems,dpi.exchange,2,8,3,1,2,0,0,,staged,5
dpi.exchange--interoperability-of-education-systems,dpi.exchange,2,8,3,1,2,0,0,,staged,5
dpi.exchange--interoperability-of-social-protection-systems,dpi.exchange,2,8,2,1,2,0,0,,staged,5
dpi.id--robustness-of-system,dpi.id,2,8,3,1,1,1,1,already-seen,staged,6
dpi.id--authentication,dpi.id,2,8,2,1,2,0,1,already-seen,staged,6
dpi.id--digital-id-from-birth,dpi.id,2,8,2,1,2,0,0,,staged,6
dpi.id--interoperability-of-birth-registration-and-digital-id,dpi.id,2,7,1,1,1,0,1,out-of-window,staged,6
dpi.id--use-by-other-systems,dpi.id,2,8,2,1,2,0,0,,staged,6
dpi.pay--g2p-functionality,dpi.pay,2,15,3,1,2,0,0,,staged,9
