indicator_id,file,brief,rank,why
capacity.literacy--digital-literacy-general-population,2024-05-01-after-access-2022-23-south-africa-report.md,baseline,1,the only nationally representative digital-literacy proficiency figures located for the general population
capacity.literacy--digital-literacy-general-population,2025-11-05-brrr-communications-and-digital-technologies-2024-25.md,progress,1,parliamentary oversight record of digital-literacy programme delivery against targets and its funding constraints for 2024/25
capacity.literacy--digital-literacy-general-population,2026-06-11-western-cape-rheenendal-ecentre-opening.md,progress,2,a permanent public digital-literacy centre entering service with the running count of the provincial network
data.satellite--agricultural-use-of-satellite-data,2026-08-26-arc-iscw-earth-observation.md,baseline,1,the operating agricultural Earth observation function itself with the agriculture-department-funded imagery database feeding crop and grazing estimation
data.satellite--agricultural-use-of-satellite-data,2026-01-21-geomaize-satellite-crop-monitoring.md,progress,1,a satellite maize monitoring service entering use in two provinces with farmer dashboards and alerts - satellite data actually reaching farms
data.satellite--agricultural-use-of-satellite-data,2026-02-11-sansa-centralised-satellite-imagery-procurement.md,progress,2,national shift to coordinated multi-user imagery licensing across government with agriculture among the parties and a stated saving
data.satellite--meteorological-use-of-satellite-data,2022-03-01-regional-approach-to-nowcasting-southern-africa.md,baseline,1,first-party SAWS statement of the operational configuration - full-disk MSG at 12 channels every 15 minutes and Nowcasting SAF run locally since 2014
data.satellite--meteorological-use-of-satellite-data,2026-06-02-amsaf-inauguration.md,progress,1,completed inauguration of the African Meteorological Satellite Application Facility on 18 May 2026 with RSMC Pretoria inside it
data.satellite--meteorological-use-of-satellite-data,2026-07-02-eumetsat-strengthens-cooperation-with-africa.md,progress,2,distinct later event - EUMETSAT Council approval of renewed African cooperation agreements supporting Meteosat Third Generation uptake
data.statistics--censuses-and-surveys,2023-10-10-census-2022-statistical-release.md,baseline,1,the published national count itself - the fourth post-1994 census and the anchor figure for the whole programme
data.statistics--censuses-and-surveys,2026-08-26-cps-hspr-frame-update.md,progress,1,structural redesign of the household survey programme into a continuous population survey with the master sample frame being rebuilt
data.statistics--censuses-and-surveys,2026-08-11-quarterly-labour-force-survey-q2-2026.md,progress,2,most recent flagship survey release recording questionnaire updates for international comparability
data.statistics--national-strategy-for-development-of-statistics,2024-12-20-statistics-amendment-act-29-of-2024.md,baseline,1,the enacting instrument itself requiring the Statistician-General to develop and implement the strategy
data.statistics--national-strategy-for-development-of-statistics,2026-01-01-stats-sa-work-programme-2026-27.md,progress,1,current work programme setting the strategy as the vehicle for the national statistics system by 2030 with named building blocks
data.statistics--national-strategy-for-development-of-statistics,2026-06-23-parliament-atc-109-2026.md,progress,2,parliamentary oversight record of delivery against it including the integrated indicator framework and MoUs under development
data.statistics--statistics-from-administrative-data,2026-06-04-residential-property-price-index-sources-and-methods.md,baseline,1,Stats SA methodology for an index compiled from Deeds Office records and designated official statistics since January 2024
data.statistics--statistics-from-administrative-data,2026-07-21-data-on-insolvencies-now-available.md,progress,1,completed restoration of an administrative-data series interrupted since the 2021 Justice cyber incident with a dated first release
data.statistics--statistics-from-administrative-data,2026-03-19-export-and-import-unit-value-indices-sources-and-methods.md,progress,2,dated methodological change to an index built from SARS customs records effective with the January 2026 index
digital.localgov--digitalisation-of-local-government-records,2026-08-26-narssa-managing-electronic-records-guidance-page.md,baseline,1,the records authority own current requirements for integrated electronic records systems with its explicit capacity caveat
digital.localgov--digitalisation-of-local-government-records,2025-11-21-mangaung-digital-transformation-programme-status.md,progress,1,a metro own dated report to Parliament on document-management rollout and digitisation of hard-copy records with budget and skills constraints
digital.localgov--digitalisation-of-local-government-records,2026-01-09-emfuleni-procurement-plan-reporting-q2-2025-26.md,progress,2,official quarterly report recording a completed award of an electronic records-management system with contract value and term
digital.rural--digitalisation-of-rural-health-clinics,2026-08-26-ndoh-chief-directorate-health-systems-digital-information.md,baseline,1,the department's own statement of the standing position - patient registration system in place while the portable record awaits regulations and interoperability standards
digital.rural--digitalisation-of-rural-health-clinics,2026-03-03-ndoh-emr-digital-solution-implementation-invitation-to-bid.md,progress,1,final national tender putting point-of-care capture into fixed primary health care facilities across eight provinces with a maturity model for low-connectivity sites
digital.rural--digitalisation-of-rural-health-clinics,2026-05-14-free-state-health-emr-primary-health-care-award.md,progress,2,a completed provincial electronic record deployment at primary health care level with the remaining connectivity work stated
digital.rural--digitalisation-of-rural-police-stations,2019-04-01-national-rural-safety-strategy.md,baseline,1,the SAPS rural policing instrument itself covering 906 rural stations and requiring IT-based reporting and dashboards
digital.rural--digitalisation-of-rural-police-stations,2026-04-30-ncop-question-331-integrated-person-management-sites.md,progress,1,ministerial written reply giving the integrated person management site count at 31 March 2026 and naming connectivity and rugged-device dependencies
digital.rural--digitalisation-of-rural-police-stations,2026-06-03-select-committee-report-saps-budget-vote-28-2026-27.md,progress,2,tabled committee report giving station hardware and network rollout counts and the e-Policing Policy directed into pilot stations
digital.rural--digitalisation-of-rural-primary-schools,2025-09-16-dbe-digital-education-strategy.md,baseline,1,the closest national instrument on school digitalisation and the only staged source carrying departmental device and connectivity counts
digital.rural--digitalisation-of-rural-primary-schools,2026-04-14-kzn-digital-access-programme-launch.md,progress,1,programme-scale launch aimed at rural and under-resourced schools with announced district expansion
digital.rural--digitalisation-of-rural-primary-schools,2026-05-29-peter-mokaba-primary-school-media-lab-handover.md,progress,2,completed off-grid solar media lab at a rural primary school serving surrounding schools
digital.rural--digitalisation-of-rural-registry-offices,2019-09-19-electronic-deeds-registration-systems-act-19-of-2019.md,baseline,1,the enacting statute requiring an ICT-based system for lodgement registration and storage of deeds
digital.rural--digitalisation-of-rural-registry-offices,2026-03-26-new-location-for-mthatha-deeds-office-after-fire.md,progress,1,evidence at a named non-metro registry that all paper records had been back-scanned - digitisation proved by service continuity after the fire
digital.rural--digitalisation-of-rural-registry-offices,2025-09-01-department-of-home-affairs-annual-report-2024-25.md,progress,2,statutory report with in-year and cumulative civic-record digitisation figures and online birth registration reaching health facilities
dpi.exchange--interoperability-of-education-systems,2011-06-06-sc009-standard-for-data-coding.md,baseline,1,the gazetted interoperability instrument itself - common codes and core tables so education datasets map and exchange across systems
dpi.exchange--interoperability-of-education-systems,2026-02-04-dbe-sa-sams-modernisation-uat.md,progress,1,modernised SA-SAMS reaching user acceptance testing with provincial EMIS and SITA ahead of phased national implementation
dpi.exchange--interoperability-of-education-systems,2026-08-20-parliament-ilms-intellectual-property-dispute.md,progress,2,distinct and adverse event - committee record of an IP dispute threatening the shared PSET learner management platform
dpi.id--digital-id-from-birth,2026-05-15-dha-highest-ever-smart-id-output-2025-26.md,baseline,1,the measured position - births registered within 30 days against target and smart credential output - with birth-process automation at health facilities still planned
dpi.id--digital-id-from-birth,2026-02-17-schreiber-2026-state-of-the-nation-debate.md,progress,1,ministerial status statement that the biometric core is live while the digital identity front end is still being built for rollout during 2026
dpi.id--interoperability-of-birth-registration-and-digital-id,1992-05-06-births-and-deaths-registration-act-51-of-1992.md,baseline,1,the statute carrying section 5 - the legal join placing birth and death particulars into the population register
dpi.id--interoperability-of-birth-registration-and-digital-id,2026-04-08-cabinet-approves-revised-white-paper-citizenship.md,progress,1,completed Cabinet approval anchoring an Intelligent Population Register with real-time integration as the Digital ID foundation
dpi.id--interoperability-of-birth-registration-and-digital-id,2026-01-01-operation-vulindlela-phase-2-q3-progress-report-2025-26.md,progress,2,Presidency record of MzansiXchange pilot infrastructure operational with Home Affairs among the departments testing it
dpi.id--national-maintenance-of-id-and-credentials-systems,2025-06-23-dha-npr-verification-service-pricing-correction.md,baseline,1,fullest official account of the verification system its history since 2013 and the fee model funding its maintenance
dpi.id--national-maintenance-of-id-and-credentials-systems,2026-08-10-dha-system-downtime-reduction-2025-26.md,progress,1,measured maintenance outcome - working hours lost to system downtime more than halved year on year
dpi.id--national-maintenance-of-id-and-credentials-systems,2026-06-01-dha-blocked-id-numbers-campaign.md,progress,2,register-integrity maintenance at scale with a stated count of identity numbers unblocked
dpi.id--use-by-other-systems,2025-06-23-identification-regulations-fourteenth-amendment-gazette-52893.md,baseline,1,enacted regulation pricing third-party use of the population register - the operative instrument governing use by other systems
dpi.id--use-by-other-systems,2026-03-09-dha-digital-partnership-model-first-branches-live.md,progress,1,the API-based Digital Gateway entering live operation so third parties transact against the register in their own environments
dpi.id--use-by-other-systems,2026-05-26-dha-treasury-employee-verification-platform.md,progress,2,a distinct second consumer - real-time biometric employee verification built for National Treasury with a stated go-live
dpi.mis--land,2026-03-30-dlrrd-annual-performance-plan-2026-27.md,baseline,1,the strongest current departmental statement that the national land information system and spatial data observatory remain development objectives rather than operating systems
dpi.mis--land,2026-05-20-gims-provincial-roadshow-speech-mohai.md,progress,1,first provincial roadshow moving the geospatial strategy into implementation with a live dashboard and provincial spatial data governance work
dpi.mis--land,2025-11-25-parliament-mining-cadastre-system-pilot.md,progress,2,a completed provincial pilot of a spatially defined digital rights register reported to committee
dpi.registry--address-register,2024-12-20-sapo-amendment-act-19-of-2024.md,baseline,1,the enacted instrument creating the duty to implement a national address system and maintain a national address database
dpi.registry--address-register,2024-12-20-sapo-amendment-act-19-of-2024-status-page.md,progress,1,government own commencement record marking the Act to be proclaimed - the load-bearing fact that the mandate is not yet operative and it is absent from the truncated Act text
dpi.registry--business-register,2026-03-01-cipc-annual-report-2024-25.md,baseline,1,the registry's own most recent statutory report stating throughput and the current position of the register
dpi.registry--business-register,2025-09-04-cipc-optimised-beneficial-ownership-declaration.md,progress,1,completed step with a stated position - simplified online beneficial-ownership declaration live and volumes processed
dpi.registry--business-register,2026-05-27-general-laws-amlctf-amendment-bill-b15-2026.md,progress,2,the published Bill itself - furthest-advanced instrument giving CIPC deregistration and beneficial-ownership enforcement powers
dpi.registry--land-register,2024-09-30-dalrrd-annual-report-2023-24.md,baseline,1,statutory annual report identifying the deeds registration entity's operation and maintenance of the public land register
dpi.registry--land-register,2025-09-01-deeds-registries-amendment-act-commencement-proclamation-286-2025.md,progress,1,dated legal trigger bringing the amended deeds-registration framework into operation inside the window
dpi.registry--land-register,2026-02-27-deeds-registries-act-regulations-amendment-2026.md,progress,2,gazetted operative change to registry fees and transactions - a completed step rather than a proposal
dpi.registry--social-protection-register,2025-07-01-parliamentary-question-nw3638-socpen.md,baseline,1,ministerial reply naming SOCPEN as the operating register and giving the monthly beneficiary count
dpi.registry--social-protection-register,2026-07-21-minister-pule-social-grants-review-briefing.md,progress,1,latest measured position on register integrity - reviews flagged and completed with real-time Home Affairs integration confirmed
dpi.registry--social-protection-register,2025-08-25-sassa-biometric-enrolment-september-2025.md,progress,2,mandatory beneficiary biometric enrolment starting at all offices - the distinct start of the eKYC thread
dpi.registry--tax-register,2012-07-04-tax-administration-act-28-of-2011.md,baseline,1,operative statute constituting the register - registration obligations and taxpayer reference numbers
dpi.registry--tax-register,2026-05-20-sars-beneficial-owner-register-partnership-it3bo.md,progress,1,operationalises a new structured beneficial-owner sub-register with persistent reference numbers
dpi.registry--tax-register,2026-08-14-sars-tax-reference-number-enquiry-services-efiling.md,progress,2,register becomes queryable by authorised institutions through single and bulk TRN enquiry
finance.mou--strategic-relationships,2024-09-30-ncr-annual-report-2023-2024.md,baseline,1,the finance-sector regulator's own annual report recording which strategic relationships and MoUs are in force
finance.mou--strategic-relationships,2025-10-03-national-treasury-launches-mzansixchange-pilot-advisory.md,progress,1,National Treasury pilot naming the eleven partner institutions behind the national data exchange
finance.mou--strategic-relationships,2026-07-15-home-affairs-expands-digital-partnership-absa.md,progress,2,a fourth bank going live under the digital partnership model - a completed step in a finance-sector relationship
geopol.eu--eu-mous-engagements-and-commitments,2025-03-13-8th-south-africa-eu-summit-declaration.md,baseline,1,the highest-level primary statement of the bilateral commitments including AI governance and the digital gap
geopol.eu--eu-mous-engagements-and-commitments,2025-10-09-team-europe-south-africa-investment-package.md,progress,1,a commitment actually made in the window - nearly EUR 12 billion mobilised with digital connectivity named
geopol.eu--eu-mous-engagements-and-commitments,2026-06-18-18th-eu-south-africa-jstcc-meeting.md,progress,2,most recent dated meeting of the standing bilateral machinery marking 30 years of the science and technology agreement
geopol.gulf--gulf-mous-engagements-and-commitments,2018-10-22-sa-uae-joint-commission-2nd-session-communique.md,baseline,1,the standing bilateral mechanism itself and the instruments concluded under it
geopol.gulf--gulf-mous-engagements-and-commitments,2026-06-30-brainsat-and-thuraya-services-launch.md,progress,1,UAE-backed satellite connectivity entering operation in South Africa at deputy-president level - a completed step not an intention
geopol.gulf--gulf-mous-engagements-and-commitments,2025-11-22-uae-ai-for-development-initiative.md,progress,2,quantified state-level Gulf commitment to African digital infrastructure announced at the Johannesburg G20
geopol.india--india-mous-engagements-and-commitments,2016-07-08-sa-india-joint-statement-modi-visit.md,baseline,1,the joint statement recording the signing of the bilateral ICT memorandum of understanding - the principal instrument in the relationship
geopol.india--india-mous-engagements-and-commitments,2026-06-02-mashatile-secures-investment-commitments-during-india-visit.md,progress,1,outcome record of the working visit naming ICT investment commitments and the NASSCOM and GTTCI engagements
geopol.india--india-mous-engagements-and-commitments,2026-04-15-kzn-treasury-engages-india-on-digital-procurement-reform.md,progress,2,a distinct sub-national engagement drawing on India's digital procurement platform - a separate channel from the presidency-level visit
gov.legislate--cybersecurity-legislation,2021-06-01-cybercrimes-act-19-of-2020.md,baseline,1,the dedicated cybercrime statute - offences investigative powers jurisdiction and reporting
gov.legislate--cybersecurity-legislation,2025-10-30-minister-kubayi-remarks-g20-acwg-ministerial-meeting.md,progress,1,records South Africa signing the UN Convention against Cybercrime on 25 October 2025
gov.legislate--cybersecurity-legislation,2026-05-22-state-security-agency-budget-vote-2026-27-cybersecurity-strategy.md,progress,2,revised National Cybersecurity Strategy consultation substantially complete with adoption expected next quarter
gov.legislate--e-commerce-legislation,2002-08-02-electronic-communications-and-transactions-act-25-of-2002.md,baseline,1,the central e-commerce statute recognising data messages electronic signatures and online consumer rights
gov.legislate--e-commerce-legislation,2026-02-06-final-online-intermediation-platforms-guidance-note.md,progress,1,final gazetted platform guidance completing the process opened in October 2025
gov.legislate--e-commerce-legislation,2026-04-01-tax-administration-laws-amendment-act-4-of-2026.md,progress,2,enacted statute creating a simplified express-import customs regime and voluntary VAT e-reporting
gov.legislate--legislation-enabling-data-interoperability,2014-12-22-public-administration-management-act-11-of-2014.md,baseline,1,section 14 is the clearest enacted cross-government duty to acquire and use ICT that interoperates with other institutions' systems
gov.legislate--legislation-enabling-data-interoperability,2025-11-28-regulations-international-tax-standards-oecd-crs-amendment.md,progress,1,a made and gazetted regulation updating the legal basis for standardised cross-border exchange of financial-account data
gov.legislate--legislation-enabling-data-interoperability,2026-05-05-public-comment-invited-draft-digital-identity-regulations.md,progress,2,draft regulations published for comment aiming at public-private interoperability inside the Identification Act PAIA and POPIA frame
gov.legislate--statistics-legislation,1999-04-21-statistics-act-6-of-1999-2.md,baseline,1,the founding statute establishing the Statistician-General Stats SA and the Statistics Council
gov.legislate--statistics-legislation,2026-03-11-stats-sa-2025-26-q3-report-portfolio-committee.md,progress,1,confirms the Statistics Amendment Act was proclaimed for implementation and reports implementation progressing
gov.policy--data-governance-policy,2024-05-31-national-policy-on-data-and-cloud.md,baseline,1,the gazetted national data governance policy instrument itself rather than the Cabinet approval or a summary of it
gov.policy--data-governance-policy,2026-03-06-popia-regulations-processing-health-information-2026.md,progress,1,final binding POPIA regulations effective on publication - a completed regulatory step on sensitive-data governance
gov.policy--data-governance-policy,2025-12-11-policy-direction-icasa-bbbee-data-sovereignty.md,progress,2,formal ministerial policy direction requiring data sovereignty and data security to be weighed by the sector regulator
gov.policy--data-interoperability-framework-roadmap,2017-03-01-mios-framework-government-information-systems-rev-6.md,baseline,1,the mandatory government-wide minimum interoperability standard still in force
gov.policy--data-interoperability-framework-roadmap,2025-09-27-mzansixchange-pilot-programme.md,progress,1,national federated data-exchange pilot launched with interoperability standards and draft legislation as deliverables
gov.policy--data-interoperability-framework-roadmap,2026-01-01-operation-vulindlela-phase-ii-progress-report-q3-2025-26.md,progress,2,most recent status - exchange infrastructure operational at the CSIR with departmental testing underway
gov.standards--national-quality-standards,2025-08-04-digital-public-services-standard.md,baseline,1,the national quality and lifecycle standard for digital public services and itself the main in-window issuance
gov.standards--national-quality-standards,2026-04-17-sabs-standards-matters-gazette-54520.md,progress,1,SANS biometric and card standards issued and revised with a withdrawal - standards actually made not only proposed
include.access--citizen-feedback-portals,2025-10-01-dpme-annual-report-2024-25.md,baseline,1,statutory report carrying the Presidential Hotline standing position and complaint acknowledgement and resolution targets
include.access--citizen-feedback-portals,2026-03-04-western-cape-roads4u-app-launch.md,progress,1,new provincial citizen reporting channel entering service with geolocated reports and trackable reference numbers
include.access--citizen-feedback-portals,2026-03-02-hessequa-collab-citizen-app-launch.md,progress,2,municipal service-reporting and tracking channel launched inside the window
include.access--gender-equity,2024-02-01-gender-responsive-planning-budgeting-monitoring-evaluation-auditing-framework.md,baseline,1,Cabinet-adopted national framework requiring sex-disaggregated data and gender-responsive delivery across government
include.access--gender-equity,2026-03-19-cge-digital-gender-transformation-national-study-media-statement.md,progress,1,statutory commission opens a national study of women's digital access and participation - primary source
include.access--inclusion-of-refugees-and-idps,1998-12-02-refugees-act-130-of-1998.md,baseline,1,consolidated governing statute providing recognition biometrics and the refugee identity document
include.access--inclusion-of-refugees-and-idps,2026-04-07-cabinet-approval-revised-white-paper-citizenship-immigration.md,progress,1,completed step - Cabinet approved the revised framework with legislative drafting to follow
include.access--inclusion-of-refugees-and-idps,2026-05-29-employment-services-amendment-bill-b16-2026.md,progress,2,statutory extension of employment services and work-authorisation verification to refugees and asylum seekers
infra.connect--international-internet-bandwidth,2025-03-31-icasa-state-of-the-ict-sector-report-2025.md,baseline,1,the regulator's own published international bandwidth series - 3.2m Mbps for 2024
infra.connect--international-internet-bandwidth,2025-12-04-bayobab-2africa-west-open-for-business.md,progress,1,new subsea route open for business with two South African landings - live capacity added in window
infra.connect--international-internet-bandwidth,2026-07-01-google-south-africa-digital-exchange-port-announcement.md,progress,2,announced international switching point on the Umoja cable - commitment not yet live capacity
infra.connect--internet-usage,2026-03-31-icasa-state-of-the-ict-sector-report-2026.md,baseline,1,the regulator's own most recent sector measurement carrying household internet access coverage and fixed-line series
