indicator_id,url,title,publisher,published,brief,why_not
gov.policy--open-data-policy,https://moct.gov.so/en/2026/01/05/,Approval of the Regulatory Framework for the Public Data Protection Law,"Federal Government of Somalia, Ministry of Communications and Technology",2026-01-05,brief2,"about personal-data protection/privacy regulation, not an open-data policy movement; tangential fit only; already staged under gov.policy--data-governance-policy and gov.policy--data-localisation-policies"
gov.legislate--access-to-information-legislation,https://www.unesco.org/sites/default/files/medias/fichiers/2026/04/SOMALIA_SDG16102_2025.pdf,Somalia - 2025 Survey on Public Access to Information (SDG Indicator 16.10.2),UNESCO,2026-04-20,brief2,"fetched but the PDF's text extraction is corrupted by a font/glyph-substitution encoding fault (every word garbled, e.g. 'No' renders as '1R') -- unusable as evidence; SOMA and the UPR submission cover the same in-window status finding cleanly"
gov.regional--cross-border-data-transfers,https://moct.gov.so/en/2026/01/05/,Approval of the Regulatory Framework for the Public Data Protection Law,"Federal Government of Somalia, Ministry of Communications and Technology",2026-01-05,2,"General implementation regulation for the whole Data Protection Act; announcement text is a truncated stub ('[...]') and does not identify cross-border-transfer-specific rules, an adequacy list, or a transfer mechanism - not specific enough to this indicator"
gov.standards--national-quality-standards,https://www.linkedin.com/posts/drivesom_building-somalias-national-quality-infrastructure-activity-7437748515336003584-Lga_,Somali Bureau of Standards Strategic Plan 2026-2030 Validated,"HoA DRIVE Somalia (LinkedIn, third party)",2026-02-05,2,"Third-party account's post about SOBS's stakeholder workshop, not SOBS's own account - second-hand per admissibility rules; no SOBS-published primary announcement of this event was found, and the plan's initial sector focus (livestock/fisheries/agriculture) is not ICT-specific"
gov.standards--national-quality-standards,https://awards.sobs.gov.so/,National Quality Award 2025,Somali Bureau of Standards (SoBS),,2,"Evergreen programme page with no dated, fetchable ceremony report; general business quality-award scheme not specific to digital/ICT technology, and no in-page date establishes it as an in-window event"
finance.budget--sustainable-domestic-financing-of-digital-transformation,https://mof.gov.so/sites/default/files/Publications/2026%20Budget%20Consultation%20Report.pdf,FY 2026 Budget Consultation Report,"Federal Government of Somalia, Ministry of Finance",2025-10-28,2,"About the budget-consultation process (stakeholder participation) rather than digital-transformation financing specifically; weak topical fit for this indicator, closer to gov.discourse non-governmental-contribution"
finance.budget--sustainable-domestic-financing-of-digital-transformation,https://www.mof.gov.so/publications/sharciga-miisaaniyadda-sanadka-2026,Sharciga Miisaaniyadda Sanadka 2026 (2026 Budget Law),"Federal Government of Somalia, Ministry of Finance",2026-04-29,2,"Publication-listing/metadata page only (category, type, corporate author, release date) - no budget-law text or ICT-specific content was retrievable from the page itself"
infra.connect--mobile-penetration,https://data.un.org/Data.aspx?d=ITU&f=ind1Code%3AI911%3BcountryCode%3ASOM&q=somalia,UNdata — ITU mobile-cellular subscriptions per 100 inhabitants (Somalia),ITU/UNdata,2022,1,"Superseded by more recent DataReportal/GSMA figure (late 2025); raw data table, not a document."
infra.connect--mobile-penetration,https://data.worldbank.org/indicator/IT.CEL.SETS.P2?locations=SO,Mobile cellular subscriptions (per 100 people) — Somalia,World Bank / ITU,2023,1,Superseded by more recent DataReportal/GSMA figure (late 2025).
infra.connect--mobile-penetration,https://www.gsma.com/solutions-and-impact/connectivity-for-good/mobile-economy/wp-content/uploads/2024/05/ME-MENA-2023.pdf,The Mobile Economy Middle East and North Africa 2023,GSMA Intelligence,2023,1,Vaguer estimate (below 40%) and older than DataReportal/GSMA Intelligence late-2025 figure.
infra.connect--mobile-penetration,https://www.hormuud.com/Updates/Expansion-of-our-MNC-to-Accommodate-Growing-Subscribers,Expansion of our MNC to Accommodate Growing Subscribers,Hormuud Telecom,undated,2,"Fetched body is a running Updates feed with multiple concatenated press releases and no per-item dateline; could not establish a verified published date from the page itself, so not selected despite agent's claimed 2026-06-24 date."
infra.connect--mobile-penetration,https://nca.gov.so/wp-content/uploads/2026/03/NCA%20Annual%20Report%202024-2025.pdf,NCA Annual Report 2024/2025,National Communications Authority of Somalia,2026-03,1,"Fetched (used as baseline for other slice-3 indicators): most authoritative national ICT institution, but reports no Somalia-wide mobile penetration/subscription figure."
