indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
gov.policy--ict-strategy,gov.policy,2,8,3,1,2,0,0,,staged,4
gov.policy--broadband-strategy,gov.policy,2,8,3,1,2,0,0,,staged,4
gov.policy--data-storage-cloud-strategy,gov.policy,2,7,3,1,1,1,0,,staged,4
gov.policy--data-interoperability-framework-roadmap,gov.policy,2,8,2,1,2,0,1,already-seen,staged,4
gov.policy--data-localisation-policies,gov.policy,2,8,2,1,2,0,0,,staged,4
gov.policy--open-data-policy,gov.policy,2,7,2,1,2,0,0,,staged,4
gov.legislate--legislation-covering-digital-id,gov.legislate,2,5,3,1,2,0,1,already-seen,staged,8
gov.legislate--digital-payments-legislation,gov.legislate,2,4,3,1,2,0,0,,staged,8
gov.legislate--ai-legislation-regulations,gov.legislate,2,9,2,1,1,0,1,already-seen,staged,8
gov.legislate--statistics-legislation,gov.legislate,2,7,2,1,2,0,0,,staged,8
gov.regional--regional-policy-collaboration,gov.regional,2,6,3,1,2,0,1,already-seen,staged,1
gov.regional--regional-legal-harmonisation,gov.regional,2,5,2,0,2,0,0,,staged,1
gov.regional--cross-border-data-transfers,gov.regional,2,8,2,1,2,0,0,,staged,1
gov.standards--national-quality-standards,gov.standards,2,8,3,1,2,0,0,,staged,1
finance.mou--strategic-relationships,finance.mou,2,4,3,1,2,0,0,,staged,0
infra.connect--mobile-penetration,infra.connect,2,4,3,1,2,0,0,,staged,7
infra.connect--internet-usage,infra.connect,2,4,3,1,2,0,0,,staged,7
infra.connect--mobile-affordability,infra.connect,2,4,3,1,2,0,0,,staged,7
infra.connect--national-fibre-backbone,infra.connect,2,8,3,1,2,0,0,,staged,7
infra.connect--internet-exchange-points,infra.connect,2,8,3,1,2,0,0,,staged,7
infra.store--off-site-backup-capacity,infra.store,2,4,4,1,2,1,0,,staged,3
infra.energy--grid-reliability,infra.energy,2,4,3,1,2,0,0,,staged,1
infra.energy--rural-electrification,infra.energy,2,4,3,1,2,0,0,,staged,1
infra.capacity--robustness-of-government-hardware-and-software,infra.capacity,2,4,4,1,2,1,0,,staged,1
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,infra.capacity,2,4,5,1,2,2,0,,staged,1
dpi.exchange--use-of-digital-id-in-other-systems,dpi.exchange,2,10,2,0,2,7,1,already-seen,staged,2
dpi.exchange--interoperability-of-health-systems,dpi.exchange,2,10,3,1,2,7,0,,staged,2
dpi.exchange--interoperability-of-education-systems,dpi.exchange,2,14,3,1,2,11,0,,staged,2
dpi.exchange--interoperability-of-social-protection-systems,dpi.exchange,2,9,3,1,2,6,0,,staged,2
