indicator_id,url,title,publisher,published,brief,why_not
gov.policy--ict-strategy,https://www.gouv.ne/images/DPG-PM-VERSION-15-mai2021.pdf,Declaration de Politique Generale du Gouvernement,Gouvernement du Niger,2021-05-15,1,"General government policy speech mentioning the digital strategy only once in passing (Section 77); not the instrument itself, outranked by the MCNTI ministry statement of current position."
gov.policy--data-storage-cloud-strategy,https://www.bnee.ne/wp-content/uploads/2022/08/Rapport-de%CC%81finitif-EIES-DATACENTER-PK5-Niamey_VP.pdf,Etude de l'Impact Environnemental et Social du sous-projet de mise en place d'un centre de donnees (DATACENTER) national au PK5,Bureau National d'Evaluation Environnementale (BNEE),2022-08-01,1,"Capture badly encoding-corrupted (mojibake) and the 100,000-character truncation only reached front matter and table of contents, never the project description; unusable as a verbatim body."
gov.policy--data-interoperability-framework-roadmap,https://arcep.ne/ova_doc/loi-2019-03-transactions-electroniques-niger/,Loi 2019-03 transactions electroniques Niger,ARCEP Niger,2024-10-23,1,A second official host of the same law as a thin landing page with only a PDF attachment link; adds nothing beyond the MCNTI page already staged as baseline.
gov.policy--data-interoperability-framework-roadmap,http://www.tribunalcommerceniamey.ne/uploads/documents/2019%20josp%20n%C2%B0%204%20-%20ProCiv-TribCom-TransElect.pmd%20(1).pdf,Journal Officiel de la Republique du Niger - Special No. 04 (30 avril 2019),Journal Officiel du Niger / Tribunal de Commerce de Niamey,2019-04-30,1,Fetch of the full gazette issue truncated before reaching Article 35 (the RGI provision) and the captured portion showed encoding corruption (mojibake); not usable as verbatim text.
gov.policy--data-localisation-policies,https://finances.gouv.ne/index.php/responsables-du-ministere/d-e-f-h/dgi/111-site/le-ministre-des-finances/discours-allocutions-ministre,DGI - Ministere des Finances du Niger (discours page),Ministere des Finances du Niger,2019-02-14,2,"The datacenter-mentioning speech on this aggregator page is dated 14 February 2019 once established from the body itself, not the 22 May 2026 page-listing date the brief reported; falls outside the 2025-09-01/2026-09-03 progress window."
gov.protect--national-data-protection-readiness,https://www.gouv.ne/index.php/actualite-des-ministeres/1008-niamey-150-delegues-des-secteurs-public-et-prive-a-l-ecole-de-certification-a-la-protection-des-donnees-a-caractere-personnel-dpo,Niamey : 150 délégués des secteurs public et privé à l'école de certification à la protection des données à caractère personnel (DPO),Gouvernement de la République du Niger,2026-01-05,2,"Cap already met by the HAPDP-dissolution and ANEI/état-civil items, which move the indicator further; this is a capacity-building event rather than a legal, institutional or enforcement movement, and its own body cites the law it is training on as loi n°2017-28 (superseded), an inconsistency not worth resolving by selection."
infra.connect--internet-usage,https://arcep.ne/wp-content/uploads/2025/09/RAPPORT-ANNUEL-ARCEP-2024.pdf,Rapport annuel 2024,ARCEP Niger,2024,1,"cap: INS-Niger's direct individual internet-usage survey (39.5%) preferred as baseline over ARCEP's internet-subscription penetration figure (34%), a different measurement; document already staged as baseline for infra.connect--mobile-penetration"
infra.capacity--robustness-of-government-hardware-and-software,https://ansi.ne/?page_id=1023,Stratégies Niger 2.0,ANSI Niger,,1,"cap: World Bank ID4D diagnostic preferred as baseline for its concrete equipment-condition findings; this ANSI page is a forward-looking strategy/roadmap, not an assessment of current government IT hardware/software sufficiency"
dpi.exchange--national-data-exchange-system,https://www.gouv.ne/index.php/les-communiques-du-gouvernement/484-communique-du-conseil-des-ministres-du-jeudi-06-juillet-2023,Communiqué du Conseil des Ministres du jeudi 06 juillet 2023,Gouvernement du Niger,2023-07-06,1,superseded by the more recent 18 May 2026 communiqué on the same interoperability decree
dpi.exchange--use-of-digital-id-in-other-systems,https://documents1.worldbank.org/curated/en/099031425184536166/pdf/P169594-102a7b9c-14a0-418a-8031-eea7e326e006.pdf,WURI Phase 2 Implementation Status & Results Report,World Bank,2025-03-14,1,corroborating but older baseline than the Ministry's own August 2026 statement; not needed once a dated primary source was staged
dpi.exchange--interoperability-of-health-systems,https://www.openhexa.com/fr/openhexa-premiere-couche-de-gestion-des-interoperabilites-entre-les-plateformes-en-sante-en-niger/,OpenHEXA : première couche de gestion des interopérabilités entre les plateformes en santé en Niger,OpenHEXA (Bluesquare),2025-09-04,2,describes the same interoperability-layer programme as the staged ANP baseline and Data.FI progress item; a third report of an overlapping development would not add a distinct event within the two-item cap
dpi.exchange--interoperability-of-education-systems,https://www.gouv.ne/index.php/les-communiques-du-gouvernement/1028-conclusions-du-conseil-des-ministres-du-vendredi-23-janvier-2026,Conclusions du Conseil des Ministres du vendredi 23 janvier 2026,Gouvernement du Niger,2026-01-23,2,cross-sectoral statistical-governance ordinance (Système Statistique National); not specific to education-system interoperability
dpi.exchange--interoperability-of-education-systems,https://anp.ne/niger-77-tonnes-de-materiels-informatiques-pour-moderniser-le-systeme-educatif-du-pays/,Niger : 77 tonnes de matériels informatiques pour moderniser le système éducatif du pays,Agence Nigérienne de Presse,2026-01-08,2,equipment/infrastructure delivery; does not evidence interoperability between education information systems
dpi.exchange--interoperability-of-social-protection-systems,https://documents1.worldbank.org/curated/en/099103024213522682/txt/P169594-dcf3295e-8642-421c-b273-2ff8a04ac423.txt,WURI Niger mid-term aide-mémoire (10-16 May 2024),World Bank,2024-05-16,1,describes RSU-WURI cooperation as still potential/exploratory at that date; the RSU's own founding-acts page is the operative baseline
dpi.id--digital-id-from-birth,https://data.unicef.org/crvs/niger/,"Birth, Marriage and Death Registration in Niger",UNICEF,,1,historical CRVS country profile; does not establish a birth-issued digital identifier and is not dated to the current reform
dpi.id--interoperability-of-birth-registration-and-digital-id,https://documents1.worldbank.org/curated/en/099031425184536166/pdf/P169594-102a7b9c-14a0-418a-8031-eea7e326e006.pdf,WURI Phase 2 Implementation Status & Results Report,World Bank,2025-03-14,1,"older corroborating source; the 18 May 2026 implementing-decree communiqué is the operative, more current instrument"
dpi.id--use-by-other-systems,https://rsu.gouv.ne/presentation,Présentation RSU,Registre Social Unifié-Niger,,1,undated page describing RSU's own identifier-sharing mechanism; the RSU's dated founding-acts page is already staged elsewhere and this indicator's cap was filled by dated national-ID movements
dpi.pay--governance-role-of-central-bank,https://www.bceao.int/fr/content/lancement-officiel-de-la-plateforme-interoperable-du-systeme-de-paiement-instantane-pi-spi,Lancement officiel de la Plateforme Interopérable du Système de Paiement Instantané (PI-SPI) de l'UEMOA,BCEAO,2025-09-30,2,DUP-EXACT against raw-url-index.py (raw/2025/2025-09-30-bceao-pi-spi-lancement.md); already held
dpi.pay--governance-role-of-central-bank,https://www.bceao.int/sites/default/files/2026-06/Communiqu%C3%A9_Prolongation_d%C3%A9lai_Connexion_%C3%A0_PI-SPI-25062026.pdf,Prolongation du délai de connexion à la Plateforme Interopérable PI-SPI,BCEAO,2026-06-25,2,DUP-EXACT against raw-url-index.py (raw/2026/2026-06-25-bceao-prolongation-delai-connexion-pi-spi.md); already held
dpi.pay--governance-role-of-central-bank,https://www.bceao.int/fr/communique-presse/connexion-la-plateforme-interoperable-du-systeme-de-paiement-instantane-pi-spi-de,Connexion à la Plateforme Interopérable du Système de Paiement Instantané (PI-SPI) de l'UEMOA,BCEAO,2026-04-02,2,DUP-EXACT against raw-url-index.py (raw/2026/2026-04-02-bceao-connexion-pi-spi.md); already held
dpi.pay--b2b-and-b2g-functionality,https://www.bceao.int/sites/default/files/2025-06/Rapport_2022-2023_sur_les_IMF-Moyens-Services-de-Paiement-VF_compressed.pdf,Rapport sur les infrastructures de marchés financiers 2022-2023,BCEAO,2025-06-01,1,confirms Niger Treasury's SICA/STAR participation but is a regional report published outside the progress window and secondary to the Treasury's own August 2026 statement
dpi.pay--b2b-and-b2g-functionality,https://downloads.bceao.int/sites/default/files/2026-08/Liste_des_participants_PI-SPI_au_31_juillet_2026.pdf,Liste des participants autorisés à ouvrir les services de PI-SPI au public,BCEAO,2026-07-31,2,"reallocated and staged under dpi.pay--governance-role-of-central-bank instead, as the more central fit for BCEAO's own licensing/governance role"
dpi.pay--consumer-protection,https://www.bceao.int/sites/default/files/2025-04/AVIS%20N%C2%B0%20004-03-2025%20relatif%20%C3%A0%20la%20fin%20de%20la%20p%C3%A9riode%20transitoire%20de%20mise%20en%20conformit%C3%A9%20aux%20dispositions%20de%20l%27instruction%20n%C2%B0001-01-2024.pdf,Avis n°004-03-2025 relatif à la fin de la période transitoire,BCEAO,2025-03-19,1,dated before the 2025-09-01 progress window
dpi.registry--address-register,https://modernisation-villes.ne/fr,Géoportail d'Adressage de Niamey (AMV homepage),AMV-Niger,,1,live undated homepage; superseded as citation by the agency's dated founding-decree page for the same baseline claim
dpi.mis--land,https://www.nigermarches.com/appel_d_offre/acquisition-et-mise-en-place-dun-systeme-geolocalise-des-sites-dintervention-seuils-puits-forages-pistes-marches-etc-en-vue-de-la-creation-dune-base-de-donnees-georeferencee-integrable-da/,Acquisition et mise en place d'un systeme geolocalise des sites d'intervention (P2-P2RS AOO N.003/2025),Niger Marches / Ministere de l'Agriculture et de l'Elevage,2025-10-21,2,"fetch returned CRAWL_NOT_FOUND on retry; project's own p2rs-niger.ne appels-doffres listing did not carry this specific 2025 notice either; dropped for lack of a fetchable body, not for relevance"
capacity.literacy--digital-literacy-general-population,https://anp.ne/journee-mondiale-de-lalphabetisation-au-niger-sur-18-741-adultes-evalues-13-132-ont-ete-declares-alphabetises-ministre,"Journée Mondiale de l'Alphabétisation : Au Niger, sur 18 741 adultes évalués, 13 132 ont été déclarés alphabétisés (Ministre)",Agence Nigérienne de Presse (ANP),2025-09-07,2,"predominantly basic (reading/writing) literacy statistics; the digital angle is only the 2025 theme and an announced future Alphabétisation-via-Cellulaire pilot, not a digital-literacy measurement or deployment - weaker fit than the PVI digital-centres item selected for this indicator"
include.access--inclusion-of-refugees-and-idps,https://data.unhcr.org/en/documents/details/118905,UNHCR Niger - Results Monitoring Survey Report - August 2025,UNHCR,2025-09-30,1,"fetched but landing/metadata page only (document-details listing), no substantive body available through the fetch; UNHCR Niger Annual Results Report 2024 used as baseline instead"
