indicator_id,file,brief,rank,why
gov.policy--ict-strategy,baseline/2025-06-01-malawi-ogp-national-action-plan-2025-2028.md,baseline,1,Government's own current NAP records Cabinet adoption/operationalization of the National Digitalization Policy 2023-2028 as the current ICT strategy instrument
gov.policy--ict-strategy,progress/2025-11-21-malawi-2025-26-mid-year-budget-review-statement.md,progress,1,"Mid-year fiscal statement names Digitalisation among National Economic Recovery Plan priority sectors, in-window"
gov.policy--ict-strategy,progress/2025-10-03-dmap-implementation-status-report.md,progress,2,World Bank ISR records completion of the Lilongwe data centre and first client migrations under the ICT strategy's delivery vehicle DMAP
gov.policy--data-storage-cloud-strategy,baseline/2025-05-01-malawi-digital-readiness-assessment.md,baseline,1,"Current government-endorsed diagnostic states no dedicated cloud/data-storage policy exists and recommends developing one, itself the finding"
gov.policy--data-storage-cloud-strategy,progress/2026-06-11-pppc-expansion-of-national-data-centre-rfb.md,progress,1,Formal tender for expanding the Lilongwe National Data Centre with a cloud-services platform
gov.policy--data-storage-cloud-strategy,progress/2025-12-01-ministry-showcases-dmap-milestones-at-ictam-2025-agm.md,progress,2,Ministry statement that DMAP is facilitating a shift toward cloud computing and migration has begun
gov.policy--data-interoperability-framework-roadmap,baseline/2019-09-01-digital-government-strategy-malawi.md,baseline,1,"Malawi's first comprehensive digital-government strategy, with interoperability/common-architecture recommendations and roadmap"
gov.policy--data-interoperability-framework-roadmap,baseline/2025-05-01-malawi-digital-readiness-assessment.md,progress,1,"Same DRA document (staged as baseline elsewhere) reused as progress: identifies absence of a government-wide data-exchange platform and recommends one, dated within window"
gov.policy--data-interoperability-framework-roadmap,progress/2026-02-20-dmap-accelerates-progress-on-key-digital-initiatives.md,progress,2,DMAP Technical Committee reports the Enterprise Service Bus as a core priority and advanced-stage Bomalathu e-service onboarding
gov.policy--data-localisation-policies,baseline/2024-02-02-malawi-data-protection-act-2024-batch2_gov_b_infra.md,baseline,1,Enacted instrument itself; Part VII regulates cross-border transfer of personal data rather than imposing a blanket localisation mandate
gov.policy--data-localisation-policies,progress/2025-10-17-data-protection-data-processors-engagement-regulations.md,progress,1,"DPA implementing instrument for controller-processor engagement, relevant to outsourced/cross-border processing arrangements"
gov.policy--data-localisation-policies,progress/2026-07-15-macra-consults-stakeholders-on-proposed-data-protection-registration-fees.md,progress,2,"MACRA/DPA stakeholder consultation on draft data protection regulations and registration framework, in-window"
gov.policy--data-governance-policy,baseline/2025-06-01-malawi-ogp-national-action-plan-2025-2028.md,baseline,1,Same OGP NAP (staged as baseline elsewhere) identifies the National Digitalization Policy and Data Protection Act as the current data-governance instruments
gov.policy--data-governance-policy,progress/2025-10-17-data-protection-data-processors-engagement-regulations.md,progress,1,Same DPA regulation (staged as progress elsewhere) is an implementing instrument for controller/processor-level data governance
gov.policy--data-governance-policy,progress/2026-01-01-terms-of-reference-digital-agriculture-strategy.md,progress,2,Ministry of Agriculture's own commissioning document initiates a sectoral data-governance and technology-requirements assessment
gov.policy--open-data-policy,baseline/2022-06-01-malawi-open-data-policy.md,baseline,1,"Malawi's sole document titled an Open Data Policy, the instrument itself (scoped to MWEITI/extractives data)"
gov.policy--open-data-policy,progress/2025-09-03-malawi-launches-new-open-data-portal.md,progress,1,OGP Malawi Secretariat's own announcement of a new public-facing open data portal
gov.policy--open-data-policy,progress/2026-03-06-govt-issues-circular-on-mandatory-use-of-maneps.md,progress,2,"Government circular mandates nationwide e-procurement use, standardizing digital capture and publication of procurement data"
gov.legislate--cybersecurity-legislation,baseline/2016-11-04-malawi-electronic-transactions-and-cyber-security-act.md,baseline,1,"Enacted instrument establishing Malawi CERT, in force since 1 June 2017"
gov.legislate--cybersecurity-legislation,progress/2026-02-16-macra-task-force-on-mobile-fraud-prevention-call-for-collaboration.md,progress,1,MACRA's own report that the Parliamentary Committee on Media and Communications pledged to support review of relevant legislation
gov.legislate--cybersecurity-legislation,progress/2025-12-06-cyber-security-policy-and-strategy-regional-consultations.md,progress,2,Regional stakeholder consultations (Dec 2025) for a new Cyber Security Policy and Strategy
gov.legislate--e-commerce-legislation,baseline/2016-11-04-malawi-electronic-transactions-and-cyber-security-act.md,baseline,1,Same Act (staged as baseline elsewhere); its Part V (Electronic Commerce) is the core enacted e-commerce legal framework
gov.legislate--e-commerce-legislation,progress/2025-12-01-mwi-economic-fiscal-policy-statement-2026.md,progress,1,"Government fiscal statement commits to developing E-Trade Legislation, Regulations, Policy and Strategy"
