indicator_id,file,brief,rank,why
gov.policy--digital-transformation-strategy,baseline/2023-10-12-national-digital-transformation-strategy-zambia.md,baseline,1,"Primary strategy document itself, hosted on the Ministry of Technology and Science's own site"
gov.policy--digital-transformation-strategy,progress/2026-02-25-dzap-prepurchase-bulk-international-bandwidth-rfb.md,progress,1,"Concrete DZAP bandwidth procurement, a distinct implementation event under the strategy's infrastructure pillar"
gov.policy--digital-transformation-strategy,progress/2026-05-21-dert3-digital-transformation-must-deliver-better-services.md,progress,2,"3rd Digital Economy Round Table: distinct accountability/governance movement, not a restatement of the procurement event"
gov.policy--ict-strategy,baseline/2023-10-11-national-ict-policy-2023-zambia.md,baseline,1,"Zambia's current overarching ICT policy, hosted on the Ministry of Technology and Science's own site"
gov.policy--ict-strategy,progress/2026-02-25-dzap-prepurchase-bulk-international-bandwidth-rfb.md,progress,1,"DZAP bandwidth procurement, concrete ICT-infrastructure implementation step"
gov.policy--ict-strategy,progress/2026-04-15-zambia-ready-for-investment-powered-by-digital-transformation.md,progress,2,"Distinct event: tower/coverage/subscription growth statistics, not the same event as the procurement notice"
gov.policy--broadband-strategy,baseline/2026-02-01-africa-broadband-mapping-zambia-national-event-report.md,baseline,1,"Dated authoritative finding that Zambia lacks a national broadband policy, with a recommendation to formulate one"
gov.policy--broadband-strategy,progress/2026-05-21-dert3-digital-transformation-must-deliver-better-services.md,progress,1,"DERT 3 reported 94% nationwide connectivity coverage and 45,000km of fibre"
gov.policy--broadband-strategy,progress/2026-02-11-zampost-post-office-to-digital-hub.md,progress,2,Distinct event: 109 post offices converted to Digital Transformation Centres under the broadband-inclusion goal
gov.policy--data-storage-cloud-strategy,baseline/2023-08-17-national-electronic-government-plan-2023-2026-zambia.md,baseline,1,Closest current instrument; treats Government cloud/data-centre infrastructure as core to public-sector digital infrastructure
gov.policy--data-storage-cloud-strategy,progress/2026-05-26-zambia-huawei-national-ai-data-centre-mou-ovp.md,progress,1,SZI-Huawei MoU to co-invest in a national AI/cloud data centre for government systems
gov.policy--data-storage-cloud-strategy,progress/2026-06-01-infratel-150tb-storage-aiml-tender.md,progress,2,Distinct event: Infratel's own storage/AI-ML capacity-expansion tender
gov.policy--data-interoperability-framework-roadmap,baseline/2019-02-01-zambia-egovernment-interoperability-standard.md,baseline,1,"Zambia's approved, government-issued interoperability standard/framework (eGIF)"
gov.policy--data-interoperability-framework-roadmap,progress/2025-09-23-zambia-dzap-world-bank-press-release.md,progress,1,"World Bank approval of DZAP's Interoperable and Secure Platforms pillar, the financing/implementation vehicle for interoperability work"
gov.policy--data-interoperability-framework-roadmap,progress/2026-06-18-zambia-launches-znsdi-policy-geoportal.md,progress,2,"Distinct event: launch of a governed, federated geospatial data-sharing framework"
gov.policy--data-localisation-policies,baseline/2021-03-24-zambia-data-protection-act-2021.md,baseline,1,Enacted statute requiring personal data to be processed and stored in Zambia
gov.policy--data-localisation-policies,progress/2025-10-09-smart-zambia-partnerships-inq-mezzanine-visa.md,progress,1,SMART Zambia-inq-Mezzanine partnership for local hosting of government digital solutions under a Kwacha-based SLA
gov.policy--data-localisation-policies,progress/2026-06-01-infratel-150tb-storage-aiml-tender.md,progress,2,Distinct event: concrete in-country storage-capacity expansion by the national telecom/data-centre operator
gov.policy--data-governance-policy,baseline/2023-08-17-national-electronic-government-plan-2023-2026-zambia.md,baseline,1,States that a Data Governance Framework is a planned/developing component of the plan's enterprise architecture
gov.policy--data-governance-policy,progress/2026-06-18-zambia-launches-znsdi-policy-geoportal.md,progress,1,ZNSDI policy establishes a governed data-sharing framework with the Electronic Government Division as lead authority
gov.policy--data-governance-policy,progress/2025-09-23-cidrz-moh-health-data-si-review.md,progress,2,Distinct event: review of a draft sector-specific Statutory Instrument giving the 2024 Health Data Governance Framework legal enforceability
gov.policy--open-data-policy,baseline/2023-08-17-national-electronic-government-plan-2023-2026-zambia.md,baseline,1,States inadequate open-data legislation/policy and lists an Open Government Data framework as a planned 2026-target activity
gov.policy--open-data-policy,progress/2026-06-18-zambia-launches-znsdi-policy-geoportal.md,progress,1,ZNSDI policy makes non-sensitive government datasets open by default
gov.policy--open-data-policy,progress/2026-07-25-ati-act-final-stage-operationalising.md,progress,2,Distinct event: Access to Information Act's proactive-disclosure framework reaching final operationalisation
gov.discourse--non-governmental-contribution-to-national-policy,baseline/2020-10-23-national-planning-and-budgeting-act-2020-zambia.md,baseline,1,Enacted statute establishing statutory non-state representation on national/provincial/district development coordinating committees
gov.discourse--non-governmental-contribution-to-national-policy,progress/2025-11-25-technical-committee-constitutional-amendment-report.md,progress,1,"Nationwide constitutional-amendment consultation: over 11,864 public submissions feeding proposed reforms"
gov.discourse--non-governmental-contribution-to-national-policy,progress/2025-08-21-government-defers-ngo-bill-wider-consultations.md,progress,2,Distinct event: government defers the NGO Bill specifically in response to civil-society/NGO stakeholder concerns
gov.legislate--legislation-covering-digital-id,baseline/2021-05-19-zambia-electronic-government-act-2021-batch4_dpi_a.md,baseline,1,"Enacted primary instrument covering electronic proof of identity and citizen card (ss.10,24); most authoritative single document"
gov.legislate--legislation-covering-digital-id,progress/2025-12-31-zambia-citizenship-amendment-regulations-2025.md,progress,1,Clearest in-window regulatory movement touching national identity documents (SI 98/2025)
gov.legislate--legislation-covering-digital-id,progress/2025-08-29-zambia-monitor-digitalisation-identity-services.md,progress,2,Distinct in-window operational step: MoHA computerisation of NRC/passport/citizenship issuance systems
gov.legislate--ai-legislation-regulations,baseline/2024-11-21-zambia-national-artificial-intelligence-strategy-2024-2026.md,baseline,1,"Zambia's own National AI Strategy, the primary policy instrument itself (no dedicated AI Act exists)"
gov.legislate--ai-legislation-regulations,progress/2026-07-01-unesco-zambia-strengthen-partnership-youth-ethical-ai.md,progress,1,"Zambia piloting UNESCO RAM 2.0 AI-governance assessment, 22-23 June 2026, ahead of Strategy renewal"
gov.legislate--statistics-legislation,baseline/2018-12-26-zambia-statistics-act-2018.md,baseline,1,"Act No.13 of 2018, the enacted primary statute establishing ZamStats and the National Statistical System"
gov.legislate--statistics-legislation,progress/2026-03-24-zamstats-statistician-general-appointment.md,progress,1,"Appointment of new Statistician-General, statutory chief executive under s.11"
gov.legislate--statistics-legislation,progress/2025-12-01-zamstats-national-statistical-release-calendar-2026.md,progress,2,"2026 release calendar grounded in s.27(1), operationalising the Act's statutory mandate"
gov.legislate--access-to-information-legislation,baseline/2023-12-26-zambia-access-to-information-act-2023.md,baseline,1,"Act No.24 of 2023, the enacted primary law granting the right to access information, in force since 25 June 2024"
gov.legislate--access-to-information-legislation,progress/2025-08-29-zambia-access-to-information-general-regulations-2025.md,progress,1,"SI 56/2025, first implementing regulations supplying request forms, fees and procedures"
gov.legislate--access-to-information-legislation,progress/2025-12-05-hrc-access-to-information-guidelines-2025.md,progress,2,HRC Guidelines 2025 translating the Act's duties into operational guidance
gov.protect--national-data-protection-readiness,baseline/2021-03-24-zambia-data-protection-act-2021.md,baseline,1,"Act No.3 of 2021, the enacted primary law establishing the Office of the Data Protection Commissioner"
gov.protect--national-data-protection-readiness,progress/2026-06-07-lusaka-star-data-protection-act-enforcement-hurdles.md,progress,1,Commissioner on record naming registration as the first step and identifying implementation gaps
gov.regional--regional-legal-harmonisation,baseline/2024-07-08-au-convention-cyber-security-personal-data-protection-ratification-status.md,baseline,1,"AU's own treaty status table recording Zambia's signature, ratification and deposit of the Malabo Convention"
gov.regional--regional-legal-harmonisation,progress/2025-12-02-au-commences-validation-data-governance-frameworks.md,progress,1,"AU validation of continental Cross-Border Data Flow and Data Categorisation frameworks, Dec 2025"
gov.regional--cross-border-data-transfers,baseline/2021-03-24-zambia-data-protection-act-2021.md,baseline,1,Sections 70-71 establish Zambia's cross-border personal-data transfer regime; same document as indicator 5's baseline
gov.regional--cross-border-data-transfers,progress/2025-12-02-au-commences-validation-data-governance-frameworks.md,progress,1,"AU validation of the draft continental Cross-Border Data Flow Framework, directly on-topic"
gov.standards--national-interoperability-standards,baseline/2019-02-01-zambia-egovernment-interoperability-standard.md,baseline,1,"Zambia's own Public Service ICT E-Government Interoperability Standard, the primary instrument itself"
gov.standards--national-interoperability-standards,progress/2026-06-18-zambia-launches-znsdi-policy-geoportal.md,progress,1,"ZNSDI Policy 2026-2030 launch, a new national interoperability/data-sharing framework"
gov.standards--national-interoperability-standards,progress/2025-08-08-the-border-management-and-trade-facilitation-act-2025.md,progress,2,Act No.8 of 2025 gives statutory force to the Zambia Electronic Single Window System's interoperability mandate (Part VII)
gov.standards--adoption-of-international-standards,baseline/2026-08-29-zabs-standards-development.md,baseline,1,ZABS' own current statement that 50+ international standards are adopted as Zambian Standards
gov.standards--adoption-of-international-standards,progress/2026-06-18-zambia-launches-znsdi-policy-geoportal.md,progress,1,ZNSDI Policy explicitly aligned to African SDI and UN-IGIF international standards; same document as indicator 8's progress
gov.standards--adoption-of-international-standards,progress/2026-06-26-zambia-2026-eiti-validation-report.md,progress,2,"EITI Board's 2026 Validation applying the 2023 EITI international transparency standard to Zambia, score 81/100"
infra.connect--mobile-penetration,baseline/2026-03-28-zicta-2025-ict-postal-sector-market-performance-report-zambia-monitor.md,baseline,1,ZICTA's own 2025 market performance report; most authoritative current mobile subscription/penetration figures
infra.connect--mobile-penetration,progress/2026-03-06-mtn-zambia-starlink-direct-to-cell-test-techafricanews.md,progress,1,Distinct in-window connectivity-expansion event: MTN/Starlink Direct-to-Cell field test
infra.connect--mobile-affordability,baseline/2023-08-02-zambia-digital-ecosystem-country-assessment-mAccess-diagnostic-digital-development.md,baseline,1,USAID mAccess diagnostic tool page with Zambia-specific mobile affordability basket figures
infra.connect--mobile-affordability,progress/2025-12-30-mobile-money-transaction-levy-amendment-act-2025.md,progress,1,"Primary legal instrument revising the mobile money transfer levy schedule, effective in window"
infra.connect--mobile-affordability,baseline/2026-03-28-zicta-2025-ict-postal-sector-market-performance-report-zambia-monitor.md,progress,2,ZICTA report cites affordability improvements (promotional offers/tailored packages) driving 2025 growth; baseline wins so file sits under baseline/
infra.connect--internet-exchange-points,baseline/2026-08-29-lusaka-internet-exchange-point-lsk-ix-home.md,baseline,1,Operator's own current page for Zambia's active IXP
