indicator_id,file,brief,rank,why
gov.policy--broadband-strategy,2023-02-01-mint-assessment-provision-e-government-services.md,baseline,1,MInT/Tony Blair Institute assessment (Feb 2023) is the latest dated authoritative statement of standing: no national broadband strategy exists; recommendation 3.1 that one be developed. No dedicated Ethiopian broadband strategy instrument was found; the operator-level Ethio telecom Next Horizon plan was already in raw/ (DUP-EXACT) and not restaged.
gov.policy--broadband-strategy,2025-11-29-council-of-ministers-approves-digital-ethiopia-2030-strategy.md,progress,1,"Council of Ministers approved Digital Ethiopia 2030 (29 Nov 2025), the successor national digital strategy explicitly committing to nationwide high-speed broadband; also cross-listed as progress for data-localisation-policies, open-data-policy and national-interoperability-standards (same document, one file, multiple selections)."
gov.policy--broadband-strategy,2025-10-14-africa-bb-maps-national-event-ethiopia.md,progress,2,"ITU/ECA Africa-BB-Maps national roll-out launch (14-16 Oct 2025), building Ethiopia's broadband-mapping evidence base for future policy and investment."
gov.policy--data-localisation-policies,2024-07-24-personal-data-protection-proclamation-1321-2024.md,baseline,1,"Personal Data Protection Proclamation No.1321/2024, Article 22 'Data Sovereignty', the enacted in-force instrument requiring domestic storage of locally-collected personal data."
gov.policy--data-localisation-policies,2025-11-29-council-of-ministers-approves-digital-ethiopia-2030-strategy.md,progress,1,"Digital Ethiopia 2030 approval; strategy centres a sovereign national cloud and domestic data governance (cross-slice/cross-indicator shared file, see broadband-strategy row)."
gov.policy--data-localisation-policies,2026-04-06-insa-empowering-ethiopia-digital-sovereignty-gotera-cloud.md,progress,2,"INSA's own announcement of Gotera Cloud (G-Cloud), a home-grown government cloud infrastructure explicitly framed as implementing data localisation/sovereignty."
gov.policy--open-data-policy,2023-02-01-mint-assessment-provision-e-government-services.md,baseline,1,Same MInT Feb 2023 assessment (shared with broadband-strategy and off-site-backup-capacity): finds no open-data sharing between government and private sector and recommends reviving the failed common open-data portal (2.4).
gov.policy--open-data-policy,2025-11-29-council-of-ministers-approves-digital-ethiopia-2030-strategy.md,progress,1,Digital Ethiopia 2030 approval; strategy commits to a national data authority and structured government data (cross-slice/cross-indicator shared file).
gov.policy--open-data-policy,2026-02-03-ethiopia-openagrinet-launch.md,progress,2,"Ethiopia OpenAgriNet launch (3 Feb 2026): open-standards, consent-based-data-governance national DPI for agriculture — the clearest in-window operationalisation of open-data principles. File and baseline slot owned by a sibling slice (tech.ai/dpi.mis); cross-listed here as this indicator's progress pick rather than restaged (same URL)."
gov.legislate--legislation-covering-digital-id,2023-04-18-ethiopian-digital-identification-proclamation-1284-2023.md,baseline,1,"Ethiopian Digital Identification Proclamation No.1284/2023, the founding and enacting instrument for the Fayda foundational Digital Identification System."
gov.legislate--legislation-covering-digital-id,2025-12-10-nbe-banks-verifayda-2-migration.md,progress,1,"National Bank of Ethiopia/National ID Program officially began harmonising all bank accounts with Fayda, mandating VeriFayda 2 migration for all banks by 30 Mar 2026 — converting the proclamation into a binding sector-wide operational requirement."
gov.legislate--legislation-covering-digital-id,2025-12-22-fayda-digital-id-implemented-digital-2025-strategy.md,progress,2,Official statement that 30 million citizens had registered for Fayda and that it carries forward with strategic importance into Digital Ethiopia 2030 — a distinct implementation-scale milestone from the banking mandate.
gov.legislate--ai-legislation-regulations,2024-06-01-ethiopia-national-artificial-intelligence-policy.md,baseline,1,"National Artificial Intelligence Policy text, adopted by the Council of Ministers 27 June 2024 — the only located AI governance instrument (soft-law policy, not a binding AI Act). File and baseline slot owned by a sibling slice (tech.ai); cross-listed here as this indicator's baseline (same URL, verified as the June 2024 adopted text not the superseded 2020 draft)."
gov.legislate--ai-legislation-regulations,2026-05-01-insa-it-products-security-clearance-directive-1135-2026.md,progress,1,"INSA's Information Technology Products Security Clearance and Control Implementation Directive No.1135/2026 (May 2026), authorising assessment/designation of 'new and emerging' technologies including AI systems within 10 working days. Second candidate (Critical Infrastructure Cybersecurity Proclamation) was already in raw/ (DUP-EXACT) and not restaged, so only one progress item survives the cap."
gov.legislate--statistics-legislation,2005-04-20-central-statistics-authority-establishment-proclamation-442-2005.md,baseline,1,"Central Statistics Authority Establishment Proclamation No.442/2005, the founding statute of Ethiopia's statistical system, still the identifiable enacted general statistics law of record."
gov.legislate--statistics-legislation,2026-06-30-ethiopian-statistical-service-proclamation-approved.md,progress,1,House of Peoples' Representatives final approval (30 Jun 2026) of the successor Ethiopian Statistical Service Proclamation. File staged by a sibling slice under a different indicator (data.statistics) from a different URL reporting the same event as my planned ena.et pick; cross-listed here rather than restaging a second URL of the identical event.
gov.legislate--statistics-legislation,2026-05-26-council-of-ministers-refers-statistics-proclamation.md,progress,2,"Council of Ministers enriched and referred the draft Ethiopian Statistics Proclamation to the House (26 May 2026) — the initiating legislative step, a distinct event from the House's final approval."
gov.regional--regional-legal-harmonisation,2024-04-19-ethiopia-ratifies-new-igad-treaty.md,baseline,1,"Ethiopia's own ratification (19 Apr 2024) of the 2023 IGAD Treaty, the operative regional-harmonisation instrument replacing the 1996 IGAD Agreement."
gov.regional--regional-legal-harmonisation,2026-08-06-ethiopia-validates-afcfta-protocol-trade-in-goods.md,progress,1,"Ethiopia completed the final validation (4-6 Aug 2026) of its AfCFTA Implementation Review Mechanism assessment, to guide domestic regulatory alignment with continental trade commitments."
gov.regional--regional-legal-harmonisation,2025-10-22-igad-ministerial-communique-labour-employment-migration.md,progress,2,"3rd IGAD Ministerial Conference on Labour, Employment and Labour Migration (22 Oct 2025), with Ethiopia among signatories; tasks IGAD with a Single Visa Initiative and interoperable harmonised national IDs."
gov.standards--national-interoperability-standards,2019-01-01-ea-2019-ethiopian-government-interoperability-framework.md,baseline,1,"MInT's guidelines-and-standards repository entry for the Ethiopian Government Interoperability Framework (EeGIF/eGIF), labelled 'Approved' — the instrument itself, though the repository page did not itself serve the framework's substantive text."
gov.standards--national-interoperability-standards,2025-11-29-council-of-ministers-approves-digital-ethiopia-2030-strategy.md,progress,1,"Digital Ethiopia 2030 approval; strategy commits to interoperable digital systems (cross-slice/cross-indicator shared file). Second progress candidate (Electronic Signature Regulation No.582/2025) failed to fetch (CRAWL_NOT_FOUND) and was not retried per capture-rule, so only one progress item survives."
finance.mou--strategic-relationships,2025-07-02-ethiopia-mou-official-creditor-committee-g20-common-framework.md,baseline,1,"Memorandum of Understanding concluded 2 July 2025 with Ethiopia's Official Creditor Committee under the G20 Common Framework, formalising over USD3.5bn debt relief — the clearest identifiable MoU-type strategic instrument."
finance.mou--strategic-relationships,2026-03-18-ethiopia-italy-debt-restructuring-agreement.md,progress,1,"Bilateral Ethiopia-Italy debt-restructuring agreement signed 18 Mar 2026 in Rome, implementing the OCC MoU at bilateral level, linked to Italy's Mattei Plan for Africa."
finance.mou--strategic-relationships,2026-06-29-ethiopia-agreement-in-principle-bondholders-2024-notes.md,progress,2,"Agreement in principle (29 Jun 2026) with the Ad Hoc Committee of holders of Ethiopia's USD1bn 2024 Notes on restructuring terms, reviewed by the IMF and non-objected by OCC co-chairs — the largest, most market-sensitive movement in the window."
infra.connect--mobile-affordability,2025-07-01-ethiopia-telecom-market-assessment-world-bank.md,baseline,1,"World Bank Ethiopia Telecom Market Assessment (July 2025), commissioned by ECA, the most recent authoritative published mobile-affordability figure for Ethiopia."
infra.connect--mobile-affordability,2025-12-28-safaricom-ethiopia-data-price-hike.md,progress,1,"Safaricom Ethiopia's data-price restructuring effective 23 Dec 2025 (20-82% increases, cut data volumes) — the sharpest in-window affordability deterioration."
infra.connect--mobile-affordability,2026-03-03-gsma-affordable-40-smartphones-pilot-africa.md,progress,2,"Ethiopia named among six African countries for the GSMA Handset Affordability Coalition's 2026 pilot of USD30-40 4G smartphones — addresses device-cost affordability, distinct angle from the service-price movements."
infra.connect--internet-exchange-points,2021-11-08-telecommunications-licensing-directive-792-2021.md,baseline,1,"ECA Telecommunications Licensing Directive No.792/2021, the primary regulatory instrument defining an Internet Exchange Point and creating the IXP Licence category."
infra.connect--internet-exchange-points,2025-09-04-wingu-africa-transforming-connectivity-addix-ixp.md,progress,1,"Dated status update (4 Sep 2025) confirming ADDIX, Ethiopia's sole IXP, over a year operational at Wingu Africa's Tier III data centre under ECA."
infra.connect--internet-exchange-points,2026-01-01-internet-society-pulse-ixp-tracker-addix.md,progress,2,"Internet Society Pulse/PeeringDB measurement (data as of Jan 2026) of ADDIX's peering footprint: 3 members, 21 Gbps cumulative capacity — quantified in-window evidence."
infra.store--off-site-backup-capacity,2023-02-01-mint-assessment-provision-e-government-services.md,baseline,1,Same MInT Feb 2023 assessment (shared with broadband-strategy and open-data-policy): explicit finding of 'neither a business continuity plan (BCP) nor a disaster recovery plan (DRP) in place' and recommendation 3.5 for a BCP/DRP framework with prioritised disaster-recovery sites.
