indicator_id,url,title,publisher,published,brief,why_not
gov.policy--open-data-policy,https://nppa.gov.sl/wp-content/uploads/2025/12/Circular-02-2025.pdf,"PUBLIC NOTICE CIRCULAR 02 - 2025: Introduction of an Online Electronic Government Procurement (e-GP) Portal for the Continuation of National Registration of Suppliers, Contractors, and Consultants","National Public Procurement Authority, Sierra Leone",2025-12,2,"fetched and read in full; the circular concerns mandatory online registration of suppliers, contractors and consultants, the documents required and the registration fees, and says nothing about publishing, licensing or opening government data, so it does not evidence movement on open data policy"
finance.budget--sustainable-domestic-financing-of-digital-transformation,https://mof.gov.sl/wp-content/uploads/2025/11/Budget-Speech-2026.pdf,Budget Speech 2026,"Ministry of Finance, Sierra Leone",,2,"fetched, but the 50,000-character capture reached only the contents pages and acronym list, so the communication and technology allocation is not in the held body and could not be cited"
finance.budget--sustainable-domestic-financing-of-digital-transformation,"https://parliament.gov.sl/uploads/press_release/pdf/PARLIAMENT%20ENACTS%20FINANCE%20ACT%20OF%202026%20-%2025TH%20NOVEMBER,%202025.pdf",PARLIAMENT ENACTS FINANCE ACT OF 2026,Parliament of Sierra Leone,2025-11-26,2,"fetched in full and primary, but the debate it records covers tobacco, cement, petroleum and income tax with no digital or ICT revenue measure, so it does not answer this indicator"
finance.mou--strategic-relationships,https://mocti.gov.sl/mocti-signs-mou-with-qhala-to-bring-artificial-intelligence-into-sierra-leones-civil-service/,MoCTI Signs MoU with Qhala to Bring Artificial Intelligence into Sierra Leone's Civil Service,"Ministry of Communication, Technology and Innovation (MoCTI), Sierra Leone",2025-09-30,2,"fetch returned a headline-only stub with no article body, so it was dropped rather than staged"
infra.energy--sufficient-energy-and-water-for-data-centres,https://statehouse.gov.sl/2026/06/10/keynote-address-by-his-excellency-dr-julius-maada-bio-president-of-the-republic-of-sierra-leone-and-chair-of-the-ecowas-authority-of-heads-of-state-and-government-at-the-official-commissioning-of-the/,Keynote address at the official commissioning of the Newton and Lungi solar power projects under the RESPITE project,Office of the President of Sierra Leone (State House),2026-06-10,2,"fetch returned a headline-only stub - the keynote text is a download link, not page content - and the same commissioning is covered in full by the MoICE press conference record that was staged"
dpi.id--interoperability-of-birth-registration-and-digital-id,https://wbgeprocure-rfxnow.worldbank.org/rfxnow/waffle/upload/advertisementAttachment/603116/file.html,Sierra Leone - Enhancing the capability of digital public infrastructure to optimize service delivery by improving interoperability of core government systems: Terms of Reference for Consultancy Services to Design and install a Government Service Bus (GSB) prototype,World Bank Group,2025,2,"Fetched and read, then excluded because it falls outside the 2025-09-01 to 2026-09-03 window - the terms of reference anticipate a contract signed in June or July 2025 and closing by 31 December 2025 - and because the government service bus is already represented in the queue by the September 2025 AG4BSD aide-memoire; it names CRVS among the systems whose interoperability requirements are to be assessed, so it is registered here for any later widening of the cap."
dpi.exchange--use-of-digital-id-in-other-systems,https://natca.gov.sl/2025/09/30/integration-of-national-identification-number-with-mobile-network-operator-subscribers-phone-number/,Integration of National Identification Number with Mobile Network Operator Subscribers Phone Number,National Communication Authority (NatCA),2025-09-30,2,"headline-only stub, dropped rather than staged: the fetched page returned the title, site navigation and a comment form and no article body at all"
dpi.registry--address-register,https://mocti.gov.sl/mocti-salpost-gigl-partner-to-strengthen-sierra-leones-postal-logistics-services/,"MoCTI, SALPOST & GIGL Partner to Strengthen Sierra Leone's Postal & Logistics Services","Ministry of Communication, Technology and Innovation (MoCTI)",2025-10-24,2,"headline-only stub, dropped rather than staged: the fetched page returned the title and a latest-news list and no article body, so it could support no statement about postcodes or addressing"
dpi.registry--social-protection-register,https://www.nacsa.gov.sl/post/president-bio-symbolically-launches-youth-led-household-enterprise-grants-in-makeni,President Bio Symbolically Launches Youth-Led Household Enterprise Grants in Makeni,National Commission for Social Action (NaCSA),2026-07-01,2,"cash-grant delivery ceremony under PSSNYE rather than movement on the register: it reports 1500 beneficiaries receiving USD 300 each but says nothing about SPRINT, targeting or registry records, so staging it would have padded the cap"
dpi.mis--justice,https://oagmoj.gov.sl/policies/,Policies - Office of the Attorney General and Ministry of Justice,"Office of the Attorney General and Ministry of Justice, Sierra Leone",2026-01-01,1,"An index page listing the justice sector reform strategy by title with no document link and no substantive text; fetched only to find an issuing-body copy of the strategy, which it does not expose."
