indicator_id,file,brief,rank,why
gov.policy--digital-transformation-strategy,baseline/2026-07-14-zimbabwe-cabinet-23rd-press-briefing.md,baseline,1,"Most recent dated official statement (14 July 2026) naming NDS2, the Smart Zimbabwe 2030 Master Plan, the National ICT Policy and the National AI Strategy 2026-2030 as the current frameworks driving Zimbabwe's digital transformation agenda; the primary 2022-2027 ICT Policy full text and the Smart Zimbabwe Master Plan are already held in raw/ (DUP-EXACT), so this dated confirmation is the instrument's current-standing evidence."
gov.policy--digital-transformation-strategy,progress/2025-12-08-president-mnangagwa-launches-nds2.md,progress,1,"Most significant in-window event: official launch of National Development Strategy 2 (2026-2030), the successor national plan whose objectives include a knowledge-driven and digitally enabled economy."
gov.policy--digital-transformation-strategy,progress/2026-06-09-zimbabwe-ai4i-challenge-launch.md,progress,2,"Distinct second event: launch of the AI for Impact Challenge and finalisation of the National AI Charter and AI Strategy Implementation Office, moving the digital-transformation agenda from policy to delivery."
gov.policy--data-interoperability-framework-roadmap,baseline/2024-01-01-enterprise-architecture-modelling-zimbabwe.md,baseline,1,"Clearest available record that a customised government enterprise-architecture framework and implementation roadmap for Zimbabwe was completed (project ran September 2023-September 2024) -- the instrument's current standing, absent a standalone published Zimbabwean interoperability-framework document."
gov.policy--data-interoperability-framework-roadmap,progress/2026-05-08-zimbabwe-smart-government-digital-blueprint.md,progress,1,"Most significant in-window event: official handover of the Enterprise Architecture Model blueprint, with the Minister announcing a planned Government Service Bus for cross-ministry data sharing under 'radical interoperability'."
gov.policy--data-interoperability-framework-roadmap,progress/2026-05-15-zimbabwe-national-migration-data-strategy-launch.md,progress,2,"Distinct second event: launch of the National Migration Data Strategy 2025-2030, a sector data-sharing framework coordinated by ZIMSTAT, Immigration and IOM."
gov.policy--data-localisation-policies,baseline/2025-01-01-potraz-data-protection-implementation-guidelines.md,baseline,1,"POTRAZ's implementation guidelines (CDPG series, 2025), whose CDPG 4 clause 4.6(f) requires highly sensitive systems such as core-banking platforms and critical financial systems to be hosted locally in Zimbabwe absent prior written approval -- the instrument itself."
gov.policy--data-localisation-policies,progress/2026-08-12-potraz-mandatory-compliance-inspections.md,progress,1,"Most significant in-window event: POTRAZ's Regulatory Notice 2 of 2026 moves data-protection compliance, including cross-border/localisation obligations, from voluntary licensing to mandatory risk-based inspections from 1 September 2026."
gov.policy--data-localisation-policies,progress/2026-03-24-potraz-urgent-warning-unlicensed-data-processors.md,progress,2,"Distinct second event: POTRAZ's 8 March 2026 notice demanding immediate licensing regularisation, a year after the original March 2025 deadline."
gov.policy--open-data-policy,baseline/2025-10-17-zimstat-odp2-0-tutorial-guide.md,baseline,1,"No standalone national open-data policy was found; this is the most authoritative dated primary evidence of what currently exists in practice -- ZIMSTAT's Open Data Portal 2.0 and SDMX rollout, the operational open-data instrument closest to the indicator."
gov.legislate--cybersecurity-legislation,baseline/2021-01-01-cyber-and-data-protection-act.md,baseline,1,"The principal cybersecurity/data-protection statute, Act No. 5 of 2021, establishing a Cyber Security Centre and Data Protection Authority and amending the Criminal Law Code with cybercrime offences -- the instrument itself."
gov.legislate--cybersecurity-legislation,progress/2025-10-15-zimbabwe-national-cybersecurity-strategy-completed.md,progress,1,"Most significant in-window event: Ministry of ICT announced completion of the National Cybersecurity Strategy, an overarching policy framework for institutional structures, capacity building and cooperation."
gov.legislate--cybersecurity-legislation,progress/2026-01-25-potraz-no-separate-cyber-crimes-act.md,progress,2,"Distinct second event: POTRAZ's 24 January 2026 statement clarifying that Zimbabwe has no standalone Cyber Crimes Act, with cybercrime offences governed by Part VIII of the Criminal Law (Codification and Reform) Act."
