indicator_id,url,title,publisher,published,brief,why_not
gov.policy--ai-strategy,https://www.togofirst.com/fr/tic/0112-17689-gouvernance-publique-le-togo-prepare-sa-strategie-nationale-sur-l-ia,Gouvernance publique : le Togo prépare sa stratégie nationale sur l'IA,Togo First,2025-12-01,2,Same event as the 25 Nov 2025 justice ministry symposium; the ministry's own account is primary and was selected instead
gov.policy--data-governance-policy,https://numerique.gouv.tg/documentation/strategie-togo-digital-2025/,Stratégie Togo Digital 2025,Ministère de l'Efficacité du Service Public et de la Transformation Numérique,2024-03-22,1,Ministry landing page for the strategy carries navigation chrome and no document body; the strategy PDF itself was staged instead
gov.policy--data-interoperability-framework-roadmap,https://ressources.digital.gouv.tg/shares/documentations/Guide_architecture_national/html/controle_version.html,Contrôle des modifications du document,Agence Togo Digital,,1,"Version-control stub of the same guide; fetched only to establish the document's date and status (Version 1.0, Statut Brouillon, no date), which is recorded in the selected baseline's note"
gov.policy--data-interoperability-framework-roadmap,https://ressources.digital.gouv.tg/shares/documentations/Guide_architecture_national/html/index.html,Guide de rédaction de l'architecture d'entreprise,Agence Togo Digital,,1,Table of contents of the same guide; no substantive body and no date
gov.legislate--statistics-legislation,https://www.afristat.org/lois-statistiques-des-etats-membres/,Textes régissant les Systèmes statistiques nationaux et les Instituts nationaux de la statistique,AFRISTAT,2022-04-11,1,Multi-country catalogue table; corroborates loi n°2011-014 du 3 juin 2011 and décret n°2012-269/PR du 7 novembre 2012 for Togo but exposes no document URLs and is not Togo-specific
infra.connect--internet-exchange-points,https://www.pch.net/ixp/details/1973,Togo Internet Exchange Point / TGIX,Packet Clearing House,2017-06-15,1,"Fetched. Directory stub: establishment date and Active status only, with the subnet, facility, switch and participant tables all empty; superseded for standing state by the ISOC Pulse July 2026 snapshot"
infra.connect--internet-exchange-points,https://edutech.gouv.tg/projet/west-african-regional-communications-infrastructure-program-warcip/,WARCIP project page (page titled LUTTE CONTRE LES VIOLENCES DE TOUT GENRE EN MILIEU SCOLAIRE),Togolese government ministry portal,2019-12-28,1,Fetched. Page title and body carry two unrelated projects and the WARCIP text is a 2017 progress note; a title/body mismatch of this kind is not stageable as a primary
infra.connect--internet-usage,https://arcep.tg/observatoire-2/activites/evolutions-du-marche-des-communications-electroniques/,Évolutions du marché des communications électroniques,ARCEP Togo,2020-11-11,1,"Fetched only to establish the publication date of the T1-2026 observatory; an index listing, not a source"
infra.connect--mobile-affordability,https://arcep.tg/wp-content/uploads/2021/01/Decision-011-Portant-definition-de-principes-tarifaires-applicables-aux-services-des-communications-electroniques.pdf,Décision n°011/ARCEP/DG/21 portant définition de principes tarifaires applicables aux services des communications électroniques,ARCEP Togo,2021-01-19,1,"Fetched. Governs tariff transparency, credit validity, transfer fees and customer-service pricing rather than the level of affordability; and the scanned PDF extracts one word per line, a badly degraded body"
infra.connect--mobile-affordability,https://spaceinafrica.com/2026/08/05/togo-adjusts-satellite-communications-fees-to-drive-digital-coverage/,Togo Adjusts Satellite Communications Fees to Drive Digital Coverage,Space in Africa,2026-08-05,2,"Not fetched, ranked below the cap: a spectrum-fee measure aimed at coverage in underserved areas, not at consumer affordability"
