indicator_id,url,title,publisher,published,brief,why_not
gov.policy--ict-strategy,https://mepci-rca.org/wp-content/uploads/2025/04/58584-PND-Report-FINAL-FRE-WEB.pdf,Plan National de Développement de la RCA 2024–2028,MEPCI,2025-01-01,baseline,General development plan with a digital-economy chapter; not a dedicated/enacted ICT strategy instrument
gov.policy--broadband-strategy,https://mepci-rca.org/wp-content/uploads/2025/04/58584-PND-Report-FINAL-FRE-WEB.pdf,Plan National de Développement de la RCA 2024–2028,MEPCI,2025-01-01,baseline,Same document; not a dedicated broadband strategy; no distinct instrument found
gov.regional--cross-border-data-transfers,https://www.au.int/sites/default/files/decisions/46188-Assembly_Decisions_31_March_E.pdf,"Decisions, Declarations and Resolutions — 39th AU Assembly",African Union,2026-02-15,progress,Cited AfCFTA digital-trade decision could not be isolated within a reasonable capture of a 100+ page omnibus document; superseded by the fully-verified UNECA Douala workshop item
gov.legislate--legislation-covering-digital-id,https://openknowledge.worldbank.org/server/api/core/bitstreams/fde5ba5d-4bb9-5671-94ca-67ee6a832dd3/content,ID4D Country Diagnostic: Central African Republic,World Bank Group (ID4D),2021-10-19,baseline,Superseded by more current 2023 RCA government TDR statement of the same legal gap
infra.store--local-data-centre-capacity-all-providers,https://www.lesopportunites.com/opportunite/afrique/appel-doffres/audit/recrutement-dune-firme-pour-le-controle-et-surveillance-des-travaux-de-construction-et-operationnalisation-dun-centre-de-donnees-datacenter-national-dun-centre-de-formati/,Recrutement d'une firme pour le contrôle et surveillance...Centre de données (Datacenter) national,Ministère des Postes et Télécommunications (CAB-RCA),2021-04-09,baseline,2021 procurement notice for a still-unbuilt datacenter; outranked by the more current quantified ARCEP 80TB storage baseline
infra.store--off-site-backup-capacity,https://cyberc4st.com/actualites/datacenter-tier-3-centrafrique-huawei/,Centrafrique : Huawei modernise un datacenter Tier III,Cyber Security Mag Africa,2026-05-29,progress,Thin/generic report of the general Huawei Tier III partnership; does not specifically address off-site backup
infra.store--off-site-backup-capacity,https://primature.cf/2026/07/17/primature-diplomatie-commerciale-rca-etats-unis-greenline-technologies-sur-le-marche-centrafricain/,PRIMATURE: DIPLOMATIE COMMERCIALE RCA-ETATS UNIS- GREENLINE TECHNOLOGIES,Primature de la RCA,2026-07-17,progress,Official readout of a SOCATEL/Greenline meeting; does not address off-site backup specifically
digital.rural--digitalisation-of-rural-police-stations,https://minusca.unmissions.org/fr/actualites/une-nouvelle-brigade-de-gendarmerie-pour-renforcer-lautorite-de-letat-dans-la,Une nouvelle brigade de gendarmerie...Nana-Bakassa,MINUSCA,2026-02-16,progress,Third distinct in-window rural gendarmerie IT-equipping event of its kind; two higher-ranked items already selected
dpi.exchange--national-data-exchange-system,https://www.tresor.economie.gouv.fr/Articles/df27f84b-61df-4654-b146-9464f9526d83/files/ff65fc5e-82ca-49de-a819-73abed57d702,BRÈVES ÉCONOMIQUES — Afrique Centrale (Janvier 2026),Direction Générale du Trésor (France),2026-01,progress,Multi-country CEMAC regional digest; cited CAR-portal item not locatable within the fetched capture; superseded by two more direct sources
dpi.exchange--interoperability-of-health-systems,https://documents1.worldbank.org/curated/en/099122325164516725/pdf/BOSIB-1d9c739c-ed31-4406-9dd0-06b8cf26a5f3.pdf,Implementation Completion and Results Report — REDISSE Phase IV,World Bank Group,2025-11-28,baseline,"5-country regional ICR, impractically long to capture in full; superseded by the shorter, equally current WHO AFRO Regional Health Data Hub progress report naming CAR directly"
dpi.pay--governance-role-of-central-bank,https://www.beac.int/systemes-paiement/systeme-de-monetique-interbancaire/,Système de Monétique Interbancaire,BEAC,2020-07-10,baseline,"Baseline slot filled by Règlement 04/18/CEMAC/UMAC/COBAC (the founding governance instrument); this document was selected instead as the Cross-border functionality baseline"
dpi.mis--customs,https://www.imf.org/en/Publications/CR/Issues/2024/06/07/Central-African-Republic-Second-Review-Under-the-Extended-Credit-Facility-Arrangement-550328,Central African Republic: Second Review Under the Extended Credit Facility Arrangement,IMF,2024-06-07,baseline,"Cap: superseded as baseline by the more current, directly on-topic 2026 DGID/DGDDI evaluation report covering both tax and customs digitalisation (E-Tax, SYDONIA World)"
dpi.mis--tax,https://www.imf.org/en/Publications/CR/Issues/2024/06/07/Central-African-Republic-Second-Review-Under-the-Extended-Credit-Facility-Arrangement-550328,Central African Republic: Second Review Under the Extended Credit Facility Arrangement,IMF,2024-06-07,baseline,"Cap: superseded as baseline by the more current, directly on-topic 2026 DGID/DGDDI evaluation report covering both tax and customs digitalisation (E-Tax, SYDONIA World)"
tech.industry--national-capacity-in-dt-related-production,https://www.finances.gouv.cf/sites/default/files/2025-03/Plan%20e-Finances%20publiques-Note%20de%20cadrage-Présentation%2026%20mars%202025%20(1).pdf,Note de cadrage stratégique — Plan e-Finances publiques,Ministère des Finances et du Budget RCA,2025-03-26,baseline,World Bank DECA selected as more on-topic/authoritative baseline for production-capacity diagnostic
tech.industry--national-capacity-in-dt-related-production,https://fr.linkedin.com/posts/eden-tiiit_dûniâ-le-mepci-passe-à-la-phase-opérationnelle-activity-7434147236764250112-my-8,Dûniâ: le MEPCI passe à la phase opérationnelle avec des équipements Made in RCA,EDEN TiiiT,2026-03-02,progress,Same event as staged MEPCI article; MEPCI (government) preferred as more primary
tech.innovate--technology-hubs,https://www.afdb.org/en/success-stories/central-african-republic-new-digital-era-dawns-debut-high-speed-internet-cable-74043,Central African Republic: New digital era dawns with debut of high-speed internet cable,African Development Bank Group,2024-09-11,baseline,Bangui Hub's own about-page selected as more primary institutional self-statement
tech.innovate--technology-hubs,http://news.abangui.com/h/87533.html,Inauguration du centre de formation digitale à l'université de Bangui,Présidence/abangui.com,2024-01-17,baseline,News-of-it superseded by Bangui Hub's own primary self-statement
tech.innovate--technology-hubs,https://fr.linkedin.com/posts/fbanguihub_banguihub2026-visionstratégique-entrepreneuriatcentrafricain-activity-7413594239844098048-ofVg,2026 l'année de la consolidation et du rayonnement,Fondation Bangui Hub,2026-01-04,baseline,Duplicative of the Hub's own about page already selected as baseline
tech.innovate--technology-hubs,https://www.banguihub.org/programmes/incubation/,Bangui Hub – Incubation pour bâtir des entreprises fortes,Fondation Bangui Hub,undated,baseline,Programme-detail page; about page selected as institution's baseline self-statement
tech.innovate--technology-hubs,http://news.abangui.com/h/89769.html,RCA: inauguration du premier incubateur d'entreprise pour la Jeunesse,journaldebangui.com/abangui.com,2024-11-02,baseline,News-of-it superseded by Bangui Hub's own primary self-statement
tech.innovate--technology-hubs,https://centranews.org/centrafrique-youth-connekt-rca-lance-laccompagnement-de-15-jeunes-entrepreneurs/,Centrafrique: Youth Connekt RCA lance l'accompagnement de 15 jeunes entrepreneurs,Centra News,2026-08-05,progress,Two more significant/primary progress items already selected; this is press coverage per its own caveat
capacity.literacy--digital-literacy-civil-service,https://www.eeas.europa.eu/euam-rca/connecting-prison-services-stronger-communication-faster-crisis-response_en,Connecting prison services: stronger communication for faster crisis response,EUAM RCA/EEAS,2026-08-25,progress,Two more squarely on-topic digital-literacy trainings selected; this centers on radio-communications equipment/security
capacity.literacy--digital-literacy-general-population,https://thedocs.worldbank.org/en/doc/61714f214ed04bcd6e9623ad0e215897-0400012021/related/DE4ACARFrenchuploadedwithACS.pdf,Central African Republic - Digital Economy Assessment,World Bank Group,2020,baseline,MICS6 primary measured survey preferred over derivative citation
capacity.literacy--digital-literacy-general-population,https://core.unesco.org/en/project/3210652041,Development of digital skills and competencies of Central African populations through MIL,UNESCO,2024-2025,baseline,Programme record, not a status/measurement document; MICS6 selected instead
capacity.training--dt-related-training-in-secondary-education,https://www.globalpartnership.org/node/document/download?file=document%2Ffile%2F2021-02-01-gpe-plan-sectoriel-de-education-republique-centrafricaine-2020-2029.pdf,Plan sectoriel de l'éducation 2020-2029,Ministère de l'Enseignement Primaire et Secondaire RCA,2020,baseline,UNESCO Education Profiles page selected as dated synthesis of this plan's provisions plus implementation status
capacity.training--graduates-entering-dt-ecosystem,https://thedocs.worldbank.org/en/doc/61714f214ed04bcd6e9623ad0e215897-0400012021/related/DE4ACARFrenchuploadedwithACS.pdf,Central African Republic - Digital Economy Assessment,World Bank Group,2020,baseline,AfDB digital training centre article selected as more specific/primary institutional evidence
include.access--citizen-feedback-portals,http://sante.gouv.cf/sites/default/files/2022-05/Manuel%20opérationnel%20centre%20d'appel%201212%20Mécanisme%20de%20gestion%20des%20plaintes%20RCA%20Mars%202022.pdf,Manuel d'opération du centre d'appel 1212 (MGP),Ministère de la Santé et de la Population RCA,2022-03,baseline,Gouvernemental Centralisé portal selected as the more current/general-purpose citizen feedback instrument
include.access--citizen-feedback-portals,https://primature.cf/2026/02/27/les-activites-du-premier-ministre-chef-du-gouvernement-du-23-fevrier-2026/,Les activités du Premier Ministre du 23 février 2026,Primature RCA,2026-02-27,progress,No complaints/feedback functionality described; duplicative of already-staged MEPCI Dûnîa article
include.access--inclusion-of-refugees-and-idps,https://ambition-journal.org/en/business/national-digital-identity-system-modernizing-administration,National Digital Identity System: Modernizing Administration,Ambition Journal,2025-11-28,progress,Two more operational/dated items selected; SNID is prospective (2027-2032 deployment) and only tangentially names refugees
data.statistics--national-strategy-for-development-of-statistics,https://www.icasees.org/index.php/a-propos/ssn/organes,Les organes du Système Statistique National,ICASEES,2021-06-08,baseline,Superseded as baseline pick — names the SSN's founding law but not current SNDS status; a more current item is more directly on-point
data.statistics--national-strategy-for-development-of-statistics,https://www.icasees.org/index.php/actualites/362-icasees-mise-en-place-du-stp-rgph-4,ICASEES : Mise en place du STP...RGPH-4,ICASEES,2026-06-10,progress,Third movement beyond cap; documents census production, not the NSDS specifically
data.open--use-of-open-data,https://car.opendataforafrica.org/nsdp?lang=en,Portail de données / NSDP,ICASEES/IMF e-GDDS,undated,baseline,Operative platform but no publish date/substantive prose; dated IMF launch release used instead
data.open--use-of-open-data,https://www.icasees.org/index.php/actualites/355-nada-rca-nouvelle-interface-de-la-page-daccueil,NADA RCA: Nouvelle interface de la page d'accueil,ICASEES,2026-05-29,progress,"Third movement beyond cap; archiving-platform UX redesign, tangential to ""use of open data"""
