indicator_id,url,title,publisher,published,brief,why_not
dpi.id--authentication,https://finmark.org.za/Publications/SADC_Forum_2026_Report.pdf,Inclusion Forum 2026 (SADC Financial Inclusion Forum Report),FinMark Trust,2026-05-06,2,claimed CBS/SeyID KYC recognition not corroborated in the fetched text (30-page SADC-wide report; Seychelles only a peripheral attendee); agent itself flagged medium confidence
dpi.pay--p2p-p2g-and-p2b-functionality,https://www.gazette.sc/sites/default/files/2025-12/SI%2099%202025%20No%202%20-%20National%20Payment%20System%20(Licensing%20and%20Authorisation)%20(Amendment)%20Regulations%202025.pdf,National Payment System (Licensing and Authorisation) (Amendment) Regulations 2025,Central Bank of Seychelles / Official Gazette,2025-12-15,2,staged instead under dpi.pay--consumer-protection; cap already filled by UPI MoU + Fusepay
dpi.registry--population-register,https://www.nbs.gov.sc/downloads/1555-seychelles-population-and-housing-census-2022/download,Seychelles Population and Housing Census 2022 -- Vol. 2 Main Report,National Bureau of Statistics Seychelles,2024-03-01,1,secondary confirmation only; not the register itself; already staged by another slice under data.statistics
dpi.registry--population-register,https://www.nbs.gov.sc/downloads?id=449&task=document.viewdoc,Mid-Year Population Estimates Registered Births and Deaths 1971-2018,NBS / Dept. of Immigration & Civil Status,2018-08-31,1,superseded by current NPD statement; too old for baseline
dpi.registry--population-register,https://seylii.org/akn/sc/act/1883/4/eng@2022-11-01/source,Civil Status Act Chapter 34,Laws of Seychelles,2022-11-01,1,already-seen -- matches raw/ file already ingested at near-identical URL
dpi.registry--social-protection-register,https://www.finance.gov.sc/wp-content/uploads/2025/10/VNR_SEYCHELLES_2025-1.pdf,Voluntary National Review 2025,Government of Seychelles / Ministry of Finance,2025-10-01,2,national SDG omnibus report; social-protection-register content not isolable; superseded by March 2026 Cabinet decision
dpi.registry--social-protection-register,https://www.nation.sc/articles/31959/asp-connect-modernises-social-protection-delivery,ASP Connect modernises social protection delivery,Seychelles Nation,2026-08-18,2,already-seen -- DUP-EXACT already in raw/
dpi.registry--social-protection-register,https://documents1.worldbank.org/curated/en/099062625164514304/pdf/P168993-cdd171f8-8f75-415e-9083-d46ea92aa53d.pdf,Implementation Status and Results Report (ISR04737),World Bank,2025-06-26,1,out-of-window (archived before 2025-09-01)
dpi.registry--electoral-register,https://www.gazette.sc/sites/default/files/2025-07/Act%204%202025%20-%20Elections%20(Amendment)%20Act%202025.pdf,Elections (Amendment) Act 2025,Republic of Seychelles,2025-07-04,1,cap already filled by more directly dated Gazette notice; assented just before window
dpi.registry--electoral-register,https://seylii.org/akn/sc/act/1995/17/eng@2014-12-01/source,Elections Act (Chapter 68A),SeyLII,1995-01-01,1,superseded consolidation (to 2014 only); Gazette notice more current
dpi.registry--electoral-register,https://ecs.sc/2025/04/07/the-electoral-commission-seychelles-successfully-completed-the-certification-of-the-2025-register-of-voters/,Certification of the 2025 Register of Voters,Electoral Commission Seychelles,2025-04-07,1,predates window
dpi.registry--tax-register,https://www.elibrary.imf.org/view/journals/002/2026/122/article-A001-en.xml,Seychelles: 2026 Article IV Consultation,IMF,2026-06-05,2,broad macroeconomic country report; tax-administration content not isolable
dpi.registry--tax-register,https://www.nation.sc/articles/31652/src-moves-to-final-stage-of-einvoicing-procurement,SRC moves to final stage of e-invoicing procurement,Seychelles Nation,2026-07-25,2,already-seen -- DUP-EXACT already in raw/
dpi.registry--land-register,http://statehouse.gov.sc/news/7211/cabinet-business-wednesday-26th-august-2026,Cabinet Business Wednesday 26th August 2026,State House Seychelles,2026-08-26,2,already-seen -- DUP-EXACT already in raw/; also relevant to dpi.mis--land
dpi.registry--land-register,https://www.pou.gov.sc/tenders/consultancies/1275-design-and-development-of-the-land-management-administration-information-system-lmais,LMAIS tender,Procurement Oversight Unit,2024-11-27,1,out-of-window; already staged by dpi.mis fork as baseline/2024-11-27-pou-lmais-tender.md
capacity.training--graduates-entering-dt-ecosystem,https://edu.gov.sc/scholarships/,Scholarships,Ministry of Education,,2,fetched but page is an evergreen scholarship-listing repository with no dated confirmable content for the specific 2026 Digital Technology Scholarship intake; cap satisfied by SRC-UniSey MoU
infra.connect--internet-usage,https://data.worldbank.org/indicator/IT.NET.USER.ZS?locations=SC,Individuals using the Internet (% of population) - Seychelles,World Bank,n/a,1,fetch returned no usable data (JS-rendered table); superseded by FRED mirror of the same series
infra.energy--sufficient-energy-and-water-for-data-centres,https://documents1.worldbank.org/curated/en/099030526203021322/pdf/P505856-a81d8738-93ed-45e8-a832-ead59166da1c.pdf,ISR_Disclosable -- Renewable Energy Acceleration Program (P505856),World Bank,2026-03-05,2,programme-level and less directly on-point than the facility-level generators/desalination items; used instead as rural-electrification progress
infra.energy--rural-electrification,https://nation.sc/articles/29319/puc-strengthens-inner-islands-power-supply,PUC strengthens inner islands power supply,Seychelles Nation,2026-02-09,2,already staged/selected under sufficient-energy-water for the same window; La Digue solar + REAP ISR judged more directly on rural/outer-island electrification
digital.localgov--ict-infrastructure-for-local-government,https://www.localgovernment.gov.sc/about-the-ministry,About Us,Ministry of Local Government and Inner Islands Seychelles,2020-07-04,1,documents district-administration structure but no dedicated ICT programme; National Assembly's dated DICT/EGN account chosen instead
digital.localgov--digitalisation-of-local-government-records,https://www.ntb.sc/media/tender-files/tender-Award_Sep-Dec_2025_-_board_only.pdf,Tender Award (September - December 2025),National Tender Board Seychelles,2025-09-22,2,stronger topical fit for digital.rural--digitalisation-of-rural-registry-offices (interfaces with the Registration Division); staged there instead
