indicator_id,file,brief,rank,why
gov.policy--ict-strategy,baseline/2026-01-01-misr-al-raqmiyya-istratijiyyat-al-ittisalat-wa-tiknulujia-al-maalumat-2030.md,1,1,MCIT own standing statement of the ICT 2030 Strategy and its three pillars; the operative instrument beats the superseded 2014-2017 strategy PDF
gov.policy--ict-strategy,progress/2026-03-26-electricity-ict-ministers-data-centre-industry-development.md,2,1,"Two ministers agreed to form a joint task force to draw up a national data-centre strategy, a completed step in strategy formation"
gov.policy--data-interoperability-framework-roadmap,baseline/2026-01-01-mcit-digital-government-digital-transformation.md,1,1,MCIT programme statement naming Data as a platform and system linkage as the objective; the nearest thing Egypt publishes to an interoperability framework
gov.policy--data-interoperability-framework-roadmap,progress/2026-07-19-rabt-105-jiha-hukumiyya-242-khidma-mansat-misr-al-raqmiyya.md,2,1,"Cabinet-reviewed position on the reach of the government data-exchange layer: 105 entities connected, 242 services"
gov.policy--data-interoperability-framework-roadmap,progress/2026-08-11-tawqi-wathiqat-istratijiyyat-al-adala-al-raqmiyya-al-muwahhada.md,2,2,A distinct event: judicial bodies signed a unified digital justice strategy and launched a shared judicial data platform
gov.policy--data-localisation-policies,baseline/2021-08-19-ntra-al-itar-al-tanzimi-li-insha-wa-tashghil-marakiz-al-bayanat.md,1,1,"The regulator licensing framework for data centres, hosting and cloud in Egypt; taken as baseline because Law 151 of 2020 was already in the queue"
gov.policy--data-governance-policy,baseline/2025-01-01-egypt-open-data-policy.md,1,1,"The policy instrument itself, stating it is the interim national framework in force until a Data Governance Law is enacted"
gov.legislate--cybersecurity-legislation,baseline/2024-06-01-ntra-al-itar-al-tanzimi-li-khadamat-al-amn-al-sibrani.md,1,1,The regulator operative framework resting on Law 175 of 2018 and its executive regulations; the gazetted statute itself was not retrievable as a body
gov.legislate--cybersecurity-legislation,progress/2026-04-22-mashru-qanun-hamayat-al-atfal-min-al-jaraim-al-iliktruniyya.md,2,1,"MP Amira El-Adly bill amending Law 175 of 2018 on child protection, submitted with an explanatory memorandum"
gov.legislate--cybersecurity-legislation,progress/2026-04-22-tadilat-qanun-175-2018-jaraim-al-dhaka-al-istinai.md,2,2,"A separately sponsored bill by MP Engy Anwar amending the same law for AI-generated deepfakes; different sponsor, different bill"
gov.legislate--statistics-legislation,baseline/1960-02-09-qanun-35-lisanat-1960-fi-shan-al-ihsa-wal-tadad.md,1,1,"The governing statute as CAPMAS itself publishes it, with the 1982 amendment and the confidentiality and penalty articles"
gov.legislate--statistics-legislation,progress/2025-09-06-al-ihsa-yunaqish-al-laiha-al-tanfidhiyya-li-qanun-al-raqm-al-aqari.md,2,1,CAPMAS reviewed the draft executive regulations it had prepared for Law 88 of 2025 and formed a subcommittee
gov.legislate--statistics-legislation,progress/2026-02-15-qarar-jumhuri-tayin-rais-al-jihaz-al-markazi-lil-tabia-wal-ihsa.md,2,2,A distinct event: the gazetted presidential decree changing CAPMAS leadership at ministerial rank
gov.legislate--access-to-information-legislation,progress/2026-07-05-egypt-coordinates-to-issue-freedom-of-information-law.md,2,1,An explicit government commitment: the Information Minister told the PM that coordination is underway to issue the law quickly
gov.legislate--access-to-information-legislation,progress/2026-08-09-awwal-mashru-qanun-li-hurriyyat-tadawul-al-maalumat.md,2,2,"A distinct event: an MP submitted a freedom of information bill to the House, with the report carrying the bill text"
gov.regional--regional-legal-harmonisation,baseline/2024-02-18-afcfta-protocol-on-digital-trade.md,1,1,The continental instrument itself for harmonising digital and data law; Egypt is an AfCFTA state party and the Protocol is open to its ratification. Primary AU treaty text beats the news of it.
gov.regional--regional-legal-harmonisation,progress/2026-01-22-arab-ict-ministers-council-29th-session-cairo.md,2,1,"A dated regional adoption, Egypt-hosted and Egypt-chaired: the Arab committee for AI and emerging technologies established and the Arab Ethical Charter for AI adopted."
gov.regional--shared-regional-infrastructure,baseline/2023-09-27-telecom-egypt-launch-weconnect.md,1,1,"The shared regional interconnection arrangement itself, stated in figures by its operator: 14 subsea systems, 10 cable stations, 10 terrestrial routes, open and neutral."
