indicator_id,file,brief,rank,why
gov.policy--broadband-strategy,baseline/2025-08-27-tchad-connexion-2030-plan-national-de-developpement.md,1,1,"The national development plan itself, the operative instrument carrying Chad's broadband targets; no standalone broadband strategy exists"
gov.policy--broadband-strategy,progress/2025-11-11-onama-pnd-tchad-connexion-2030-table-ronde-abu-dhabi.md,2,1,Abu Dhabi financing round table closed 11 November 2025 with US$20.5bn of a US$30bn ask pledged
gov.policy--broadband-strategy,progress/2025-12-10-onama-cadre-de-concertation-et-de-suivi-pnd-tchad-connexion-2030.md,2,2,Distinct event: the plan's monitoring and accountability framework installed 9 December 2025
gov.policy--data-storage-cloud-strategy,baseline/2026-02-12-adetic-audit-certification-data-center-national.md,1,1,"The issuing agency's own dated statement of the standing position: a national data centre built but not audited, certified or operational; no adopted cloud strategy"
gov.policy--data-storage-cloud-strategy,progress/2026-05-21-digitalbusinessafrica-pmice-data-center-national-verifications.md,2,1,"Ministerial review of 19 May 2026: building complete, equipment installed, ANSICE audit done, certification and micro-data-centre interconnection outstanding"
gov.policy--data-interoperability-framework-roadmap,baseline/2025-07-01-adetic-missions.md,1,1,"The mandate itself: ADETIC coordinates government information systems for interoperability, and publishes no framework, schema or exchange rule"
gov.policy--data-interoperability-framework-roadmap,progress/2026-04-02-atpe-protocole-dgi-dgtcp-echange-automatise-donnees.md,2,1,Signed 1 April 2026: automated real-time data exchange between the tax and treasury directorates
gov.policy--data-interoperability-framework-roadmap,progress/2026-03-10-atpe-finances-anats-protocole-consultation-donnees.md,2,2,"Distinct event: 10 March 2026 protocol opening the national biometric register to the finance ministry, ANATS stating the register is built for interoperability"
gov.policy--ai-strategy,baseline/2026-06-05-unesco-tchad-profil-ia-ram.md,1,1,"Dated authoritative statement of the standing position from UNESCO's completed Readiness Assessment: no adopted AI strategy, no liability regime for AI harms"
gov.policy--ai-strategy,baseline/2025-10-21-tchad-creation-direction-generale-intelligence-artificielle.md,2,1,"Decret n2690/PR/PM/MTENDA/2025 created a Direction generale de l'Intelligence Artificielle on 21 October 2025, the first institutional anchor for AI"
gov.policy--ai-strategy,progress/2026-07-06-tchadinfos-dialogue-mondial-gouvernance-intelligence-artificielle-geneve.md,2,2,"Distinct event: dated ministerial AI-governance position stated at the first UN Global Dialogue, Geneva, 6 July 2026"
gov.policy--data-localisation-policies,baseline/2026-09-02-arcep-tchad-registre-des-lois.md,1,1,"The regulator's own statutory index: no instrument imposes data localisation or local hosting, and the transfer regime sits in Loi N007/PR/2015"
gov.policy--data-localisation-policies,progress/2026-05-06-digitalbusinessafrica-tchad-30-jours-elaboration-code-du-numerique.md,2,1,"The one in-window instrument that could carry a residency rule: code du numerique drafting committee installed 6 May 2026, with no localisation provision reported"
gov.policy--open-data-policy,baseline/2026-01-01-inseed-portails-de-donnees-et-chiffres-cles.md,1,1,"No open-data policy or charter exists; the statistics institute's own listing of the ODP, PNRD, ANADS and Goal Tracker is the whole of the standing arrangement"
gov.policy--open-data-policy,progress/2026-05-14-portail-td-mise-en-ligne-journal-officiel-republique-du-tchad.md,2,1,"Journal Officiel platform launched by the Prime Minister on 14 May 2026, moving official texts and procurement notices online"
gov.policy--open-data-policy,progress/2025-11-05-lepays-strategie-collecte-traitement-diffusion-donnees-agricoles-validation.md,2,2,Distinct event: validation workshop of 5 November 2025 for a national agricultural data strategy proposing a national statistics web portal
gov.protect--national-data-protection-readiness,baseline/2026-09-02-arcep-tchad-registre-des-lois.md,1,1,Corrects the held view: the regulator's index establishes that Loi N007/PR/2015 on personal data protection and Loi N006/PR/2015 creating ANSICE are in force
gov.protect--national-data-protection-readiness,progress/2026-03-23-alwihda-promulgation-reforme-ansice.md,2,1,Supplies the instrument chain: Decret N148/PR/2026 promulgating Loi N003/AN-SENAT/2026 ratifying Ordonnance N001/PR/2026 reforming ANSICE
gov.protect--national-data-protection-readiness,progress/2026-04-28-atpe-senat-adopte-projet-loi-donnees-biometriques.md,2,2,"Distinct event and chamber: Senate adoption on 28 April 2026 of the judicial biometric-data bill, with recorded doubts on who will manage it"
gov.regional--shared-regional-infrastructure,baseline/2011-06-06-worldbank-central-african-backbone-cab-apl-1b-pad.md,1,1,"The operative financing instrument for Chad's Central African Backbone component, with the fibre links and the PPP arrangement specified"
gov.regional--shared-regional-infrastructure,progress/2025-12-24-artac-ndjamena-2025-feuille-de-route-numerique-afrique-centrale.md,2,1,ARTAC-ITU workshop hosted by ARCEP Tchad 15-18 December 2025: regional fibre-mapping framework and a CEMAC free-roaming deadline of 10 February 2026
gov.regional--shared-regional-infrastructure,progress/2026-06-15-adiac-free-roaming-cemac-operateurs-retardataires-mise-en-demeure.md,2,2,"Distinct event: UEAC Council of 13 June 2026 recommending formal notice and a sanctions mechanism, so the February deadline was missed"
gov.regional--cross-border-data-transfers,baseline/2024-02-18-au-afcfta-protocol-on-digital-trade.md,1,1,"The continental instrument stating the rule Chad's own law does not: Articles 20 to 22 on cross-border data transfer, personal data and location of computing facilities"
gov.regional--cross-border-data-transfers,progress/2026-07-21-tchadinfos-dgi-dgddi-beac-protocoles-echange-de-donnees.md,2,1,"Protocols of 21 July 2026 moving fiscal, customs and financial data between Chadian administrations and the regional central bank"
gov.regional--cross-border-data-transfers,progress/2026-01-29-adetic-mou-tchad-azerbaidjan-adetic-idda.md,2,2,"Distinct event: ADETIC-IDDA memorandum signed in Baku 28 January 2026, the issuing agency's own account, opening a bilateral digital channel"
gov.standards--national-interoperability-standards,baseline/2025-07-01-adetic-missions.md,1,1,"The only body mandated to coordinate interoperability, publishing no standard or referentiel, which is the standing state"
gov.standards--national-interoperability-standards,progress/2026-05-21-uneca-chad-joins-africa-unified-data-governance-ai-readiness.md,2,1,First phase of the data governance strategy roadmap closed 21 May 2026 naming interoperability among the priorities to be reinforced
gov.standards--adoption-of-international-standards,baseline/2014-01-01-atnor-la-loi-relative-a-la-normalisation.md,1,1,The enacting law's substance from the agency itself: ATNOR is charged with homologating international standards as national ones
gov.standards--adoption-of-international-standards,progress/2026-08-07-atnor-adoption-de-normes-tchadiennes-comites-techniques.md,2,1,"Three dated in-window adoption sessions, including ten international standards taken up as draft Normes Tchadiennes on 5 August 2026"
gov.standards--adoption-of-international-standards,progress/2026-03-27-manara-atnor-afnor-protocole-accord-cooperation-normalisation.md,2,2,Distinct event: ATNOR-AFNOR cooperation protocol signed in Paris 25 March 2026 to align the national system on international standards
gov.discourse--non-governmental-contribution-to-national-policy,baseline/2014-01-01-igf-tchad-forum-sur-la-gouvernance-de-linternet-au-tchad.md,1,1,"The one standing multi-stakeholder mechanism found, self-described as created in 2014 on Tunis Agenda principles"
gov.discourse--non-governmental-contribution-to-national-policy,progress/2026-08-30-flashtchad-tdhk-saisit-arcep-qualite-reseau-airtel.md,2,1,A citizens' organisation formally petitioned the regulator on 30 August 2026 with over 500 signatures and 70 documented testimonies
gov.discourse--non-governmental-contribution-to-national-policy,progress/2026-05-18-lepays-atelier-bases-premiere-strategie-nationale-gouvernance-des-donnees.md,2,2,"Distinct event: incubator and security specialists contributed working-group output to the first national data governance strategy, 18-20 May 2026"
gov.legislate--cybersecurity-legislation,baseline/2026-09-02-arcep-tchad-registre-des-lois.md,1,1,"ARCEP's own register of the sector statutes names Loi N°009/PR/2015 sur la Cybersécurité et la Lutte Contre la Cybercriminalité; the regulator listing it is the most authoritative fetchable evidence the instrument exists, the linked PDFs being 404."
gov.legislate--cybersecurity-legislation,progress/2026-03-23-alwihda-promulgation-reforme-ansice.md,2,1,"Completed enacting step: Décret N°148/PR/2026 promulgates Loi N°003/AN-SENAT/2026 ratifying Ordonnance N°001/PR/2026 reforming ANSICE, with the full instrument chain and dates."
gov.legislate--cybersecurity-legislation,progress/2026-06-01-alwihda-cellule-lutte-cybercriminalite-ansice.md,2,2,"Distinct later instrument: Décret No 2010/PR/2026 creates a cybercrime cell inside ANSICE and appoints its coordinators - implementation of the March reform, not a restatement of it."
gov.legislate--legislation-covering-digital-id,baseline/2026-09-02-anats-tchad-site-officiel-nni-sigpts.md,1,1,"The identity agency's own site names its founding Ordonnance N°001/PR/2016 and states the standing position of SIGPTS, the NNI and 29 enrolment centres; the institution speaking for itself."
gov.legislate--legislation-covering-digital-id,progress/2025-12-08-lendjampost-decret-3004-passeports-officiels-anats.md,2,1,"Décret n°3004 of 5 December 2025 replaces the 1997 official-passport regime and makes ANATS central to personalisation, production and traceability of the documents."
gov.legislate--digital-payments-legislation,baseline/2026-09-02-beac-registre-instructions-circulaires-reglements-paiement.md,1,1,"Chad has no standalone national statute; BEAC's own register enumerates the CEMAC/UMAC instruments that are the operative law in Chad, including Règlement N°04/18 and Règlement N°03/16."
gov.legislate--digital-payments-legislation,progress/2025-11-17-beac-instruction-001-gr-2025-iso-20022.md,2,1,"Binding regional instrument in the window: the BEAC Governor adopts ISO 20022 for CEMAC payment systems, in force on signature, binding payment institutions interacting with SYGMA and SYSTAC2."
gov.legislate--digital-payments-legislation,progress/2026-02-17-atpe-flux-financiers-etat-paiement-electronique.md,2,2,Distinct national event: the finance minister convenes the four Chadian payment establishments to build a mobile-money framework for state financial flows and presses for a convention-cadre.
gov.legislate--ai-legislation-regulations,baseline/2026-06-05-unesco-tchad-profil-ia-ram.md,1,1,"The finding is a qualified absence and this is the dated authoritative statement of it: UNESCO's RAM country profile finds no AI liability or accountability regime exists, while recording the institutional layer that does."
gov.legislate--ai-legislation-regulations,baseline/2025-10-21-tchad-creation-direction-generale-intelligence-artificielle.md,2,1,"Décret présidentiel n°2690/PR/PM/MTENDA/2025 creates a Direction générale de l'Intelligence Artificielle - the first standing administrative capacity for AI, a regulatory act rather than a statute."
gov.legislate--ai-legislation-regulations,progress/2026-07-07-atpe-gouvernance-ia-tchad-geneve.md,2,2,"Distinct event: Chad's official declaration to the first global AI governance dialogue, stating adherence to the UNESCO Recommendation and dating the absence of an adopted national AI strategy to July 2026."
gov.legislate--e-commerce-legislation,baseline/2026-09-02-arcep-tchad-registre-des-lois.md,1,1,"The same register names Loi N°008/PR/2015 portant sur les Transactions Électroniques. ANSICE's own hosted text of the statute was unreachable to two clients, so the regulator's register is the best available baseline."
gov.legislate--e-commerce-legislation,progress/2026-01-19-alwihda-chef-de-letat-promulgue-10-lois.md,2,1,"Décret N°022/PR/2026 promulgates the law amending article 18 of Loi N°014/PR/2024 on electronic communications and postal regulation, naming the statute, the article and every date in the chain."
gov.legislate--e-commerce-legislation,progress/2026-02-17-toumaiwebmedias-avant-projet-code-du-numerique-atelier.md,2,2,"Second workshop on the Code du numérique avant-projet, dating the draft as unadopted at February 2026 and naming the fibre-backbone project funding the drafting mission."
gov.legislate--statistics-legislation,baseline/2026-09-02-inseed-tchad-textes-reglementaires-loi-statistique.md,1,1,"INSEED's own regulatory-texts page states the operative Loi N°026/PR/2019, INSEED's status under it and the five components of the national statistical system, with the law and its four 2019 decrees linked."
gov.legislate--statistics-legislation,progress/2026-05-07-tchadinfos-arrete-070-2026-organes-locaux-rgph3.md,2,1,"Arrêté conjoint n°070/2026 sets the composition and powers of the census's local organs and binds them to the statistics laws' response obligation and confidentiality - the statute operating, not merely existing."
gov.legislate--statistics-legislation,progress/2026-07-21-portail-td-decret-2087-prorogation-denombrement-rgph3.md,2,2,Distinct instrument: Décret n°2087/PR/PM/MFBEPCI/2026 extends the RGPH-3 main enumeration to 6 August 2026 and dates the enumeration window the base does not carry.
gov.legislate--access-to-information-legislation,baseline/2023-01-01-unesco-upr45-tchad-contribution.md,1,1,"Paragraph 13 states plainly that no freedom-of-information law has been adopted in Chad, and paragraph 19 recommends one - the dated authoritative statement of the absence, with the constitutional and press-law context."
gov.legislate--access-to-information-legislation,progress/2026-06-08-pnud-journal-officiel-plateforme-numerique-tchad.md,2,1,"Largest access-favourable movement in the window: the Journal Officiel digital platform launched 14 May 2026, free access to the legal record back to 1958, on a stated pillar of access to public information."
gov.legislate--access-to-information-legislation,progress/2026-08-03-tchadinfos-hama-suspend-creation-journaux-en-ligne.md,2,2,"Movement in the opposite direction and a distinct event: HAMA suspends examination of online-newspaper applications until further notice, and states that digital-platform offences fall outside its competence in current law."
finance.new--mobilisation-of-non-state-finance,baseline/2017-08-30-ordonnance-06-pr-2017-partenariat-public-prive-tchad.md,1,1,"The enacting instrument itself: 57 articles fixing Chad's PPP legal regime, defining private financing of project phases and creating the national commission and support unit. The statute beats the World Bank profile summarising it."
finance.new--mobilisation-of-non-state-finance,progress/2025-11-11-wam-forum-tchad-emirats-20-5-milliards-connexion-2030.md,2,1,"Largest mobilisation event in the window, with the private share separated in the President's own words: US$4.1bn across 40 private-sector MoUs against US$16.4bn of institutional commitments."
finance.new--mobilisation-of-non-state-finance,progress/2026-01-19-alwihda-chef-de-letat-promulgue-10-lois.md,2,2,Distinct event: Décret N°023/PR/2026 promulgates the law ratifying the UAE-Chad agreement on reciprocal promotion and protection of investments - the legal instrument behind the Abu Dhabi pledges.
infra.connect--internet-usage,baseline/2021-12-06-arcep-rend-public-observatoire-marche-telecommunications-tchad.md,1,1,"ARCEP's own restitution of the 2020 market observatory and the only regulator-published internet-usage figure held: 14,2 per cent of the population using internet services in 2020, distinguished on the page itself from 53,5 per cent mobile penetration. Staged by a sibling slice at the same URL; cited here rather than duplicated."
infra.connect--internet-usage,progress/2025-10-01-tchadinfos-arcep-observatoire-2024-148-millions-abonnes.md,2,1,"ARCEP presented the 2024 observatory on 1 October 2025: 5,6 million internet users against 4,8 million in 2023, the first movement in the usage series inside the window."
infra.connect--internet-usage,progress/2025-09-17-ecomatin-arcep-15e-audit-qualite-reseaux-mobiles.md,2,2,"A distinct event: ARCEP opened its fifteenth national quality-of-service audit on 16 September 2025 over complaints of slow or unavailable internet and insufficient 4G, after the fourteenth found both operators missing licence indicators."
infra.connect--mobile-affordability,baseline/2022-01-22-presidence-internet-reduction-du-prix-actee-par-le-pcmt.md,1,1,"The highest-level official statement of the affordability position: a 30 per cent cut instructed across all internet offers, reported reaching 60 to 78 per cent on some segments, with a stated target of moving cost for a SMIG earner from 17,8 per cent of salary to a band of 8 to 2. No tariff catalogue or price-ceiling instrument is published anywhere."
infra.connect--mobile-affordability,progress/2025-10-29-alwihdainfo-mediature-rapport-communications-electroniques.md,2,1,"The Mediature de la Republique reported on 29 October 2025 that cost, quality and weak regulation are the sector's failures, and the minister of state accepted that finding and undertook to act on it."
infra.connect--mobile-affordability,progress/2026-06-30-adetic-partenariats-strategiques-transformation-numerique.md,2,2,"A distinct event: at the 29 June 2026 debrief the telecommunications minister argued for restoring unlimited internet offers against Starlink's current packages, the most explicit in-window government position on offer structure."
infra.store--local-data-centre-capacity-national-providers,baseline/2023-06-01-atpe-communication-electronique-tchad-modernise-infrastructures.md,1,1,"The only primary national source naming the two state facilities and their state: the principal data centre at Klemat and the secondary at Farcha, the latter 90 per cent built. No source published anywhere gives rack count, floor area or tier."
infra.store--local-data-centre-capacity-national-providers,progress/2026-05-21-digitalbusinessafrica-pmice-data-center-national-verifications.md,2,1,"The 19 May 2026 PMICE review: building complete and equipment installed, certification outstanding, micro data centres in public institutions awaiting configuration and interconnection. Staged by a sibling slice at the same URL; cited here rather than duplicated."
infra.store--local-data-centre-capacity-national-providers,progress/2026-07-01-agenceecofin-tchad-cybastion-finaliser-datacenter.md,2,2,"A distinct event: after the June 2026 United States mission Chad is exploring a Cybastion partnership to audit, certify and secure the centre before commissioning."
infra.store--off-site-backup-capacity,baseline/2023-06-01-atpe-communication-electronique-tchad-modernise-infrastructures.md,1,1,"The pairing of a principal site at Klemat with a secondary site at Farcha is the whole of the public evidence that a national off-site backup architecture exists; no policy, decree or commissioning record for it was found."
infra.store--off-site-backup-capacity,baseline/2026-02-12-adetic-audit-certification-data-center-national.md,2,1,"The only in-window movement naming a backup facility: the 10 February 2026 joint mission inspected ADETIC's backup site, tied to service continuity, disaster recovery and resilience. Staged by a sibling slice, and filed under baseline because another indicator took it as its baseline."
infra.energy--sufficient-energy-and-water-for-data-centres,baseline/2024-12-01-pacte-national-de-lenergie-republique-du-tchad.md,1,1,"The government's own energy compact of December 2024 is the standing answer to whether there is enough power for a critical load: 487 MW installed against 235 MW available, 90 per cent thermal, and 7 628 hours 41 minutes of outages on the N'Djamena network in a year."
infra.energy--sufficient-energy-and-water-for-data-centres,progress/2026-08-20-rfi-delestages-recurrents-ndjamena-incendie-centrale-farcha.md,2,1,"The sharpest in-window movement against sufficiency: after the late-July 2026 Farcha 1 fire, load-shedding had run close to a month in parts of the capital as at 20 August 2026 and Tchad Elec gave no restart date."
infra.energy--sufficient-energy-and-water-for-data-centres,progress/2025-09-29-presidence-noor-tchad-djermaya-gsu-12-megawatts-injectables.md,2,2,"A distinct event, and the primary source for the gap between nominal and available capacity: Noor Tchad was inaugurated at 50 MW on 28 September 2025 and the head of state stated the network can absorb only 12 MW of it."
