indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
gov.policy--ict-strategy,gov.policy,2,6,3,1,2,2,1,duplicate-raw,staged,5
gov.policy--data-storage-cloud-strategy,gov.policy,2,6,3,1,2,2,1,duplicate-raw,staged,5
gov.policy--data-interoperability-framework-roadmap,gov.policy,2,6,3,1,2,1,1,duplicate-raw,staged,5
gov.policy--data-localisation-policies,gov.policy,2,6,3,1,2,3,1,duplicate-raw,staged,5
gov.policy--data-governance-policy,gov.policy,2,6,3,1,2,3,1,duplicate-raw,staged,5
gov.policy--open-data-policy,gov.policy,2,6,3,1,2,3,0,,staged,5
gov.legislate--cybersecurity-legislation,gov.legislate,2,6,3,1,2,2,1,duplicate-raw,staged,8
gov.legislate--e-commerce-legislation,gov.legislate,2,7,3,1,2,4,0,,staged,8
gov.legislate--statistics-legislation,gov.legislate,2,5,3,1,2,2,0,,staged,8
gov.legislate--access-to-information-legislation,gov.legislate,2,6,3,1,2,2,1,inadmissible-origin,staged,8
gov.protect--national-data-protection-readiness,gov.protect,2,11,3,1,2,0,1,already-seen,staged,6
gov.regional--shared-regional-infrastructure,gov.regional,2,12,3,1,2,0,0,,staged,6
gov.regional--cross-border-data-transfers,gov.regional,2,9,3,1,2,0,0,,staged,6
gov.standards--national-interoperability-standards,gov.standards,2,11,3,1,2,0,1,already-seen,staged,3
gov.standards--national-quality-standards,gov.standards,2,12,3,1,2,0,0,,staged,3
gov.standards--adoption-of-international-standards,gov.standards,2,14,3,1,2,0,0,,staged,3
gov.discourse--non-governmental-contribution-to-national-policy,gov.discourse,2,15,3,1,2,0,0,,staged,1
gov.discourse--open-discussion-of-government-policy,gov.discourse,2,13,3,1,2,0,0,,staged,1
infra.connect--internet-exchange-points,infra.connect,2,10,3,1,2,0,0,,staged,24
infra.store--off-site-backup-capacity,infra.store,2,11,2,1,1,0,1,already-seen,staged,7
infra.energy--sufficient-energy-and-water-for-data-centres,infra.energy,2,14,3,1,2,0,0,,staged,6
dpi.exchange--use-of-digital-id-in-other-systems,dpi.exchange,2,13,3,1,2,0,0,,staged,3
dpi.exchange--interoperability-of-health-systems,dpi.exchange,2,8,3,1,2,0,0,,staged,3
dpi.exchange--interoperability-of-education-systems,dpi.exchange,2,8,2,1,1,0,1,already-seen,staged,3
dpi.exchange--interoperability-of-social-protection-systems,dpi.exchange,2,6,3,1,2,0,0,,staged,3
dpi.id--robustness-of-system,dpi.id,2,5,3,1,2,0,0,,staged,8
dpi.id--national-maintenance-of-id-and-credentials-systems,dpi.id,2,7,3,1,2,0,0,,staged,8
dpi.id--digital-id-from-birth,dpi.id,2,7,3,1,2,0,1,already-seen,staged,8
dpi.id--interoperability-of-birth-registration-and-digital-id,dpi.id,2,6,3,1,2,0,0,,staged,8
dpi.pay--g2p-functionality,dpi.pay,2,7,3,1,2,0,1,already-seen,staged,11
dpi.pay--b2b-and-b2g-functionality,dpi.pay,2,9,3,1,2,0,0,,staged,11
dpi.registry--population-register,dpi.registry,2,10,3,1,2,7,0,,staged,6
dpi.registry--business-register,dpi.registry,2,11,3,1,2,8,0,,staged,6
dpi.registry--social-protection-register,dpi.registry,2,12,3,1,2,9,0,,staged,6
dpi.mis--education,dpi.mis,2,12,3,1,2,9,0,,staged,9
dpi.mis--social-protection,dpi.mis,2,13,1,1,2,10,0,,staged,9
dpi.mis--land,dpi.mis,2,13,2,1,1,9,2,already-seen;inadmissible-origin,staged,9
digital.rural--digitalisation-of-rural-health-clinics,digital.rural,2,12,3,1,2,9,0,,staged,2
digital.rural--digitalisation-of-rural-registry-offices,digital.rural,2,11,1,1,2,9,0,,staged,2
digital.rural--digitalisation-of-rural-police-stations,digital.rural,2,11,3,1,2,7,1,already-seen,staged,2
tech.ai--use-of-ai-in-government-administration,tech.ai,2,9,3,1,2,0,1,already-seen,staged,6
capacity.literacy--digital-literacy-civil-service,capacity.literacy,2,8,3,1,2,0,0,,staged,1
capacity.literacy--digital-literacy-general-population,capacity.literacy,2,7,3,1,2,0,0,,staged,1
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,capacity.research,2,14,3,1,2,0,0,,staged,1
include.access--citizen-feedback-portals,include.access,2,12,3,1,2,0,0,,staged,2
include.access--citizen-participation-in-policy,include.access,2,10,3,1,2,0,0,,staged,2
include.access--gender-equity,include.access,2,9,3,1,2,1,0,,staged,2
include.access--inclusion-of-persons-with-disabilities,include.access,2,8,3,1,2,0,0,,staged,2
include.access--inclusion-of-refugees-and-idps,include.access,2,11,3,1,2,0,0,,staged,2
data.statistics--national-strategy-for-development-of-statistics,data.statistics,2,8,2,1,1,6,0,,staged,4
data.satellite--agricultural-use-of-satellite-data,data.satellite,2,10,3,1,2,7,0,,staged,1
data.satellite--meteorological-use-of-satellite-data,data.satellite,2,8,2,1,1,6,0,,staged,1
geopol.usa--usa-hyperscaler-mous-engagements-and-commitments,geopol.usa,2,7,1,1,0,0,6,off-topic,staged,1
geopol.eu--eu-mous-engagements-and-commitments,geopol.eu,2,8,4,1,2,5,0,,staged,1
geopol.gulf--gulf-mous-engagements-and-commitments,geopol.gulf,2,4,2,1,1,1,1,inadmissible-origin,staged,1
geopol.india--india-mous-engagements-and-commitments,geopol.india,2,10,3,1,2,6,1,off-topic,staged,1
