indicator_id,url,title,publisher,published,brief,why_not
gov.policy--digital-transformation-strategy,http://www.mdpcz.co.zw/external_policies/1682978512National%20ICT%20Policy.pdf,Zimbabwe National Policy for Information and Communications Technology (ICT) 2016,Government of Zimbabwe / Veritas,2016-08-10,baseline,"Superseded version (2016-2020 policy); the current 2022-2027 policy's full text could not be located at a direct URL, and the Smart Zimbabwe 2030 Master Plan and AI Strategy that reference it are already held in raw/ (DUP-EXACT)."
gov.policy--digital-transformation-strategy,https://dig.watch/resource/zimbabwes-national-ict-policy-2022-2027,Zimbabwe's National ICT Policy 2022-2027,Digital Watch Observatory (DiploFoundation),2022-03-01,baseline,"Secondary summary/description of the 2022-2027 policy, not the primary document itself; no direct link to the primary PDF was available."
gov.policy--digital-transformation-strategy,http://www.ictministry.gov.zw/pages/resource,Resources and Downloads,Ministry of ICT Zimbabwe,,baseline,"Listing/landing page naming the National ICT Policy 2022-2027 and Smart Zimbabwe Master Plan as resources, but carries no retrievable document body of its own."
gov.policy--digital-transformation-strategy,http://gisp.gov.zw/download/national-development-strategy-2-nds2-2026-2030/,National Development Strategy 2 (NDS2) 2026-2030,Government Institute for Public Sector Management (GISP) Zimbabwe,2025-12-08,progress,Download-page shell with no extractable document text; superseded as a candidate by the fuller-text launch speech (zanupf.org.zw) which was staged instead.
gov.policy--open-data-policy,https://zimtreasury.co.zw/wp-content/uploads/2025/11/NEW-THE_2026-National-Budget_25_November_2025-final.pdf,THE 2026 NATIONAL BUDGET STATEMENT: Enhancing Drivers of Economic Growth and Transformation Towards Vision 2030,"Ministry of Finance, Economic Development and Investment Promotion",2025-11-27,progress,"315-page document; the specific cited provision (data sharing between ZIMRA and government MDAs, page 304) fell outside what could be verbatim-captured within the fetch window, so the claim could not be independently verified from the captured text."
gov.regional--regional-legal-harmonisation,https://www.unesco.org/en/articles/unesco-supports-southern-africa-harmonise-data-governance,UNESCO Supports Southern Africa to Harmonise Data Governance,UNESCO,2026-08-20,progress,DUP-EXACT on raw-url-index.py --check: already held at raw/2026/2026-08-20-unesco-southern-africa-data-governance-harmonisation.md; not re-staged.
gov.standards--national-interoperability-standards,https://www.ictministry.gov.zw/assets/documents/Smart%20Zimbabwe%202030%20Master%20Plan.pdf,Smart Zimbabwe 2030 Master Plan,Ministry of ICT Postal and Courier Services,,baseline,DUP-EXACT on raw-url-index.py --check: already held at raw/2019/2019-01-01-smart-zimbabwe-2030-master-plan.md; not re-staged.
gov.standards--national-interoperability-standards,https://www.ictministry.gov.zw/assets/documents/National%20ICT%20Policy%202022-2027.pdf,National ICT Policy 2022-2027,Ministry of ICT Postal and Courier Services,2022-03-01,baseline,"Genuine HTTP 404 on the ministry's own host, confirmed by curl and by a DoH-independent check of the host being otherwise reachable; a third-party mirror (data.inafran.ru) returned 200 but the fetch tool could not retrieve its content (CRAWL_UNKNOWN_ERROR). Superseded as a candidate by the ICT Minister's own dated LinkedIn statement, which was staged instead."
gov.discourse--non-governmental-contribution-to-national-policy,https://veritaszim.net/sites/veritas_d/files/Zimbabwe%20National%20Artificial%20Intelligence%20Strategy.pdf,Zimbabwe National Artificial Intelligence Strategy,Ministry of ICT Postal and Courier Services,2025-10-16,progress,"DUP-EXACT on raw-url-index.py --check: already held at raw/2026/2026-01-01-zimbabwe-national-ai-strategy-2026-2030.md; not re-staged. Superseded as a candidate by the UN in Zimbabwe article on the strategy's March 2026 launch, which documents the same consultation/launch process from an independent publisher and was staged instead."
infra.energy--rural-electrification,https://zimtreasury.co.zw/wp-content/uploads/2026/07/2026-Midterm-Budget-and-Economic-Review-30-July-2026.pdf,2026 Mid-Term Budget and Economic Review,Ministry of Finance Economic Development and Investment Promotion,2026-07-30,progress,"Fetched, but the capture (up to the fetch tool's character cap) reached only the document's front matter and general macro-fiscal commentary (oil/metals prices), not the specific Rural Electrification Agency delivery figures this candidate was chosen for; a shorter, directly on-point primary source (REA's own Switch-On Ceremonies 2025 page) was staged as progress (1) instead, and the UNDP Dete Solar Mini-Grid press release as progress (2), keeping the cap at two distinct events."
dpi.exchange--use-of-digital-id-in-other-systems,https://www.veritaszim.net/sites/veritas_d/files/Electoral%20Act%20%28Consolidated%20as%20at%2019-07-2023%29.pdf,Electoral Act [Chapter 2:13],Veritas Zimbabwe,2023-07-19,baseline,cap: baseline slot filled by the more operational RBZ Collateral Registry manual; the full consolidated Act is voluminous relative to its incremental value
dpi.exchange--use-of-digital-id-in-other-systems,https://zimeservices.pfms.gov.zw/irj/portal/anonymous/login,ZimConnect Portal,Government of Zimbabwe / PFMS,undated,baseline,"cap: baseline slot filled; live login page instructing citizens to use National ID as Login ID, but a portal login screen carries no substantive verbatim body to capture"
dpi.exchange--use-of-digital-id-in-other-systems,https://www.veritaszim.net/sites/veritas_d/files/SI%202014-95%20-%20Postal%20%26%20Telecommunications%20%28Subscriber%20Registration%29%20Regulations%2C%202014.pdf,"Postal and Telecommunications (Subscriber Registration) Regulations, 2014",Veritas Zimbabwe,2014,baseline,cap: baseline slot filled
dpi.exchange--use-of-digital-id-in-other-systems,https://documents.worldbank.org/en/publication/documents-reports/documentdetail/982981621880260112/digital-economy-for-zimbabwe-country-diagnostic-report,Digital Economy for Zimbabwe Country Diagnostic Report,World Bank,2021,baseline,cap: baseline slot filled by a more operational primary source
dpi.exchange--use-of-digital-id-in-other-systems,https://www.potraz.gov.zw/wp-content/uploads/2025/02/sI-155-of-2024-Cyber-and-Data-Protection-Normal_240913_1250178.pdf,"Cyber and Data Protection (Licensing of Data Controllers and Appointment of Data Protection Officers) Regulations, 2024",POTRAZ,2024-09-13,baseline,"cap: baseline slot filled; governs data processing generally, not itself a digital-ID-in-other-systems instrument"
dpi.exchange--use-of-digital-id-in-other-systems,https://greaterinternetfreedom.org/wp-content/uploads/2023/08/Biometrics-and-Digital-ID-in-Zimbabwe_FINAL-APPROVED-30.06.2023.pdf,Country Report: Biometrics and Digital Identity in Zimbabwe,Greater Internet Freedom / CIPESA,2023-06-30,baseline,cap: baseline slot filled; secondary civil-society assessment ranks below official/legal primaries
dpi.exchange--use-of-digital-id-in-other-systems,https://www.zbcnews.co.zw/government-develops-social-registry-to-strengthen-safety-nets/,Government develops social registry to strengthen safety nets,ZBC News,2026-07-20,baseline,cap: baseline slot filled; also better fits dpi.exchange--interoperability-of-social-protection-systems
dpi.exchange--use-of-digital-id-in-other-systems,https://zimstat.co.zw/2025-social-registry-survey-press-release/,2025 Social Registry Survey Press Release,ZIMSTAT,2025-10-16,progress,"reallocated to dpi.exchange--interoperability-of-social-protection-systems, a more directly on-point indicator"
dpi.exchange--interoperability-of-education-systems,https://www.gpekix.org/sites/default/files/webform/submit_to_the_library/461/Zimbabwe_Policy%20Brief_KIX_EMIS_cdv1.pdf,KIX EMIS Peer Review Ministry of Education — Zimbabwe,KIX Africa 19 Hub / African Union Institute for Education Development,2023,baseline,fetch failed: 404/CRAWL_NOT_FOUND on repeated attempts via Exa fetch and WebFetch; substituted with the 2019 ADEA EMIS peer-review report
dpi.exchange--interoperability-of-education-systems,https://auditorgeneral.gov.zw/wp-content/uploads/2025/09/VFM-Audit-for-MoPSE-2025.pdf,Value for Money Audit Report VFM 2025:01,Auditor-General of Zimbabwe,2025,baseline,cap: baseline slot filled by the more specific EMIS peer-review report
dpi.exchange--interoperability-of-education-systems,https://www.ictministry.gov.zw/assets/documents/Smart%20Zimbabwe%202030%20Master%20Plan.pdf,Smart Zimbabwe 2030 Master Plan,Ministry of ICT Postal and Courier Services,2018,baseline,"cap: baseline slot filled; broad national strategy, not EMIS-specific"
dpi.exchange--interoperability-of-education-systems,https://www.globalpartnership.org/node/document/download?file=document%2Ffile%2F2023-03-report-enabling-factors-zimbabwe.pdf,Zimbabwe — Enabling Factors for Education System Transformation,Global Partnership for Education,2023,baseline,cap: baseline slot filled
dpi.exchange--interoperability-of-education-systems,https://veritaszim.net/sites/veritas_d/files/Zimbabwe%20National%20Artificial%20Intelligence%20Strategy.pdf,Zimbabwe National Artificial Intelligence Strategy (2026-2030),Ministry of ICT Postal and Courier Services,2026-03-13,progress,DUP-EXACT: already held in raw/2026-01-01-zimbabwe-national-ai-strategy-2026-2030.md
dpi.exchange--interoperability-of-social-protection-systems,http://www.mpslsw.gov.zw/wp-content/uploads/2025/05/MoPSLSW-STRATEGIC-PLAN-2025-1.pdf,Reviewed Strategic Plan 2025,Ministry of Public Service Labour and Social Welfare,2024-10,baseline,"cap: baseline slot filled by the funding World Bank PID, which more directly establishes the current interoperability programme"
dpi.exchange--interoperability-of-social-protection-systems,https://www.eda.admin.ch/countries/zimbabwe/en/home/international-cooperation/projects.html/content/dezaprojects/SDC/en/2022/7F10715/phase1,"FOSTER, Phase 1",Swiss Agency for Development and Cooperation,2024-12-01,baseline,cap: baseline slot filled
dpi.exchange--interoperability-of-social-protection-systems,https://www.social-protection.org/gimi/Media.action?id=17057,Zimbabwe National Social Protection Policy Framework,Ministry of Public Service Labour and Social Welfare,2016,baseline,cap: baseline slot filled; superseded by the more current World Bank PID
dpi.exchange--interoperability-of-social-protection-systems,https://www.ictministry.gov.zw/assets/documents/Smart%20Zimbabwe%202030%20Master%20Plan.pdf,Smart Zimbabwe 2030 Master Plan,Ministry of ICT Postal and Courier Services,2018,baseline,cap: baseline slot filled; general context document
dpi.exchange--interoperability-of-social-protection-systems,https://www.ictministry.gov.zw/assets/documents/Cyber%20and%20Data%20Protection%20Act%20Chapter%2012_07.pdf,Cyber and Data Protection Act (Chapter 12:07),Government of Zimbabwe,2021,baseline,"cap: baseline slot filled; general data-governance enabler, not ZISO-specific"
dpi.exchange--interoperability-of-social-protection-systems,https://healthtimes.co.zw/2023/08/18/zimbabwe-launches-social-protection-management-system/,Zimbabwe launches Social Protection Management System,HealthTimes,2023-08-18,baseline,cap: baseline slot filled; predates window and superseded by the 2026 World Bank PID
