indicator_id,url,title,publisher,published,brief,why_not
gov.policy--broadband-strategy,https://c2a.portais.gov.ao/uploads/20251122_IMA_PEPI_V4_Clean_Final_002_site_1_c923f52703.pdf,Projecto de Aceleracao Digital de Angola (PADA) — Plano de Envolvimento de Partes Interessadas,Instituto de Modernizacao Administrativa (IMA) / Banco Mundial,2025-11-22,progress,broadband appears only inside a stakeholder-engagement safeguards annex; the two staged items move the indicator further
gov.legislate--access-to-information-legislation,https://lex.ao/docs/assembleia-nacional/2002/lei-n-o-11-02-de-16-de-agosto/,Lei n.o 11/02 de 16 de agosto,LEX.AO / Diario da Republica,2002-08-16,baseline,LEX.AO record carries gazette metadata only with no article text; the AngoLEX full transcription was staged instead
gov.legislate--access-to-information-legislation,https://lex.ao/docs/presidente-da-republica/2026/decreto-presidencial-n-o-81-26-de-29-de-abril/,Decreto Presidencial n.o 81/26 de 29 de abril — normas sobre biosseguranca relativa a gestao de sementes geneticamente modificadas,Presidente da Republica de Angola / Diario da Republica,2026-04-29,progress,its access-to-information provisions (arts. 53-54) are incidental to a GMO biosafety regime and outside data governance and digital transformation
gov.standards--adoption-of-international-standards,https://lex.ao/docs/ministerio-da-industria-e-comercio/2022/decreto-executivo-n-o-23-a-22-de-17-de-janeiro/,Decreto Executivo n.º 23-A/22 de 17 de janeiro — torna obrigatória a NA 46:2017 Pão Especificações,Ministério da Indústria e Comércio / Diário da República,2022-01-17,baseline,narrower than the ISO register — shows one Angolan standard made mandatory by reference rather than Angola's standing in the international standards system
gov.discourse--non-governmental-contribution-to-national-policy,https://consultapublica.inacom.gov.ao/,Portal Consulta Pública - Página Inicial,Instituto Angolano das Comunicações (INACOM),undated,progress,portal boilerplate with no dated consultation item or contribution record in the captured page
infra.connect--mobile-affordability,https://www.itu.int/dms_pub/itu-d/opb/ind/d-ind-ict_mdd-2024-4-pdf-e.pdf,Measuring digital development: Facts and Figures 2024,International Telecommunication Union (ITU),2024-11,baseline,is Facts and Figures 2024 rather than the affordability report the URL was cited for and carries only regional aggregates with no Angola row
infra.energy--sufficient-energy-and-water-for-data-centres,https://documents1.worldbank.org/curated/en/099150112022221069/pdf/P1769170067a8a0f708b250fd1c4a5f562f.pdf,Angola Country Climate and Development Report,World Bank Group,2022,baseline,"strong on hydro dependence and water access but a climate report, not a statement of supply sufficiency for data centres"
infra.energy--sufficient-energy-and-water-for-data-centres,https://ende.co.ao/,ENDE.EP - Empresa Nacional de Distribuicao de Electricidade,ENDE-EP,undated,baseline,"rolling corporate homepage, not a fixed citable document"
infra.energy--grid-reliability,https://www.rnt.co.ao/operacao-do-sistema/,Operacao do Sistema,RNT - Rede Nacional de Transporte de Electricidade-EP,undated,baseline,"publishes 2021-2026 SAIFI/SAIDI improvement targets, not observed reliability; the PAD carries the measured figures"
infra.energy--grid-reliability,http://www.rnt.co.ao/gestao-da-rede-de-transporte/,Gestao da Rede de Transporte,RNT - Rede Nacional de Transporte de Electricidade-EP,undated,baseline,network structure and installed MVA rather than a reliability measure
infra.energy--grid-reliability,https://angop.ao/noticias/economia/actualizadas-tarifas-de-electricidade-de-clientes-de-media-e-alta-tensao/,Actualizadas tarifas de electricidade de clientes de media e alta tensao,ANGOP - Agencia Angola Press,2026-08-15,progress,tariff and revenue-requirement reform; reliability effect is indirect and the two staged items move the indicator further
infra.capacity--robustness-of-government-hardware-and-software,https://lex.ao/docs/presidente-da-republica/2024/decreto-presidencial-n-o-272-24-de-05-de-dezembro/,Decreto Presidencial n.o 272/24 de 05 de dezembro - Livro Branco das TIC 2023-2027,Presidente da Republica de Angola,2024-12-05,baseline,"strategic orientation rather than the governing instrument for the estate, and out of the progress window"
dpi.exchange--interoperability-of-health-systems,https://minsa.gov.ao/web/noticias/angola-e-huawei-assinam-memorando-de-entendimento-para-o-reforco-da-saude-digital,Angola e Huawei assinam Memorando de Entendimento para o reforco da Saude Digital,Ministerio da Saude (MINSA),2026-01-26,progress,"a memorandum on hospital digitisation and telemedicine, not a data-exchange commitment; weaker than the two staged movements"
