indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
gov.policy--broadband-strategy,gov.policy,2,9,2,1,1,5,0,,staged,4
gov.policy--data-interoperability-framework-roadmap,gov.policy,2,12,3,1,2,6,2,duplicate-raw;duplicate-raw,staged,4
gov.policy--data-localisation-policies,gov.policy,2,12,4,1,1,6,3,already-seen;already-seen;headline-only-stub,staged,4
gov.legislate--legislation-covering-digital-id,gov.legislate,2,9,1,1,0,8,0,,staged,3
gov.legislate--legislation-enabling-data-interoperability,gov.legislate,2,11,2,1,1,8,2,duplicate-raw;already-seen,staged,3
gov.legislate--ai-legislation-regulations,gov.legislate,2,9,3,1,2,5,2,already-seen;out-of-window,staged,3
gov.legislate--e-commerce-legislation,gov.legislate,2,11,2,1,2,6,2,duplicate-raw;inadmissible-origin,staged,3
gov.legislate--statistics-legislation,gov.legislate,2,9,2,1,2,7,0,,staged,3
gov.legislate--access-to-information-legislation,gov.legislate,2,15,3,1,2,11,1,duplicate-raw,staged,3
gov.regional--regional-legal-harmonisation,gov.regional,2,11,7,1,2,8,0,,staged,4
gov.regional--cross-border-data-transfers,gov.regional,2,9,3,1,0,4,4,already-seen|url-dead,staged,4
gov.standards--national-interoperability-standards,gov.standards,2,11,2,1,1,8,1,duplicate-raw,staged,1
gov.standards--national-quality-standards,gov.standards,2,12,3,1,2,9,0,,staged,1
gov.discourse--open-discussion-of-government-policy,gov.discourse,2,9,4,1,2,6,0,,staged,0
finance.budget--sustainable-domestic-financing-of-digital-transformation,finance.budget,2,7,6,1,2,4,0,,staged,1
finance.new--mobilisation-of-non-state-finance,finance.new,2,10,6,1,1,7,1,url-dead,staged,0
infra.connect--internet-usage,infra.connect,2,6,4,1,1,4,0,,staged,10
infra.connect--mobile-affordability,infra.connect,2,11,4,1,2,8,0,,staged,10
infra.connect--internet-exchange-points,infra.connect,2,7,2,1,0,5,1,already-seen,staged,10
infra.store--local-data-centre-capacity-national-providers,infra.store,2,7,2,1,1,5,0,,staged,1
infra.store--off-site-backup-capacity,infra.store,2,8,3,1,2,5,0,,staged,1
infra.energy--sufficient-energy-and-water-for-data-centres,infra.energy,2,7,1,1,0,6,0,,staged,1
infra.energy--grid-reliability,infra.energy,2,11,4,1,2,8,0,,staged,1
infra.energy--rural-electrification,infra.energy,2,9,4,1,1,7,0,,staged,1
dpi.exchange--interoperability-of-health-systems,dpi.exchange,2,8,5,1,2,4,0,,staged,3
dpi.exchange--interoperability-of-education-systems,dpi.exchange,2,10,3,1,2,0,0,,staged,3
dpi.id--national-maintenance-of-id-and-credentials-systems,dpi.id,2,12,3,1,2,0,1,url-dead,staged,6
dpi.id--digital-id-from-birth,dpi.id,2,6,1,1,0,2,0,,staged,6
dpi.id--interoperability-of-birth-registration-and-digital-id,dpi.id,2,6,3,1,2,1,0,,staged,6
dpi.pay--b2b-and-b2g-functionality,dpi.pay,2,9,3,1,2,2,1,duplicate-raw,staged,9
dpi.registry--tax-register,dpi.registry,2,8,1,1,0,6,0,,staged,6
dpi.registry--land-register,dpi.registry,2,9,3,1,2,3,1,duplicate-raw,staged,6
dpi.mis--education,dpi.mis,2,9,3,1,2,4,0,,staged,1
dpi.mis--social-protection,dpi.mis,2,6,3,1,2,3,0,,staged,1
dpi.mis--justice,dpi.mis,2,9,2,1,1,5,1,url-dead,staged,1
dpi.mis--land,dpi.mis,2,8,3,1,2,4,1,duplicate-raw,staged,1
digital.localgov--digitalisation-of-local-government-records,digital.localgov,2,13,4,1,2,4,1,duplicate-raw,staged,1
digital.rural--digitalisation-of-rural-health-clinics,digital.rural,2,11,2,1,1,9,0,,staged,1
digital.rural--digitalisation-of-rural-primary-schools,digital.rural,2,9,1,1,0,8,0,,staged,1
digital.rural--digitalisation-of-rural-registry-offices,digital.rural,2,10,3,1,1,8,0,,staged,1
digital.rural--digitalisation-of-rural-police-stations,digital.rural,2,8,1,1,0,7,0,,staged,1
tech.innovate--technology-hubs,tech.innovate,2,14,4,1,1,12,0,,staged,1
tech.innovate--tech-startup-ecosystem,tech.innovate,2,13,3,1,1,9,0,,staged,1
capacity.literacy--digital-literacy-general-population,capacity.literacy,2,11,3,1,2,9,0,,staged,1
capacity.training--dt-related-training-in-secondary-education,capacity.training,2,9,5,1,2,5,1,inadmissible-origin,staged,3
capacity.training--graduates-entering-dt-ecosystem,capacity.training,2,10,5,1,2,9,0,,staged,3
include.access--citizen-feedback-portals,include.access,2,9,6,1,1,3,2,off-topic|headline-only-stub,staged,2
include.access--citizen-participation-in-policy,include.access,2,9,4,1,2,1,0,,staged,2
include.access--gender-equity,include.access,2,8,4,1,2,1,0,,staged,2
include.access--inclusion-of-persons-with-disabilities,include.access,2,8,3,1,2,1,1,out-of-window,staged,2
include.access--inclusion-of-refugees-and-idps,include.access,2,8,3,1,2,1,0,,staged,2
include.divides--bridging-of-digital-divides,include.divides,2,8,4,1,2,1,0,,staged,0
data.statistics--national-strategy-for-development-of-statistics,data.statistics,2,8,1,1,0,0,1,already-seen,staged,3
data.statistics--censuses-and-surveys,data.statistics,2,8,3,1,1,1,0,,staged,3
data.statistics--statistics-from-administrative-data,data.statistics,2,8,6,1,1,1,3,headline-only-stub|url-dead|duplicate-in-run,staged,3
data.satellite--agricultural-use-of-satellite-data,data.satellite,2,8,3,1,2,0,0,,staged,1
data.satellite--meteorological-use-of-satellite-data,data.satellite,2,8,4,1,2,1,0,,staged,1
