indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
gov.policy--data-interoperability-framework-roadmap,gov.policy,2,4,4,1,2,1,0,,staged,10
gov.policy--data-localisation-policies,gov.policy,2,3,3,1,2,0,0,,staged,10
gov.legislate--legislation-enabling-data-interoperability,gov.legislate,2,4,3,1,2,0,1,already-seen,staged,17
gov.legislate--statistics-legislation,gov.legislate,2,3,3,1,2,0,0,,staged,17
gov.regional--regional-policy-collaboration,gov.regional,2,4,3,1,2,0,1,off-topic,staged,1
infra.store--off-site-backup-capacity,infra.store,2,3,3,1,2,0,0,,staged,11
infra.energy--grid-reliability,infra.energy,2,3,3,1,2,0,0,,staged,2
infra.energy--rural-electrification,infra.energy,2,3,3,1,2,0,0,,staged,2
dpi.exchange--interoperability-of-education-systems,dpi.exchange,2,8,3,1,2,0,0,,staged,7
dpi.exchange--interoperability-of-social-protection-systems,dpi.exchange,2,4,3,1,2,0,0,,staged,7
dpi.id--robustness-of-system,dpi.id,2,9,2,1,1,0,0,,staged,13
dpi.id--national-maintenance-of-id-and-credentials-systems,dpi.id,2,11,3,1,2,0,0,,staged,13
dpi.id--interoperability-of-birth-registration-and-digital-id,dpi.id,2,13,3,1,2,0,0,,staged,13
dpi.registry--population-register,dpi.registry,2,4,3,1,2,0,0,,staged,3
dpi.registry--address-register,dpi.registry,2,10,3,1,2,0,0,,staged,3
dpi.registry--social-protection-register,dpi.registry,2,4,3,1,2,0,0,,staged,3
dpi.registry--tax-register,dpi.registry,2,9,3,1,2,0,0,,staged,3
dpi.mis--tax,dpi.mis,2,8,3,1,2,0,0,,staged,8
dpi.mis--land,dpi.mis,2,8,3,1,2,0,0,,staged,8
digital.rural--digitalisation-of-rural-registry-offices,digital.rural,2,14,3,1,2,0,0,,staged,0
digital.rural--digitalisation-of-rural-police-stations,digital.rural,2,9,4,1,2,1,0,,staged,0
capacity.training--dt-related-university-facilities-and-qualifications,capacity.training,2,7,5,1,2,2,0,,staged,9
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,capacity.research,2,13,3,1,2,0,0,,staged,1
data.statistics--national-strategy-for-development-of-statistics,data.statistics,2,8,4,1,2,0,0,,staged,2
data.statistics--censuses-and-surveys,data.statistics,2,8,3,1,2,0,0,,staged,2
data.satellite--agricultural-use-of-satellite-data,data.satellite,2,8,3,1,2,0,0,,staged,1
data.satellite--meteorological-use-of-satellite-data,data.satellite,2,8,3,1,2,0,0,,staged,1
geopol.gulf--gulf-mous-engagements-and-commitments,geopol.gulf,2,16,4,1,2,0,0,,staged,0
