indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
gov.policy--ict-strategy,gov.policy,2,11,5,1,2,2,0,,staged,10
gov.policy--data-storage-cloud-strategy,gov.policy,2,10,3,1,1,0,2,already-seen|out-of-window,staged,10
gov.policy--data-interoperability-framework-roadmap,gov.policy,2,11,4,1,2,2,1,already-seen,staged,10
gov.policy--data-localisation-policies,gov.policy,2,9,2,1,1,0,0,,staged,10
gov.legislate--cybersecurity-legislation,gov.legislate,2,10,2,1,1,0,0,,staged,7
gov.legislate--legislation-covering-digital-id,gov.legislate,2,11,0,1,2,0,0,,staged,7
gov.legislate--digital-payments-legislation,gov.legislate,2,10,0,1,2,0,0,,staged,7
gov.legislate--ai-legislation-regulations,gov.legislate,2,10,1,1,2,0,0,,staged,7
gov.legislate--statistics-legislation,gov.legislate,2,9,2,1,1,0,1,fetch-blocked,staged,7
gov.legislate--access-to-information-legislation,gov.legislate,2,10,2,1,2,1,0,,staged,7
gov.regional--regional-legal-harmonisation,gov.regional,2,16,3,1,1,1,0,,staged,3
gov.regional--shared-regional-infrastructure,gov.regional,2,12,1,1,1,0,2,fetch-blocked|already-seen,staged,3
gov.regional--cross-border-data-transfers,gov.regional,2,8,2,1,1,0,0,,staged,3
gov.standards--national-interoperability-standards,gov.standards,2,11,1,1,1,0,2,already-seen|already-seen,staged,3
gov.standards--national-quality-standards,gov.standards,2,16,4,1,2,1,1,fetch-blocked,staged,3
gov.discourse--open-discussion-of-government-policy,gov.discourse,2,15,4,1,2,0,2,fetch-blocked|already-seen,staged,1
infra.store--local-data-centre-capacity-all-providers,infra.store,2,12,2,1,1,0,4,already-seen|already-seen|headline-only-stub|fetch-blocked,staged,4
infra.store--off-site-backup-capacity,infra.store,2,12,2,0,0,0,4,already-seen|already-seen|fetch-blocked|fetch-blocked,nil,4
infra.energy--grid-reliability,infra.energy,2,11,3,1,2,0,0,,staged,3
infra.energy--rural-electrification,infra.energy,2,11,3,1,2,0,0,,staged,3
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,infra.capacity,2,19,4,1,2,0,2,already-seen|headline-only-stub,staged,2
infra.connect--mobile-affordability,infra.connect,2,8,3,1,0,2,1,already-seen,staged,10
infra.connect--national-fibre-backbone,infra.connect,2,7,4,1,1,2,1,inadmissible-origin,staged,10
infra.connect--international-internet-bandwidth,infra.connect,2,8,3,1,2,0,1,inadmissible-origin,staged,10
infra.connect--internet-exchange-points,infra.connect,2,6,2,1,1,0,0,,staged,10
dpi.exchange--national-data-exchange-system,dpi.exchange,2,8,1,1,2,0,1,already-seen,staged,0
dpi.exchange--use-of-digital-id-in-other-systems,dpi.exchange,2,7,2,1,2,1,0,,staged,0
dpi.exchange--interoperability-of-health-systems,dpi.exchange,2,8,3,1,2,0,1,duplicate-in-run,staged,0
dpi.exchange--interoperability-of-education-systems,dpi.exchange,2,7,2,1,2,0,1,duplicate-in-run,staged,0
dpi.exchange--interoperability-of-social-protection-systems,dpi.exchange,2,8,5,1,2,2,0,,staged,0
dpi.id--interoperability-of-birth-registration-and-digital-id,dpi.id,2,7,3,1,2,1,0,,staged,7
dpi.id--use-by-other-systems,dpi.id,2,7,1,1,2,0,1,already-seen,staged,7
dpi.pay--governance-role-of-central-bank,dpi.pay,2,9,3,1,2,0,1,inadmissible-origin,staged,3
dpi.pay--g2p-functionality,dpi.pay,2,8,2,1,0,1,0,,staged,3
dpi.pay--revenue-collection,dpi.pay,2,8,4,1,2,0,0,,staged,3
dpi.pay--b2b-and-b2g-functionality,dpi.pay,2,8,4,1,2,1,0,,staged,3
dpi.pay--p2p-p2g-and-p2b-functionality,dpi.pay,2,9,3,1,2,0,0,,staged,3
dpi.pay--population-uptake,dpi.pay,2,9,4,0,2,0,3,already-seen|headline-only-stub,staged,3
dpi.pay--cross-border-functionality,dpi.pay,2,9,3,1,0,1,1,headline-only-stub,staged,3
dpi.pay--consumer-protection,dpi.pay,2,9,4,1,2,1,0,,staged,3
dpi.registry--population-register,dpi.registry,2,10,4,1,2,1,1,already-seen,staged,2
dpi.registry--civil-register,dpi.registry,2,13,3,1,2,0,1,fetch-blocked,staged,2
dpi.registry--address-register,dpi.registry,2,12,3,1,2,0,1,fetch-blocked,staged,2
dpi.registry--social-protection-register,dpi.registry,2,12,3,1,2,0,0,,staged,2
dpi.registry--electoral-register,dpi.registry,2,12,4,1,2,1,0,,staged,2
dpi.registry--tax-register,dpi.registry,2,13,3,1,2,0,0,,staged,2
dpi.registry--land-register,dpi.registry,2,17,3,1,1,1,1,already-seen,staged,2
dpi.mis--education,dpi.mis,2,12,2,1,1,0,0,,staged,4
dpi.mis--social-protection,dpi.mis,2,13,3,1,2,0,0,,staged,4
dpi.mis--tax,dpi.mis,2,13,4,1,2,1,0,,staged,4
dpi.mis--customs,dpi.mis,2,14,3,1,2,0,0,,staged,4
dpi.mis--land,dpi.mis,2,11,1,1,0,0,1,already-seen,staged,4
digital.localgov--digitalisation-of-local-government-records,digital.localgov,2,15,4,1,2,1,1,already-seen,staged,1
digital.rural--digitalisation-of-rural-health-clinics,digital.rural,2,10,3,1,2,0,0,,staged,1
digital.rural--digitalisation-of-rural-primary-schools,digital.rural,2,15,4,1,1,1,1,headline-only-stub,staged,1
digital.rural--digitalisation-of-rural-registry-offices,digital.rural,2,19,4,1,2,1,0,,staged,1
digital.rural--digitalisation-of-rural-police-stations,digital.rural,2,12,3,1,2,0,2,already-seen|already-seen,staged,1
tech.ai--use-of-ai-in-government-administration,tech.ai,2,11,3,1,2,0,1,already-seen,staged,4
tech.ai--control-of-ai-abuse,tech.ai,2,13,3,1,2,0,0,,staged,4
capacity.literacy--digital-literacy-civil-service,capacity.literacy,2,12,3,1,2,0,0,,staged,1
capacity.training--dt-related-training-in-secondary-education,capacity.training,2,14,3,1,2,0,0,,staged,4
capacity.training--dt-related-university-facilities-and-qualifications,capacity.training,2,18,3,1,2,0,0,,staged,4
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,capacity.research,2,15,7,1,2,3,2,headline-only-stub|already-seen,staged,1
include.access--citizen-participation-in-policy,include.access,2,9,2,1,1,0,1,already-seen,staged,3
include.access--gender-equity,include.access,2,9,5,1,2,2,1,fetch-blocked,staged,3
include.access--inclusion-of-persons-with-disabilities,include.access,2,13,3,1,1,1,0,,staged,3
include.access--inclusion-of-refugees-and-idps,include.access,2,15,2,1,2,0,0,,staged,3
data.statistics--national-strategy-for-development-of-statistics,data.statistics,2,10,3,1,2,0,0,,staged,3
data.satellite--agricultural-use-of-satellite-data,data.satellite,2,12,2,1,0,1,1,fetch-blocked,staged,1
data.satellite--meteorological-use-of-satellite-data,data.satellite,2,11,2,1,1,0,0,,staged,1
geopol.gulf--gulf-mous-engagements-and-commitments,geopol.gulf,2,7,2,0,1,0,1,headline-only-stub,staged,1
geopol.india--india-mous-engagements-and-commitments,geopol.india,2,7,2,1,1,0,0,,staged,1
