indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
gov.policy--data-governance-policy,gov.policy,2,6,2,1,1,0,0,,staged,9
gov.policy--open-data-policy,gov.policy,2,4,3,1,1,0,1,headline-only-stub,staged,9
gov.legislate--statistics-legislation,gov.legislate,2,5,3,1,2,0,0,,staged,24
gov.legislate--access-to-information-legislation,gov.legislate,2,7,3,1,2,0,0,,staged,24
finance.mou--strategic-relationships,finance.mou,2,7,3,1,2,0,0,,staged,0
infra.connect--international-internet-bandwidth,infra.connect,2,8,3,1,2,0,1,already-seen,staged,28
infra.energy--grid-reliability,infra.energy,2,5,3,1,2,0,0,,staged,2
dpi.exchange--interoperability-of-health-systems,dpi.exchange,2,10,3,1,2,0,0,,staged,8
dpi.exchange--interoperability-of-education-systems,dpi.exchange,2,11,3,1,2,0,0,,staged,8
dpi.exchange--interoperability-of-social-protection-systems,dpi.exchange,2,10,4,1,2,1,0,,staged,8
dpi.id--digital-id-from-birth,dpi.id,2,8,3,1,2,0,0,,staged,10
dpi.id--interoperability-of-birth-registration-and-digital-id,dpi.id,2,8,3,1,2,0,0,,staged,10
dpi.pay--g2p-functionality,dpi.pay,2,9,3,1,2,0,0,,staged,20
dpi.registry--tax-register,dpi.registry,2,7,3,1,2,0,0,,staged,7
dpi.mis--education,dpi.mis,2,8,3,1,2,0,0,,staged,5
dpi.mis--social-protection,dpi.mis,2,9,3,1,2,0,0,,staged,5
dpi.mis--land,dpi.mis,2,10,3,1,2,0,0,,staged,5
digital.rural--digitalisation-of-rural-health-clinics,digital.rural,2,9,6,1,2,3,0,,staged,2
digital.rural--digitalisation-of-rural-registry-offices,digital.rural,2,7,4,1,2,1,0,,staged,2
digital.rural--digitalisation-of-rural-police-stations,digital.rural,2,7,4,1,2,1,0,,staged,2
include.access--citizen-feedback-portals,include.access,2,6,3,1,2,0,0,,staged,10
include.access--citizen-participation-in-policy,include.access,2,7,3,1,2,0,0,,staged,10
include.access--inclusion-of-refugees-and-idps,include.access,2,9,3,1,2,0,0,,staged,10
data.statistics--national-strategy-for-development-of-statistics,data.statistics,2,6,3,1,2,0,0,,staged,3
data.statistics--statistics-from-administrative-data,data.statistics,2,8,4,1,1,2,0,,staged,3
data.open--use-of-open-data,data.open,2,7,3,1,2,0,0,,staged,0
data.satellite--meteorological-use-of-satellite-data,data.satellite,2,7,4,1,2,1,0,,staged,4
geopol.gulf--gulf-mous-engagements-and-commitments,geopol.gulf,2,9,3,1,2,0,0,,staged,0
geopol.india--india-mous-engagements-and-commitments,geopol.india,2,5,3,1,2,0,0,,staged,1
