indicator_id,url,title,publisher,published,brief,why_not
gov.policy--ict-strategy,https://primature.sn/publications/actualites/lancement-des-projets-structurants-du-new-deal-technologique-0,Lancement des projets structurants du New Deal Technologique,Primature - Gouvernement du Senegal,2026-03-24,2,Same event and same underlying text as a capture the base already holds (2026-03-24-lesoleil-sonko-projets-structurants); page states 'Source : Le Soleil'
gov.policy--broadband-strategy,https://www.presidence.sn/fr/assets/new-deal/Doc_NDT.pdf,New Deal Technologique - Horizon 2034,Presidence de la Republique du Senegal,2025-02-24,1,Carries the universal-connectivity programme PR-P_02 but is the general ICT strategy; staged as the baseline for gov.policy--ict-strategy and a broadband-specific instrument was preferred here
gov.policy--data-storage-cloud-strategy,https://www.presidence.sn/fr/assets/new-deal/Doc_NDT.pdf,New Deal Technologique - Horizon 2034,Presidence de la Republique du Senegal,2025-02-24,1,Carries the cloud souverain orientation and the 100% sensitive-data-hosted-in-Senegal 2034 target but is the general ICT strategy; staged as the baseline for gov.policy--ict-strategy
gov.policy--data-interoperability-framework-roadmap,https://aps.sn/le-new-deal-technologique-a-pose-les-bases-dune-infrastructure-numerique-robuste-et-souveraine-apres-un-an-dexistence-selon-alioune-sall/,Le New Deal technologique a pose les bases d'une infrastructure numerique robuste et souveraine apres un an d'existence selon Alioune Sall,Agence de Presse Senegalaise,2026-03-16,2,"Same deployment story as the ministry's own 26 March post, which is more precise on MVP 1.0, the framework and the draft decree"
gov.policy--data-localisation-policies,https://www.vie-publique.sn/documents/14070/projet-loi-25-2026-assemblee-nationale-du-senegal-protection-infrastructures-information-critiques-securite-numerique,Projet de loi n 25/2026 - Protection des Infrastructures d'Information critiques et securite numerique,Assemblee nationale du Senegal,2026-08-20,2,The bill carrying the national-storage obligation is already evidenced in the SEN ledger from six captures including 2026-07-02-senegal-projet-loi-25-2026-infrastructures-information-critiques
gov.legislate--access-to-information-legislation,https://www.archives.sn/api/fichiers/e37fee2b-7841-437a-ae96-b7f969b6a9ac,LOI n 2025-15 relative a l'acces a l'information (PDF scanne),Archives publiques du Senegal,2025-09-24,1,Official standalone PDF of the law but a poor OCR scan whose extraction stops mid-article 2; the JO 7851 typeset text was captured complete instead
gov.legislate--access-to-information-legislation,https://www.rti-rating.org/wp-content/uploads/2025/10/loi-2025-15-accees-a-l-information.readable.pdf,Loi n 2025-15 relative a l'Acces a l'Information (readable),Centre for Law and Democracy - RTI Rating,2025-09-04,1,Complete readable text but a third-party rehost; the Journal Officiel primary was available and preferred
gov.legislate--access-to-information-legislation,https://www.vie-publique.sn/documents/1942/loi-2025-15-accees-a-l-information,LOI n 2025-15 relative a l'acces a l'information,Vie-Publique.sn,2025-09-24,1,Catalogue stub - the page carries one sentence and no law text
gov.legislate--legislation-enabling-data-interoperability,https://www.cdp.sn/legislation/textes-legislatifs,Textes legislatifs,Commission de Protection des Donnees Personnelles,,1,"Loi 2008-12 governs personal-data transmission and interconnection but is the data protection instrument, not interoperability-enabling legislation; index page rather than the text"
gov.legislate--statistics-legislation,https://www.archives.sn/api/fichiers/9cdbbd0e-0d02-4c9e-a38c-c8dfeaf516ea,Decret n 2011-663 ordonnant la presentation a l'Assemblee nationale du projet de loi modifiant la loi n 2004-21,Archives publiques du Senegal,2011-06-01,1,The archives.sn entry for loi 2012-03 yields only the 2011 transmittal decree; the annexed bill text is not in the scan
gov.legislate--statistics-legislation,https://visa.ansd.sn/,Visa - Statistique,Agence nationale de la Statistique et de la Demographie,,1,"ANSD's operative visa statistique portal, states the regime was instituted by loi 2012-03 modifying loi 2004-21, but covers only one instrument of the statistics law"
gov.legislate--statistics-legislation,https://fr.linkedin.com/posts/agence-nationale-de-la-statistique-et-de-la-d%C3%A9mographie-ansd_ansd-data-mepc-activity-7443429667140919296-y3Ho,Revision de la SNDS-IV : vers un systeme statistique plus performant,Agence nationale de la Statistique et de la Demographie,2026-03-27,2,"Strategy revision workshop, not a change to statistics legislation; counting it as progress would misreport the indicator"
gov.standards--adoption-of-international-standards,https://rm.coe.int/t-cy33-item-3-status-v1/4880296870,"State of signatures, ratifications and accessions to the Convention on Cybercrime and its Protocols","Council of Europe, Cybercrime Convention Committee (T-CY)",2025-11-12,1,"Global depositary status list; Senegal appears once in a merged Parties and Signatories column that does not survive extraction, so it establishes no dated Senegal position"
gov.standards--adoption-of-international-standards,https://stcc-ssi.sn/protection-des-infrastructures-dinformation-critiques-une-nouvelle-etape-pour-la-souverainete-et-la-resilience-numeriques-du-senegal/,Protection des Infrastructures d Information Critiques : une nouvelle etape pour la souverainete et la resilience numeriques du Senegal,DCSSI,2026-08-21,2,"A national cybersecurity bill, not the adoption of an international standard; staged instead under infra.store--off-site-backup-capacity"
gov.discourse--non-governmental-contribution-to-national-policy,https://www.archives.sn/api/fichiers/b0ba1f2c-d7a5-454d-818b-4141f8f0e634,Journal Officiel de la Republique du Senegal n 7263 du 3 fevrier 2020,Journal officiel de la Republique du Senegal,2020-02-03,1,The lead cited this as the 2018 decree creating the Conseil national du Numerique; the file is a different gazette issue and does not contain that decree
infra.connect--internet-exchange-points,https://www.pch.net/ixp/details/1928,SENIX | PCH,Packet Clearing House,,1,"Registry stub of 660 characters with no date, no subnets and no traffic; adds nothing the SENIX statutes and the Pulse tracker do not carry"
infra.connect--internet-exchange-points,https://www.peeringdb.com/api/ix/4920,HubSIX PeeringDB API record,PeeringDB,2026-01-07,1,"A JSON API record rather than a document; the same registry data is carried in prose by the Internet Society Pulse tracker, which was selected"
infra.connect--internet-exchange-points,https://hubsix.sn/,HubSIX Point d Echange Internet Senegalais,HubSIX,,1,JavaScript-rendered site yielding 44 characters of body; nothing to stage
dpi.exchange--use-of-digital-id-in-other-systems,https://primature.sn/publications/actualites/lancement-des-projets-structurants-du-new-deal-technologique-0,Lancement des projets structurants du New Deal Technologique,Primature / Gouvernement du Senegal,,2,"Fetched body carries no publication date and does not mention digital identity, the NIN or any system consuming it; it is a programme-launch speech, not evidence for this indicator"
dpi.exchange--use-of-digital-id-in-other-systems,https://www.rts.sn/actualite/detail/a-la-une/interoperabilite-des-donnees-un-pas-decisif-vers-une-administration-moderne-et-inclusive,INTEROPERABILITE DES DONNEES : UN PAS DECISIF VERS UNE ADMINISTRATION MODERNE ET INCLUSIVE,RTS,2025-09-17,2,Body does not name identity or the NIN as an exchange key; and the COCOOR event of 2025-09-15 is already evidenced in the SEN ledger under dpi.exchange interoperability-platform
dpi.exchange--interoperability-of-education-systems,https://senprof.education.sn/GUIDES%20ET%20DOCUMENTATIONS/GUIDE%20SENORIENTATION,GUIDE SEN-ORIENTATION,SIMEN / Ministere de l Education nationale,,1,"Not fetched. Documents one concrete PLANETE to SEN-ORIENTATION import, narrower than the GREEN guide which carries both the IEN identifier and the SIMEN interconnection claim; one baseline only"
dpi.exchange--interoperability-of-education-systems,https://mesrisenegal.sn/wp-content/uploads/2025/01/mesri-Rapport-annuel-de-performance-2019.pdf,RAPPORT ANNUEL DE PERFORMANCE 2019,MESRI,2019,1,Not fetched. Higher-education performance report naming SIGESR as an investment project; weaker than the operating documentation of a live system
dpi.exchange--interoperability-of-education-systems,https://documents1.worldbank.org/curated/en/099062024165534496/pdf/P17875010c97780b1be97184467213f242.pdf,ESPOIR-Jeunes (P178750) Aide-memoire,World Bank,2024-05-17,1,Not fetched. SIGESR described as still being brought to full operationalisation; an implementation-support document rather than the system or its instrument
dpi.exchange--interoperability-of-education-systems,https://www.sentresor.org/app/uploads/De%CC%81cret-n%C2%B02021-1052-du-2-aout-2021-relatif-au-Registre-national-unique-RNU.pdf,Decret n 2021-1052 du 02 aout 2021 relatif au Registre national unique (RNU),Journal officiel de la Republique du Senegal,2021-08-02,1,"Not fetched. Social-registry instrument, not an education system; belongs to a different indicator"
dpi.exchange--interoperability-of-education-systems,https://senegalnumeriquesa.sn/actualites/actu-convention-anec,Senegal Numerique choisi par l ANEC pour la digitalisation de l etat-civil,Senegal Numerique SA,2023-11-10,1,Not fetched. Civil-registry interconnection with no education interface demonstrated
dpi.exchange--interoperability-of-education-systems,https://senegalnumeriquesa.sn/en/agence/s%C3%A9n%C3%A9gal-num%C3%A9rique-une-histoire-un-avenir,"Digital Senegal: A History, A Future",Senegal Numerique SA,,1,"Not fetched. General mandate page, undated, no education flow named"
dpi.exchange--interoperability-of-education-systems,https://documents1.worldbank.org/curated/en/275611614615607745/txt/Concept-Project-Information-Document-PID-Senegal-Digital-Economy-Acceleration-Project-P172524.txt,Concept Project Information Document - Senegal Digital Economy Acceleration Project (P172524),World Bank,2021,1,Not fetched. Prospective language on a national interoperability framework; does not establish education systems being connected
dpi.exchange--interoperability-of-education-systems,https://senprof.education.sn/GUIDES%20ET%20DOCUMENTATIONS/GUIDE%20ETAT%20CIVIL,Utilisation de la plateforme Etat_Civil,SIMEN / Ministere de l Education nationale,,1,Not fetched. Describes an Excel-fed census of pupils without civil-status papers and explicitly no ANEC interface; negative evidence rather than a baseline
dpi.exchange--interoperability-of-education-systems,https://aps.sn/la-plateforme-campusen-ouverte-depuis-lundi-17-aout-pour-lorientation-des-nouveaux-bacheliers-dans-les-etablissements-denseignement-superieur/,La plateforme Campusen ouverte depuis lundi 17 aout pour l orientation des nouveaux bacheliers,APS,2026-08-18,2,"Not fetched. Annual reopening of an existing orientation portal; a routine campaign restatement, not a distinct movement in interoperability"
dpi.id--registration-of-entire-population,https://data.unicef.org/wp-content/uploads/2017/12/extraits_code_de_la_familles_senegal.pdf,Extraits de la loi n 72-61 du 12 juin 1972 portant Code de la famille,"Republique du Senegal, copy distributed by UNICEF",1972-06-12,1,"Not fetched. The enacting instrument, but the reachable copy is an extract rather than the whole text and the indicator asks for coverage, which the EDS series measures"
dpi.id--registration-of-entire-population,https://data.unicef.org/crvs/senegal/,"CRVS - Birth, Marriage and Death Registration in Senegal",UNICEF DATA,2017-12-05,1,Not fetched. Legal-framework country profile whose statistics are superseded by EDS-Continue 2023
dpi.id--registration-of-entire-population,https://data.unicef.org/wp-content/uploads/2022/10/Africa-Birth-Registration-Brochure-Oct-2022_Final-LR.pdf,BIRTH REGISTRATION IN AFRICA,UNICEF,2022-10-01,1,"Not fetched. Carries the 2019 EDS figures for Senegal, superseded by the 2023 round"
dpi.id--registration-of-entire-population,https://documents.worldbank.org/en/publication/documents-reports/documentdetail/298651503551191964,The State of Identification Systems in Africa: Country Briefs,World Bank / ID4D,2017,1,Not fetched. 2017 brief giving 73% birth registration and No data for national ID coverage; superseded and non-informative on the numerator
dpi.id--registration-of-entire-population,https://extranet.who.int/cpcd/sites/default/files/public_file_repository/SEN_Senegal_Loi-No-2016-09-instituant-une-carte-d_identite_-biometrique-CEDEAO_2016.pdf,Loi n 2016-09 du 14 mars 2016 instituant une carte d identite biometrique CEDEAO,Republique du Senegal,2016-03-14,1,Not fetched. Establishes the obligation and eligibility for the biometric card but states no coverage; its implementing decree is already staged as the baseline for dpi.exchange--use-of-digital-id-in-other-systems
dpi.id--registration-of-entire-population,https://interieur.gouv.sn/le-ministere/directions/direction-de-l-automatisation-des-fichiers-daf,Direction de l Automatisation des Fichiers - DAF,Ministere de l Interieur du Senegal,,1,"Not fetched. Undated mandate page publishing no numerator, denominator or coverage rate"
dpi.id--registration-of-entire-population,https://anec.sn/mission/,Agence nationale de l Etat civil - Mission,ANEC,2025-10-10,1,Not fetched. Mandate page stating no record total
dpi.id--national-maintenance-of-id-and-credentials-systems,https://privacyinternational.org/sites/default/files/2020-11/Doc%207.8%20Etud%20faisab_Redacted.pdf.pdf,Programme d appui au renforcement du systeme d information de l etat civil et a la consolidation d un fichier national d identite biometrique au Senegal - Etude de faisabilite,European Union (redacted copy released by Privacy International),2019-04-01,1,"Not fetched. The richest account of the vendor-dependency arrangement (IRIS Corporation and Synapsys for design, implementation and maintenance; proprietary biometric templates) but it is a 2019 formulation study of what was then the case, and the baseline slot goes to the institution holding the standing mandate"
dpi.id--national-maintenance-of-id-and-credentials-systems,https://privacyinternational.org/sites/default/files/2020-11/Doc%207.1%20Rapport%20narratif%20Formulation%20SN_Redacted.pdf.pdf,Programme NEKKAL - Rapport narratif de formulation,European Union,2019-05-01,1,Not fetched. Companion to the feasibility study above and narrower
dpi.id--national-maintenance-of-id-and-credentials-systems,https://www.dri.gouv.sn/sites/default/files/LOI/2016/2016%2009.pdf,Loi n 2016-09 instituant une carte d identite biometrique CEDEAO,Republique du Senegal / Assemblee nationale,2016-03-14,1,"Not fetched. Institutes the card and its obligation but assigns no maintenance responsibility, which is what this indicator asks"
dpi.id--national-maintenance-of-id-and-credentials-systems,https://anec.sn/,Agence nationale de l Etat civil,ANEC,,1,Not fetched. Mandate page for the civil registry rather than for identity and credentials maintenance
dpi.id--national-maintenance-of-id-and-credentials-systems,https://senegalnumeriquesa.sn/actualites/actu-convention-anec,Senegal Numerique choisi par l ANEC pour la digitalisation de l etat-civil,Senegal Numerique SA,2023-11-24,1,"Not fetched. Establishes national hosting of civil-status data only, not of the DAF biometric base"
