indicator_id,url,title,publisher,published,brief,why_not
gov.policy--data-localisation-policies,https://policyvault.africa/wp-content/uploads/2025/09/LSO61.pdf,National Digital Policy 2024,Government of Lesotho (MICSTI),2024-12-30,baseline,"Fetched as an alternate baseline candidate for this indicator, but the Data Protection Act 2012 was ranked higher: it is the actual binding statute on cross-border personal-data transfer, whereas the National Digital Policy only states a data-governance gap in general terms. Selected instead as baseline for gov.policy--open-data-policy and gov.legislate--e-commerce-legislation, where it is the more directly on-point document."
infra.capacity--robustness-of-government-hardware-and-software,https://documents1.worldbank.org/curated/en/099103124031542196/txt/P1741711cda5a40761b8ca1f035498212ba.txt,Lesotho Public Sector Foundations for Service Delivery (P174171): Procurement Plan,World Bank Group,2024-05-30,2,"Fetched and read in full; the document's own approval date (2024-05-30) predates the 2025-08-01 to 2026-08-29 progress window. It contains a scheduled hardware-replacement line item with 2025 commencement/completion dates, but the source document itself is not a dated in-window event, so it was not staged as a progress item."
digital.rural--digitalisation-of-rural-police-stations,https://www.undp.org/lesotho/news/lesotho-advances-digital-and-strategic-policing-launch-lehokela-app-policy-frameworks-and-ict-initiative,"Lesotho Advances Digital and Strategic Policing with Launch of Lehokela App, Policy Frameworks, and ICT Initiative",United Nations Development Programme,2026-04-20,2,"Fetched and read in full; describes the same 9 April 2026 national launch event already covered by the baseline selection (the UNDP 'Seven Years in the Making' blog, published the same day). Staging both would be two reports of one event, which the cap rule explicitly disallows."
dpi.pay--b2b-and-b2g-functionality,https://www.rsl.org.ls/sites/default/files/2026-04/VAT%20-%20E-Invoicing%20Regulations%20No.25%20of%202026%20%283%29_0.pdf,VAT - E-Invoicing Regulations No.25 of 2026 (Government Gazette cover),Government of Lesotho,2026-03-27,progress,"fetch returned only the gazette cover/table-of-contents page, no operative regulation text reachable; superseded by fuller secondary account of the same rollout (staged)"
dpi.exchange--use-of-digital-id-in-other-systems,https://extranet.who.int/cpcd/sites/default/files/public_file_repository/LSO_Lesotho_National-Identity-Cards-Amendment-Act_2022.pdf,National Identity Cards (Amendment) Act 2022,Government of Lesotho,2022-03-25,baseline,"runner-up baseline candidate; Act 2011 selected as the primary founding instrument, cap reached"
dpi.exchange--use-of-digital-id-in-other-systems,https://www.gov.ls/development/ministry-of-home-affairs-advances-digital-transformation-of-national-identity-system/,MINISTRY OF HOME AFFAIRS ADVANCES DIGITAL TRANSFORMATION OF NATIONAL IDENTITY SYSTEM,Government of Lesotho,2026-06-29,baseline,"runner-up baseline candidate for this indicator; used instead as progress for other indicators in slice, cap reached"
dpi.exchange--interoperability-of-health-systems,https://openknowledge.worldbank.org/server/api/core/bitstreams/cef30410-108d-4f8a-a725-2842e5baaf84/content,Transforming Health Care in Lesotho: Using Digital Health to Overcome Health System Challenges,World Bank Group,2022-03-01,baseline,"detailed but older technical assessment; WHO 2025 Annual Report chosen as more current baseline, cap reached"
dpi.exchange--interoperability-of-health-systems,https://www.afro.who.int/countries/lesotho/news/lesotho-validates-its-digital-health-strategy-2025-2030-step-towards-transforming-healthcare-through-technology,Lesotho validates its Digital Health Strategy 2025-2030,WHO AFRO,2024-12-10,baseline,superseded by the 2025 Annual Report's confirmation of endorsement; cap reached
dpi.exchange--interoperability-of-health-systems,https://doi.org/10.1093/oodh/oqae021,From disease specific to universal health coverage in Lesotho,Oxford Open Digital Health,2024-01-01,baseline,"peer-reviewed corroboration, not the most current statement; cap reached"
dpi.exchange--interoperability-of-health-systems,https://extranet.who.int/countryplanningcycles/sites/default/files/public_file_rep/LSO_Lesotho_National-Health-Strategic-Plan_2019-2023.pdf,National Health Strategic Plan 2018/19-2022/23,Ministry of Health Lesotho,2018-01-01,baseline,historical baseline superseded by more current sources; cap reached
