indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
gov.policy--digital-transformation-strategy,gov.policy,2,9,3,1,2,4,1,already-seen,staged,2
gov.policy--ict-strategy,gov.policy,2,7,1,1,1,5,0,,staged,2
gov.policy--broadband-strategy,gov.policy,2,6,3,1,2,1,0,,staged,2
gov.legislate--digital-payments-legislation,gov.legislate,2,7,4,1,2,3,1,already-seen,staged,3
gov.legislate--legislation-enabling-data-interoperability,gov.legislate,2,6,3,1,2,2,0,,staged,3
gov.legislate--ai-legislation-regulations,gov.legislate,2,5,3,1,2,1,1,already-seen,staged,3
gov.legislate--e-commerce-legislation,gov.legislate,2,5,3,1,2,1,0,,staged,3
gov.legislate--statistics-legislation,gov.legislate,2,5,2,1,0,0,3,off-topic,staged,3
gov.regional--cross-border-data-transfers,gov.regional,2,6,3,1,2,2,0,,staged,3
gov.standards--national-interoperability-standards,gov.standards,2,5,2,1,1,1,1,already-seen,staged,2
infra.connect--mobile-penetration,infra.connect,2,7,6,1,2,2,0,,staged,6
infra.connect--mobile-affordability,infra.connect,2,13,4,1,2,1,0,,staged,6
infra.connect--international-internet-bandwidth,infra.connect,2,10,3,1,2,0,0,,staged,6
infra.connect--internet-exchange-points,infra.connect,2,15,3,1,2,0,0,,staged,6
infra.store--off-site-backup-capacity,infra.store,2,9,2,1,1,0,2,"inadmissible-origin, inadmissible-origin",staged,3
infra.energy--sufficient-energy-and-water-for-data-centres,infra.energy,2,13,3,1,2,0,0,,staged,3
infra.energy--rural-electrification,infra.energy,2,12,3,1,1,2,0,,staged,3
infra.capacity--robustness-of-government-hardware-and-software,infra.capacity,2,10,4,1,2,1,0,,staged,1
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,infra.capacity,2,11,3,1,2,0,0,,staged,1
dpi.exchange--interoperability-of-education-systems,dpi.exchange,2,9,3,1,2,6,0,,staged,5
dpi.exchange--interoperability-of-social-protection-systems,dpi.exchange,2,7,1,1,0,6,0,,staged,5
dpi.id--authentication,dpi.id,2,10,3,1,2,7,0,,staged,9
dpi.pay--g2p-functionality,dpi.pay,2,8,3,1,2,5,0,,staged,10
dpi.registry--population-register,dpi.registry,2,8,2,1,1,4,0,,staged,15
dpi.registry--business-register,dpi.registry,2,8,2,1,1,6,0,,staged,15
dpi.registry--tax-register,dpi.registry,2,10,1,1,0,9,0,,staged,15
dpi.mis--social-protection,dpi.mis,2,8,3,1,2,4,1,inadmissible-origin,staged,7
dpi.mis--land,dpi.mis,2,7,3,1,2,4,0,,staged,7
digital.localgov--digitalisation-of-local-government-records,digital.localgov,2,10,3,1,2,0,0,,staged,1
digital.rural--digitalisation-of-rural-health-clinics,digital.rural,2,9,3,1,2,0,0,,staged,0
digital.rural--digitalisation-of-rural-primary-schools,digital.rural,2,10,3,1,2,0,0,,staged,0
digital.rural--digitalisation-of-rural-registry-offices,digital.rural,2,9,2,1,1,0,1,already-seen,staged,0
digital.rural--digitalisation-of-rural-police-stations,digital.rural,2,8,1,0,1,1,0,,staged,0
tech.ai--use-of-ai-in-government-administration,tech.ai,2,9,3,1,2,1,0,,staged,13
tech.ai--control-of-ai-abuse,tech.ai,2,13,3,1,2,1,0,,staged,13
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,capacity.research,2,11,3,1,2,1,0,,staged,2
include.access--citizen-feedback-portals,include.access,2,9,5,1,2,6,0,,staged,1
include.access--citizen-participation-in-policy,include.access,2,8,3,1,2,4,0,,staged,1
include.access--inclusion-of-persons-with-disabilities,include.access,2,11,5,1,2,8,0,,staged,1
include.access--inclusion-of-refugees-and-idps,include.access,2,9,3,1,2,6,0,,staged,1
data.statistics--national-strategy-for-development-of-statistics,data.statistics,2,9,4,1,2,5,1,already-seen,staged,2
data.statistics--statistics-from-administrative-data,data.statistics,2,8,3,1,2,5,0,,staged,2
data.satellite--agricultural-use-of-satellite-data,data.satellite,2,9,3,1,2,5,0,,staged,1
data.satellite--meteorological-use-of-satellite-data,data.satellite,2,11,3,1,2,7,1,already-seen,staged,1
geopol.eu--eu-mous-engagements-and-commitments,geopol.eu,2,9,3,1,2,5,1,already-seen,staged,1
geopol.gulf--gulf-mous-engagements-and-commitments,geopol.gulf,2,7,2,1,1,5,0,,staged,1
geopol.india--india-mous-engagements-and-commitments,geopol.india,2,7,3,1,2,4,0,,staged,1
