indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
gov.policy--ict-strategy,gov.policy,2,6,4,1,2,1,1,url-dead,staged,2
gov.policy--data-storage-cloud-strategy,gov.policy,2,6,3,0,1,2,0,,staged,2
gov.policy--data-interoperability-framework-roadmap,gov.policy,2,6,3,1,2,0,0,,staged,2
gov.policy--data-localisation-policies,gov.policy,2,5,2,1,1,0,0,,staged,2
gov.policy--open-data-policy,gov.policy,2,7,3,1,2,0,1,url-dead,staged,2
gov.legislate--cybersecurity-legislation,gov.legislate,2,6,3,1,2,0,0,,staged,3
gov.legislate--legislation-covering-digital-id,gov.legislate,2,7,1,1,0,0,2,out-of-window;out-of-window,staged,3
gov.legislate--digital-payments-legislation,gov.legislate,2,7,3,1,2,0,2,already-seen;already-seen,staged,3
gov.legislate--legislation-enabling-data-interoperability,gov.legislate,2,7,2,1,1,0,0,,staged,3
gov.legislate--e-commerce-legislation,gov.legislate,2,6,1,1,0,0,0,,staged,3
gov.legislate--statistics-legislation,gov.legislate,2,7,2,1,1,0,0,,staged,3
gov.legislate--access-to-information-legislation,gov.legislate,2,6,2,1,1,0,0,,staged,3
gov.regional--shared-regional-infrastructure,gov.regional,2,13,4,1,2,1,0,,staged,3
gov.regional--cross-border-data-transfers,gov.regional,2,8,4,1,2,1,0,,staged,3
gov.standards--national-interoperability-standards,gov.standards,2,11,3,1,2,0,0,,staged,0
gov.standards--national-quality-standards,gov.standards,2,13,2,1,1,0,0,,staged,0
gov.standards--adoption-of-international-standards,gov.standards,2,13,2,1,1,0,2,off-topic;off-topic,staged,0
finance.mou--strategic-relationships,finance.mou,2,10,3,1,2,0,1,already-seen,staged,0
infra.connect--internet-usage,infra.connect,2,9,3,1,2,0,1,already-seen,staged,9
infra.connect--internet-exchange-points,infra.connect,2,13,1,1,0,0,0,,staged,9
infra.store--local-data-centre-capacity-all-providers,infra.store,2,7,2,1,0,0,2,headline-only-stub;already-seen,staged,1
infra.store--off-site-backup-capacity,infra.store,2,12,2,1,0,0,2,headline-only-stub;already-seen,staged,1
infra.energy--sufficient-energy-and-water-for-data-centres,infra.energy,2,13,3,1,2,0,0,,staged,1
infra.energy--rural-electrification,infra.energy,2,15,3,1,2,0,0,,staged,1
infra.capacity--robustness-of-government-hardware-and-software,infra.capacity,2,14,3,1,2,0,0,,staged,1
dpi.exchange--use-of-digital-id-in-other-systems,dpi.exchange,2,7,4,1,2,4,0,,staged,2
dpi.exchange--interoperability-of-health-systems,dpi.exchange,2,8,3,1,2,5,0,,staged,2
dpi.exchange--interoperability-of-education-systems,dpi.exchange,2,8,3,1,2,5,0,,staged,2
dpi.exchange--interoperability-of-social-protection-systems,dpi.exchange,2,8,4,1,2,5,0,,staged,2
dpi.id--authentication,dpi.id,2,7,3,1,1,4,1,headline-only-stub,staged,5
dpi.id--digital-id-from-birth,dpi.id,2,5,0,1,2,3,0,,staged,5
dpi.id--interoperability-of-birth-registration-and-digital-id,dpi.id,2,6,2,1,2,3,0,,staged,5
dpi.pay--governance-role-of-central-bank,dpi.pay,2,7,2,1,2,2,2,already-seen;already-seen,staged,5
dpi.pay--b2b-and-b2g-functionality,dpi.pay,2,8,1,1,2,5,0,,staged,5
dpi.pay--consumer-protection,dpi.pay,2,7,1,1,1,3,2,already-seen;already-seen,staged,5
dpi.registry--address-register,dpi.registry,2,9,1,1,0,8,0,,staged,5
dpi.registry--business-register,dpi.registry,2,13,4,1,1,11,0,,staged,5
dpi.registry--social-protection-register,dpi.registry,2,12,3,1,2,9,0,,staged,5
dpi.registry--electoral-register,dpi.registry,2,14,3,1,2,11,0,,staged,5
dpi.registry--tax-register,dpi.registry,2,9,2,1,1,7,0,,staged,5
dpi.mis--education,dpi.mis,2,10,3,1,2,7,0,,staged,3
dpi.mis--social-protection,dpi.mis,2,10,3,1,1,7,1,out-of-window,staged,3
dpi.mis--tax,dpi.mis,2,11,3,1,2,8,0,,staged,3
dpi.mis--land,dpi.mis,2,12,3,1,2,9,0,,staged,3
digital.localgov--ict-infrastructure-for-local-government,digital.localgov,2,10,5,1,2,2,0,,staged,2
digital.rural--digitalisation-of-rural-health-clinics,digital.rural,2,13,3,1,2,0,0,,staged,1
digital.rural--digitalisation-of-rural-primary-schools,digital.rural,2,9,3,1,1,1,0,,staged,1
digital.rural--digitalisation-of-rural-registry-offices,digital.rural,2,9,3,1,2,0,0,,staged,1
digital.rural--digitalisation-of-rural-police-stations,digital.rural,2,11,3,1,1,1,1,off-topic,staged,1
tech.ai--use-of-ai-in-government-administration,tech.ai,2,10,3,1,2,0,0,,staged,4
tech.ai--use-of-ai-in-sectoral-management-information-systems,tech.ai,2,13,2,1,1,0,1,off-topic,staged,4
tech.ai--control-of-ai-abuse,tech.ai,2,11,3,1,2,0,0,,staged,4
tech.innovate--technology-hubs,tech.innovate,2,13,3,1,2,0,0,,staged,1
capacity.literacy--digital-literacy-civil-service,capacity.literacy,2,11,4,1,2,0,1,already-seen,staged,0
capacity.literacy--digital-literacy-general-population,capacity.literacy,2,8,3,1,1,1,0,,staged,0
include.access--citizen-feedback-portals,include.access,2,7,3,1,0,2,2,already-seen;off-topic,staged,3
include.access--inclusion-of-persons-with-disabilities,include.access,2,8,2,1,1,0,2,off-topic,staged,3
include.access--inclusion-of-refugees-and-idps,include.access,2,8,3,1,1,1,2,fetch-blocked;out-of-window,staged,3
include.divides--bridging-of-digital-divides,include.divides,2,8,3,1,2,0,0,,staged,1
