indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
gov.policy--data-storage-cloud-strategy,gov.policy,2,9,0,1,1,0,0,,staged,5
gov.policy--data-interoperability-framework-roadmap,gov.policy,2,14,5,1,2,2,1,already-seen,staged,5
gov.policy--ai-strategy,gov.policy,2,12,4,1,2,1,1,already-seen,staged,5
gov.policy--data-localisation-policies,gov.policy,2,11,3,1,2,0,1,already-seen,staged,5
gov.policy--data-governance-policy,gov.policy,2,10,4,1,2,1,0,,staged,5
gov.policy--open-data-policy,gov.policy,2,11,2,1,1,0,0,,staged,5
gov.legislate--cybersecurity-legislation,gov.legislate,2,11,1,1,0,0,0,,staged,10
gov.legislate--legislation-enabling-data-interoperability,gov.legislate,2,12,2,1,1,0,0,,staged,10
gov.legislate--ai-legislation-regulations,gov.legislate,2,10,1,0,2,0,0,,staged,10
gov.legislate--statistics-legislation,gov.legislate,2,14,2,1,2,1,1,url-dead,staged,10
gov.legislate--access-to-information-legislation,gov.legislate,2,9,2,1,1,0,0,,staged,10
gov.protect--national-data-protection-readiness,gov.protect,2,,,0,2,,,,staged,4
gov.standards--national-interoperability-standards,gov.standards,2,,,0,1,,,,staged,3
gov.standards--adoption-of-international-standards,gov.standards,2,,,1,2,,,,staged,3
gov.discourse--non-governmental-contribution-to-national-policy,gov.discourse,2,,,1,0,,,,staged,1
gov.discourse--open-discussion-of-government-policy,gov.discourse,2,,,1,2,,,,staged,1
infra.connect--internet-usage,infra.connect,2,8,4,1,2,1,0,,staged,11
infra.connect--mobile-affordability,infra.connect,2,13,3,1,1,2,1,no-development,staged,11
infra.connect--national-fibre-backbone,infra.connect,2,11,4,1,2,1,0,,staged,11
infra.connect--internet-exchange-points,infra.connect,2,10,3,1,0,2,0,,staged,11
infra.store--off-site-backup-capacity,infra.store,2,11,3,0,2,1,0,,staged,3
infra.energy--sufficient-energy-and-water-for-data-centres,infra.energy,2,10,3,1,2,0,0,,staged,1
infra.energy--grid-reliability,infra.energy,2,27,3,1,2,0,0,,staged,1
infra.energy--rural-electrification,infra.energy,2,11,4,1,2,1,0,,staged,1
infra.capacity--robustness-of-government-hardware-and-software,infra.capacity,2,22,2,1,1,0,0,,staged,0
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,infra.capacity,2,18,2,1,1,0,0,,staged,0
dpi.exchange--use-of-digital-id-in-other-systems,dpi.exchange,2,17,1,1,1,0,0,,staged,4
dpi.exchange--interoperability-of-health-systems,dpi.exchange,2,13,1,1,2,0,0,,staged,4
dpi.exchange--interoperability-of-education-systems,dpi.exchange,2,18,3,1,2,0,1,already-seen,staged,4
dpi.exchange--interoperability-of-social-protection-systems,dpi.exchange,2,20,2,1,2,0,0,,staged,4
dpi.id--robustness-of-system,dpi.id,2,15,3,1,2,0,2,already-seen,staged,4
dpi.id--national-maintenance-of-id-and-credentials-systems,dpi.id,2,17,3,1,2,0,0,,staged,4
dpi.id--authentication,dpi.id,2,18,2,1,0,0,1,headline-only-stub,staged,4
dpi.id--digital-id-from-birth,dpi.id,2,16,3,1,2,0,0,,staged,4
dpi.id--interoperability-of-birth-registration-and-digital-id,dpi.id,2,18,2,1,2,0,0,,staged,4
dpi.id--use-by-other-systems,dpi.id,2,14,1,1,0,0,0,,staged,4
dpi.pay--governance-role-of-central-bank,dpi.pay,2,,,1,1,,,,staged,10
dpi.pay--revenue-collection,dpi.pay,2,,,1,2,,,,staged,10
dpi.pay--b2b-and-b2g-functionality,dpi.pay,2,,,1,1,,,,staged,10
dpi.registry--population-register,dpi.registry,2,,,0,1,,,,staged,7
dpi.registry--business-register,dpi.registry,2,,,1,2,,,,staged,7
dpi.registry--social-protection-register,dpi.registry,2,,,1,2,,,,staged,7
dpi.registry--tax-register,dpi.registry,2,,,1,2,,,,staged,7
dpi.registry--land-register,dpi.registry,2,,,1,2,,,,staged,7
dpi.mis--health,dpi.mis,2,,,1,2,,,,staged,6
dpi.mis--social-protection,dpi.mis,2,13,4,1,2,1,0,,staged,6
dpi.mis--tax,dpi.mis,2,11,4,1,2,1,0,,staged,6
digital.localgov--ict-infrastructure-for-local-government,digital.localgov,2,10,3,1,2,7,0,,staged,2
digital.rural--digitalisation-of-rural-health-clinics,digital.rural,2,14,3,1,2,11,0,,staged,3
digital.rural--digitalisation-of-rural-primary-schools,digital.rural,2,12,3,1,2,7,2,duplicate-in-run|already-seen,staged,3
digital.rural--digitalisation-of-rural-registry-offices,digital.rural,2,17,3,1,2,14,0,,staged,3
digital.rural--digitalisation-of-rural-police-stations,digital.rural,2,13,3,1,1,11,0,,staged,3
tech.ai--use-of-ai-in-government-administration,tech.ai,2,18,3,1,2,15,0,,staged,4
tech.ai--use-of-ai-in-sectoral-management-information-systems,tech.ai,2,15,2,1,2,12,0,,staged,4
tech.ai--control-of-ai-abuse,tech.ai,2,19,3,1,2,15,1,already-seen,staged,4
tech.innovate--technology-hubs,tech.innovate,2,17,2,1,2,14,0,,staged,2
capacity.literacy--digital-literacy-civil-service,capacity.literacy,2,,,0,2,,,,staged,3
capacity.training--dt-related-training-in-secondary-education,capacity.training,2,,,1,2,,,,staged,2
capacity.training--dt-related-university-facilities-and-qualifications,capacity.training,2,,,1,2,,,,staged,2
include.access--citizen-feedback-portals,include.access,2,,,1,2,,,,staged,4
include.access--citizen-participation-in-policy,include.access,2,,,1,0,,,,staged,4
include.access--inclusion-of-persons-with-disabilities,include.access,2,,,1,0,,,,staged,4
include.access--inclusion-of-refugees-and-idps,include.access,2,13,3,1,2,0,0,,staged,4
data.statistics--national-strategy-for-development-of-statistics,data.statistics,2,9,3,1,2,0,0,,staged,1
data.statistics--censuses-and-surveys,data.statistics,2,10,3,1,2,0,0,,staged,1
data.statistics--statistics-from-administrative-data,data.statistics,2,14,2,1,0,0,2,already-seen,staged,1
data.open--use-of-open-data,data.open,2,14,3,1,2,0,1,duplicate-in-run,staged,1
data.satellite--agricultural-use-of-satellite-data,data.satellite,2,15,3,1,2,0,0,,staged,1
geopol.usa--usa-hyperscaler-mous-engagements-and-commitments,geopol.usa,2,8,3,1,2,0,0,,staged,0
geopol.china--chinese-mous-engagements-and-commitments,geopol.china,2,9,3,1,1,1,0,,staged,1
geopol.eu--eu-mous-engagements-and-commitments,geopol.eu,2,15,3,1,2,0,0,,staged,0
geopol.gulf--gulf-mous-engagements-and-commitments,geopol.gulf,2,5,1,1,0,0,0,,staged,1
geopol.india--india-mous-engagements-and-commitments,geopol.india,2,10,3,1,1,0,1,headline-only-stub,staged,1
