indicator_id,url,title,publisher,published,brief,why_not
gov.policy--ict-strategy,https://moc.gov.gh/2026/04/24/ghana-launches-national-ai-strategy-to-drive-digital-transformation-and-economic-growth/,Ghana Launches National AI Strategy to Drive Digital Transformation and Economic Growth,Ministry of Communication Digital Technology and Innovations,2026-04-24,2,"DUP-EXACT per raw-url-index.py --check: already held at raw/2026/2026-04-24-moc-ghana-launches-national-ai-strategy.md - dropped already-seen, not fetched"
gov.policy--open-data-policy,https://www.opengovpartnership.org/wp-content/uploads/2024/01/Ghana_Action-Plan_2024-2028_Refresh_Jun2026_EN.pdf,Revised 5th National Action Plan (NAP 5) - Republic of Ghana Open Government Partnership,Republic of Ghana / Open Government Partnership,2026-06-01,2,Fetched and read; cap already filled by NITA Data Harmonisation Bill consultation and StatsBank 2.0 Release; NAP5's open-data content (GODI implementation commitment) is a generic multi-year renewal statement rather than a distinct dated action within the window
gov.standards--national-quality-standards,https://gsa.gov.gh/2026/06/gsa-giz-launch-organic-certification-logo-engage-stakeholders-on-organic-certification-scheme/,"GSA, GIZ Launch Organic Certification Logo, Engage Stakeholders on Organic Certification Scheme",Ghana Standards Authority,2026-06-19,2,Fetched and staged instead under gov.standards--adoption-of-international-standards (its ISO/IEC 17065 conformity-assessment basis fits that indicator better); not selected for national-quality-standards where Metrology Institute II and Gold Scales Calibration were the stronger fit
infra.energy--grid-reliability,https://gridcogh.com/work-ongoing-to-restore-power-to-akosombo/,Work Ongoing to Restore Power; Akosombo Switchyard Fire Incident,Ghana Grid Company Ltd (GRIDCo),2026-04-30,2,"Fetched and read; cap already filled by the two nationwide-blackout events (29 Jul and 20 Aug 2026), which are more directly reliability-relevant recurring system disturbances and closer to the end of the progress window"
dpi.exchange--interoperability-of-social-protection-systems,https://gnhr.mogcsp.gov.gh/registry.php,The Registry | GNHR,GNHR / Ministry of Gender Children and Social Protection,,1,live registry page with JS-rendered statistics not captured and no dateline; GISPIS TOR selected as the more specific and authoritative baseline instrument for the interoperability architecture
dpi.id--national-maintenance-of-id-and-credentials-systems,https://nia.gov.gh/legal-and-regulations/national-identification-authority-act-2006-act-707/,"National Identification Authority Act, 2006 (Act 707)",National Identification Authority,2023-11-05,1,page is a JS-loaded wrapper with no extractable act text (only boilerplate contact footer returned); NIA's About Us mandate statement selected as the fuller accessible baseline instead
dpi.id--national-maintenance-of-id-and-credentials-systems,https://www.dennislawgh.com/law-preview/national-identification-authority-act/1116,National Identification Authority Act 2006 (Act 707),DennisLawGh,,1,subscription paywall serves only Section 1 verbatim ('Login to Read Full Law'); NIA's About Us mandate statement selected as the fuller accessible baseline instead
dpi.id--national-maintenance-of-id-and-credentials-systems,https://ghalii.org/akn/gh/officialGazette/government-gazette/2006-06-23/34/eng@2006-06-23/source,"Ghana Gazette No.34, 23rd June 2006",Ghana Gazette / GhaLII,2006-06-23,1,"gazette issue carries only a correction notice referencing Act 707's section numbering, not the Act's substantive text"
dpi.id--interoperability-of-birth-registration-and-digital-id,https://gna.org.gh/2026/05/nia-begins-registration-of-children-aged-six-to-14-in-volta-oti-regions/,"NIA begins registration of children aged six to 14 in Volta, Oti Regions",Ghana News Agency,2026-05-07,2,"already selected as a progress event for dpi.id--digital-id-from-birth; NITA's GEDW stakeholder engagement chosen as the second, more directly interoperability-relevant distinct event for this indicator"
dpi.registry--address-register,https://ghanansem.com/news/ghanapostgps-integrates-with-google-maps-to-improve-last-mile-delivery-8808d8,GhanaPostGPS Integrates with Google Maps to Improve Last-Mile Delivery,Ghana Nsem,2026-04-21,2,"Single-sourced claim on a low-track-record domain, unverifiable named CEO quote, and GhanaPostGPS's own terms already describe Google Maps integration -- too uncertain to stage as a distinct verified event alongside the App Store integration record"
dpi.registry--address-register,https://www.linkedin.com/posts/ben-emunah-aikins-729695121_justiceowusuagyemang-qgis-gis-activity-7450842631187857408-06Gq,GhanaPostGPS Geocoder QGIS plugin announcement,BEN EMUNAH AIKINS (LinkedIn),2026-04-17,2,"Genuine first-hand post but describes a third-party developer's ecosystem tool built on the GhanaPostGPS API, not a movement of the national address-register system itself; not significant enough for the two-item cap"
dpi.registry--tax-register,https://gra.gov.gh/news/portfolio/gra-launches-itas-to-usher-in-a-fully-digital-tax-era/,GRA Launches ITAS to Usher in a Fully Digital Tax Era,Ghana Revenue Authority (GRA News),,2,"No discoverable published date anywhere on the page itself (checked at 15,000 characters); superseded by the dated graphiconline.com follow-up covering the same platform's operational onboarding milestone"
digital.rural--digitalisation-of-rural-health-clinics,https://www.moh.gov.gh/wp-content/uploads/2025/01/GHANA-HSMTDP-MTR-REPORT_FINAL_SIGNED.pdf,Report of the Mid-Term Review of the Health Sector Medium Term Development Plan 2022-2025,Ministry of Health Ghana,2024,1,secondary review of the HSMTDP; HISSP is the primary founding instrument and won the baseline slot
digital.rural--digitalisation-of-rural-health-clinics,https://www.linkedin.com/posts/ghsofficial_the-service-in-collaboration-with-the-christian-activity-7484370407232495616-7ORp,GHS and CHAG launch the Nurture App,Ghana Health Service / CHAG,2026-07-18,2,launched/implemented at municipal and tertiary hospitals (Weija Gbawe Municipal Hospital Tetteh Quarshie Memorial Hospital Kasoa Polyclinic) not stated as reaching rural clinics specifically; cap already filled by two more clearly rural-facility events
digital.rural--digitalisation-of-rural-primary-schools,https://emis.moeghana.com/,MoE | EMIS portal,Ghana Ministry of Education,,1,live login portal not a document; GPE System Capacity Grant proposal gives a dated authoritative statement of EMIS's current standing and was used as baseline instead
digital.rural--digitalisation-of-rural-primary-schools,https://www.adomonline.com/govt-statistician-highlights-plans-for-register-based-education-data-system-after-meeting-with-education-minister/,Govt Statistician highlights plans for register-based education data system,Adomonline,2026-07-22,2,national data-system plan not rural/primary-school specific; cap already filled by the Starlink rural-connectivity rollout and the EMIS ICT-indicator workshop which are more directly on-topic
