indicator_id,url,title,publisher,published,brief,why_not
gov.policy--data-storage-cloud-strategy,https://www.aps.dz/fr/presidence-news/mr86odto-le-president-de-la-republique-procede-a-l-inauguration-et-au-lancement-de-plusieurs-projets-strategiques-a-alger,Le president de la Republique procede a l'inauguration et au lancement de plusieurs projets strategiques a Alger,Algerie Presse Service,2026-07-05,2,"same event as the selected El Watan article; APS's own capture was a one-paragraph stub with no infrastructure detail, El Watan's fuller account of the same inauguration was selected instead (two reports of one event)"
gov.legislate--digital-payments-legislation,https://www.joradp.dz/FTP/jo-francais/2025/F2025068.pdf,Journal Officiel N 68 - Reglement n 25-13 du 24 septembre 2025 relatif au marche monetaire interbancaire relevant de la finance islamique,Banque d'Algerie,2025-10-14,2,"off-topic relative to Reglement 25-14 in the same JO issue: governs Islamic interbank money-market settlement infrastructure via ARTS, not digital-payments/PSP regulation; Reglement 25-14 was selected instead"
dpi.id--registration-of-entire-population,https://www.joradp.dz/FTP/jo-francais/2017/F2017025.pdf,Décret présidentiel n° 17-143 du 18 avril 2017 fixant les modalités d'établissement de la CNI,Journal officiel,2017-04-19,1,"Establishes the biometric ID card, not the population/civil registration instrument itself; Loi 14-08 preferred as baseline"
dpi.id--registration-of-entire-population,https://apai-crvs.uneca.org/sites/default/files/resourcefiles/Leaving%20no%20one%20behind%20for%20civil%20registration%20in%20Africa_English.pdf,West Africa Sustainable Development Report 2024,UNECA,2024,1,"Cites a MICS 2018-19 birth-registration figure (100% under-5) but is a regional report, not a national instrument; not fetched"
dpi.id--digital-id-from-birth,https://www.joradp.dz/FTP/jo-francais/2010/F2010054.pdf,Décret exécutif n° 10-210 du 16 septembre 2010 instituant le NIN,Journal officiel,2010-09-19,1,"Repealed by Décret 23-316 (2023); superseded, current instrument preferred"
dpi.id--interoperability-of-birth-registration-and-digital-id,https://www.aps.dz/fr/algerie/education-et-technologie/mhi5i5ps-le-conseil-des-ministres-approuve-le-projet-de-loi-relatif-aux-services-de-confiance-pour-les-transactions-electroniques-et-a-l-identification-electronique,Le Conseil des ministres approuve le projet de loi relatif aux services de confiance,APS,2025-11-02,2,"Announced intention/approval stage superseded by the completed Loi 26-02 promulgation (Feb 2026), same event chain; not fetched"
dpi.pay--g2p-functionality,https://www.joradp.dz/FTP/jo-francais/2024/F2024010.pdf,Loi n° 24-01 du 11 février 2024 portant mesures particulières pour l'obtention de la pension alimentaire,Journal officiel,2024-02-11,1,Narrower bounded statutory programme (alimony fund); Loi 23-09 preferred as the broader payment-systems baseline; not fetched
dpi.pay--g2p-functionality,https://www.poste.dz/services/professional/operation-compte,Opérations admises sur un compte CCP,Algérie Poste,undated,1,"Supporting operational page, not a founding instrument; not fetched"
dpi.pay--b2b-and-b2g-functionality,https://www.aps.dz/fr/economie/banque-et-finances/mikdqi6d-m-paiement-l-interoperabilite-elargie-a-15-banques-en-2026,M-paiement: l'interopérabilité élargie à 15 banques en 2026,APS,2025-11-29,2,Prospective/announced 2026 extension rather than a completed step; ranked below the two operational launches chosen; not fetched
dpi.registry--population-register,https://www.enna.dz/wp-content/uploads/2021/06/JOn41-2015.pdf,Décret exécutif n° 15-204 du 27 juillet 2015,Journal officiel (mirror),2015-07-29,1,Outside the progress window and already superseded in relevance by the founding Loi 14-08 baseline; not fetched
dpi.registry--civil-register,https://consulat-nantes-algerie.fr/9481/communique-du-ministere-des-affaires-etrangeres-lancement-dun-nouveau-service-destine-aux-citoyens-nes-a-letranger-et-presents-dans-le-pays-pour-inclure-les-demandes-denre,Communiqué du ministère des Affaires étrangères — nouveau service pour citoyens nés à l'étranger,Consulat d'Algérie à Nantes,2026-01-16,2,"Fetched but headline-only-stub: captured body carries only the title/date/footer, no article text; dropped, not staged"
dpi.registry--address-register,https://www.joradp.dz/FTP/JO-FRANCAIS/2019/F2019060.pdf,Décret exécutif n° 19-258 du 28 septembre 2019 standardisant le format des adresses postales,Journal officiel,2019-09-28,1,"Standardises postal-address/postal-code format, not a geocoded address database; answers a different question than the RNA; not fetched"
dpi.registry--address-register,https://www.facebook.com/interieur.dz/posts/1145167947653254,Généralisation du référentiel national d'adressage — extension à quatre wilayas,Ministère de l'Intérieur (Facebook),2025-09-03,2,Alternate RNA-extension announcement; Timimoun and Mostaganem items preferred as cleaner primary/secondary sources; not fetched
dpi.registry--social-protection-register,https://www.joradp.dz/FTP/jo-francais/2025/F2025078.pdf,Décret exécutif n° 25-307 du 16 novembre 2025 modifiant le régime de l'AFS,Journal officiel,2025-11-23,2,Narrower eligibility-rule amendment to the existing AFS file; carte-sociale items ranked as more significant movements; not fetched
dpi.registry--electoral-register,https://www.joradp.dz/FTP/jo-francais/2026/F2026062.pdf,Décret présidentiel n° 26-284 du 29 août 2026 portant convocation du corps électoral,Journal officiel,2026-08-29,2,"Election-convocation decree triggering a September 2026 exceptional revision; procedural and forward-looking, ranked below the two chosen items; not fetched"
dpi.registry--tax-register,https://www.aps.dz/fr/economie/commerce-et-service/mkodg3kj-direction-generale-des-impots-obligation-de-souscription-en-ligne-des-declarations-fiscales-a-partir-du-1er-janvier-en-cours,Obligation de souscription en ligne des déclarations fiscales à partir du 1er janvier,APS,2026-01-21,2,"Concerns mandatory e-filing of declarations, not the taxpayer register itself; ranked below the two chosen items; not fetched"
digital.rural--digitalisation-of-rural-registry-offices,https://www.aps.dz/en/algeria/education-technology/mrghoml7-national-digital-services-portal-marks-new-era-of-integrated-efficient-public-services,"National digital services portal marks new era of integrated, efficient public services",Algerie Presse Service,2026-07-11,2,Paywalled beyond the lead paragraph; national digital-services-portal story does not specifically evidence rural registry offices
digital.rural--digitalisation-of-rural-registry-offices,https://www.aps.dz/fr/algerie/education-et-technologie/mraspya2-dzds-dz-seul-lien-officiel-du-portail-national-des-services-numeriques,"""dzds.dz"", seul lien officiel du portail national des services numeriques",Algerie Presse Service,2026-07-07,2,"Fetched as a non-paywalled substitute for the English item above; confirms only the portal's official domain name, no content on rural registry offices specifically, weaker fit than the Interior Ministry commune/wilaya etat-civil item selected instead"
geopol.gulf--gulf-mous-engagements-and-commitments,https://www.mofa.gov.ae/en/the-uae/uae-the-achiever/agreements,Agreements,UAE Ministry of Foreign Affairs,,1,"fetched in full (broadest official catalogue of Algeria-UAE bilateral instruments) but the page carries no date anywhere; the cap keeps one baseline and the Kuwait investment-protection convention (dated, ratified, primary legal text) was preferred as the founding/enacting instrument"
