indicator_id,url,title,publisher,published,brief,why_not
gov.policy--data-storage-cloud-strategy,https://nationalbudget2026.govmu.org/documents/2026_27_PSIP.pdf,Public Sector Investment Programme 2026-2027 to 2030-2031,Ministry of Finance,2026-06-19,2,fetched but the specific GOC Tier IV Data Centre budget line could not be reliably isolated in a 150k-char capture of a multi-hundred-page document; Scale-Out Storage tender already covers this progress slot
infra.store--off-site-backup-capacity,https://mitci.govmu.org/mitci/wp-content/uploads/2025/10/Clarification-No.-2.pdf,Request for Information... Sovereign Cloud RFI Clarification No. 2,Ministry of Information Technology Communication and Innovation,2025-09-19,2,cap reached (rank3 of 3); staged instead as progress for infra.capacity--robustness
infra.capacity--robustness-of-government-hardware-and-software,https://mitci.govmu.org/mitci/wp-content/uploads/2026/03/Executive-Summary-of-Bid-Evaluation-Report-Scale-Out-Storage-Solution-for-the-GOC-.pdf,Notification of Award: Scale Out Storage Solution for the GOC,Ministry of Information Technology Communication and Innovation,2026-03-27,2,cap reached; sovereign cloud RFI (rank3) chosen for closer robustness/resilience fit; already staged as progress for infra.store
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,https://mitci.govmu.org/mitci/wp-content/uploads/2025/05/Blueprint-for-Mauritius-2025.pdf,A Blueprint for Mauritius: A Bridge to the Future - Digital Transformation 2025-2029,Ministry of Information Technology Communication and Innovation,2025-05-27,1,"superseded by the more specific DGTS Progress Update for ""local capacity"" framing; already staged as baseline for infra.capacity--robustness"
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,https://mitci.govmu.org/mitci/wp-content/uploads/2025/10/Clarification-No.-2.pdf,Request for Information... Sovereign Cloud RFI Clarification No. 2,Ministry of Information Technology Communication and Innovation,2025-09-19,2,cap reached; already staged as progress for infra.capacity--robustness; AI strategy and ISMS workshop chosen as more specific local-capacity events
dpi.registry--electoral-register,https://electoral.govmu.org/oec/,Office of the Electoral Commissioner (homepage),Office of the Electoral Commissioner,,2,generic homepage; does not itself substantiate the specific 16-Aug-2026 in-force claim beyond what the baseline and other progress pick already establish
digital.rural--digitalisation-of-rural-registry-offices,https://article.wn.com/view/2026/04/24/Procurement_Ref_No_MOA_Q63_202526_ONB_Digital_Land_Managemen/,Procurement Ref. No: MOA/Q63/2025-26/ONB - Digital Land Management System (DLMS) for Head Office,Worldnews.com (aggregator),2026-04-24,2,"thin aggregator stub (""...read full story"") of a primary notice, not the primary source itself"
digital.rural--digitalisation-of-rural-police-stations,https://police.govmu.org/police/?page_id=8097,Press Notice for Invitation of Bids - Mauritius Police Force,Mauritius Police Force,,2,"generic tender-listing page; only one bullet line references the ADSU MIS tender, no substantive content specific to it"
tech.ai--use-of-ai-in-government-administration,https://aim.govmu.org/aim/,Artificial Intelligence Unit (AIM),"Ministry of Information Technology, Communication and Innovation",,1,"institutional landing page, less substantive than the FAIR Guidelines chosen as baseline; redundant coverage"
include.access--citizen-feedback-portals,https://pmo.govmu.org/Communique/Annual_Report_2023.2024.pdf,Annual Report on Performance 2023-2024,Prime Minister's Office,2024,1,already in OSINT mirror (DUP-EXACT)
data.statistics--national-strategy-for-development-of-statistics,https://www.paris21.org/sites/default/files/media/document/2026-02/nsds_summary_table_2026.pdf,NSDS Status of Countries - January 2026,PARIS21,2026-01,1,already in OSINT mirror (DUP-EXACT); also a status commentary rather than the instrument itself
data.satellite--meteorological-use-of-satellite-data,https://www.pmindia.gov.in/en/news_updates/india-mauritius-joint-vision-for-an-enhanced-strategic-partnership/,India-Mauritius Joint Vision for an Enhanced Strategic Partnership,Prime Minister's Office of India,2025-03-12,2,"published 11-12 March 2025, before the 2025-09-01 window start"
