indicator_id,url,title,publisher,published,brief,why_not
gov.policy--ict-strategy,https://usaf.gov.ss/about-usaf/,About USAF,Universal Service and Access Fund (Republic of South Sudan),,1,secondary corroboration of the 2012 policy's continued standing - not the instrument itself, superseded by the ictpolicyafrica.org capture of the policy document
gov.policy--data-governance-policy,https://documents1.worldbank.org/curated/en/099082124032516953/txt/P176181189ab9907919b721aee1da24ba45.txt,EA-RDIP Implementation Support Mission Aide-Memoire (June 2024),World Bank,2024-06-07,1,mission report is overwhelmingly about broadband/connectivity procurement not data governance specifically; only a fragmentary GEA mention at the point of truncation - too weak and indirect to serve as the baseline instrument
gov.policy--open-data-policy,https://tradeinfohub.gov.ss/menu/5,South Sudan Trade Information Hub,Ministry of Trade and Industry (Republic of South Sudan),,2,live platform page carries no launch/announcement date or dateable event text on either page checked (menu and Team) - cannot honestly establish published, and content is procedural navigation not open-data-policy evidence
gov.legislate--legislation-covering-digital-id,https://www.refworld.org/sites/default/files/2025-04/civil_registration_and_national_identification.pdf,"Civil Registration and National Identification Regulations, 2024",National Legislative Bodies (Republic of South Sudan) via RefWorld/UNHCR,2024,1,most authoritative and specific instrument located but hard fetch failure (CRAWL_UNKNOWN_ERROR) on two attempts; Nationality Act 2011 staged instead as the fullest verbatim primary reachable in the same legal chain
gov.legislate--legislation-covering-digital-id,https://www.ecoi.net/en/document/2124073.html,"Civil Registration and National Identification Regulations, 2024 (catalogue record)",ecoi.net / UNHCR,2024,1,catalogue/metadata record only, not the document's own text
gov.legislate--legislation-covering-digital-id,https://www.refworld.org/legal/legislation/natlegbod/2018/en/123122,"Civil Registry Act, 2018",RefWorld / National Legislative Bodies (Republic of South Sudan),2018,1,catalogue/metadata record only - the document-view link carried no retrievable full text
gov.legislate--ai-legislation-regulations,https://www.eyeradio.org/kiir-signs-cybercrime-financial-auditing-and-conservation-into-law/,"Kiir signs Cybercrime, Financial Auditing, and Conservation into law",Eye Radio,2026-02-18,2,same enactment event already captured by the baseline Act text (signed 18 Feb 2026) - would double-count one event as both baseline and progress
gov.legislate--statistics-legislation,https://africa.unwomen.org/sites/default/files/2026-01/south_sudan_gender_statistics_strategy_2023_2033_0202202501.pdf,South Sudan Gender Statistics Strategic Plan 2023-2033,UN Women / COMESA / National Bureau of Statistics,2026-01,2,broad sector strategy document (gender statistics), not itself statistics legislation; its cited legal-framework-gap claim sits in a section (2.1) beyond the captured excerpt and could not be verified directly
gov.protect--national-data-protection-readiness,https://research.lawlab.africa/south-sudan/,"Data Protection in South Sudan: Law, Regulator, Enforcement",Law Lab Africa,2026-08-01,1,dated status re-verification confirming no change (no law, no regulator, no enforcement) rather than a distinct movement event; World Bank ID4D diagnostic staged as baseline is more detailed and authoritative
gov.regional--regional-legal-harmonisation,https://igad.int/wp-content/uploads/2024/05/ToR-for-Harmonization-of-Cybersecurity-Legal-Frameworks-in-IGAD-Member-States-1.pdf,Terms of Reference for Harmonization of Cybersecurity Legal Frameworks in IGAD Member States,IGAD,2024-05,brief1,"Procurement ToR for a consultancy study, not South Sudan-specific nor an enacted instrument; Smart Africa Declaration preferred as SSDs own authoritative act"
gov.regional--cross-border-data-transfers,https://mictps.gov.ss/wp-content/uploads/2024/02/South-Sudan-Environmental-and-Social-Management-Framework-EARDIP-P176181.pdf,Environmental and Social Management Framework (ESMF) Eastern Africa Regional Digital Integration Project (P176181),Ministry of ICT and Postal Services (South Sudan) / World Bank,2023-05-10,brief1,"200-page E&S safeguards document, not a cross-border data-transfer instrument itself; EAC framework validation article preferred as more directly on-topic and current"
gov.standards--national-interoperability-standards,https://boss.gov.ss/boss-launches-first-ever-electronic-interbank-payment-system/,BoSS Launches First-Ever Electronic Interbank Payment System,Bank of South Sudan,2025-10-10,brief2,DUP-EXACT per raw-url-index.py - already admitted at raw/2025/2025-10-10-boss-launches-first-electronic-interbank-payment-system.md; dropped already-seen
gov.standards--adoption-of-international-standards,https://mictps.gov.ss/revitalized-natl-legislative-assembly-passed-cybersecurity-and-computer-misuse-bill/,REVITALIZED NATL LEGISLATIVE ASSEMBLY PASSED CYBERSECURITY AND COMPUTER MISUSE BILL,Ministry of ICT and Postal Services (South Sudan),2025-11-25,brief2,Same event as the selected radiotamazuj.org item but the captured body does not itself state the international-standards alignment claim attributed to the Justice Minister; radiotamazuj preferred as it carries the direct quote
gov.discourse--non-governmental-contribution-to-national-policy,https://paradigmhq.org/press-release-paradigm-initiative-partners-with-koneta-hub-to-drive-dialogue-on-data-protection-law-in-south-sudan/,Paradigm Initiative Partners with Koneta Hub to Drive Dialogue on Data Protection Law in South Sudan,Paradigm Initiative,2025-10-17,brief2,DUP-EXACT per raw-url-index.py - already admitted at raw/2025/2025-10-17 Paradigm Initiative partners with Koneta Hub on data protection law in South Sudan.md; dropped already-seen
finance.new--mobilisation-of-non-state-finance,https://www.finnfund.fi/en/news-and-publications/news/finnfund-expands-support-for-digital-infrastructure-and-climate-action-in-south-sudan-with-follow-on-investment-in-crei/,Finnfund expands support for digital infrastructure and climate action in South Sudan with follow-on investment in CREI,Finnfund,2026-02-19,brief2,Same underlying November 2025 signing/commitment as the selected Finnfund CREI project-profile baseline; the profile page preferred as the primary investment record rather than the news announcement of it
infra.connect--internet-exchange-points,https://www.pch.net/ixp/summary,Report on Internet Exchange Point Locations,Packet Clearing House,2026-08-21,brief1,DUP-EXACT per raw-url-index.py - already admitted at raw/2026/2026-08-21-pch-report-on-internet-exchange-point-locations.md; dropped already-seen
infra.connect--internet-exchange-points,https://www.internetsociety.org/wp-content/uploads/2026/03/2025-Annual-Report_EN.pdf,2025 Internet Society Annual Report,Internet Society,2026-03-01,brief2,Fetched but no South-Sudan-specific IXP content found in the captured sections (global org report using Panama/Malawi/Uganda examples); does not qualify as a distinct SSD event
infra.store--off-site-backup-capacity,https://documents1.worldbank.org/curated/en/099081325035035404/pdf/P179278-98e32fbd-a048-4186-9283-aa5722f29588.pdf,Procurement Plan: Strengthening South Sudan's Financial Sector (P179278),World Bank / Bank of South Sudan,2025-08-13,2,"Fetched and reviewed: a general ICT-equipment procurement line (servers/cooler/firewalls/solar/batteries) for the FIU, not a geographically separate or off-site backup/disaster-recovery arrangement - does not establish movement on this indicator"
infra.energy--rural-electrification,https://mictps.gov.ss/eu-earmarks-south-sudan-40-million-in-grant-to-extent-electricity-from-uganda/,EU Earmarks South Sudan 40 Million in Grant to Extend Electricity from Uganda,Ministry of ICT and Postal Services (MICT&PS),2025-12-01,2,"Fetched and reviewed: a funding earmark/commitment, not a completed step; weaker than the two completed-implementation events (Nimule launch, Aweil solar handover) selected for the two-item cap"
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,https://tenderportal.ppdaa.gov.ss/bid/440/expression-interest-conducting-national-digital-skills-assessment-framework-development-and,"Expression of Interest for Conducting National Digital Skills Assessment, Framework Development and Implementation Plan",Government of South Sudan Public Procurement and Disposal of Assets Authority (PPDAA) / MICT&PS,2026-06-15,2,"Fetched and reviewed: a procurement launch (planning step), weaker than the two completed/concrete events (DISK programme renovation underway, China training completed) selected for the cap"
dpi.exchange--national-data-exchange-system,https://www.eyeradio.org/s-sudan-reaffirms-commitment-to-regional-digital-cooperation-at-estonia-forum/,S. Sudan reaffirms commitment to regional digital cooperation at Estonia forum,Eye Radio,2026-05-28,2,"Fetched and reviewed: a roundtable policy reaffirmation with no concrete action taken, weaker than the NCA e-service circular and MICT&PS governance-strategy procurement selected for the cap"
dpi.exchange--use-of-digital-id-in-other-systems,https://www.cityreviewss.com/revenue-authority-digitizes-passport-payments-pledges-uninterrupted-issuance/,"Revenue Authority digitizes passport payments, pledges uninterrupted issuance",The City Review South Sudan,2026-01-20,2,"Fetched and reviewed: concerns cashless payment processing for ID/passport issuance (back-office), not the use of digital ID for authentication/verification in other systems - more tangential than the two selected candidates"
dpi.exchange--interoperability-of-health-systems,https://dhis2.org/hisp-highlights-may-2026/,HISP Highlights May 2026,DHIS2 / HISP Tanzania,2026-06-01,2,Fetched and reviewed: a global HISP newsletter; the South Sudan National Malaria Data Repository item is a brief four-day planning workshop reference and was not substantively present in the captured content - weaker than the two concrete DHIS2 integrations selected for the cap
dpi.id--authentication,https://documents1.worldbank.org/curated/en/099053126171570627/pdf/P502463-0c06abde-be3d-4f83-b9e1-eca068e7bc1e.pdf,Identification for Development (ID4D) Country Diagnostic: South Sudan,World Bank Group,2026-05,1,"comprehensive diagnostic/commentary, not the authentication instrument itself; statute (Nationality Regulations 2011) preferred for this indicator; staged instead as baseline for other indicators in this slice"
dpi.id--authentication,https://mojca.gov.ss/wp-content/uploads/2023/03/Nationality-Act-2011.pdf,"The Nationality Act, 2011",Government of South Sudan (Ministry of Justice),2011-07-07,1,"establishes the Directorate and general nationality framework but does not itself address authentication/verification; Nationality Regulations 2011 (same legal family, more specific) preferred"
dpi.id--authentication,https://www.refworld.org/legal/legislation/natlegbod/2018/en/123122,"South Sudan: Civil Registry Act, 2018",Refworld/National Legislative Bodies,2018,1,"only a metadata/landing page was retrievable, no verbatim operative text obtainable; not specific to authentication in any case"
dpi.id--authentication,https://www.refworld.org/sites/default/files/2025-04/civil_registration_and_national_identification.pdf,"Civil Registration and National Identification Regulations, 2024",Government of South Sudan,2024,1,"fetch failed three times (CRAWL_LIVECRAWL_TIMEOUT / CRAWL_UNKNOWN_ERROR); no body obtained, could not be evaluated for staging"
dpi.id--digital-id-from-birth,https://www.refworld.org/sites/default/files/2025-04/civil_registration_and_national_identification.pdf,"Civil Registration and National Identification Regulations, 2024",Government of South Sudan,2024,1,fetch failed three times (CRAWL_LIVECRAWL_TIMEOUT / CRAWL_UNKNOWN_ERROR); no body obtained; would otherwise have been a strong statute-based baseline candidate for this indicator
dpi.id--digital-id-from-birth,https://www.refworld.org/legal/legislation/natlegbod/2018/en/123122,"South Sudan: Civil Registry Act, 2018",Refworld/National Legislative Bodies,2018,1,"only a metadata/landing page retrievable, no verbatim operative text; superseded in currency by the 2026 World Bank diagnostic's account of the same framework"
dpi.id--digital-id-from-birth,https://mojca.gov.ss/wp-content/uploads/2023/03/Nationality-Act-2011.pdf,"The Nationality Act, 2011",Government of South Sudan (Ministry of Justice),2011-07-07,1,"general nationality statute, not specific to birth-to-ID linkage; superseded in currency and specificity by the 2026 diagnostic"
dpi.id--digital-id-from-birth,https://mgcsw.gov.ss/wp-content/uploads/2021/04/CRC-Initial-Report-Final-5.pdf,Convention on the Rights of the Child: Initial Report of South Sudan,Government of South Sudan (MGCSW),2021,1,"historical status report, superseded by the current 2026 World Bank diagnostic covering the same ground; not fetched given clear supersession"
dpi.id--digital-id-from-birth,https://www.unicef.org/southsudan/stories/south-sudan-registering-birth-providing-identity,"In South Sudan, registering a birth, providing an identity",UNICEF South Sudan,2018-01-13,1,"2018 pilot description, long superseded by current diagnostic; not fetched given clear supersession"
dpi.id--digital-id-from-birth,https://www.biometricupdate.com/202607/south-sudan-plans-interoperable-birth-registration-digital-id-systems,South Sudan plans interoperable birth registration digital ID systems,Biometric Update,2026-07,2,"same event as the already-ingested Eye Radio 2026-07-28 report (drop code already-seen); two reports of one event, not staged"
dpi.id--interoperability-of-birth-registration-and-digital-id,https://www.docslides.com/view/republic-of-south-sudan-toward-robust-civil,DCRNPI presentation on civil registration interoperability,DCRNPI (via docslides.com aggregator),,1,"document-sharing aggregator hosting an undated DCRNPI slide deck; not fetched, superseded by the fuller and fetchable World Bank diagnostic covering the same 'way forward' content"
dpi.id--interoperability-of-birth-registration-and-digital-id,https://www.nbs.gov.ss/statistics/Health_Statistics.php,National Bureau of Statistics Health Statistics,South Sudan National Bureau of Statistics,,1,"health-sector birth-notification counts, not evidence of a DHIS2-DCRNPI technical interface; not fetched given marginal relevance"
dpi.id--use-by-other-systems,https://mofaic.gov.ss/wp-content/uploads/2023/03/Anti-Money-Laundering-and-Counter-Terrorist-Financing-Act-29-of-2012.pdf,"Anti-Money Laundering and Counter Terrorist Financing Act, 2012",Government of South Sudan,2012,1,financial-sector KYC statute; requires an official record for identity verification but does not itself establish NIC/NC/PIN as the recognised identifier; staged instead as baseline for dpi.pay--consumer-protection
dpi.id--use-by-other-systems,https://mojca.gov.ss/wp-content/uploads/2023/03/Land-Act-2009.pdf,"The Land Act, 2009",Government of Southern Sudan,2009,1,"land registration is organised around parcel/title records, not NIC/NC/PIN; staged instead as baseline for dpi.mis--land"
