indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
gov.policy--ict-strategy,gov.policy,2,,,1,0,,,,staged,6
gov.policy--broadband-strategy,gov.policy,2,,,1,1,,,,staged,6
gov.policy--data-storage-cloud-strategy,gov.policy,2,8,5,1,1,3,1,already-seen,staged,6
gov.policy--data-interoperability-framework-roadmap,gov.policy,2,12,2,1,1,0,2,already-seen|already-seen,staged,6
gov.policy--data-localisation-policies,gov.policy,2,9,3,1,0,2,0,,staged,6
gov.policy--data-governance-policy,gov.policy,2,13,2,1,1,0,2,already-seen|already-seen,staged,6
gov.policy--open-data-policy,gov.policy,2,13,0,1,2,0,0,,staged,6
gov.legislate--cybersecurity-legislation,gov.legislate,2,11,1,1,1,0,0,,staged,3
gov.legislate--digital-payments-legislation,gov.legislate,2,,,1,2,,,,staged,3
gov.legislate--ai-legislation-regulations,gov.legislate,2,10,1,0,1,0,0,,staged,3
gov.legislate--e-commerce-legislation,gov.legislate,2,,,1,0,,,,staged,3
gov.legislate--statistics-legislation,gov.legislate,2,,,1,0,,,,staged,3
gov.legislate--access-to-information-legislation,gov.legislate,2,11,2,1,1,0,0,,staged,3
gov.regional--regional-legal-harmonisation,gov.regional,2,13,3,1,1,1,1,already-seen,staged,5
gov.regional--shared-regional-infrastructure,gov.regional,2,13,3,1,2,0,0,,staged,5
gov.regional--cross-border-data-transfers,gov.regional,2,11,3,1,2,0,0,,staged,5
gov.standards--national-interoperability-standards,gov.standards,2,9,2,1,1,0,3,already-seen|already-seen|already-seen,staged,0
gov.standards--national-quality-standards,gov.standards,2,12,4,1,2,2,0,,staged,0
gov.standards--adoption-of-international-standards,gov.standards,2,9,2,1,2,0,0,,staged,0
gov.discourse--non-governmental-contribution-to-national-policy,gov.discourse,2,15,3,1,2,0,0,,staged,0
gov.discourse--open-discussion-of-government-policy,gov.discourse,2,15,3,1,2,0,1,already-seen,staged,0
finance.new--mobilisation-of-non-state-finance,finance.new,2,11,3,1,2,0,0,,staged,3
infra.connect--internet-usage,infra.connect,2,6,3,1,2,0,0,,staged,5
infra.connect--national-fibre-backbone,infra.connect,2,11,3,1,2,0,1,already-seen,staged,5
infra.connect--internet-exchange-points,infra.connect,2,8,1,1,0,0,0,,staged,5
infra.store--off-site-backup-capacity,infra.store,2,8,3,1,2,0,0,,staged,3
infra.energy--grid-reliability,infra.energy,2,9,3,1,2,0,0,,staged,1
