indicator_id,file,brief,rank,why
gov.policy--ict-strategy,baseline/2024-09-25-morocco-strategie-digital-morocco-2030-lancement.md,1,1,Ministry's own dated strategy launch page stating the founding vision and approach; the companion PDF brochure fetched only garbled OCR text
gov.policy--ict-strategy,progress/2026-02-10-morocco-idarati-x0-portefeuille-numerique-national.md,2,1,Most significant in-window movement: cross-government Idarati X.0 meta-application and national digital wallet launch
gov.policy--ict-strategy,progress/2025-09-11-morocco-convention-cadre-ia-responsable-cndp-mtnra.md,2,2,Second distinct movement: national responsible-AI framework and LLM platform convention
gov.policy--data-governance-policy,baseline/2009-02-18-morocco-loi-09-08-protection-donnees-personnelles.md,1,1,The operative founding personal-data-protection statute itself
gov.policy--data-governance-policy,progress/2025-11-28-morocco-cndp-nouvelles-deliberations.md,2,1,Most significant in-window movement: five new CNDP operational deliberations converting the law into practice
gov.policy--data-governance-policy,progress/2026-04-08-eu-morocco-digital-dialogue-launch.md,2,2,Second distinct movement: EU-Morocco Digital Dialogue covering data governance/AI/interoperability
gov.legislate--digital-payments-legislation,baseline/2014-12-24-morocco-loi-103-12-etablissements-credit.md,1,1,The operative consolidated banking/payments statute itself (Articles 6/15-18/22/34 on payment instruments and establishments)
gov.legislate--digital-payments-legislation,progress/2026-07-10-morocco-communique-conjoint-interchange-cap.md,2,1,Most significant in-window movement: interchange-fee cap reduction decision n265/W/2026
gov.legislate--digital-payments-legislation,progress/2025-10-31-morocco-communique-cmi-desengagement.md,2,2,Second distinct movement: CMI market-opening divestiture calendar extension to multi-acquirer model
gov.legislate--e-commerce-legislation,baseline/2020-12-31-morocco-loi-43-20-services-confiance-transactions-electroniques.md,1,1,Regulator's own page for the current governing electronic-trust-services/e-transaction law
gov.legislate--e-commerce-legislation,progress/2025-12-31-morocco-igoc-2026-publication.md,2,1,Most significant in-window movement: forex rulebook reform explicitly designed to simplify electronic commerce
gov.legislate--e-commerce-legislation,progress/2025-11-28-morocco-cndp-nouvelles-deliberations.md,2,2,Second distinct movement: cookie/consent deliberation directly governing e-commerce checkout and advertising (document also answers gov.policy--data-governance-policy)
gov.legislate--statistics-legislation,baseline/1968-08-05-morocco-decret-royal-370-67-etudes-statistiques.md,1,1,Founding statistical-surveys decree still cited by HCP as governing text; the 2026 reform's own promulgated text (Law 047.26) could not be fetched (HTTP 404)
gov.legislate--statistics-legislation,progress/2026-07-02-morocco-conseil-gouvernement-adoption-loi-046-26-047-26.md,2,1,First distinct step of the 2026 reform: Conseil de gouvernement adoption of laws 046.26/047.26
gov.legislate--statistics-legislation,progress/2026-07-13-morocco-chambre-conseillers-adoption-loi-046-26-047-26.md,2,2,Second distinct step: unanimous Chambre des conseillers adoption completing the parliamentary process
gov.regional--regional-legal-harmonisation,baseline/1989-02-17-uma-treaty-instituting-arab-maghreb-union.md,1,1,The founding regional treaty itself
gov.regional--regional-legal-harmonisation,progress/2026-06-10-morocco-coe-neighbourhood-partnership-2026-2029.md,2,1,Most significant in-window movement: Council of Europe Neighbourhood Partnership launch
gov.regional--regional-legal-harmonisation,progress/2026-06-03-morocco-uncitral-isds-workshop-rabat.md,2,2,Second distinct movement: UNCITRAL regional ISDS-reform workshop hosted by Morocco's Ministry of Justice
