indicator_id,url,title,publisher,published,brief,why_not
gov.policy--ict-strategy,https://www.intic.gov.mz/wp-content/uploads/2021/04/BR_122_I_SERIE_2018.pdf,Resolucao n.o 17/2018: Aprova a Politica para a Sociedade da Informacao,Boletim da Republica,2018-06-21,baseline,Parent 2018 information-society policy; the 2019-2028 Strategic Plan operationalising it selected as the operative baseline instead
gov.policy--data-interoperability-framework-roadmap,https://intic.gov.mz/interoperabilidade-dos-sistemas-do-governo-electronico-e-fundamental-para-o-desenvolvimento-nacional-defende-lourino-chemane/,Interoperabilidade dos Sistemas do Governo Electronico e Fundamental para o Desenvolvimento Nacional,INTIC,2025-10-14,progress,Earlier process-launch announcement of the same eGIF4M2 revision; superseded in significance by the 11 Jun 2026 final-consultation workshop selected as progress rank 1
gov.policy--open-data-policy,https://intic.gov.mz/decorre-a-fase-final-da-revisao-do-regulamento-do-quadro-de-interoperabilidade-de-sistemas-de-governo-digital-em-mocambique/,Decorre a fase final da revisao do regulamento do Quadro de Interoperabilidade,INTIC,2026-06-11,progress,"Evidences the general data-interoperability framework, not a dedicated open-data policy instrument; already staged under gov.policy--data-interoperability-framework-roadmap and gov.legislate--legislation-enabling-data-interoperability"
gov.policy--open-data-policy,https://intic.gov.mz/workshop-valida-proposta-da-politica-e-estrategia-nacional-de-governacao-de-dados/,Workshop valida Proposta da Politica e Estrategia Nacional de Governacao de Dados,INTIC,2025-12-05,progress,"Evidences the general national data-governance policy, which includes but is not specific to open data; already staged under the same two sibling indicators; no document found that specifically evidences an open-data-policy instrument or movement"
gov.policy--open-data-policy,https://mozdata.ine.gov.mz/index.php/home,Arquivo Nacional de Dados (National Data Archive),Instituto Nacional de Estatistica,2026-06-16,baseline,"A sectoral open-data portal operating in practice, not a national open-data policy instrument; per the World Bank/AfDB diagnostic no such policy is enacted, only proposed"
gov.legislate--legislation-covering-digital-id,https://intic.gov.mz/wp-content/uploads/2021/04/BR_127_I_SERIE_2019.pdf,Decreto n.o 3/2019: Sistema de Certificacao Digital de Mocambique (SCDM),Boletim da Republica,2019-01-01,baseline,"A distinct digital-certification/trust-framework instrument under Lei 3/2017, not the population/national-ID statute itself; DNIC's account of Lei 6/2022 selected as the more directly relevant baseline"
gov.legislate--legislation-covering-digital-id,https://mznews.co.mz/en/governo-aprova-novo-regulamento-do-bilhete-de-identidade-em-mocambique/,Governo aprova novo Regulamento do Bilhete de Identidade em Mocambique,MZNews,2026-06-02,progress,Same underlying event (new ID-card regulation under Lei 6/2022) already held in raw/ via a biometricupdate.com capture (2026-07-27-mozambique-national-id-legal-framework-dnic.md); the mobile digital-identity tender selected as a distinct additional progress event instead
gov.legislate--legislation-covering-digital-id,https://intic.gov.mz/sistema-de-certificacao-digital-de-mocambique-ganha-visibilidade-internacional-na-id4africa-2026/,Sistema de Certificacao Digital de Mocambique ganha visibilidade internacional na ID4Africa 2026,INTIC,2026-05-01,progress,Africa PKI Consortium integration announcement folded by the source itself into the same certification-system movement as the selected INTIC-ITI Brazil MoU; not a separate dated event
gov.legislate--digital-payments-legislation,https://bancomoc.mz/media/5xqnu1b4/aviso-4-gbm-2026-de-28-de-julho.pdf,Aviso n.o 5/GBM/2026: Altera os limites a posicao cambial,Banco de Mocambique,2026-07-28,progress,"Incidental to the fetched Aviso 4 gazette page; amends prudential foreign-exchange-position limits for credit institutions, not digital-payments legislation specifically"
gov.legislate--legislation-enabling-data-interoperability,https://intic.gov.mz/interoperabilidade-dos-sistemas-do-governo-electronico-e-fundamental-para-o-desenvolvimento-nacional-defende-lourino-chemane/,Interoperabilidade dos Sistemas do Governo Electronico e Fundamental para o Desenvolvimento Nacional,INTIC,2025-10-14,progress,Earlier process-launch announcement of the same eGIF4M2 revision; superseded in significance by the 11 Jun 2026 final-consultation workshop selected as progress rank 1
gov.legislate--statistics-legislation,https://www.ine.gov.mz/sen,Decreto n.o 34/98: Regulamento da Lei do Sistema Estatistico Nacional,INE / Boletim da Republica,1998-07-01,baseline,"Implementing regulation, not separately fetched; Lei 7/96 itself selected as the more authoritative founding-act baseline"
gov.legislate--statistics-legislation,https://aimnews.org/2026/05/18/mjcr-e-ine-ligam-sistemas-para-modernizar-estatisticas-vitais/,MJCR e INE ligam sistemas para modernizar estatisticas vitais,Agencia de Informacao de Mocambique (AIM),2026-05-18,progress,"Cap of two progress items reached; a formal administrative-data-sharing arrangement rather than a legislative/regulatory movement, ranked below the two selected items"
