indicator_id,url,title,publisher,published,brief,why_not
gov.policy--digital-transformation-strategy,https://stage.clientearth.org/media/3mtjwx3r/2012-07-01-plan-strategique-gabon-emergent-juillet-2012-gabon-ext-fr.pdf,PLAN STRATEGIQUE GABON EMERGENT : Vision 2025 et orientations stratégiques 2011-2016,République Gabonaise,2012-07-01,baseline,"Not fetched: the digital-transformation strategy of record via its Gabon Numérique pillar, but its 2025 horizon has expired and the operative instrument is now the 2025 digitalisation ordinance, so operative beat superseded; the only copy located sits on a third-party host rather than a Gabonese official portal."
gov.policy--digital-transformation-strategy,https://www.wearetech.africa/fr/fils/actualites/tech/le-gabon-prepare-une-strategie-de-transformation-numerique-autour-de-cinq-axes,Le Gabon prépare une stratégie de transformation numérique autour de cinq axes,We Are Tech Africa,2026-04-07,baseline,"Not fetched: secondary reportage of a 3 April 2026 ministerial presentation of a strategy still being finalised; the announcement of an unpublished strategy is not the instrument, and the Conseil des ministres communiqués selected carry the period primarily."
gov.policy--digital-transformation-strategy,https://journal-officiel.ga/21460-0440-pr-mennti-/,"Décret N° 0440/PR/MENNTI du 25/11/2024 portant création, attributions et organisation de la Direction Générale de l’Économie Numérique et des Nouvelles Technologies de l’Information",Journal Officiel de la République Gabonaise,2024-11-25,baseline,"Not fetched: an institutional act creating a directorate, not the strategy itself; excluded by the one-baseline cap once the 2025 digitalisation ordinance was taken."
gov.policy--digital-transformation-strategy,https://journal-officiel.ga/17344-0518-pm-/,"Arrêté N° 0518/PM du 12/07/2021 portant création, organisation et fonctionnement de la Task-force digitalisation de l’administration gabonaise",Journal Officiel de la République Gabonaise,2021-07-12,baseline,"Not fetched: a steering structure tied to the 2021-2023 acceleration plan rather than a standalone national strategy, and overtaken in practice by the 2025 ordinance."
gov.policy--digital-transformation-strategy,https://documents1.worldbank.org/curated/en/622871619791053067/pdf/Gabon-Fourth-Phase-of-the-Central-African-Backbone-Program-Gabon-Project.pdf,Gabon - Fourth Phase of the Central African Backbone Program (Gabon Project),World Bank Group,2021-04-01,baseline,"Not fetched: useful corroboration that Gabon Numérique was a three-year strategy drawn up in July 2012 under the PSGE, but it is a financing and implementation document about the strategy rather than the strategy."
gov.policy--digital-transformation-strategy,https://agpgabon.ga/gabon-conseil-des-ministres-acceleration-de-la-digitalisation-et-de-la-connectivite/,Gabon/Conseil des ministres : accélération de la digitalisation et de la connectivité,Agence Gabonaise de Presse (AGP),2026-05-23,progress,"Not fetched: AGP's own account of the 22 May 2026 Conseil des ministres, the same event as the official communiqué selected; two reports of one event never take two progress slots."
gov.policy--ict-strategy,https://www.ictpolicyafrica.org/api/documents/download?_id=5d9432b59b93fa001b804034,GABON STRATEGY: Telecom Policy and Regulation for Next Generation Networks,"Ministry of Digital Economy, Communication & Post of Gabon",2012-08-30,baseline,"Not fetched: a ministerial presentation evidencing a Gabon Digital Plan and an NGN and broadband strategy, but formal adoption and binding force are not established and it is fourteen years old; the operative statute was preferred."
gov.policy--ict-strategy,https://www.arcep.ga/uploads/reglementation/lois/005--2001.pdf,LOI N° 005/2001 PORTANT REGLEMENTATION DU SECTEUR DES TELECOMMUNICATIONS EN REPUBLIQUE GABONAISE,ARCEP Gabon,2001-06-27,baseline,"Not fetched: the founding sector act, but repealed and replaced for the principal framework by ordonnance n°00000013/PR/2018 and then loi n°026/2018; operative beats superseded."
gov.policy--ict-strategy,https://journal-officiel.ga/5431-00000013-pr-2018-/,Ordonnance N° 00000013/PR/2018 du 23/02/2018 portant réglementation des communications électroniques en République Gabonaise,Journal Officiel de la République Gabonaise,2018-02-23,baseline,"Not fetched: the transitional act between loi n°005/2001 and loi n°026/2018, itself superseded; excluded under the one-baseline cap."
gov.policy--ict-strategy,https://journal-officiel.ga/22405-0012-pr-2026-/,Ordonnance N° 0012/PR/2026 du 26/02/2026 portant modification de certaines dispositions de la loi n°019/2016 du 09 août 2016 portant Code de la Communication en République Gabonaise,Journal Officiel de la République Gabonaise,2026-04-08,progress,"Not fetched: part of the same 26 February 2026 package as ordonnances 0011 and 0013 and therefore one event, and its subject is media and content regulation rather than ICT sector strategy."
