indicator_id,url,title,publisher,published,brief,why_not
gov.policy--data-storage-cloud-strategy,"https://www.pmo.go.tz/uploads/documents/sw-1775112676-Gazeti%2027%20%20Machi,%202026_compressed.pdf","Gazeti la Serikali, 27 Machi 2026 (TCRA Public Data Centres Rules, GN No. 85 of 2026)",Prime Minister's Office / Government Printer,2026-03-27,progress,fetch failed (CRAWL_NOT_FOUND via Exa web_fetch_exa; HTTP 404 via WebFetch) -- could not obtain a verbatim body from two independent clients; the progress cap for this indicator was already met by the Bank of Tanzania Cloud Computing Guidelines 2025
gov.legislate--legislation-enabling-data-interoperability,"https://www.pmo.go.tz/uploads/documents/sw-1775112676-Gazeti%2027%20%20Machi,%202026_compressed.pdf","Gazeti la Serikali, 27 Machi 2026 (TCRA Public Data Centres Rules, GN No. 85 of 2026)",Prime Minister's Office / Government Printer,2026-03-27,progress,same fetch failure as above; the progress cap for this indicator was already met by the eGA Application Standards 2026 and the Data Center Standards (shared with gov.policy--data-storage-cloud-strategy)
gov.legislate--legislation-covering-digital-id,https://www.nida.go.tz/Habari-Maelezo?value=57,Wageni Ruksa Kumiliki Vitambulisho vya Taifa,National Identification Authority (NIDA),,progress,"fetched in full but the page carries no verifiable dateline in the captured text (only 'hivi karibuni' / 'recently'); the Agent's claimed 12 Dec 2025 date could not be corroborated from the primary page itself, so it was excluded per the never-trust-the-Agent's-dates rule rather than staged with an unverified date"
gov.legislate--access-to-information-legislation,https://elibrary.osg.go.tz/handle/123456789/913?show=full,"The Access to Information Act, Act No. 6 of 2016",Office of the Solicitor General e-library,2016-09-30,baseline,duplicate instrument to the TanzLII copy selected as baseline; not fetched
gov.legislate--access-to-information-legislation,https://au.int/en/pressreleases/20251101/achpr-press-release-nationwide-internet-outage-election-day-tanzania,ACHPR Press release on the Nationwide Internet Outage on Election Day in Tanzania,African Commission on Human and Peoples' Rights,2025-11-01,progress,same underlying shutdown event as the TCRA suspension/EACJ case already selected; not fetched
gov.legislate--access-to-information-legislation,https://www.policyforum-tz.org/news/2025-09-11/statement-coalition-right-information-cori-condemning-suspension-jamiiforums,Statement by the Coalition on Right to Information (CoRI) Condemning the Suspension of JamiiForums,Policy Forum / CoRI,2025-09-11,progress,civil-society commentary on the same JamiiForums suspension already selected; not fetched
gov.legislate--access-to-information-legislation,"https://www.tcra.go.tz/uploads/documents/en-1619088125-The%20Electronic%20and%20Postal%20Communications%20(Online%20Content)%20Regulations,%202020.pdf","Electronic and Postal Communications (Online Content) Regulations, 2020",TCRA,2020,progress,"the standing regulation cited by the JamiiForums suspension, not itself an in-window event; not fetched"
gov.regional--regional-legal-harmonisation,https://www.eac.int/eadrip-news-updates/eardip-press-releases/3554-eac-advances-development-of-regional-framework-for-secure-cross-border-data-flows-to-power-east-africa-s-digital-economy,EAC advances development of Regional Framework for Secure Cross-Border Data Flows,East African Community,2026-06-25,progress,selected instead as gov.regional--cross-border-data-transfers progress rank 1 to avoid staging the same document twice for adjacent indicators
gov.regional--cross-border-data-transfers,https://www.mawasiliano.go.tz/uploads/documents/sw-1691159153-GN%20NO.%20449C%20OF%202023.pdf,"Personal Data Protection (Personal Data Collection and Processing) Regulations, 2023, GN No. 449C","Ministry of Information, Communication and Information Technology",2023-07-04,baseline,implementing regulation to the PDPA already selected as baseline; not fetched
gov.regional--cross-border-data-transfers,https://pdpc.go.tz/about-us/,PDPC About Us,Personal Data Protection Commission,,baseline,"institutional-history page, duplicative of the PDPA baseline already selected; not fetched"
gov.regional--cross-border-data-transfers,https://pdpc.go.tz/services/cross-border-data-transfer-permit/,Cross-Border Data Transfer Permit,Personal Data Protection Commission,,baseline,"operational service page, duplicative of the PDPA baseline already selected; not fetched"
gov.regional--cross-border-data-transfers,https://www.eac.int/press-releases/3287-eac-readies-to-accelerate-regional-digital-integration-with-cross-border-data-flow-framework,EAC readies to accelerate regional digital integration with cross-border data-flow framework,East African Community,2024-12-24,baseline,"December 2024 statement, superseded by the June 2026 validation-workshop item selected as progress rank 1; not fetched"
gov.regional--cross-border-data-transfers,https://www.eac.int/news-and-media/calendar-of-events/69-national-consultations-for-the-harmonisation-of-cross-border-data-flows-frameworks-in-the-east-african-community,National Consultations for the Harmonisation of Cross Border Data Flows Frameworks,EAC / EARDIP,2026-04-13,progress,third-ranked distinct event; cap of two progress items already filled by the June validation workshop and May steering-committee items; not fetched
gov.standards--national-interoperability-standards,"https://www.ega.go.tz/uploads/publications/en-1574849310-eGov%20act,%202019.pdf","e-Government Act, 2019",e-Government Authority,2019-09-19,baseline,"the enacting statute behind e-GIF, not the standards instrument itself selected as baseline; not fetched"
gov.standards--national-interoperability-standards,"https://www.ega.go.tz/uploads/publications/sw-1581504659-THE%20e-GOVERNMENT%20GENERAL%20REGULATIONS,%202020.pdf","e-Government General Regulations, 2020",e-Government Authority,2020-02-07,baseline,"implementing regulation requiring adherence to e-GIF, duplicative of the baseline selected; not fetched"
gov.standards--national-interoperability-standards,https://www.ega.go.tz/uploads/standarddocuments/sw-1710314957-SIGNED%20e-Government%20Technology%20Roadmap%202024%20(1).pdf,e-Government Technology Roadmap 2024,e-Government Authority,2024-02-01,baseline,"broader roadmap document, less on-point than the e-GIF instrument selected as baseline; not fetched"
gov.standards--national-interoperability-standards,https://www.ega.go.tz/uploads/standarddocuments/sw-1666864096-Final%20Criteria%20for%20Data%20Sharing%20and%20Exchange%20through%20GovESB.pdf,Criteria for Data Sharing and Exchange through GovESB,e-Government Authority,2022-07-01,baseline,"operational criteria document for the GovESB system, secondary to the e-GIF instrument selected as baseline; not fetched"
gov.standards--national-interoperability-standards,https://www.ega.go.tz/uploads/standarddocuments/sw-1773257591-FINAL%20Reviewed_e-Government%20Capability%20Maturity%20Framework_18.2.2026.pdf,e-Government Capability Maturity Framework,e-Government Authority,2026-02-18,progress,third-ranked event; cap of two progress items already filled by the GSD/NGAO launch and Standards v3.0 revision; not fetched
gov.standards--adoption-of-international-standards,https://www.ifac.org/about-ifac/membership/profile/tanzania-united-republic,"Tanzania, United Republic of -- Member Country",International Federation of Accountants (IFAC),,baseline,"third-party consolidated status profile, less authoritative/primary than the NBAA Technical Pronouncement selected as baseline; not fetched"
gov.standards--adoption-of-international-standards,https://www.nbaa.go.tz/pages/technical-updates,NBAA Technical Updates,National Board of Accountants and Auditors,,baseline,"ongoing technical-update listing page, duplicative of the Technical Pronouncement selected as baseline; not fetched"
gov.standards--adoption-of-international-standards,https://www.tbs.go.tz/uploads/publications/en-1774358564-Stakeholders%20comments%20letter-Building%20and%20Civil%20Engineering%20Standards_2026-03-09_Signed.pdf,Stakeholders' Comments Letter -- Building and Civil Engineering Standards,Tanzania Bureau of Standards,2026-03-09,progress,"draft standards circulated for comment, not yet completed adoptions, weaker than the finalised compulsory-standards list selected; not fetched"
gov.discourse--non-governmental-contribution-to-national-policy,https://www.nps.go.tz/uploads/documents/sw-1751355963-THE%20NON-GOVERNMENTAL%20ORGANISATIONS%20ACT.pdf,"The Non-Governmental Organisations Act, Cap. 56",National Policy Search / Government of Tanzania,2002,baseline,"underlying NGO statute, duplicative of the more current NSA Manual selected as baseline; not fetched"
gov.discourse--non-governmental-contribution-to-national-policy,https://www.jamii.go.tz/uploads/documents/sw-1721733166-sw1542100828-NGOs_Policy-2001.pdf,National Policy on Non-Governmental Organisations,Vice-President's Office,2001-11-01,baseline,"2001 founding policy statement, superseded in currency by the 2025 NSA Manual selected as baseline; not fetched"
gov.discourse--non-governmental-contribution-to-national-policy,https://www.mof.go.tz/uploads/documents/en-1781678091-GUIDELINE%20FOR%20THE%20PREPARATION%20OF%20GOVERNMENT%20PLAN%20AND%20BUDGET%20FOR%20THE%20MEDIUM%20TERM%202026.27-2028.29.pdf,Guideline for the Preparation of Government Plan and Budget 2026/27-2028/29,Ministry of Finance,2026,baseline,"budget-guideline document, less on-point than the NSA engagement manual selected as baseline; not fetched"
gov.discourse--non-governmental-contribution-to-national-policy,https://www.mof.go.tz/uploads/documents/en-1747807046-Development%20Cooperation%20Framework%20(DCF).pdf,"Development Cooperation Framework (DCF), 2017/18-2029/30",Ministry of Finance,2022,baseline,the standing framework referenced by the NSA Manual selected as baseline; not fetched
gov.discourse--non-governmental-contribution-to-national-policy,https://tanzaniainsight.com/parliament-opens-finance-bill-hearings-as-sh1-72tr-tax-shake-up-goes-to-public-test/,Parliament opens finance bill hearings as Sh1.72tr tax shake-up goes to public test,Tanzania Insight,2026-06-19,progress,reports the opening of the same hearings whose outcome (the revised Finance Bill) was selected as progress rank 1; not fetched
gov.discourse--non-governmental-contribution-to-national-policy,"http://polis.bunge.go.tz/uploads/bills/1781852249-Muswada_wa_Sheriia_ya_Fedha_wa_Mwaka_2026_(The_Finance_Bill,_2026).pdf","The Finance Bill, 2026",Bunge (Parliament of Tanzania),2026,progress,the underlying bill text; the Citizen's report on its revision was selected as progress rank 1; not fetched
gov.discourse--non-governmental-contribution-to-national-policy,https://www.linkedin.com/posts/unatanzania_vnr2026-leavenoonebehind-activity-7478350345350524-vZP5,The Validation Meeting of the Civil Society Shadow Report for VNR 2026,United Nations Association of Tanzania (LinkedIn post),2026-07-02,progress,"third-party social-media post, weaker provenance than the two selected progress items; cap already filled; not fetched"
gov.discourse--non-governmental-contribution-to-national-policy,https://hlpf.un.org/countries/united-republic-of-tanzania/voluntary-national-reviews-2026,Voluntary National Reviews 2026 -- United Republic of Tanzania,UN High-Level Political Forum,2026,progress,the official VNR process page tied to the LinkedIn item above; cap already filled; not fetched
infra.connect--mobile-affordability,"https://www.tcra.go.tz/uploads/documents/sw-1619087587-The%20Electronic%20and%20Postal%20Communications%20(Tariffs)%20Regulations,%202018.pdf","Electronic and Postal Communications (Tariffs) Regulations, 2018",TCRA,2018,baseline,"the tariff-regulation instrument, duplicative of the sector report selected as baseline; not fetched"
infra.connect--mobile-affordability,"https://tcra.go.tz/uploads/documents/sw-1619082940-The%20Electronic%20and%20Postal%20Communications%20Act,%202010%20(Act%20No.%203%20out%20of%2010).pdf","Electronic and Postal Communications Act, 2010",TCRA,2010,baseline,"the founding sector statute, duplicative of the sector report selected as baseline; not fetched"
infra.connect--mobile-affordability,https://www.tcra.go.tz/download/sw-1619083461-Tanzania%20Communications%20Regulatory%20Authority%20Act%20of%202003.pdf,"Tanzania Communications Regulatory Authority Act, 2003",Parliament of Tanzania,2003,baseline,"TCRA's founding act, institutional not tariff-specific, duplicative of the sector report selected as baseline; not fetched"
infra.connect--mobile-affordability,https://www.tcra.go.tz/uploads/documents/sw-1619081524-National%20ICT%20Policy%20of%202016.pdf,National Information and Communications Technology Policy 2016,Government of Tanzania,2016,baseline,"the 2016 policy statement of the affordability problem, superseded in currency by the March 2026 sector report selected as baseline; not fetched"
infra.connect--mobile-affordability,https://www.itu.int/dms_pub/itu-d/opb/ind/D-IND-ICT_PRICES.01-2025-PDF-E.pdf,Measuring digital development: The affordability of ICT services 2024,International Telecommunication Union,2024,baseline,"the international benchmark methodology, not a Tanzania-specific document; not fetched"
infra.connect--internet-exchange-points,https://www.tcra.go.tz/uploads/documents/sw-1619081524-National%20ICT%20Policy%20of%202016.pdf,National Information and Communications Technology Policy 2016,Government of Tanzania,2016,baseline,"2016 statement of six deployed IXPs, superseded in currency by TISPA's own current page selected as baseline; not fetched"
infra.connect--internet-exchange-points,https://www.tcra.go.tz/uploads/text-editor/files/Ripoti%20ya%20Hali%20ya%20Sekta%20ya%20Mawasiliano%20robo%20mwaka%20inayoishia%20Machi%202026_1777888934.pdf,"TCRA Communications Sector Status Report, quarter ending March 2026",TCRA,2026-05-04,baseline,already selected as the baseline for infra.connect--mobile-affordability; carries no IXP-specific metric; not fetched again here
infra.connect--internet-exchange-points,https://tcra.go.tz/uploads/text-editor/files/Report%20on%20the%20Impact%20of%20Internet%20Exchange%20Points%20Deployment%20in%20Tanzania_1619115682.pdf,Report on Study on the Impact of Internet Exchange Points Deployment in Tanzania,TCRA,2014-04-01,baseline,"2014 historical impact study, superseded in currency by the TISPA current page selected as baseline; not fetched"
infra.connect--internet-exchange-points,https://ictpolicyafrica.org/api/documents/download?_id=5d4ab869a0c67b001b921ea8,"Electronic and Postal Communications (Access, Co-location and Infrastructure Sharing) Regulations, 2011, GN No. 429","third-party host (ictpolicyafrica.org), original GN 2011",2011-12-09,baseline,"enacting regulation for IXP interconnection, duplicative of the institutional description selected as baseline; not fetched"
infra.connect--internet-exchange-points,https://www.raxiogroup.com/data-centres/tanzania/,Raxio Tanzania,Raxio Group,,progress,"operator's own Tanzania facility page, duplicative of the capital-raise announcement selected as progress rank 1; not fetched"
infra.connect--internet-exchange-points,https://pulse.internetsociety.org/en/ixp-tracker/country/TZ/,IXP Tracker -- Tanzania,Internet Society Pulse,2026-05-01,progress,third-ranked event/snapshot; cap of two progress items already filled by Raxio and STELLARIX items; not fetched
infra.connect--internet-exchange-points,https://ixpmanager.ix.ne.tz/peering-matrix,TIX IX Manager -- Peering Matrix,TISPA / TIX,,progress,"live operational data page, not a dated event; cap already filled; not fetched"
infra.store--off-site-backup-capacity,https://www.ega.go.tz/uploads/standarddocuments/sw-1710314957-SIGNED%20e-Government%20Technology%20Roadmap%202024%20(1).pdf,e-Government Technology Roadmap 2024,e-Government Authority,2024-02-01,baseline,asserts the GDC/DR system exists but does not itself set the backup requirement; less on-point than the Security Architecture instrument selected as baseline; not fetched
infra.store--off-site-backup-capacity,"https://www.ega.go.tz/uploads/publications/en-1574849310-eGov%20act,%202019.pdf","e-Government Act, 2019",e-Government Authority,2019-09-19,baseline,"the enacting statute (s.42) behind the backup requirement, duplicative of the Security Architecture instrument selected as baseline; not fetched"
infra.store--off-site-backup-capacity,https://www.ega.go.tz/uploads/standarddocuments/sw-1773257204-FINAL%20Reviewed_Data%20Center%20Standards%20and%20Guidelines%20for%20Public%20Institutions-18.2.2026.pdf,Data Center Standards and Guidelines for Public Institutions,e-Government Authority,2026-02-18,baseline,already selected as the baseline for infra.energy--sufficient-energy-and-water-for-data-centres; not fetched again here
infra.store--off-site-backup-capacity,https://www.ippmedia.co.tz/the-guardian/business/read/central-bank-issues-new-cloud-computing-guidelines-for-financial-service-providers-2025-08-26-110344,Central bank issues new cloud computing guidelines for financial service providers,The Guardian (IPP Media),2025-08-26,progress,news report on the same BOT guidelines selected as progress rank 1 in their own primary form; not fetched
infra.store--off-site-backup-capacity,https://www.globaltenders.com/tender-detail/supply-installation-testing-and-commissio-GEmkhUZ2KXOBgr40,"Supply, Installation, Testing and Commissioning of DRS Servers, SAN Switch Storage, and Backup Software","GlobalTenders (aggregator), for Ministry of Finance",2026-04-30,progress,"aggregator listing of a government DR-storage tender, third-party host not the primary procurement notice; not fetched"
infra.store--off-site-backup-capacity,https://dailynews.co.tz/wingu-africa-launches-wcx-in-tanzania/,Wingu Africa launches WCX in Tanzania,Daily News,2025-11-19,progress,news report on the same Wingu Cloud Exchange launch selected as progress rank 2 in its own primary announcement form; not fetched
infra.energy--sufficient-energy-and-water-for-data-centres,https://www.ega.go.tz/uploads/publications/sw-1780909478-TAARIFA%20DG%20UFUNGUZI%20FINAL.pdf,e-GA Minister's statement on e-Government implementation and Government Data Centres,e-Government Authority,2026-02-17,baseline,"implementation status statement, less on-point than the Data Center Standards instrument selected as baseline; not fetched"
infra.energy--sufficient-energy-and-water-for-data-centres,https://www.tcra.go.tz/uploads/documents/sw-1748239940-MINIMUM_TECHNICAL_SPECIFICATIONS_FOR_PUBLIC_DATA_CENTER__1__1032107643381814476641029946369102376331747724695814.pdf,"Minimum Technical Specifications for Public Data Centers, TCRA/TS013",TCRA,2025-05-01,baseline,a second regulator's technical spec covering similar ground to the e-GA standard selected as baseline; not fetched
infra.energy--sufficient-energy-and-water-for-data-centres,https://www.ewura.go.tz/uploads/documents/en-1760529755-Electricty%20Sub-Sector%20Peformance%20Updates_Aprl-June%202025.pdf,"Electricity Sub-Sector Regulatory Performance Updates, April-June 2025",EWURA,2025-06-01,baseline,superseded by the March 2026 EWURA report selected as baseline for infra.energy--grid-reliability; not fetched
infra.energy--sufficient-energy-and-water-for-data-centres,https://www.parliament.go.tz/uploads/documents/sw-1777968428-Hotuba%20ya%20Maji%202026-27.pdf,Ministry of Water Budget Speech 2026/27,Ministry of Water,2026,baseline,"national water-resource figures, not a data-centre-specific sufficiency finding; not fetched"
infra.energy--sufficient-energy-and-water-for-data-centres,https://www.tanesco.co.tz/transmission,Transmission,TANESCO,,progress,undated evergreen page; replaced as progress rank 2 by the dated Daily News report on the same Chalinze-Dodoma line completion; not fetched
infra.energy--grid-reliability,https://www.ewura.go.tz/index.php/departments/lorem-ipsum-dolor-sit-amet-consectetur-adipisicing-elit/performance-report,EWURA Performance Reports register,EWURA,,baseline,"the report-listing index page, duplicative of the March 2026 report itself selected as baseline; not fetched"
infra.energy--grid-reliability,https://www.ewura.go.tz/uploads/documents/en-1745565820-The%20Electricity%20Act%20-%20Cap.%20131.pdf,"The Electricity Act, 2008 (Cap. 131)",Government of Tanzania,2008,baseline,"the enacting statute behind EWURA's reliability-reporting mandate, duplicative of the report selected as baseline; not fetched"
infra.energy--grid-reliability,https://www.mawasiliano.go.tz/uploads/documents/en-1608389026-National%20ICT%20Policy%20of%202016.pdf,National Information and Communications Technology Policy 2016,Government of Tanzania,2016,baseline,"policy statement linking power reliability to ICT, secondary to the EWURA report selected as baseline; not fetched"
infra.energy--grid-reliability,https://www.ippmedia.co.tz/the-guardian/news/local-news/read/minister-wants-probe-into-national-grid-disturbance-2026-06-30-193236,Minister wants probe into national grid 'disturbance',The Guardian (IPP Media),2026-06-30,progress,second report of the same 27 Jun 2026 blackout already selected via The Chanzo as progress rank 1; not fetched
infra.energy--grid-reliability,https://www.nishati.go.tz/news/njia-ya-kusafirisha-umeme-kutoka-bwawa-la-julius-nyerere-ya-chalinze-dodoma-imekamilika,Njia ya kusafirisha umeme kutoka Bwawa la Julius Nyerere ya Chalinze-Dodoma imekamilika,"Ministry of Energy, Tanzania",2026-08-22,progress,"original Ministry source failed to fetch (CRAWL_HTTP_500, confirmed on a second client); replaced as progress rank 2 by the Daily News report of the same event"
infra.energy--grid-reliability,https://www.tanesco.co.tz/transmission,Transmission,TANESCO,,progress,undated evergreen page; the Chalinze-Dodoma line event was captured instead via the dated Daily News report; not fetched
infra.energy--grid-reliability,https://www.worldbank.org/en/news/press-release/2026/06/18/eastern-africa-set-to-gain-more-reliable-affordable-power-with-world-bank-group-support,"Eastern Africa Set to Gain More Reliable, Affordable Power with World Bank Group Support",World Bank Group,2026-06-18,progress,third-ranked event (RETRADE/Uganda-Tanzania interconnector); cap of two progress items already filled; not fetched
infra.energy--grid-reliability,https://documents1.worldbank.org/curated/en/099102125084621909/pdf/P512145-40702aca-912f-4ccb-ba4a-b4605a14a03e.pdf,RETRADE-EAPP MPA Phase 1: UTIP Tanzania Interconnector Project,World Bank,2026,progress,project document underlying the World Bank press release above; cap already filled; not fetched
infra.energy--rural-electrification,https://www.nishati.go.tz/uploads/documents/en-1622016314-Rural_Energy_Act_2005.pdf,"Rural Energy Act, 2005",Ministry of Energy,2005,baseline,"the original 2005 enactment, superseded in currency by the R.E. 2023 consolidated version selected as baseline; not fetched"
infra.energy--rural-electrification,https://www.ewura.go.tz/uploads/documents/en-1778237703-The%20Electricity%20Sub-Sector%20Regulatory%20Performance%20Updates%20%E2%80%93%20March%202026.pdf,The Electricity Sub-Sector Regulatory Performance Updates -- March 2026,EWURA,2026-05-08,baseline,already selected as the baseline for infra.energy--grid-reliability; not fetched again here
infra.energy--rural-electrification,https://rea.go.tz/Articles/rural-energy-master-plan-remp,Rural Energy Master Plan (REMP) 2022/23-2029/30,Rural Energy Agency,2023-05-05,baseline,"the current planning instrument, secondary to the founding Act selected as baseline; not fetched"
infra.energy--rural-electrification,https://www.worldbank.org/content/dam/theworldbankgroupasset/document/2026/m300-energy-compacts/Tanzania-M300-AES-Compact.pdf,National Energy Compact for Tanzania,World Bank / Mission 300,2026,baseline,"regional compact document, secondary to the founding Act selected as baseline; not fetched"
infra.energy--rural-electrification,https://rea.go.tz/Articles/vitongoji-vyote-tanzania-bara-kuwa-na-umeme-ifikapo-mwaka-2030-waziri-ndejembi,Vitongoji Vyote Tanzania Bara Kuwa Na Umeme Ifikapo Mwaka 2030 -- Waziri Ndejembi,Rural Energy Agency,2026-04-22,progress,third-ranked event (Parliamentary progress update); cap of two progress items already filled; not fetched
