indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
gov.policy--digital-transformation-strategy,gov.policy,2,7,3,1,2,0,1,already-seen,staged,4
gov.policy--ict-strategy,gov.policy,2,8,3,1,2,0,0,,staged,4
gov.policy--broadband-strategy,gov.policy,2,7,3,1,2,0,0,,staged,4
gov.policy--data-storage-cloud-strategy,gov.policy,2,7,3,1,2,0,0,,staged,4
gov.policy--data-interoperability-framework-roadmap,gov.policy,2,7,3,1,2,0,0,,staged,4
gov.policy--data-localisation-policies,gov.policy,2,6,4,1,2,1,0,,staged,4
gov.policy--data-governance-policy,gov.policy,2,7,3,1,2,0,0,,staged,4
gov.policy--open-data-policy,gov.policy,2,7,3,1,2,0,0,,staged,4
gov.discourse--non-governmental-contribution-to-national-policy,gov.discourse,2,6,3,1,2,0,0,,staged,6
gov.legislate--legislation-covering-digital-id,gov.legislate,2,10,4,1,2,1,0,,staged,7
gov.legislate--ai-legislation-regulations,gov.legislate,2,10,4,1,1,2,0,,staged,7
gov.legislate--statistics-legislation,gov.legislate,2,10,3,1,2,0,0,,staged,7
gov.legislate--access-to-information-legislation,gov.legislate,2,9,3,1,2,0,0,,staged,7
gov.protect--national-data-protection-readiness,gov.protect,2,13,2,1,1,0,2,inadmissible-origin,staged,7
gov.regional--regional-legal-harmonisation,gov.regional,2,12,2,1,1,0,2,already-seen,staged,3
gov.regional--cross-border-data-transfers,gov.regional,2,10,3,1,1,1,0,,staged,3
gov.standards--national-interoperability-standards,gov.standards,2,8,3,1,2,1,0,,staged,2
gov.standards--adoption-of-international-standards,gov.standards,2,10,3,1,2,0,1,inadmissible-origin,staged,2
infra.connect--mobile-penetration,infra.connect,2,10,2,1,1,0,1,DUP-EXACT,staged,18
infra.connect--mobile-affordability,infra.connect,2,10,2,1,2,0,0,,staged,18
infra.connect--internet-exchange-points,infra.connect,2,11,3,1,2,0,0,,staged,18
infra.store--local-data-centre-capacity-national-providers,infra.store,2,9,3,1,2,0,0,,staged,4
infra.store--off-site-backup-capacity,infra.store,2,12,2,1,2,0,0,,staged,4
infra.energy--sufficient-energy-and-water-for-data-centres,infra.energy,2,13,2,1,2,0,0,,staged,4
