indicator_id,brief,file,frontmatter_url,body_url,body_is,disposition
infra.connect--internet-exchange-points,progress,2025-09-23-gwix-wardip-gb-reuniao-equipamentos-primeiro-ixp-guine-bissau.md,https://pt.linkedin.com/posts/gwix-guinea-bissau-internet-exchange-point-association_gwix-wardip-ixp-activity-7376321888542748672-xAfG,https://asycuda.org/en/guinea-bissau-launches-asycudaworld-to-strengthen-customs-digitalization/,# (no title),"withdrawn from the hand-carry 2026-08-27; body is another document's, note: derived from it; lead kept, document not re-fetched"
infra.connect--mobile-affordability,progress,2026-03-02-ang-governo-preocupado-situacao-financeira-telecel-guine-bissau.md,https://ang.gw/governo-preocupado-com-situacao-financeira-da-empresa-telecel-no-mercado-nacional/,http://conosaba.blogspot.com/2026/05/ministro-dos-transportes.html,"Conosaba do Porto: Ministro dos Transportes, Telecomunicações e Economia Digital realiza v","withdrawn from the hand-carry 2026-08-27; body is another document's, note: derived from it; lead kept, document not re-fetched"
infra.energy--rural-electrification,progress,2026-03-18-ecreee-guine-bissau-valida-estudo-mini-redes-desert-to-power.md,https://www.ecreee.org/guine-bissau-valida-estudo-de-mini-redes-e-recebe-formacao-sobre-plataforma-de-contratacao-eletronica/?lang=pt-pt,https://asycuda.org/wp-content/uploads/ASYCUDA_Compendium_2022.pdf,Compendium 2022,"withdrawn from the hand-carry 2026-08-27; body is another document's, note: derived from it; lead kept, document not re-fetched"
infra.store--local-data-centre-capacity-national-providers,progress,2026-05-25-conosaba-ministro-visita-obras-sede-itma-e-data-center.md,http://conosaba.blogspot.com/2026/05/ministro-dos-transportes.html,https://ang.gw/conselho-de-ministros-aprova-politica-nacional-de-energia-urbanizacao-e-combate-ao-plastico/,"Conselho de Ministros aprova Política Nacional de Energia, Urbanização e Combate ao Plásti","withdrawn from the hand-carry 2026-08-27; body is another document's, note: derived from it; lead kept, document not re-fetched"
infra.store--local-data-centre-capacity-all-providers,progress,2026-05-26-archi-art-concept-orange-bissau-siege-et-data-center-en-chantier.md,https://fr.linkedin.com/posts/archi-art-concept_architecture-construction-datacenter-activity-7465007149912367104-7b34,https://ang.gw/governo-preocupado-com-situacao-financeira-da-empresa-telecel-no-mercado-nacional/,Governo preocupado com situação financeira  da empresa Telecel no mercado nacional | Agênc,"withdrawn from the hand-carry 2026-08-27; body is another document's, note: derived from it; lead kept, document not re-fetched"
infra.energy--sufficient-energy-and-water-for-data-centres,progress,2026-06-09-ang-plano-especial-saneamento-eletrico-rede-degradada.md,https://ang.gw/governo-adota-medidas-urgentes-para-reforcar-seguranca-eletrica-e-prevenir-incendios/,https://www.ecowas.int/comissao-da-cedeao-organiza-reuniao-do-comite-de-avaliacao-sobre-a-capacidade-de-cabo-submarino-na-africa-ocidental-no-ambito-do-wardip/?lang=pt-pt,COMISSÃO DA CEDEAO ORGANIZA REUNIÃO DO COMITÊ DE AVALIAÇÃO SOBRE A CAPACIDADE DE CABO SUBM,"withdrawn from the hand-carry 2026-08-27; body is another document's, note: derived from it; lead kept, document not re-fetched"
infra.connect--internet-exchange-points,progress,2026-07-06-ecowas-comite-avaliacao-capacidade-segundo-cabo-submarino-wardip.md,https://www.ecowas.int/comissao-da-cedeao-organiza-reuniao-do-comite-de-avaliacao-sobre-a-capacidade-de-cabo-submarino-na-africa-ocidental-no-ambito-do-wardip/?lang=pt-pt,https://cybilportal.org/projects/feasibility-study-of-guinea-bissaus-cybersecurity-landscape/,Feasibility Study of Guinea-Bissau's cybersecurity landscape - Cybil Portal,"withdrawn from the hand-carry 2026-08-27; body is another document's, note: derived from it; lead kept, document not re-fetched"
infra.energy--grid-reliability,progress,2026-07-13-ang-omvg-rede-eletrica-provincia-leste-gabu-bafata.md,https://ang.gw/regioes-o-fornecimento-permanente-da-energia-eletrica-a-provincia-leste-vai-aumentar-o-crescimento-da-economia-familiar-diz-o-pm/,https://trackingsdg7.esmap.org/sites/default/files/download-documents/SDG7-Report2025-0804-V11.pdf,THE ENERGY PROGRESS REPORT,"withdrawn from the hand-carry 2026-08-27; body is another document's, note: derived from it; lead kept, document not re-fetched"
infra.energy--grid-reliability,progress,2026-07-16-ang-eagb-avaria-posto-transformacao-bafata-cinco-dias-sem-luz.md,https://ang.gw/regioes-eagb-promete-para-breve-resolver-a-avaria-no-posto-de-transformacao-em-bafata/,https://documents1.worldbank.org/curated/en/099110923121012704/txt/P1769320801abf09b083fd090d8599e4b94.txt,P1769320801abf09b083fd090d8599e4b94,"withdrawn from the hand-carry 2026-08-27; body is another document's, note: derived from it; lead kept, document not re-fetched"
infra.energy--rural-electrification,progress,2026-07-29-ang-conselho-ministros-aprova-estrategia-nacional-de-electrificacao-rural.md,https://ang.gw/conselho-de-ministros-aprova-politica-nacional-de-energia-urbanizacao-e-combate-ao-plastico/,https://www.undp.org/sites/g/files/zskgke326/files/2026-07/undp_guinea-bissau-annual_report_2025.pdf,ANNUAL,"withdrawn from the hand-carry 2026-08-27; body is another document's, note: derived from it; lead kept, document not re-fetched"
