indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
gov.policy--ict-strategy,gov.policy,2,5,4,1,2,1,1,already-seen,staged,3
gov.policy--data-governance-policy,gov.policy,2,4,3,1,2,0,0,,staged,3
gov.legislate--digital-payments-legislation,gov.legislate,2,4,3,1,2,0,0,,staged,7
gov.legislate--e-commerce-legislation,gov.legislate,2,7,4,1,2,1,0,,staged,7
gov.legislate--statistics-legislation,gov.legislate,2,6,4,1,2,1,0,,staged,7
gov.regional--regional-legal-harmonisation,gov.regional,2,8,3,1,2,0,0,,staged,5
gov.standards--national-interoperability-standards,gov.standards,2,7,3,1,2,0,0,,staged,1
infra.connect--internet-exchange-points,infra.connect,2,8,3,1,2,0,0,,staged,13
infra.store--off-site-backup-capacity,infra.store,2,8,3,1,2,0,3,already-seen;already-seen;already-seen,staged,10
infra.energy--grid-reliability,infra.energy,2,8,3,1,2,0,0,,staged,1
infra.energy--rural-electrification,infra.energy,2,5,3,1,2,0,0,,staged,1
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,infra.capacity,2,6,3,1,2,0,1,already-seen,staged,2
dpi.exchange--interoperability-of-education-systems,dpi.exchange,2,10,3,1,0,2,0,,staged,8
dpi.id--digital-id-from-birth,dpi.id,2,10,3,1,0,1,0,,staged,6
dpi.id--interoperability-of-birth-registration-and-digital-id,dpi.id,2,8,3,1,2,0,0,,staged,6
dpi.pay--revenue-collection,dpi.pay,2,9,3,1,1,1,0,,staged,3
dpi.pay--b2b-and-b2g-functionality,dpi.pay,2,9,4,1,2,1,0,,staged,3
dpi.pay--cross-border-functionality,dpi.pay,2,9,3,1,2,0,0,,staged,3
dpi.pay--consumer-protection,dpi.pay,2,13,4,1,2,1,0,,staged,3
dpi.registry--civil-register,dpi.registry,2,12,1,1,2,0,0,,staged,4
dpi.registry--address-register,dpi.registry,2,8,5,1,1,3,0,,staged,4
dpi.registry--business-register,dpi.registry,2,9,3,1,2,0,0,,staged,4
dpi.registry--tax-register,dpi.registry,2,8,3,1,1,2,0,,staged,4
dpi.mis--education,dpi.mis,2,9,3,1,2,0,0,,staged,1
dpi.mis--social-protection,dpi.mis,2,10,3,1,2,0,0,,staged,1
dpi.mis--justice,dpi.mis,2,4,3,1,2,0,0,,staged,1
dpi.mis--land,dpi.mis,2,8,4,1,2,1,0,,staged,1
digital.localgov--ict-infrastructure-for-local-government,digital.localgov,2,7,3,1,2,0,0,,staged,0
digital.localgov--digitalisation-of-local-government-records,digital.localgov,2,8,3,1,2,1,0,,staged,0
digital.rural--digitalisation-of-rural-health-clinics,digital.rural,2,9,3,1,2,0,0,,staged,2
digital.rural--digitalisation-of-rural-primary-schools,digital.rural,2,5,3,1,2,0,0,,staged,2
digital.rural--digitalisation-of-rural-police-stations,digital.rural,2,7,3,0,0,3,0,,nil,2
tech.ai--use-of-ai-in-sectoral-management-information-systems,tech.ai,2,9,3,1,2,0,0,,staged,6
capacity.training--dt-related-training-in-secondary-education,capacity.training,2,7,4,1,2,1,0,,staged,3
capacity.training--graduates-entering-dt-ecosystem,capacity.training,2,6,3,1,2,0,0,,staged,3
include.access--inclusion-of-persons-with-disabilities,include.access,2,13,3,1,2,1,0,,staged,2
include.access--inclusion-of-refugees-and-idps,include.access,2,11,3,1,2,0,0,,staged,2
data.statistics--national-strategy-for-development-of-statistics,data.statistics,2,10,3,1,2,1,0,,staged,0
data.statistics--censuses-and-surveys,data.statistics,2,12,3,1,2,0,0,,staged,0
data.statistics--statistics-from-administrative-data,data.statistics,2,10,3,1,2,2,0,,staged,0
data.satellite--meteorological-use-of-satellite-data,data.satellite,2,13,4,1,2,1,0,,staged,1
geopol.gulf--gulf-mous-engagements-and-commitments,geopol.gulf,2,11,3,1,2,0,0,,staged,0
