indicator_id,url,title,publisher,published,brief,why_not
gov.policy--ict-strategy,https://www.mndpt.gov.mg/wp-content/uploads/2024/10/MNDPT_PSN_2023.pdf,Plan Stratégique du Numérique 2023-2028,MNDPT,,1,"fetch failed (CRAWL_UNKNOWN_ERROR) after 3 attempts incl. domain root and a Scribd mirror (paywalled, no text); substituted UNDP DRA as baseline"
gov.policy--ict-strategy,https://ccomptes.mg/uploads/AUDIT-DU-MNDPT1774881345.pdf,Audit du MNDPT 2022-2025,Cour des comptes (Madagascar),,1,"secondary/supporting document (institutional audit), not the operative strategy instrument; baseline cap reached by UNDP DRA"
gov.policy--ict-strategy,https://textes.lexxika.com/lois-malagasy/decret-n2005-327-du-25-mai-2005-fixant-le-cadre-institutionnel-de-mise-en-oeuvre-de-la-politique-nationale-en-matiere-de-gouvernance/,Décret n°2005-327 du 25 mai 2005,Lexxika (legal text mirror),2005-05-25,1,"predecessor e-governance decree, superseded by PSN 2023-2028; not the current instrument"
gov.policy--ict-strategy,https://www.biometricupdate.com/202508/madagascars-digital-governance-id-project-timeline-extended-to-2026,"Madagascar's digital governance, ID project timeline extended to 2026",Biometric Update,2025-08-19,2,"already-seen: DUP-EXACT in OSINT raw/ (raw/2025/2025-08-19 Madagascar's digital governance, ID project timeline extended to 2026.md)"
gov.policy--ict-strategy,https://www.ecofinagency.com/news-digital/2406-56771-madagascar-world-bank-review-progress-on-543-million-digital-transformation-projects,"Madagascar, World Bank Review Progress on $543 Million Digital Transformation Projects",Ecofin Agency,2026-06-24,2,already-seen: DUP-EXACT in OSINT raw/ (raw/2026/2026-06-24-madagascar-worldbank-review-543m-prodigy-decim-ecofin.md); also duplicate event of TechAfrica News item already staged
gov.policy--ict-strategy,https://www.ecofinagency.com/news-digital/1912-51573-madagascar-lays-groundwork-for-a-national-cybersecurity-strategy,Madagascar Lays Groundwork for a National Cybersecurity Strategy,Ecofin Agency,2025-12-19,2,"duplicate report of same event as We Are Tech Africa item (2025-12-16), which was staged instead; cap of two progress items reached"
gov.policy--broadband-strategy,https://www.un.org/ohrlls/sites/www.un.org.ohrlls/files/madagascar_ldc_ff_2026.pdf,Madagascar - Doha Programme of Action implementation report 2026,UN-OHRLLS,2026,1,secondary corroborating source (confirms PSN adoption); Cour des comptes audit selected as more dated/specific baseline; cap reached
gov.policy--broadband-strategy,https://www.undp.org/sites/g/files/zskgke326/files/2025-12/dra_final_report_madagascar_vf_0.pdf,Madagascar Digital Readiness Assessment,UNDP,2025-12-01,1,already staged as baseline for gov.policy--ict-strategy; not reused here to avoid duplicate baseline content across indicators; Cour des comptes audit gives broadband-specific detail instead
gov.policy--broadband-strategy,https://fr.scribd.com/document/743078403/MNDPT-PSN-2023,MNDPT PSN 2023 (Scribd mirror),Scribd (uploaded by third party),,1,"non-official third-party mirror, paywalled/no extractable text; not the operative primary source"
gov.policy--broadband-strategy,https://www.ecofinagency.com/news-digital/2406-56771-madagascar-world-bank-review-progress-on-543-million-digital-transformation-projects,"Madagascar, World Bank Review Progress on $543 Million Digital Transformation Projects",Ecofin Agency,2026-06-24,2,already-seen: DUP-EXACT in OSINT raw/ (raw/2026/2026-06-24-madagascar-worldbank-review-543m-prodigy-decim-ecofin.md)
