indicator_id,file,brief
gov.policy--broadband-strategy,baseline/2026-09-02-guinea-ecuatorial-estrategia-nacional-economia-digital-banco-mundial.md,baseline
gov.policy--broadband-strategy,progress/2026-04-03-guinea-ecuatorial-estudio-mason-cable-submarino-medusa-bome.md,progress
gov.policy--broadband-strategy,progress/2026-07-15-guinea-ecuatorial-plan-semestral-transportes-cobertura-85-por-ciento.md,progress
gov.policy--data-interoperability-framework-roadmap,baseline/2023-11-10-guinea-ecuatorial-cniapge-plataforma-digitalizacion-expedientes-fase-2.md,baseline
gov.policy--data-interoperability-framework-roadmap,progress/2026-08-05-guinea-ecuatorial-cuenta-unica-tesoro-hoja-ruta-amsx-sintag.md,progress
gov.policy--data-interoperability-framework-roadmap,progress/2026-06-17-guinea-ecuatorial-sigef-comite-pilotaje-interoperabilidad-biometria.md,progress
gov.policy--ai-strategy,progress/2026-07-04-guinea-ecuatorial-unesco-formacion-inteligencia-artificial-robotica.md,progress
gov.policy--ai-strategy,progress/2026-05-11-guinea-ecuatorial-aauca-segundo-foro-nacional-inteligencia-artificial.md,progress
gov.policy--data-localisation-policies,baseline/2025-04-15-guinea-ecuatorial-cniapge-junta-directiva-centro-de-datos-estatal.md,baseline
gov.policy--data-localisation-policies,progress/2026-02-09-guinea-ecuatorial-bcn-nigeria-acuerdo-cable-submarino-centro-datos.md,progress
gov.policy--data-localisation-policies,progress/2026-03-25-guinea-ecuatorial-camara-diputados-ratificacion-convencion-malabo.md,progress
gov.policy--data-governance-policy,baseline/2026-09-02-guinea-ecuatorial-estrategia-nacional-economia-digital-banco-mundial.md,baseline
gov.policy--data-governance-policy,progress/2026-04-08-inege-septima-sesion-comite-programas-estadisticos.md,progress
gov.policy--data-governance-policy,progress/2026-06-24-inege-catalogo-nacional-de-indicadores-seminario-lanzamiento.md,progress
gov.policy--open-data-policy,baseline/2022-01-01-inege-estrategia-nacional-desarrollo-estadistica-2022-2026.md,baseline
gov.policy--open-data-policy,progress/2025-10-31-inege-octava-edicion-anuario-estadistico-nacional.md,progress
gov.policy--open-data-policy,baseline/2026-05-08-guinea-ecuatorial-senado-aprueba-proyecto-ley-transparencia-acceso-informacion.md,progress
gov.legislate--legislation-covering-digital-id,baseline/2017-01-10-guinea-ecuatorial-leyes-electronicas.md,baseline
gov.legislate--legislation-covering-digital-id,progress/2026-05-13-guinea-ecuatorial-comparecencia-exteriores-pasaporte-biometrico-cnedoge.md,progress
gov.legislate--digital-payments-legislation,baseline/2018-12-21-reglement-04-18-cemac-umac-cobac-services-de-paiement.md,baseline
gov.legislate--digital-payments-legislation,progress/2025-11-17-beac-instruction-001-gr-2025-iso-20022.md,progress
gov.legislate--digital-payments-legislation,progress/2025-09-10-orden-3-2025-prohibicion-recaudacion-efectivo.md,progress
gov.legislate--legislation-enabling-data-interoperability,baseline/2017-01-10-guinea-ecuatorial-leyes-electronicas.md,baseline
gov.legislate--legislation-enabling-data-interoperability,progress/2025-11-03-guinea-ecuatorial-senado-proyecto-ley-contratos-sector-publico-sistema-electronico.md,progress
gov.legislate--legislation-enabling-data-interoperability,baseline/2026-09-02-guinea-ecuatorial-estrategia-nacional-economia-digital-banco-mundial.md,progress
gov.legislate--e-commerce-legislation,baseline/2017-01-10-guinea-ecuatorial-leyes-electronicas.md,baseline
gov.legislate--e-commerce-legislation,baseline/2026-09-02-guinea-ecuatorial-estrategia-nacional-economia-digital-banco-mundial.md,progress
gov.legislate--statistics-legislation,baseline/2022-01-01-inege-estrategia-nacional-desarrollo-estadistica-2022-2026.md,baseline
gov.legislate--statistics-legislation,progress/2026-07-28-inege-consejo-administracion-xiii-estatuto-personal.md,progress
gov.legislate--statistics-legislation,progress/2026-08-20-inege-comite-cientifico-censo-decreto-25-2025-resolucion-006-2025.md,progress
gov.legislate--access-to-information-legislation,baseline/2026-05-08-guinea-ecuatorial-senado-aprueba-proyecto-ley-transparencia-acceso-informacion.md,baseline
gov.legislate--access-to-information-legislation,progress/2026-02-05-guinea-ecuatorial-codigo-transparencia-acceso-informacion-admitido-a-tramite.md,progress
gov.protect--national-data-protection-readiness,progress/2026-03-25-guinea-ecuatorial-camara-diputados-ratificacion-convencion-malabo.md,progress
gov.protect--national-data-protection-readiness,baseline/2026-09-02-guinea-ecuatorial-estrategia-nacional-economia-digital-banco-mundial.md,progress
gov.standards--national-interoperability-standards,baseline/2024-01-01-worldbank-equatorial-guinea-digital-economy-diagnostic.md,baseline
gov.standards--national-interoperability-standards,baseline/2026-09-02-guinea-ecuatorial-estrategia-nacional-economia-digital-banco-mundial.md,progress
gov.standards--adoption-of-international-standards,baseline/2025-03-19-guinea-ecuatorial-agencia-nacional-normalizacion-certificacion-agenor.md,baseline
gov.standards--adoption-of-international-standards,progress/2026-05-22-itu-malabo-declaration-sustainable-digital-transformation.md,progress
gov.discourse--non-governmental-contribution-to-national-policy,baseline/1999-02-24-guinea-ecuatorial-ley-1-1999-regimen-organizaciones-no-gubernamentales.md,baseline
gov.discourse--non-governmental-contribution-to-national-policy,baseline/2026-09-02-guinea-ecuatorial-estrategia-nacional-economia-digital-banco-mundial.md,progress
gov.discourse--non-governmental-contribution-to-national-policy,progress/2026-04-03-guinea-ecuatorial-alibaba-influencers-comision-interministerial.md,progress
finance.mou--strategic-relationships,baseline/2025-12-28-guinea-ecuatorial-huawei-mou-gobierno-electronico.md,baseline
finance.mou--strategic-relationships,progress/2026-02-09-guinea-ecuatorial-bcn-nigeria-acuerdo-cable-submarino-centro-datos.md,progress
finance.mou--strategic-relationships,progress/2026-07-09-getesa-huawei-contrato-optimizacion-red-telefonica.md,progress
finance.new--mobilisation-of-non-state-finance,baseline/2022-04-10-guinea-ecuatorial-privatizacion-activos-del-estado.md,baseline
finance.new--mobilisation-of-non-state-finance,progress/2026-01-30-egsa-eloita-propuesta-inversion-50-millones-telgesa.md,progress
finance.new--mobilisation-of-non-state-finance,progress/2026-02-09-guinea-ecuatorial-bcn-nigeria-acuerdo-cable-submarino-centro-datos.md,progress
tech.ai--use-of-ai-in-government-administration,baseline/2026-09-02-guinea-ecuatorial-estrategia-nacional-economia-digital-banco-mundial.md,baseline
tech.ai--use-of-ai-in-government-administration,progress/2026-05-24-getesa-programa-modernizacion-tecnologica-financiera-ia.md,progress
tech.ai--use-of-ai-in-government-administration,progress/2026-01-21-amini-propuesta-ia-soberana-transformacion-digital-davos.md,progress
tech.ai--use-of-ai-in-sectoral-management-information-systems,baseline/2024-03-27-cniapge-plan-de-accion-2024-informatizacion-administracion-publica.md,baseline
tech.ai--use-of-ai-in-sectoral-management-information-systems,progress/2026-03-04-inege-comision-estadistica-onu-ia-sistemas-sanitarios.md,progress
tech.ai--control-of-ai-abuse,baseline/2024-12-23-guinea-ecuatorial-ley-7-2024-redes-sociales-delitos-informaticos-ciberdelincuencia.md,baseline
