indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
gov.policy--ict-strategy,gov.policy,2,8,2,1,1,0,2,off-topic,staged,3
gov.policy--broadband-strategy,gov.policy,2,8,2,1,1,0,2,already-seen,staged,3
gov.policy--data-storage-cloud-strategy,gov.policy,2,6,2,1,1,0,1,inadmissible-origin,staged,3
gov.policy--data-interoperability-framework-roadmap,gov.policy,2,7,1,1,0,0,3,already-seen,staged,3
gov.policy--data-localisation-policies,gov.policy,2,8,3,1,2,0,1,already-seen,staged,3
gov.policy--data-governance-policy,gov.policy,2,9,3,1,1,0,2,already-seen;headline-only-stub,staged,3
gov.policy--open-data-policy,gov.policy,2,8,5,1,2,0,1,fetch-blocked,staged,3
gov.legislate--cybersecurity-legislation,gov.legislate,2,9,3,1,2,0,1,already-seen,staged,2
gov.legislate--legislation-covering-digital-id,gov.legislate,2,8,2,1,1,0,0,,staged,2
gov.legislate--digital-payments-legislation,gov.legislate,2,8,4,1,2,0,1,fetch-blocked,staged,2
gov.legislate--legislation-enabling-data-interoperability,gov.legislate,2,7,2,1,1,0,2,already-seen,staged,2
gov.legislate--ai-legislation-regulations,gov.legislate,2,6,2,1,1,0,2,already-seen,staged,2
gov.legislate--e-commerce-legislation,gov.legislate,2,8,3,1,2,0,1,already-seen,staged,2
gov.legislate--statistics-legislation,gov.legislate,2,7,3,1,2,0,1,already-seen,staged,2
gov.protect--national-data-protection-readiness,gov.protect,2,6,2,1,2,0,1,already-seen,staged,2
gov.regional--regional-legal-harmonisation,gov.regional,2,9,3,1,2,0,1,already-seen,staged,1
gov.regional--cross-border-data-transfers,gov.regional,2,8,1,1,2,0,1,already-seen,staged,1
gov.standards--national-interoperability-standards,gov.standards,2,8,1,1,2,0,0,,staged,0
gov.standards--national-quality-standards,gov.standards,2,8,3,1,2,0,0,,staged,0
gov.standards--adoption-of-international-standards,gov.standards,2,9,1,1,2,0,1,already-seen,staged,0
gov.discourse--non-governmental-contribution-to-national-policy,gov.discourse,2,7,2,1,2,0,1,already-seen,staged,3
infra.connect--internet-usage,infra.connect,2,6,4,1,2,1,1,already-seen,staged,4
infra.connect--mobile-affordability,infra.connect,2,5,3,1,2,0,1,already-seen,staged,4
infra.connect--national-fibre-backbone,infra.connect,2,3,2,1,1,0,1,inadmissible-origin,staged,4
infra.connect--international-internet-bandwidth,infra.connect,2,4,1,1,0,0,1,already-seen,staged,4
infra.connect--internet-exchange-points,infra.connect,2,7,1,1,0,0,3,no-development,staged,4
infra.store--local-data-centre-capacity-national-providers,infra.store,2,5,2,1,1,0,0,,staged,1
infra.store--off-site-backup-capacity,infra.store,2,4,2,1,1,0,0,,staged,1
infra.energy--sufficient-energy-and-water-for-data-centres,infra.energy,2,6,3,1,2,1,0,,staged,1
infra.energy--grid-reliability,infra.energy,2,8,3,1,2,0,1,url-dead,staged,1
infra.energy--rural-electrification,infra.energy,2,7,3,1,2,1,0,,staged,1
infra.capacity--robustness-of-government-hardware-and-software,infra.capacity,2,5,2,1,2,0,2,already-seen,staged,0
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,infra.capacity,2,4,2,1,2,0,1,already-seen,staged,0
dpi.exchange--national-data-exchange-system,dpi.exchange,2,10,2,0,2,1,0,,staged,1
dpi.exchange--use-of-digital-id-in-other-systems,dpi.exchange,2,10,3,1,2,0,0,,staged,1
dpi.exchange--interoperability-of-health-systems,dpi.exchange,2,7,3,1,2,0,0,,staged,1
dpi.exchange--interoperability-of-education-systems,dpi.exchange,2,8,3,1,2,0,2,already-seen,staged,1
dpi.exchange--interoperability-of-social-protection-systems,dpi.exchange,2,7,2,1,1,0,1,already-seen,staged,1
dpi.id--registration-of-entire-population,dpi.id,2,7,2,1,1,0,0,,staged,2
dpi.id--national-maintenance-of-id-and-credentials-systems,dpi.id,2,9,3,1,2,0,0,,staged,2
dpi.id--authentication,dpi.id,2,8,3,1,1,1,0,,staged,2
dpi.id--digital-id-from-birth,dpi.id,2,6,2,1,1,0,0,,staged,2
dpi.id--interoperability-of-birth-registration-and-digital-id,dpi.id,2,7,1,1,0,0,0,,staged,2
dpi.id--use-by-other-systems,dpi.id,2,8,2,1,2,0,1,already-seen,staged,2
dpi.pay--g2p-functionality,dpi.pay,2,8,2,1,1,0,0,,staged,5
dpi.pay--revenue-collection,dpi.pay,2,14,3,1,2,0,0,,staged,5
dpi.pay--p2p-p2g-and-p2b-functionality,dpi.pay,2,14,4,1,2,1,0,,staged,5
dpi.pay--population-uptake,dpi.pay,2,8,3,1,2,0,0,,staged,5
dpi.pay--consumer-protection,dpi.pay,2,9,3,1,2,0,0,,staged,5
dpi.registry--population-register,dpi.registry,2,5,2,1,1,0,1,already-seen,staged,2
