indicator_id,url,title,publisher,published,brief,why_not
gov.policy--ict-strategy,https://mcit.gov.eg/ar/Digital_Egypt,استراتيجية مصر الرقمية,وزارة الاتصالات وتكنولوجيا المعلومات,2026-01-01,1,A thinner overview of the same strategy as the ICT_Strategy page selected as baseline; the fuller page wins
gov.policy--ict-strategy,https://mcit.gov.eg/en/Publication/Publication_Summary/9260,MCIT Yearbook 2025,Ministry of Communications and Information Technology,2026-03-01,2,"The URL serves a publications index carrying blurbs for several yearbooks, not the 2025 yearbook document itself"
gov.regional--cross-border-data-transfers,https://au.int/sites/default/files/treaties/45079-treaty-EN_AfCFTA_Protocol_on_Digital_Trade.pdf,PROTOCOL TO THE AGREEMENT ESTABLISHING THE AFRICAN CONTINENTAL FREE TRADE AREA ON DIGITAL TRADE,African Union,2024-02-18,1,"Egypt's own Law 151 of 2020 is the operative cross-border transfer rule; the Protocol is adopted but not ratified by Egypt. Staged once, as the baseline for regional legal harmonisation."
gov.discourse--open-discussion-of-government-policy,https://www.unesco.org/sites/default/files/medias/fichiers/2026/04/EGYPT_SDG16102_2025.pdf,EGYPT - 2025 Survey on Public Access to Information (SDG Indicator 16.10.2),UNESCO,2025-01-01,1,"Fetched at 200 but the PDF carries a custom font encoding and its extracted text is unreadable mojibake throughout, so no verbatim body could be taken from it."
infra.connect--mobile-affordability,https://www.itu.int/dms_pub/itu-d/opb/ind/D-IND-ICT_PRICES.01-2025-PDF-E.pdf,Measuring digital development: The affordability of ICT services 2024,International Telecommunication Union (ITU),2025-01-01,1,"The current edition of the series, but Egypt appears in it only as the address of the ITU regional office; it carries no Egypt price-basket row, so it cannot serve as the numeric baseline."
infra.connect--mobile-affordability,https://www.itu.int/en/ITU-D/Statistics/Pages/StatisticsUpdate/December2025.aspx,ITU Statistics Update - December 2025,International Telecommunication Union (ITU),2025-12-31,2,Announces the release of the 2025 ICT price statistics but contains no Egypt content at all; staging it under a country place would put an Egypt citation on a body that never mentions Egypt.
infra.store--off-site-backup-capacity,https://masaar.net/ar/egypt_laws/%D8%A7%D9%84%D9%84%D8%A7%D8%A6%D8%AD%D8%A9-%D8%A7%D9%84%D8%AA%D9%86%D9%81%D9%8A%D8%B0%D9%8A%D8%A9-%D9%84%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%AD%D9%85%D8%A7%D9%8A%D8%A9-%D8%A7%D9%84%D8%A8%D9%8A/,قرار رقم 816 لسنة 2025 بإصدار اللائحة التنفيذية لقانون حماية البيانات الشخصية,وزارة الاتصالات وتكنولوجيا المعلومات,2025-11-01,2,"A governance requirement bearing on recoverability rather than a movement in backup capacity; the two data-centre events move this indicator further. Staged once, as progress for cross-border data transfers."
infra.energy--rural-electrification,https://iea.blob.core.windows.net/assets/cdd62b11-664f-4a85-9eb6-7f577d317311/SDG7-Report2024-0611-V9-highresforweb.pdf,Tracking SDG 7: The Energy Progress Report 2024,"IEA, IRENA, UNSD, World Bank and WHO",2024-01-01,1,"The authoritative access series, but Egypt appears in it only in finance-flow passages and country lists; it carries no Egypt rural-access row, so it does not establish the baseline figure."
dpi.exchange--interoperability-of-health-systems,https://uhia.gov.eg/%D8%B9%D9%86-%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D9%85/,عن النظام,الهيئة العامة للتأمين الصحي الشامل (Universal Health Insurance Authority),2021-10-28,1,A navigation page linking to Law 2 of 2018 and its executive regulation rather than the instrument or any statement of the health data layer; the Egypt Healthcare Authority statement was the stronger baseline.
dpi.id--digital-id-from-birth,https://mcit.gov.eg/en/Media_Center/Press_Room/Press_Releases/98928,ICT Sector Achievements in 2025,Ministry of Communications and Information Technology (Egypt),2026-01-02,2,"The lead claimed the expatriate-services phase covered birth certificates; the fetched body says only four types of previously issued documents and never names birth certificates, so it does not evidence movement on digital id from birth. Staged and selected under dpi.id--national-maintenance-of-id-and-credentials-systems instead."
