indicator_id,url,title,publisher,published,brief,why_not
gov.policy--broadband-strategy,https://www.pmo.gov.et/media/other/b2329861-f9d7-4c4b-9f05-d5bc2c8b33b6.pdf,Digital Strategy for Ethiopia: Inclusive Prosperity,FDRE Prime Minister's Office,,baseline,Superseded by Digital Ethiopia 2030; not the operative strategy; MInT 2023 assessment (a later dated authoritative statement of standing) selected as baseline instead.
gov.policy--broadband-strategy,https://www.eca.et/about/,ECA — About,Ethiopian Communications Authority,,baseline,"Institutional background page, not a broadband-strategy instrument or dated status statement."
gov.policy--broadband-strategy,https://www.mofed.gov.et/resources/proclamation/,Proclamation repository,Ministry of Finance,,baseline,"General proclamation index, not specific to broadband strategy."
gov.policy--broadband-strategy,https://www.ethiotelecom.et/ethio-telecom-announces-its-new-three-year-strategy-next-horizon-digital-beyond-2028-strategy/,"Ethio telecom announces its new three-year strategy, Next Horizon: Digital & Beyond 2028 strategy",Ethio telecom,2025-08-26,progress,"Duplicate — already admitted to raw/ (DUP-EXACT: raw/2025/2025-08-26-ethiotelecom-next-horizon-digital-beyond-2028-strategy.md), not restaged."
gov.policy--broadband-strategy,https://www.ena.et/web/eng/w/eng_7967007,PM Abiy Ahmed Launches Digital Strategy that Aims to Foster Inclusive Prosperity,Ethiopian News Agency,2025-12-20,progress,"Same underlying Digital Ethiopia 2030 launch event as the selected Council-approval report (ena.et eng_7816242); two reports of one event, cap keeps the earlier approval report."
gov.policy--broadband-strategy,https://www.gcs.gov.et/en/2025/12/22/the-digital-ethiopia-2030-strategy-is-people-centered-and-implemented-with-attention-given-to-all-sectors/,The Digital Ethiopia 2030 Strategy is people-centered and implemented with attention given to all sectors,Government Communication Service,2025-12-22,progress,Same underlying Digital Ethiopia 2030 event as selected pick; cap reached.
gov.policy--broadband-strategy,https://www.itu.int/itu-d/sites/bdt-highlights/highlights-october-2025/,Highlights – October 2025 – BDT Highlights,ITU,2025-10-01,progress,Secondary digest covering the Africa-BB-Maps event already selected via the primary ITU project page; cap reached.
gov.policy--data-localisation-policies,https://www.ena.et/web/eng/w/eng_8021907,Ethiopia Anchors Digital Sovereignty in New Digital Ethiopia 2030 Strategy: Ministry Says,Ethiopian News Agency,2025-12,progress,Same Digital Ethiopia 2030 strategy event as selected pick; cap reached.
gov.policy--data-localisation-policies,https://www.ena.et/web/eng/w/eng_8870155,Ethiopia Advances Data Sovereignty Drive to Strengthen Policy Independence,Ethiopian News Agency,2026-05-18,progress,"Distinct conference/announcement but cap (2 progress) already filled by Digital Ethiopia 2030 approval and INSA G-Cloud, both more concrete instrument-level movements."
gov.policy--open-data-policy,https://pub.sbc4d.com/2018/Et_draft-V1.4.pdf,Consultation on the Recommendations and Working Text of the National Open Data Policy,"Government of Ethiopia (draft, via SBC4D)",2018-01,baseline,Draft never enacted; MInT's 2023 assessment (a later dated authoritative statement) selected as baseline instead.
gov.policy--open-data-policy,https://pub.sbc4d.com/2017/Ethiopia%20Open%20Data%20SBC4D.pdf,Open Data in Ethiopia,MCIT/SBC4D,2017-09,baseline,Landscape report predating and superseded by the 2023 MInT assessment.
gov.policy--open-data-policy,https://documents1.worldbank.org/curated/en/557611531038811117/txt/Disclosable-Version-of-the-ISR-Ethiopia-Supporting-Open-Data-Initiative-P156400-Sequence-No-03.txt,World Bank Implementation Status Report — Ethiopia Supporting Open Data Initiative,World Bank,2018-07-08,baseline,"Older implementation status report, superseded by the 2023 MInT assessment as the most recent dated authoritative statement."
gov.policy--open-data-policy,https://www.gcs.gov.et/en/2025/12/22/the-digital-ethiopia-2030-strategy-is-people-centered-and-implemented-with-attention-given-to-all-sectors/,The Digital Ethiopia 2030 Strategy is people-centered and implemented with attention given to all sectors,Government Communication Service,2025-12-22,progress,Same Digital Ethiopia 2030 event as selected pick; cap reached.
gov.policy--open-data-policy,https://www.ena.et/web/eng/w/eng_8870155,Ethiopia Advances Data Sovereignty Drive to Strengthen Policy Independence,Ethiopian News Agency,2026-05-18,progress,Cap reached; OpenAgriNet launch is a more concrete open-data operationalisation than this general conference report.
gov.legislate--legislation-covering-digital-id,https://eih.et/national-id-program-reestablished-as-state-owned-enterprise-faydaverse-to-anchor-nationwide-digital-public-infrastructure-and-joins-ethiopian-investment-holdings-portfolio/,National ID Program Reestablished as State-Owned Enterprise 'Faydaverse' and Joins Ethiopian Investment Holdings Portfolio,Ethiopian Investment Holdings,2026-08-04,progress,"Duplicate — already admitted to raw/ (DUP-EXACT: raw/2026/2026-08-04-national-id-program-reestablished-as-state-owned-enterprise-faydaverse.md), not restaged."
gov.legislate--legislation-covering-digital-id,https://www.ena.et/web/eng/w/eng_4670176,"Ethiopia's Council of Ministers Approves Draft Bills, Policies",Ethiopian News Agency,2024-06-27,baseline,"Reports Council adoption of the AI policy, not the digital-ID proclamation; not relevant to this indicator's baseline."
gov.legislate--ai-legislation-regulations,https://www.ena.et/web/eng/w/eng_9359494,New Cybersecurity Proclamation Strengthens Protection of Ethiopia's Strategic Digital Infrastructure,Ethiopian News Agency / INSA,2026-08-07,progress,"Duplicate — already admitted to raw/ (DUP-EXACT: raw/2026/2026-08-07-ethiopia-critical-infrastructure-cybersecurity-proclamation-insa.md), not restaged."
gov.legislate--ai-legislation-regulations,https://www.ena.et/web/eng/w/eng_7816242,Council of Ministers Approves Digital Ethiopia 2030 Strategy,Ethiopian News Agency,2025-11-29,progress,"Strategy-level, not AI-specific legislation; cap filled by the more directly on-point security-clearance directive."
gov.legislate--ai-legislation-regulations,http://www.mint.gov.et/documents/d/guest/ethiopian_ai__policy-2?download=true,Ministry download (National AI Policy),Ministry of Innovation and Technology,,baseline,Agent flagged this indexed download as possibly resolving to the superseded December 2020 draft rather than the June 2024 adopted policy; lawethiopia.com copy (confirmed June 2024 dated text) selected instead.
gov.legislate--statistics-legislation,https://ess.gov.et/about-ess/key-documents/,Key Documents,Ethiopian Statistical Service,2026-06-30,progress,"Repository listing, not a dated news event; the HPR-approval news reports selected instead."
gov.legislate--statistics-legislation,https://ess.gov.et/history/,History of the Ethiopian statistical system,Ethiopian Statistical Service,2024-10-16,baseline,"Institutional history page, not an enacting instrument; the 2005 founding Proclamation selected as baseline."
gov.legislate--statistics-legislation,https://ess.gov.et/wp-content/uploads/2024/06/CODE-OF-PRACTICE-FOR-OFFICIAL-STATISTICS-IN-ETHIOPIA.pdf,Code of Practice for Official Statistics in Ethiopia,Ethiopian Statistical Service,2023-10-01,baseline,"Operational standards document, not a statute; the 2005 founding Proclamation selected as baseline."
gov.regional--regional-legal-harmonisation,https://au.int/sites/default/files/decisions/46188-Assembly_Decisions_31_March_E.pdf,"Decisions, Declarations and Resolutions of the 39th Ordinary Session of the AU Assembly",African Union Assembly,2026-02-14,progress,"Continental-level decision not specific to Ethiopia; cap filled by the AfCFTA validation and IGAD ministerial communique, both naming Ethiopia directly."
gov.regional--regional-legal-harmonisation,https://igad.int/federal-parliament-of-somalia-ratifies-the-igad-treaty/,Federal Parliament of Somalia Ratifies the IGAD Treaty,IGAD,2026-01-21,progress,"About Somalia's ratification, not an Ethiopia-specific event; cap reached."
gov.standards--national-interoperability-standards,https://justice.gov.et/am/law/electronic-signature-regulation-582-2018,Electronic Signature Regulation No. 582/2025,Ministry of Justice,2026-06-18,progress,"Fetch failed (CRAWL_NOT_FOUND) on this URL and not retried per capture-rule; the Council of Ministers' own November 2025 report additionally shows this Electronic Signature regulation was still in draft at that session, so its final gazetted text/URL is unconfirmed."
gov.standards--national-interoperability-standards,https://www.ena.et/web/eng/w/eng_7884567,"Ethiopia Launches National Digital Payments Strategy, IPS",Ethiopian News Agency / National Bank of Ethiopia,2025-12-09,progress,"Primarily a payments-interoperability initiative (dpi.pay territory), not general national interoperability standards; cap kept to the Digital Ethiopia 2030 strategy pick."
gov.standards--national-interoperability-standards,https://thedocs.worldbank.org/en/doc/8bef92278ecc81a75958d18ef95cdbd4-0460012022/original/I-2-2-I3-2-NEAF-and-EaGIF-Implementation-Roadmap.pdf,ENEAF and EeGIF Implementation Roadmap,MInT / World Bank,2019-11-03,baseline,"Draft v0.1 implementation roadmap, not the framework instrument itself; EA-2019 repository entry selected as baseline."
gov.standards--national-interoperability-standards,https://thedocs.worldbank.org/en/doc/003d76985cbd41c53cfa9825d2464495-0460012022/original/I-3-9-1-EeGIF-Governance-and-Compliance.pdf,EeGIF Governance and Compliance,MInT / World Bank,2019-11-03,baseline,"Draft v0.1 governance proposal, not the framework instrument itself."
finance.mou--strategic-relationships,https://www.mofed.gov.et/blog/ethiopia-and-european-union-sign-90-million-joint-action-plan-2025-and-launch-public-private-dialogue/,Ethiopia and European Union Sign €90 Million Joint Action Plan 2025 and Launch Public-Private Dialogue,Ministry of Finance,2025-10-28,progress,Cap reached; the two debt-restructuring events ranked higher for strategic significance.
finance.mou--strategic-relationships,https://www.mofed.gov.et/blog/joint-press-release-by-the-ministry-of-finance-and-the-national-bank-of-ethiopia/,Joint Press Release by the Ministry of Finance and the National Bank of Ethiopia,Ministry of Finance / National Bank of Ethiopia,2026-01-21,progress,Restates completion of the baseline OCC MoU rather than a new distinct movement.
infra.connect--mobile-affordability,https://www.stockmarket.et/ethio-telecom-announces-tariff-adjustment-citing-rising-costs-and-infrastructure-expansion/,"Ethio Telecom Announces Tariff Adjustment, Citing Rising Costs and Infrastructure Expansion",Stockmarket.et,2025-12-29,progress,"No primary Ethio telecom URL found for this statement, only secondary aggregator coverage; cap filled by the Safaricom price-hike report (Capital Newspaper, primary reporting) and the GSMA device-affordability pilot."
infra.connect--mobile-affordability,https://www.eca.et/wp-content/uploads/2024/04/Determination-on-Mobile-and-Fixed-Termination-Rates.pdf,Determination on Mobile and Fixed Termination Rates,Ethiopian Communications Authority,2024-04,baseline,"Wholesale termination-rate regulation, not a retail affordability figure; World Bank Telecom Market Assessment selected as baseline."
infra.connect--internet-exchange-points,https://www.eca.et/wp-content/uploads/2025/10/STEP-RIO-Approved.pdf,Safaricom Telecommunications Ethiopia PLC Reference Interconnection Offer,Ethiopian Communications Authority (approving Safaricom's RIO),2025-10,baseline,Lists two IXP interconnection locations only in passing within a broader interconnection-offer document; Telecommunications Licensing Directive selected as the primary IXP-defining instrument.
infra.connect--internet-exchange-points,https://addix.et/,ADDIX,ADDIX Technology Solutions,,baseline,Operator's own undated homepage; dated regulatory instrument and dated Wingu/Pulse status updates preferred.
infra.connect--internet-exchange-points,https://extensia.tech/addix-establishes-first-internet-exchange-point-in-ethiopia-hosted-by-wingu-africa/,"ADDIX Establishes First Internet Exchange Point in Ethiopia, Hosted by Wingu Africa",Extensia,2024-06-11,progress,Outside the 2025-08-01/2026-08-28 window (original 2024 hosting announcement); superseded by the September 2025 Wingu status update.
infra.store--off-site-backup-capacity,https://www.cloud.gov.et/,Ethiopian National Data Center,Government of Ethiopia,,baseline,"Institutional homepage, not a dated status statement; MInT's 2023 assessment (explicit BCP/DRP finding) selected as baseline."
infra.store--off-site-backup-capacity,https://dfp.gov.et/sites/default/files/images/resource/AM_Ethiopia_Digital_Foundations_and_TMA%2C_Jan_20_Feb_6%2C_2025.pdf,Ethiopia Digital Foundations and TMA Implementation Support Mission Report,Digital Foundations Project (MInT),2025-02,baseline,Reports a green data-centre under construction but predates and does not confirm operational off-site backup; MInT 2023 assessment's explicit finding selected as baseline.
infra.store--off-site-backup-capacity,https://ewsdata.rightsindevelopment.org/files/documents/40/WB-P179040_Fi9YKOD.pdf,Ethiopia Digital ID for Inclusion and Services Project Appraisal Document,World Bank,2023-11-20,baseline,"Describes a planned/funded disaster-recovery architecture for Fayda specifically, not a general off-site-backup status statement."
infra.store--off-site-backup-capacity,https://techafricanews.com/2025/11/24/wingu-africa-hosts-mission-critical-infrastructure-for-ethiopian-electric-utility-in-tier-iii-data-centre/,Wingu Africa Hosts Mission-Critical Infrastructure for Ethiopian Electric Utility in Tier III Data Centre,TechAfrica News,2025-11-24,progress,"Cap reached; workload colocation rather than a quantified backup-capacity movement, unlike the two selected picks."
digital.rural--digitalisation-of-rural-registry-offices,https://www.gcs.gov.et/en/2026/04/28/a-consultation-forum-organized-under-the-theme/,Social Development Achievements for Ethiopia's Nation Building Forum,"Government Communication Service, Ethiopia",2026-04-28,progress,"General social-sector retrospective (education, health, TVET, women/youth, culture/sports); does not itself evidence registry-office-specific digitisation despite the brief's framing -- that detail sat in a different article only teased in this page's 'Similar Posts' sidebar, not in this article's own body"
dpi.id--digital-id-from-birth,https://www.ena.et/web/eng/w/eng_7967007,PM Abiy Ahmed Launches Digital Strategy that Aims to Foster Inclusive Prosperity,Ethiopian News Agency (ENA),2025-12-20,progress,"Fetch returned only the page title (JS/video-rendered ENA page, no article body captured); RRS Afar field mission used instead as the second distinct in-window event"
dpi.mis--customs,https://bwcimplementation.org/sites/default/files/resource/ET_Customs%20proclamation.pdf,Proclamation No. 859-2014 Customs Proclamation,bwcimplementation.org (mirror of Federal Negarit Gazette),2014-12-09,baseline,"OCR-degraded scan, illegible past Article 2 definitions; the dated 25 Feb 2026 ECC statement was used as baseline instead of chasing a clean primary-text capture"
dpi.mis--customs,https://justice.gov.et/en/law/definition-of-powers-duties-and-organization-of-the-customs-commission-regulation-council-of-ministers-regulation-no-437-2018/,"Definition of Powers, Duties and Organization of the Customs Commission Regulation (Council of Ministers Regulation No. 437/2018)",Ministry of Justice,2018-12-17,baseline,Fetch returned only the landing-page title/metadata; no PDF link or body text surfaced in this fetch route
dpi.mis--land,https://justice.gov.et/en/law/rural-land-administration-and-use-proclamation/,Rural Land Administration and Use Proclamation (Proclamation No. 1324/2024),Ministry of Justice,2024-08-14,baseline,"Fetch returned only the landing-page title/metadata, no body; the REILA programme book gave a fuller operational description of NRLAIS itself and was preferred as baseline"
data.statistics--national-strategy-for-development-of-statistics,https://unstats.un.org/unsd/methodology/dataquality/references/Ethiopia_edqaf.pdf,Ethiopian Data Quality Assessment Framework,Central Statistical Agency / UN Statistics Division reference collection,undated,baseline,"ranked below the 1-baseline cap; corroborating reference document, not the strategy instrument itself"
