indicator_id,url,title,publisher,published,brief,why_not
gov.legislate--access-to-information-legislation,https://eusee.hivos.org/assets/2026/03/FINAL-SUDAN-CFR-2025-1-1.pdf,Sudan: Country Focus Report 2025,Hivos/EUSEE (EU-funded civil-society network),2026-03,2,"Fetched to ~30,000 characters (freedom of association/assembly/expression sections) without reaching the specific access-to-information implementation finding the brief cited; the bulk of the report concerns the broader civil-society enabling environment (association, assembly, funding, digital environment), not access-to-information legislation specifically. Excluded rather than staged on a partial, off-target capture; no other in-window legislative movement (amendment, Commission activation, court ruling) was found by either brief, so progress is nil for this indicator."
gov.regional--regional-policy-collaboration,https://igad.int/igad-convenes-regional-validation-workshop-to-advance-public-private-partnerships-for-digital-transformation/,IGAD Convenes Regional Validation Workshop to Advance Public Private Partnerships for Digital Transformation,IGAD,2026-01-28,2,"cap reached at one progress item; also weaker topical fit (PPP financing framework, not data-governance policy) and does not name Sudan specifically among attending delegates"
gov.regional--regional-legal-harmonisation,https://au.int/sites/default/files/treaties/29560-sl-AFRICAN_UNION_CONVENTION_ON_CYBER_SECURITY_AND_PERSONAL_DATA_PROTECTION_0.pdf,African Union Convention on Cyber Security and Personal Data Protection -- status table,African Union,2026-02-02,1,"DUP-EXACT against raw-url-index.py: already held as raw/2026/2026-02-02-au-malabo-convention-status-list.md, drop code already-seen"
gov.regional--regional-legal-harmonisation,https://hoainitiative.org/sites/default/files/2025-09/25th%20HoAI%20Ministerial%20-%20Background%20Paper%20on%20Digital%20Integration%20Update.pdf,Horn of Africa Initiative Digital Policy Matrix: Background Paper on Digital Integration Update,Horn of Africa Initiative / World Bank Digital Practice,2025-09-01,2,"cap reached at one progress item; document's own acknowledgements list government contributors from Djibouti, Ethiopia, Kenya, Somalia and South Sudan only -- Sudan is not confirmed among the contributing governments despite being an IGAD member, weaker Sudan-specific evidence than the awarded contract"
gov.regional--shared-regional-infrastructure,https://www.ethiotelecom.et/ethio-telecom-djibouti-telecom-and-sudatel-group-sign/,"Ethio telecom, Djibouti Telecom, and Sudatel Group Sign Tripartite Agreement for the Horizon Fiber Initiative",Ethio telecom,2026-02-04,2,"same event as the selected Sudatel Horizon Fiber Initiative page -- two reports of one event, never both selected; Sudatel's own page preferred as Sudan's operator"
gov.regional--cross-border-data-transfers,https://au.int/sites/default/files/decisions/46188-Assembly_Decisions_31_March_E.pdf,"Decisions, Declarations and Resolutions -- 39th Ordinary Session of the African Union Assembly",African Union,2026-02-15,2,omnibus 982-decision continental document with no Sudan-specific content in the sampled text; the AfCFTA/cross-border-data passage the Agent cited was not located within the captured extract and staging the whole document would misrepresent one paragraph as the record; cap reached with the IGAD RFP alone
gov.regional--cross-border-data-transfers,https://www.nic.gov.sd/news/details/17,بقرار من رئيس الوزراء: السودان يؤسس ثلاث هيئات وطنية للتحول الرقمي والأمن السيبراني وحوكمة البيانات,National Information Centre Sudan,2025-11-05,2,"same document already staged as baseline for gov.protect--data-protection-authority (baseline wins across indicators); the founding decree does not itself establish a cross-border-transfer rule, so it was not additionally selected here"
gov.standards--national-interoperability-standards,https://sudan.gov.sd/%D8%A8%D8%AF%D8%A1-%D8%A7%D9%84%D8%AA%D9%86%D9%81%D9%8A%D8%B0-%D8%A7%D9%84%D9%81%D8%B9%D9%84%D9%8A-%D9%84%D9%85%D8%B9%D8%A7%D9%85%D9%84%D8%A7%D8%AA-%D8%A7%D9%84%D8%B5%D8%A7%D8%AF%D8%B1-%D8%A5%D9%84/,بدء التنفيذ الفعلي لمعاملات الصادر إلكترونياً عبر منصة «بلدنا»,Government of Sudan portal,unconfirmed,2,"fetched and drafted for staging but withdrawn before commit: no dateline, byline date or machine-readable timestamp found in rendered page or raw HTML despite checking both; Agent's claimed 27 December 2025 date could not be independently verified per the no-Agent-dates rule, and staging under a same-day proxy date would misrepresent a window-bound progress item"
gov.standards--national-interoperability-standards,https://cbos.gov.sd/en/content/tender-announcement-national-instant-payment-system-project-nips,Tender Announcement for National Instant Payment System Project (NIPS),Central Bank of Sudan,2026-04-20,2,"DUP-EXACT against raw-url-index.py: already held as raw/2026/2026-04-20-cbos-nips-national-instant-payment-system-tender.md, drop code already-seen; the RFP PDF itself (distinct URL) was staged instead"
gov.standards--national-interoperability-standards,https://www.nic.gov.sd/news/details/17,بقرار من رئيس الوزراء: السودان يؤسس ثلاث هيئات وطنية للتحول الرقمي والأمن السيبراني وحوكمة البيانات,National Information Centre Sudan,2025-11-05,2,"same document already staged as baseline for gov.protect--data-protection-authority (baseline wins across indicators); establishes institutional basis, not an interoperability standard itself"
