indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
gov.policy--broadband-strategy,gov.policy,2,8,3,1,1,4,2,already-seen;already-seen,staged,3
gov.policy--data-storage-cloud-strategy,gov.policy,2,8,1,1,1,2,4,already-seen;already-seen;already-seen;inadmissible-origin,staged,3
gov.policy--data-interoperability-framework-roadmap,gov.policy,2,8,3,1,2,4,1,already-seen,staged,3
gov.policy--data-localisation-policies,gov.policy,2,8,1,1,1,2,4,already-seen;already-seen;already-seen;already-seen,staged,3
gov.policy--open-data-policy,gov.policy,2,8,3,1,2,3,2,already-seen;already-seen,staged,3
gov.legislate--legislation-covering-digital-id,gov.legislate,2,8,1,1,0,4,3,already-seen;already-seen;already-seen,staged,3
gov.legislate--legislation-enabling-data-interoperability,gov.legislate,2,8,1,1,1,4,1,already-seen,staged,3
gov.legislate--ai-legislation-regulations,gov.legislate,2,8,1,0,1,4,2,already-seen;already-seen,staged,3
gov.legislate--e-commerce-legislation,gov.legislate,2,9,2,1,1,5,2,already-seen;already-seen,staged,3
gov.legislate--statistics-legislation,gov.legislate,2,7,2,1,1,3,2,url-dead;off-topic,staged,3
gov.regional--regional-legal-harmonisation,gov.regional,2,13,3,1,2,0,2,duplicate-raw,staged,3
gov.standards--national-interoperability-standards,gov.standards,2,9,3,1,2,0,0,,staged,0
gov.standards--national-quality-standards,gov.standards,2,12,3,1,2,0,0,,staged,0
gov.standards--adoption-of-international-standards,gov.standards,2,17,2,1,2,0,1,duplicate-raw,staged,0
gov.discourse--non-governmental-contribution-to-national-policy,gov.discourse,2,14,3,1,2,0,0,,staged,3
finance.budget--sustainable-domestic-financing-of-digital-transformation,finance.budget,2,13,3,1,2,0,0,,staged,0
finance.mou--strategic-relationships,finance.mou,2,9,4,1,2,1,0,,staged,0
infra.connect--mobile-affordability,infra.connect,2,15,2,1,2,0,0,,staged,7
infra.connect--internet-exchange-points,infra.connect,2,13,2,1,1,0,0,,staged,7
infra.store--local-data-centre-capacity-all-providers,infra.store,2,11,3,1,2,0,0,,staged,2
infra.store--off-site-backup-capacity,infra.store,2,15,3,1,2,0,0,,staged,2
infra.energy--sufficient-energy-and-water-for-data-centres,infra.energy,2,17,3,1,2,0,1,duplicate-raw,staged,0
infra.energy--grid-reliability,infra.energy,2,21,4,1,2,0,1,out-of-window,staged,0
infra.energy--rural-electrification,infra.energy,2,15,4,1,2,2,0,,staged,0
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,infra.capacity,2,15,3,1,2,0,0,,staged,0
dpi.exchange--national-data-exchange-system,dpi.exchange,2,11,1,1,2,0,2,duplicate-raw,staged,2
dpi.exchange--use-of-digital-id-in-other-systems,dpi.exchange,2,15,3,1,2,1,1,duplicate-raw,staged,2
dpi.exchange--interoperability-of-health-systems,dpi.exchange,2,13,4,1,2,1,1,headline-only-stub,staged,2
dpi.exchange--interoperability-of-education-systems,dpi.exchange,2,13,3,1,2,2,0,,staged,2
dpi.exchange--interoperability-of-social-protection-systems,dpi.exchange,2,10,2,1,2,3,0,,staged,2
dpi.id--robustness-of-system,dpi.id,2,10,3,1,2,0,4,already-seen;duplicate-raw,staged,5
dpi.id--national-maintenance-of-id-and-credentials-systems,dpi.id,2,12,2,1,1,0,3,already-seen;duplicate-raw,staged,5
dpi.id--authentication,dpi.id,2,12,2,1,2,0,2,already-seen;duplicate-in-run,staged,5
dpi.id--digital-id-from-birth,dpi.id,2,13,1,1,2,0,2,off-topic;inadmissible-origin,staged,5
dpi.id--interoperability-of-birth-registration-and-digital-id,dpi.id,2,10,1,1,2,0,1,no-development,staged,5
dpi.pay--governance-role-of-central-bank,dpi.pay,2,15,1,1,2,0,2,already-seen;duplicate-in-run,staged,4
dpi.pay--g2p-functionality,dpi.pay,2,10,2,1,2,0,2,already-seen,staged,4
dpi.pay--revenue-collection,dpi.pay,2,11,2,1,2,0,2,inadmissible-origin;already-seen,staged,4
dpi.pay--cross-border-functionality,dpi.pay,2,13,3,1,2,0,1,duplicate-raw,staged,4
dpi.registry--population-register,dpi.registry,2,11,4,1,0,3,3,headline-only-stub;duplicate-raw;already-seen,staged,2
dpi.registry--civil-register,dpi.registry,2,10,3,1,2,0,0,,staged,2
dpi.registry--social-protection-register,dpi.registry,2,11,3,1,2,0,0,,staged,2
dpi.registry--electoral-register,dpi.registry,2,12,2,0,2,0,1,fetch-blocked,staged,2
dpi.registry--tax-register,dpi.registry,2,14,2,1,1,0,1,inadmissible-origin,staged,2
dpi.mis--health,dpi.mis,2,10,3,1,2,0,1,headline-only-stub,staged,1
dpi.mis--social-protection,dpi.mis,2,11,3,1,2,0,0,,staged,1
dpi.mis--justice,dpi.mis,2,19,3,1,2,0,0,,staged,1
dpi.mis--customs,dpi.mis,2,13,2,1,2,0,1,duplicate-in-run,staged,1
dpi.mis--land,dpi.mis,2,15,2,1,2,0,0,,staged,1
digital.localgov--ict-infrastructure-for-local-government,digital.localgov,2,14,3,1,2,10,1,headline-only-stub,staged,1
digital.localgov--digitalisation-of-local-government-records,digital.localgov,2,15,2,1,2,12,0,,staged,1
digital.rural--digitalisation-of-rural-health-clinics,digital.rural,2,12,4,1,1,8,2,headline-only-stub,staged,0
digital.rural--digitalisation-of-rural-registry-offices,digital.rural,2,12,0,1,1,9,1,duplicate-raw,staged,0
digital.rural--digitalisation-of-rural-police-stations,digital.rural,2,13,3,1,2,10,0,,staged,0
