indicator_id,url,title,publisher,published,brief,why_not
dpi.exchange--interoperability-of-education-systems,https://www.gtai.de/resource/blob/244732/0dfd3c062930545e92de55a0c6552bd7/PRO20200430244726.pdf,PESIDE EU action document,European Union / MEESJCD Guine-Bissau,2020-04-30,baseline,strongest description of SIGE interoperability but a 2020 programme design reached through a third-party re-host; the 2024 national compact is operative
dpi.exchange--interoperability-of-education-systems,https://documents1.worldbank.org/curated/en/099010225080512133/pdf/P176697-9fff162b-1a6c-4658-bc85-df0d2dd7d0ce.pdf,Institutional Strengthening and Quality Education for All Project — Implementation Status Report,World Bank,2025,baseline,dated status of the school-mapping data but not the instrument; cap taken by the national compact
dpi.exchange--interoperability-of-education-systems,https://www.fecongd.org/project/peside/,PESIDE project page,Fundacao Fe e Cooperacao (FEC),2022-01-11,baseline,implementer project page rather than a primary instrument
dpi.exchange--interoperability-of-education-systems,https://www.fecongd.org/2018/07/04/reportagem-fec-reforco-da-gestao-de-dados-educativos-na-regiao-de-gabu/,Reforco da gestao de dados educativos na regiao de Gabu,FEC,2018-07-04,baseline,antecedent Firkidja di Skola pilot; superseded by the national rollout
dpi.exchange--interoperability-of-education-systems,https://media.unesco.org/sites/default/files/webform/r2e002/66ed11bae55d3ab337a6c6d2f0b8a69be4fe5638.pdf,Lei de Bases do Sistema Educativo,Republica da Guine-Bissau,2010-05-21,baseline,general education statute; does not create SIGE StatEduc or any data-exchange arrangement
dpi.exchange--interoperability-of-education-systems,https://ang.gw/ministro-dos-transportes-e-economia-digital-considera-digitalizacao-como-um-dos-pilares-fundamentais-para-garantir-servicos-publicos-eficazes/,WARDIP national launch,Agencia de Noticias da Guine (ANG),2026-08,progress,staged once under dpi.exchange--national-data-exchange-system where it belongs
dpi.exchange--interoperability-of-health-systems,https://faolex.fao.org/docs/pdf/gbs235753.pdf,Decreto n.o 31/2024 approving PNDS III 2023-2028,Boletim Oficial da Republica da Guine-Bissau,2025-01-27,baseline,the approving instrument rather than the system; the dated statement of the HMIS took the cap
dpi.exchange--interoperability-of-health-systems,https://extranet.who.int/cpcd/sites/default/files/public_file_repository/GNB_Guinea-Bissau_Plano-Nacional-de-Desenvolvimento-Sanitario-PNDSIII_2023-2028.pdf,Plano Nacional de Desenvolvimento Sanitario III 2023-2028,MINSAP / WHO,2023,baseline,national health plan describing SIS gaps; a plan not the information system
dpi.exchange--interoperability-of-health-systems,https://www.inasa.gw/elaboracao_pensis-2023-2027_gb/,PENSIS 2023-2027 — Plano Estrategico Nacional do Sistema de Informacao para a Saude,INASA,2022-12-04,baseline,directly on the health information system but a strategy page rather than the system
dpi.exchange--interoperability-of-health-systems,https://dhis2.org/fr/utillisation-de-dhis2-pour-numeriser-la-reponse-au-covid-19-en-guinee-bissau/,Utilisation de DHIS2 pour numeriser la reponse au COVID-19 en Guinee-Bissau,DHIS2,2020-12-01,baseline,best evidence of a working Tracker-to-laboratory integration but a single 2020 use case
dpi.exchange--interoperability-of-health-systems,https://dhis2.org/pt-pt/waho-uses-dhis2/,Monitorizacao dos dados regionais de saude na Africa Ocidental,DHIS2 / WAHO-OOAS,2024-08-27,baseline,the clearest institutionalised exchange beyond the national system but regional and not GNB-specific
dpi.exchange--interoperability-of-health-systems,https://extranet.who.int/countryplanningcycles/sites/default/files/public_file_rep/GNB_Guinea-Bissau_Pol%C3%ADtica%20Nacional%20de%20Sa%C3%BAde.pdf,Politica Nacional de Saude,MINSAP,2017,baseline,superseded policy mandate
