indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
gov.policy--broadband-strategy,gov.policy,2,8,3,1,2,4,1,already-seen,staged,6
gov.policy--data-interoperability-framework-roadmap,gov.policy,2,8,3,1,2,5,0,,staged,6
gov.policy--ai-strategy,gov.policy,2,8,3,0,2,4,2,already-seen,staged,6
gov.policy--data-localisation-policies,gov.policy,2,8,3,1,2,3,2,already-seen|duplicate-in-run,staged,6
gov.policy--data-governance-policy,gov.policy,2,10,2,1,2,6,1,already-seen,staged,6
gov.policy--open-data-policy,gov.policy,2,10,2,1,2,7,0,,staged,6
gov.legislate--legislation-covering-digital-id,gov.legislate,2,8,1,1,1,6,0,,staged,4
gov.legislate--digital-payments-legislation,gov.legislate,2,10,1,1,2,7,0,,staged,4
gov.legislate--legislation-enabling-data-interoperability,gov.legislate,2,8,1,1,2,5,0,,staged,4
gov.legislate--e-commerce-legislation,gov.legislate,2,7,0,1,1,4,1,already-seen,staged,4
gov.legislate--statistics-legislation,gov.legislate,2,8,2,1,2,4,1,already-seen,staged,4
gov.legislate--access-to-information-legislation,gov.legislate,2,8,1,1,1,5,1,already-seen,staged,4
gov.protect--national-data-protection-readiness,gov.protect,2,7,1,0,2,0,1,already-seen,staged,1
gov.standards--national-interoperability-standards,gov.standards,2,8,2,1,1,1,0,,staged,1
gov.standards--adoption-of-international-standards,gov.standards,2,9,2,1,1,0,1,off-topic,staged,1
gov.discourse--non-governmental-contribution-to-national-policy,gov.discourse,2,8,2,1,2,0,0,,staged,0
finance.mou--strategic-relationships,finance.mou,2,9,3,1,2,0,0,,staged,0
finance.new--mobilisation-of-non-state-finance,finance.new,2,9,2,1,2,0,0,,staged,2
infra.connect--internet-usage,infra.connect,2,8,2,1,1,6,1,already-seen,staged,10
infra.connect--mobile-affordability,infra.connect,2,8,5,1,2,2,2,already-seen,staged,10
infra.connect--national-fibre-backbone,infra.connect,2,8,3,1,2,4,0,,staged,10
infra.connect--internet-exchange-points,infra.connect,2,8,3,1,0,6,0,,staged,10
infra.store--off-site-backup-capacity,infra.store,2,8,4,1,1,3,2,headline-only-stub|fetch-blocked,staged,3
infra.energy--sufficient-energy-and-water-for-data-centres,infra.energy,2,8,3,1,2,5,0,,staged,2
infra.energy--rural-electrification,infra.energy,2,8,2,1,2,6,0,,staged,2
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,infra.capacity,2,8,2,1,2,5,1,already-seen,staged,1
dpi.exchange--use-of-digital-id-in-other-systems,dpi.exchange,2,11,3,1,2,8,0,,staged,2
dpi.exchange--interoperability-of-health-systems,dpi.exchange,2,8,3,1,2,4,0,,staged,2
dpi.exchange--interoperability-of-education-systems,dpi.exchange,2,11,3,1,2,5,0,,staged,2
dpi.exchange--interoperability-of-social-protection-systems,dpi.exchange,2,11,4,1,2,5,0,,staged,2
dpi.id--robustness-of-system,dpi.id,2,12,3,1,2,7,0,,staged,2
dpi.id--national-maintenance-of-id-and-credentials-systems,dpi.id,2,16,3,1,2,5,0,,staged,2
dpi.id--authentication,dpi.id,2,7,3,1,2,4,0,,staged,2
dpi.id--digital-id-from-birth,dpi.id,2,12,3,1,2,4,0,,staged,2
dpi.id--interoperability-of-birth-registration-and-digital-id,dpi.id,2,10,1,1,0,6,0,,staged,2
dpi.id--use-by-other-systems,dpi.id,2,11,3,1,2,9,0,,staged,2
dpi.pay--g2p-functionality,dpi.pay,2,7,1,1,0,3,1,already-seen,staged,5
dpi.pay--b2b-and-b2g-functionality,dpi.pay,2,8,3,1,2,2,1,already-seen,staged,5
dpi.pay--cross-border-functionality,dpi.pay,2,8,4,1,2,3,0,,staged,5
dpi.pay--consumer-protection,dpi.pay,2,8,4,1,2,2,0,,staged,5
dpi.registry--population-register,dpi.registry,2,10,3,1,2,2,2,already-seen,staged,1
dpi.registry--address-register,dpi.registry,2,8,3,1,2,3,0,,staged,1
dpi.registry--business-register,dpi.registry,2,8,3,1,2,3,0,,staged,1
dpi.registry--social-protection-register,dpi.registry,2,8,3,1,2,3,0,,staged,1
dpi.registry--electoral-register,dpi.registry,2,5,1,1,0,2,0,,staged,1
dpi.registry--tax-register,dpi.registry,2,8,3,1,2,2,0,,staged,1
dpi.registry--land-register,dpi.registry,2,8,3,1,2,3,0,,staged,1
dpi.mis--education,dpi.mis,2,9,3,1,2,5,0,,staged,3
dpi.mis--social-protection,dpi.mis,2,8,3,1,2,4,0,,staged,3
dpi.mis--justice,dpi.mis,2,9,2,1,1,4,0,,staged,3
dpi.mis--tax,dpi.mis,2,9,3,1,2,5,0,,staged,3
dpi.mis--land,dpi.mis,2,7,3,1,2,4,0,,staged,3
digital.localgov--ict-infrastructure-for-local-government,digital.localgov,2,8,1,1,0,7,0,,staged,1
digital.localgov--digitalisation-of-local-government-records,digital.localgov,2,8,1,1,0,5,0,,staged,1
digital.rural--digitalisation-of-rural-health-clinics,digital.rural,2,8,2,1,1,5,0,,staged,0
digital.rural--digitalisation-of-rural-primary-schools,digital.rural,2,9,2,1,1,7,0,,staged,0
digital.rural--digitalisation-of-rural-registry-offices,digital.rural,2,7,3,1,2,4,0,,staged,0
digital.rural--digitalisation-of-rural-police-stations,digital.rural,2,7,1,1,0,5,0,,staged,0
tech.ai--use-of-ai-in-government-administration,tech.ai,2,8,2,1,2,0,0,,staged,3
tech.ai--use-of-ai-in-sectoral-management-information-systems,tech.ai,2,6,2,1,1,0,0,,staged,3
tech.ai--control-of-ai-abuse,tech.ai,2,8,3,1,2,0,0,,staged,3
capacity.literacy--digital-literacy-general-population,capacity.literacy,2,8,3,1,2,0,0,,staged,1
capacity.training--dt-related-training-in-secondary-education,capacity.training,2,7,3,1,2,0,0,,staged,4
include.access--citizen-feedback-portals,include.access,2,6,3,1,2,3,0,,staged,0
include.access--citizen-participation-in-policy,include.access,2,6,4,1,2,3,0,,staged,0
include.access--gender-equity,include.access,2,7,3,1,2,4,0,,staged,0
include.access--inclusion-of-persons-with-disabilities,include.access,2,7,3,1,2,4,0,,staged,0
include.access--inclusion-of-refugees-and-idps,include.access,2,6,3,1,2,3,0,,staged,0
include.divides--bridging-of-digital-divides,include.divides,2,6,2,1,2,4,0,,staged,1
data.statistics--national-strategy-for-development-of-statistics,data.statistics,2,8,3,1,2,4,1,already-seen,staged,2
data.statistics--statistics-from-administrative-data,data.statistics,2,9,3,1,2,5,0,,staged,2
data.satellite--agricultural-use-of-satellite-data,data.satellite,2,8,3,1,1,4,1,headline-only-stub,staged,0
data.satellite--meteorological-use-of-satellite-data,data.satellite,2,8,3,1,1,5,0,,staged,0
geopol.usa--usa-hyperscaler-mous-engagements-and-commitments,geopol.usa,2,7,3,1,2,2,2,off-topic;already-seen,staged,0
geopol.eu--eu-mous-engagements-and-commitments,geopol.eu,2,6,3,1,2,3,0,,staged,0
geopol.gulf--gulf-mous-engagements-and-commitments,geopol.gulf,2,6,3,1,2,3,0,,staged,0
geopol.india--india-mous-engagements-and-commitments,geopol.india,2,7,2,1,1,4,0,,staged,0
