indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
gov.policy--ict-strategy,gov.policy,2,5,3,0,2,1,2,already-seen,staged,3
gov.policy--broadband-strategy,gov.policy,2,6,3,0,2,1,0,,staged,3
gov.policy--data-storage-cloud-strategy,gov.policy,2,6,2,1,0,0,2,"inadmissible-origin, already-seen",staged,3
gov.policy--data-interoperability-framework-roadmap,gov.policy,2,4,1,0,1,0,1,already-seen,staged,3
gov.policy--ai-strategy,gov.policy,2,3,1,1,0,0,0,,staged,3
gov.policy--data-localisation-policies,gov.policy,2,1,1,1,0,0,0,,staged,3
gov.policy--open-data-policy,gov.policy,2,4,3,1,1,0,0,,staged,3
gov.legislate--legislation-covering-digital-id,gov.legislate,2,7,5,1,2,1,1,off-topic,staged,2
gov.legislate--digital-payments-legislation,gov.legislate,2,4,3,0,2,0,2,"already-seen, already-seen",staged,2
gov.legislate--legislation-enabling-data-interoperability,gov.legislate,2,5,4,1,2,0,2,"inadmissible-origin, already-seen",staged,2
gov.legislate--ai-legislation-regulations,gov.legislate,2,6,0,0,0,0,3,"already-seen, already-seen, no-development",nil,2
gov.legislate--e-commerce-legislation,gov.legislate,2,5,1,1,0,0,1,already-seen,staged,2
gov.legislate--statistics-legislation,gov.legislate,2,6,2,1,1,2,0,,staged,2
gov.legislate--access-to-information-legislation,gov.legislate,2,6,1,1,0,0,2,"already-seen, out-of-window",staged,2
gov.regional--cross-border-data-transfers,gov.regional,2,7,3,1,1,1,0,,staged,4
gov.standards--national-interoperability-standards,gov.standards,2,7,0,0,1,0,3,"already-seen, inadmissible-origin, inadmissible-origin",staged,2
gov.standards--adoption-of-international-standards,gov.standards,2,6,2,1,1,0,1,already-seen,staged,2
gov.discourse--non-governmental-contribution-to-national-policy,gov.discourse,2,4,3,0,1,0,0,,staged,1
finance.new--mobilisation-of-non-state-finance,finance.new,2,5,3,1,2,0,0,,staged,1
infra.store--local-data-centre-capacity-all-providers,infra.store,2,6,3,1,0,1,4,"already-seen(3), headline-only-stub(1)",staged,4
infra.store--off-site-backup-capacity,infra.store,2,7,2,0,0,2,5,"already-seen(3), inadmissible-origin(1), fetch-blocked(1)",nil,4
infra.energy--grid-reliability,infra.energy,2,6,3,1,2,0,1,already-seen,staged,2
infra.capacity--robustness-of-government-hardware-and-software,infra.capacity,2,9,3,1,2,0,2,already-seen(2),staged,1
